Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,33S,34S
24,239.059635,239.05965423961945,239.05948295517908,967086.9,-9999,901387.1,15.53,-1,0.7164929758236682,0.9110578391853318,0,0.546634703511199,1,2,0.75,S1 O6,de-protonated,0,-9999,C8 H16 O6 S1,8,16,6,-9999,-9999,1,-9999,N/A,-9999,-9999
25,245.085268,245.0852859001661,245.0853037804991,1581543.9,-9999,678088.8,26.48,-1,-0.0729555494124219,0.99903470335408,0,0.599420822012448,3,1.6363636363636365,0.3636363636363637,S1 O4,de-protonated,0,-9999,C11 H18 O4 S1,11,18,4,-9999,-9999,1,-9999,N/A,-9999,-9999
29,259.100947,259.10096178458497,259.10095384495907,8223667.5,-9999,737029.9,143.96,-1,0.03064298214532922,0.9911681715741582,0.9912284526126228,0.991192283989544,3,1.6666666666666667,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H20 O4 S1,12,20,4,-9999,-9999,1,-9999,N/A,-9999,-9999
31,259.129921,259.1299357781443,259.12994529898907,1466167.1,-9999,690625.3,24.01,-1,-0.03674158456594526,0.9997550844247156,0,0.5998530506548293,3,1.818181818181818,0.4545454545454546,N2 O5,de-protonated,0,-9999,C11 H20 O5 N2,11,20,5,2,-9999,-9999,-9999,N/A,-9999,-9999
33,260.104213,260.1042275615664,260.1043086800291,976169.1,-9999,759465.1,15.31,-1,-0.3118689693599093,0.9825067075638784,0.9912284526126228,0.9859954055833762,3,1.818181818181818,0.3636363636363637,13C1 S1 O4,de-protonated,1,29,C11 H20 O4 S1 13C1,11,20,4,-9999,-9999,1,1,N/A,-9999,-9999
33,260.104213,260.1042275615664,260.1040649031291,976169.1,-9999,759465.1,15.31,-1,0.6253590745650996,0.9314992831597,0,0.55889956989582,8,1.1538461538461535,0.2307692307692308,N3 O3,de-protonated,0,-9999,C13 H15 O3 N3,13,15,3,3,-9999,-9999,-9999,N/A,-9999,-9999
39,262.976017,262.97603092318576,262.9759678045391,2103915.8,-9999,695030.3,35.18,-1,0.24001678629347356,0.9896015353782144,0,0.5937609212269286,9,0.75,0.08333333333333333,S2 P1 O1,de-protonated,0,-9999,C12 H9 O1 P1 S2,12,9,1,-9999,1,2,-9999,N/A,-9999,-9999
41,263.044009,263.04402290807167,263.0438466913691,1790067.1,-9999,692044.7,29.63,-1,0.6699137987867608,0.9217959820042874,0,0.5530775892025724,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,N/A,-9999,-9999
44,265.041482,265.04149546404824,265.04173869108905,1276743.9,-9999,889840.4,20.47,-1,-0.9176933490299408,0.858293621233772,0,0.5149761727402632,3,1.875,0.5,N2 S1 P1 O4,de-protonated,0,-9999,C8 H15 O4 N2 P1 S1,8,15,4,2,1,1,-9999,N/A,-9999,-9999
45,265.147896,265.1479094403932,265.14790403833905,1042259,-9999,814672.8,16.34,-1,0.02037373891636958,0.9999246854394498,0,0.5999548112636699,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,N/A,-9999,-9999
47,265.18093,265.18094343305,265.1809182443691,1187222.4,-9999,601629.8,18.89,-1,0.09498677766539568,0.9983642207652488,0,0.5990185324591492,4,1.625,0.1875,O3,de-protonated,0,-9999,C16 H26 O3,16,26,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
56,269.13944300000003,269.1394555531021,269.1394473545891,1092577.9,-9999,745082.9,17.14,-1,0.03046195227611079,0.9998316423969008,0,0.5998989854381406,4,1.5714285714285714,0.35714285714285715,O5,de-protonated,0,-9999,C14 H22 O5,14,22,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
62,277.057788,277.05779879291293,277.05784298554903,2988706.5,-9999,647721.6,50.15,-1,-0.15950689437312104,0.9953941406410478,0,0.5972364843846286,9,0.9090909090909092,0.4545454545454546,N4 O5,de-protonated,0,-9999,C11 H10 O5 N4,11,10,5,4,-9999,-9999,-9999,N/A,-9999,-9999
63,277.058034,277.05804479285825,277.05784298554903,3380898.8,-9999,572116.7,56.99,-1,0.7283941398295072,0.9082196210048514,0,0.5449317726029108,9,0.9090909090909092,0.4545454545454546,N4 O5,de-protonated,0,-9999,C11 H10 O5 N4,11,10,5,4,-9999,-9999,-9999,N/A,-9999,-9999
64,277.059673,277.05968379249384,277.0594967558291,51028644,-9999,635180.7,888.54,-1,0.6750776166015406,0.9159535314561972,0.999106731530666,0.9492148114859846,4,1.6666666666666667,0.6666666666666666,N2 P1 O6,de-protonated,0,-9999,C9 H15 O6 N2 P1,9,15,6,2,1,-9999,-9999,N/A,-9999,-9999
65,277.060162,277.0601727923852,277.0603661356991,35644068,-9999,764410.1,620.05,-1,-0.6978382242864428,0.6049899565467173,0.9252838293532616,0.733107505669335,3,1.9,0.1,N2 S2 P1 O1,de-protonated,0,-9999,C10 H19 O1 N2 P1 S2,10,19,1,2,1,2,-9999,N/A,-9999,-9999
66,278.06304,278.06305056945286,278.06285159089913,4912373,-9999,618506,83.34,-1,0.7155884095547583,0.9112720093190902,0.999106731530666,0.9464058982037205,4,1.875,0.75,13C1 N2 P1 O6,de-protonated,1,64,C8 H15 O6 N2 P1 13C1,8,15,6,2,1,-9999,1,N/A,-9999,-9999
67,278.063498,278.06350856935103,278.0637209707691,4877045,-9999,772522.3,82.72,-1,-0.7638587922965216,0.5996933523739257,0.9252838293532616,0.72992954316566,3,2.111111111111111,0.1111111111111111,13C1 N2 S2 P1 O1,de-protonated,1,65,C9 H19 O1 N2 P1 S2 13C1,9,19,1,2,1,2,1,N/A,-9999,-9999
71,279.0572,279.0572103484585,279.0573887555491,14568261,-9999,753293.1,251.09,-1,-0.6393204328630088,0.9185963540799214,0.9737500333126924,0.9406578257730298,3,1.8888888888888888,0.4444444444444444,N2 S1 P1 O4,de-protonated,0,-9999,C9 H17 O4 N2 P1 S1,9,17,4,2,1,1,-9999,N/A,-9999,-9999
73,280.060064,280.0600741255293,280.06003178306906,2022036.9,-9999,678161.6,33.12,-1,0.15119065710153112,0.9958609240598364,0,0.5975165544359019,2,2,0.2,N1 S2 P1 O2,de-protonated,0,-9999,C10 H20 O2 N1 P1 S2,10,20,2,1,1,2,-9999,N/A,-9999,-9999
74,280.06053000000003,280.06054012542575,280.06074359061904,1892245,-9999,836722.2,30.87,-1,-0.7265037958762336,0.9086729635057142,0.9737500333126924,0.9347037914285056,3,2.125,0.5,13C1 N2 S1 P1 O4,de-protonated,1,71,C8 H17 O4 N2 P1 S1 13C1,8,17,4,2,1,1,1,N/A,-9999,-9999
75,283.068396,283.0684054567995,283.0684076695791,1015164.6,-9999,697356.7,15.55,-1,-0.00781711952798171,0.9999889122116886,0,0.5999933473270131,7,1.2,0.6,N4 O6,de-protonated,0,-9999,C10 H12 O6 N4,10,12,6,4,-9999,-9999,-9999,N/A,-9999,-9999
