Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,33S,34S
8,187.097569,187.0975738107656,187.0975825416391,1103764.8,-9999,1140557,19.05,-1,-0.04666481193758329,0.9996049545437602,0,0.5997629727262561,2,1.7777777777777777,0.4444444444444444,O4,de-protonated,0,-9999,C9 H16 O4,9,16,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
15,195.139047,195.13905207714785,195.13905343141903,915405.6,-9999,1032059.3,15.28,-1,-0.00694003164198185,0.9999912607365488,0,0.5999947564419292,3,1.6666666666666667,0.16666666666666666,O2,de-protonated,0,-9999,C12 H20 O2,12,20,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
21,199.061166,199.06117120707205,199.06119703228907,850070.5,-9999,787209.2,14,-1,-0.1297350634260876,0.996950661991654,0,0.5981703971949923,4,1.3333333333333333,0.5555555555555556,O5,de-protonated,0,-9999,C9 H12 O5,9,12,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
22,199.097553,199.09755820827743,199.0975825416391,751114.1,-9999,948384.8,12.14,-1,-0.12221826781897883,0.9972933153270298,0,0.5983759891962178,3,1.6,0.4,O4,de-protonated,0,-9999,C10 H16 O4,10,16,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
25,201.113203,201.11320827504792,201.11323260609907,830101.7,-9999,984046.7,13.58,-1,-0.12098185104703538,0.9973477301542624,0,0.5984086380925575,2,1.8,0.4,O4,de-protonated,0,-9999,C10 H18 O4,10,18,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
33,209.154676,209.15468154143,209.15470349587903,988733.1,-9999,698072.8,16.33,-1,-0.104967513044906,0.9980027630694248,0,0.5988016578416548,3,1.6923076923076923,0.15384615384615383,O2,de-protonated,0,-9999,C13 H22 O2,13,22,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
36,211.097569,211.09757460579033,211.0975825416391,787879.6,-9999,935255.8,12.57,-1,-0.03759327167778929,0.999743599780743,0,0.5998461598684458,4,1.4545454545454546,0.3636363636363637,O4,de-protonated,0,-9999,C11 H16 O4,11,16,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
37,211.13395,211.13395560699547,211.13396805098907,774700.8,-9999,859064.6,12.33,-1,-0.05893885153685419,0.9993698842972027,0,0.5996219305783216,3,1.6666666666666667,0.25,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
41,213.076823,213.07682867135512,213.07684709674908,931202.6,-9999,1004754.2,15.21,-1,-0.08647299874870551,0.9986441230535252,0,0.5991864738321151,4,1.4,0.5,O5,de-protonated,0,-9999,C10 H14 O5,10,14,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
42,215.092468,215.09247373812545,215.09249716120908,980941.6,-9999,810696.8,16.07,-1,-0.10889772512670888,0.997850565176334,0,0.5987103391058003,3,1.6,0.5,O5,de-protonated,0,-9999,C10 H16 O5,10,16,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
43,215.128864,215.12886973933112,215.12888267055905,1124819.1,-9999,689660.3,18.71,-1,-0.06010921345345401,0.9993446194242458,0,0.5996067716545475,2,1.818181818181818,0.3636363636363637,O4,de-protonated,0,-9999,C11 H20 O4,11,20,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
45,218.103368,218.1033738378646,218.10339619786907,1099134.9,-9999,777711.9,18.17,-1,-0.10252020305353882,0.9980947205264672,0,0.5988568323158804,2,1.8888888888888888,0.5555555555555556,N1 O5,de-protonated,0,-9999,C9 H17 O5 N1,9,17,5,1,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
51,221.154734,221.15473993894423,221.15470349587903,794218.4,-9999,801530.2,12.53,-1,0.16478539512108514,0.9950850195238334,0,0.5970510117143001,4,1.5714285714285714,0.14285714285714285,O2,de-protonated,0,-9999,C14 H22 O2,14,22,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
52,223.097594,223.09760000330348,223.0975825416391,959884.3,-9999,769608.5,15.49,-1,0.07826917793425994,0.998889051257001,0,0.5993334307542005,5,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H16 O4,12,16,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
53,225.113255,225.11326107007437,225.11323260609907,821152.6,-9999,766006,12.91,-1,0.12644292371502003,0.9971032360825712,0,0.5982619416495427,4,1.5,0.3333333333333333,O4,de-protonated,0,-9999,C12 H18 O4,12,18,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
54,227.092512,227.09251813563927,227.09249716120908,1050356.1,-9999,754498.1,17.06,-1,0.09236073603379062,0.9984533482729168,0,0.5990720089637501,4,1.4545454545454546,0.4545454545454546,O5,de-protonated,0,-9999,C11 H16 O5,11,16,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
55,227.128839,227.12884513684264,227.12888267055905,1820058.4,-9999,763244.4,31.02,-1,-0.1652529434714374,0.9950571583854234,0,0.597034295031254,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
56,227.14009,227.14009613721532,227.14011605984908,1689756.4,-9999,709146.2,28.66,-1,-0.0877107668159658,0.9986050566858315,0,0.599163034011499,3,1.818181818181818,0.2727272727272727,N2 O3,de-protonated,0,-9999,C11 H20 O3 N2,11,20,3,2,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
57,229.071739,229.0717452012032,229.0717617163191,872748.2,-9999,728300.9,13.78,-1,-0.07209581726805775,0.9990573093844236,0,0.5994343856306542,4,1.4,0.6,O6,de-protonated,0,-9999,C10 H14 O6,10,14,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
58,229.108115,229.1081212024082,229.1081472256691,1460594.5,-9999,854181.2,24.4,-1,-0.11358505230719328,0.9976617660790336,0,0.5985970596474202,3,1.6363636363636365,0.4545454545454546,O5,de-protonated,0,-9999,C11 H18 O5,11,18,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
59,229.144482,229.1444882036129,229.14453273501908,1382584.9,-9999,732404.3,22.99,-1,-0.19433763336044096,0.993170633309148,0,0.5959023799854888,2,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H22 O4,12,22,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999,-9999
