Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,34S
42,256.236248,256.2363441484856,256.23630865324907,1304430,-9999,531977.8,20.96,-1,0.1385253976382841,0.996524183984528,0.9805297200896016,0.9901263984265576,1,2.1333333333333333,0.13333333333333333,13C1 O2,de-protonated,1,40,C15 H32 O2 13C1,15,32,2,-9999,-9999,-9999,1,-9999,N/A,-9999,-9999
61,265.147861,265.1479479918661,265.14790403833905,21475772,-9999,483159.9,369.37,-1,0.16576984532329095,0.9943706371911554,0.998581901189572,0.996055142790522,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
63,266.151163,266.1512489609804,266.15125887340906,2748988.5,-9999,579053.3,45.54,-1,-0.0372435910845318,0.9959446643883204,0.998581901189572,0.996999559108821,0,2.363636363636364,0.3636363636363637,13C1 S1 O4,de-protonated,1,61,C11 H26 O4 S1 13C1,11,26,4,-9999,-9999,1,1,-9999,N/A,-9999,-9999
63,266.151163,266.1512489609804,266.15101509650907,2748988.5,-9999,579053.3,45.54,-1,0.8786908862836295,0.8692746866232135,0,0.5215648119739281,5,1.6153846153846154,0.2307692307692308,N3 O3,de-protonated,0,-9999,C13 H21 O3 N3,13,21,3,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
68,267.143547,267.14363194131283,267.1436998679391,957241.1,-9999,678475.3,14.56,-1,-0.254269991468961,0.992140981871688,0.998581901189572,0.9947173495988416,0,2.1666666666666665,0.3333333333333333,34S1 O4,de-protonated,1,61,C12 H26 O4 34S1,12,26,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,1
73,269.131128,269.13121089908736,269.1312051460991,5627309,-9999,588050.5,94.7,-1,0.02137614725617132,0.9972065580877588,0.996362186753759,0.9968688095541588,4,1.6428571428571428,0.21428571428571427,P1 O3,de-protonated,0,-9999,C14 H23 O3 P1,14,23,3,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
75,269.139366,269.1394488906229,269.1394473545891,1690286,-9999,740617.1,27.06,-1,0.00570720417794966,0.9999940898382792,0,0.5999964539029675,4,1.5714285714285714,0.35714285714285715,O5,de-protonated,0,-9999,C14 H22 O5,14,22,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
77,270.134431,270.1345128682006,270.1345599811691,825061.5,-9999,782071.8,12.19,-1,-0.17440555738497485,0.9944960238416076,0.996362186753759,0.9952424890064682,4,1.7692307692307692,0.2307692307692308,13C1 P1 O3,de-protonated,1,73,C13 H23 O3 P1 13C1,13,23,3,-9999,1,-9999,1,-9999,N/A,-9999,-9999
77,270.134431,270.1345128682006,270.1346963267891,825061.5,-9999,782071.8,12.19,-1,-0.6791374487446612,0.919717100585774,0,0.5518302603514644,4,1.6153846153846154,0.38461538461538464,N1 O5,de-protonated,0,-9999,C13 H21 O5 N1,13,21,5,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999
78,270.134861,270.1349428677588,270.1346963267891,1108517.5,-9999,671753.5,17.06,-1,0.9126593994734076,0.8597297601689823,0,0.5158378561013893,4,1.6153846153846154,0.38461538461538464,N1 O5,de-protonated,0,-9999,C13 H21 O5 N1,13,21,5,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999
82,277.071724,277.071798740181,277.0717617163191,2039613.1,-9999,527984.9,32.83,-1,0.1336255332980395,0.9967653344440875,0,0.5980592006664525,8,1,0.42857142857142855,O6,de-protonated,0,-9999,C14 H14 O6,14,14,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
84,277.072706,277.07278073917195,277.07263109618907,832829.3,-9999,1253457.3,12.23,-1,0.5400857612106765,0.9484490149277094,0,0.5690694089566256,7,1.2,0.06666666666666667,S2 O1,de-protonated,0,-9999,C15 H18 O1 S2,15,18,1,-9999,-9999,2,-9999,-9999,N/A,-9999,-9999
85,277.14444,277.1445146654658,277.1445327350191,1049157.1,-9999,630021.7,15.92,-1,-0.06519902485297034,0.9992289748420063,0,0.5995373849052038,6,1.375,0.25,O4,de-protonated,0,-9999,C16 H22 O4,16,22,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
90,279.163456,279.1635285909411,279.1635541027991,1510559.8,-9999,528687.4,23.63,-1,-0.09138677885935406,0.9984857710337334,0,0.59909146262024,0,2.1538461538461537,0.3076923076923077,S1 O4,de-protonated,0,-9999,C13 H28 O4 S1,13,28,4,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
91,279.163748,279.1638205906411,279.1635541027991,1432319.8,-9999,258805.7,22.31,-1,0.9545939578475754,0.8476011911722563,0,0.5085607147033537,0,2.1538461538461537,0.3076923076923077,S1 O4,de-protonated,0,-9999,C13 H28 O4 S1,13,28,4,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
94,281.102991,281.10306159808255,281.1030618452391,856813.8,-9999,710376,12.55,-1,-8.7923819764338e-4,0.9999998597293231,0,0.5999999158375938,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
95,283.070204,283.0702725767851,283.0700614398591,1215291.4,-9999,471390.5,18.49,-1,0.7458822205494616,0.9039807489681334,0,0.54238844938088,2,2.125,0.875,N2 P1 O7,de-protonated,0,-9999,C8 H17 O7 N2 P1,8,17,7,2,1,-9999,-9999,-9999,N/A,-9999,-9999
96,283.070736,283.07080457623846,283.0709308197291,877115.4,-9999,575921.9,12.8,-1,-0.4459782933593336,0.9645539295312316,0,0.5787323577187389,1,2.3333333333333335,0.2222222222222222,N2 S2 P1 O2,de-protonated,0,-9999,C9 H21 O2 N2 P1 S2,9,21,2,2,1,2,-9999,-9999,N/A,-9999,-9999
97,283.082328,283.0823965643278,283.0823264003491,847740.6,-9999,452741.3,12.3,-1,0.2478571502413968,0.9889149298045372,0,0.5933489578827223,6,1.2307692307692308,0.5384615384615384,O7,de-protonated,0,-9999,C13 H16 O7,13,16,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
98,283.264228,283.2642963774268,283.26425394709906,5231055.5,-9999,492841.7,86.12,-1,0.14979061819050438,0.996301612295187,0.9828183109768356,0.9909082917678464,1,2,0.1111111111111111,O2,de-protonated,0,-9999,C18 H36 O2,18,36,2,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
100,284.26758,284.2676473464897,284.2676087821691,1149367,-9999,488834.9,17.38,-1,0.13566202911360478,0.9966661542477692,0.9828183109768356,0.9911270169393958,1,2.1176470588235294,0.1176470588235294,13C1 O2,de-protonated,1,98,C17 H36 O2 13C1,17,36,2,-9999,-9999,-9999,1,-9999,N/A,-9999,-9999
101,285.068128,285.0681945239323,285.06795343957907,993673.1,-9999,615700.8,14.76,-1,0.8457083663640641,0.8782919631004361,0,0.5269751778602616,1,2.375,0.625,N2 S1 P1 O5,de-protonated,0,-9999,C8 H19 O5 N2 P1 S1,8,19,5,2,1,1,-9999,-9999,N/A,-9999,-9999
102,285.068509,285.0685755235408,285.0686048882591,898825.2,-9999,566574.5,13.16,-1,-0.10300930291668976,0.9980765154148702,0,0.5988459092489221,10,0.9375,0.1875,P1 O3,de-protonated,0,-9999,C16 H15 O3 P1,16,15,3,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
103,285.126088,285.12615446437877,285.1261197656691,7111311,-9999,454849.4,117.78,-1,0.12169600490343736,0.49865818365150366,0.8684926696514785,0.6465919780514936,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
105,286.129703,286.1297684331714,286.1296109463591,1428661.4,-9999,395700.1,22.08,-1,0.5504037551590671,0.946514636994148,0,0.5679087821964888,4,1.6153846153846154,0.4615384615384616,N1 O6,de-protonated,0,-9999,C13 H21 O6 N1,13,21,6,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999
106,288.987636,288.9876984966655,288.9875951169991,1937750.1,-9999,448950.8,30.43,-1,0.35773046358157595,0.9770473287434024,0,0.5862283972460415,6,1.2222222222222223,0.3333333333333333,N2 S2 P1 O3,de-protonated,0,-9999,C9 H11 O3 N2 P1 S2,9,11,3,2,1,2,-9999,-9999,N/A,-9999,-9999
108,293.066828,293.06688630532443,293.0666763358891,1422829.5,-9999,386806.9,21.66,-1,0.7164561933724046,0.911066552297552,0,0.5466399313785312,8,1,0.5,O7,de-protonated,0,-9999,C14 H14 O7,14,14,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
109,293.102998,293.10305626816,293.1030618452391,1017137.1,-9999,596524.4,14.92,-1,-0.01902770669997179,0.9999343080036802,0,0.5999605848022082,7,1.2,0.4,O6,de-protonated,0,-9999,C15 H18 O6,15,18,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
113,293.174733,293.1747911944528,293.17480129273906,1594808.3,-9999,477945.3,24.52,-1,-0.03444459154510427,0.9997847470259024,0,0.5998708482155414,1,2.4545454545454546,0.2727272727272727,N4 P1 O3,de-protonated,0,-9999,C11 H27 O3 N4 P1,11,27,3,4,1,-9999,-9999,-9999,N/A,-9999,-9999
114,293.175802,293.17586019335437,293.1758328639391,20192696,-9999,496724,333.28,-1,0.0932185132992128,0.9965420270585204,0.9960289849188756,0.9963368102026624,5,1.5294117647058822,0.2352941176470588,O4,de-protonated,0,-9999,C17 H26 O4,17,26,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
116,293.179131,293.1791891899339,293.17920416725906,12753337,-9999,450401.1,209.77,-1,-0.05108590570647672,0.995101279209203,0.9948719622203624,0.9950095524136666,0,2.142857142857143,0.2857142857142857,S1 O4,de-protonated,0,-9999,C14 H30 O4 S1,14,30,4,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
118,294.17908,294.17913716249336,294.1791876990091,3825692.3,-9999,602819.6,61.55,-1,-0.17178820887704033,0.9946595447831662,0.9960289849188756,0.99520732083745,5,1.625,0.25,13C1 O4,de-protonated,1,114,C16 H26 O4 13C1,16,26,4,-9999,-9999,-9999,1,-9999,N/A,-9999,-9999
120,294.182435,294.1824921590461,294.18255900232907,2018332.5,-9999,488013.1,31.55,-1,-0.22721701519790016,0.990675985611233,0.9948719622203624,0.9923543762548848,0,2.3076923076923075,0.3076923076923077,13C1 S1 O4,de-protonated,1,116,C13 H30 O4 S1 13C1,13,30,4,-9999,-9999,1,1,-9999,N/A,-9999,-9999
120,294.182435,294.1824921590461,294.18231522542914,2018332.5,-9999,488013.1,31.55,-1,0.6014420575225212,0.9364717755947944,0,0.5618830653568766,5,1.6666666666666667,0.2,N3 O3,de-protonated,0,-9999,C15 H25 O3 N3,15,25,3,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
122,294.937785,294.9378413829293,294.9376537428191,1120999.6,-9999,615887.3,16.65,-1,0.6362026272906357,0.9291899980391846,0,0.5575139988235107,10,0.3636363636363637,0.5454545454545454,S2 O6,de-protonated,0,-9999,C11 H4 O6 S2,11,4,6,-9999,-9999,2,-9999,-9999,N/A,-9999,-9999
123,295.082183,295.08223923456137,295.0823264003491,957430,-9999,707693.1,13.93,-1,-0.29539480987390204,0.9842918144721788,0,0.5905750886833073,7,1.1428571428571428,0.5,O7,de-protonated,0,-9999,C14 H16 O7,14,16,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
123,295.082183,295.08223923456137,295.0821642090191,957430,-9999,707693.1,13.93,-1,0.25425305690139144,0.9883388436992728,0,0.5930033062195638,2,2.3333333333333335,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H21 O1 N4 P1 S2,9,21,1,4,1,2,-9999,-9999,N/A,-9999,-9999
125,295.11867,295.1187261970712,295.1187119096991,1038457.6,-9999,511640.9,15.28,-1,0.04841228826348694,0.999574820118669,0,0.5997448920712014,6,1.3333333333333333,0.4,O6,de-protonated,0,-9999,C15 H20 O6,15,20,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
126,295.131713,295.13176918366963,295.1315990692691,1396858.9,-9999,643109.5,21.23,-1,0.5764018528305984,0.94149678326163,0,0.564898069956978,1,2.0833333333333335,0.5,P1 O6,de-protonated,0,-9999,C12 H25 O6 P1,12,25,6,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
127,295.132169,295.1322251832011,295.1324684491391,1118971,-9999,641863.2,16.61,-1,-0.8242601678025309,0.8840186557041176,0,0.5304111934224706,0,2.230769230769231,0.07692307692307693,S2 P1 O1,de-protonated,0,-9999,C13 H29 O1 P1 S2,13,29,1,-9999,1,2,-9999,-9999,N/A,-9999,-9999
130,297.061492,297.0615462008353,297.06159095545905,966683.2,-9999,431544.1,13.98,-1,-0.15065772584638737,0.9958899923109392,0,0.5975339953865635,7,1.0769230769230769,0.6153846153846154,O8,de-protonated,0,-9999,C13 H14 O8,13,14,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
130,297.061492,297.0615462008353,297.06142876412906,966683.2,-9999,431544.1,13.98,-1,0.3953280193605629,0.972040731500418,0,0.5832244389002508,2,2.375,0.25,N4 S2 P1 O2,de-protonated,0,-9999,C8 H19 O2 N4 P1 S2,8,19,2,4,1,2,-9999,-9999,N/A,-9999,-9999
131,297.097847,297.09790116348086,297.0979764648091,910526.8,-9999,525938.7,13.05,-1,-0.2534562138321147,0.9884113980610604,0,0.5930468388366362,6,1.2857142857142858,0.5,O7,de-protonated,0,-9999,C14 H18 O7,14,18,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
132,297.134334,297.1343881259907,297.13436197415905,1214530.5,-9999,382150.2,18.06,-1,0.08801348820189858,0.9985954179449116,0,0.5991572507669468,5,1.4666666666666666,0.4,O6,de-protonated,0,-9999,C15 H22 O6,15,22,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
134,297.152926,297.1529801068875,297.1529894187691,12364612,-9999,447742.9,201.81,-1,-0.03133699441504194,0.999907527716914,0.993706506461378,0.9974271192146996,4,1.625,0.1875,S1 O3,de-protonated,0,-9999,C16 H26 O3 S1,16,26,3,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
136,298.156293,298.15634607593506,298.1563442538391,2247592.5,-9999,511147.1,35.08,-1,0.00611120973390643,0.9999932234798464,0.993706506461378,0.997478536672459,4,1.7333333333333334,0.2,13C1 S1 O3,de-protonated,1,134,C15 H26 O3 S1 13C1,15,26,3,-9999,-9999,1,1,-9999,N/A,-9999,-9999
136,298.156293,298.15634607593506,298.1561004769391,2247592.5,-9999,511147.1,35.08,-1,0.8237262143988219,0.8841598141628331,0,0.5304958884976998,9,1.2352941176470589,0.1176470588235294,N3 O2,de-protonated,0,-9999,C17 H21 O2 N3,17,21,2,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
147,303.002909,303.00295709607127,303.003245181459,3518354,-9999,441732.5,55.59,-1,-0.9507666743927276,0.8487234694596091,0,0.5092340816757654,6,1.3,0.3,N2 S2 P1 O3,de-protonated,0,-9999,C10 H13 O3 N2 P1 S2,10,13,3,2,1,2,-9999,-9999,N/A,-9999,-9999
155,305.052044,305.05208999059954,305.05228957446906,1215844.8,-9999,444994,17.93,-1,-0.6542611753381081,0.9252692481818872,0,0.5551615489091324,4,1.5,0.4166666666666667,S2 O5,de-protonated,0,-9999,C12 H18 O5 S2,12,18,5,-9999,-9999,2,-9999,-9999,N/A,-9999,-9999
155,305.052044,305.05208999059954,305.0519094519491,1215844.8,-9999,444994,17.93,-1,0.5918292751507833,0.9384229175744564,0,0.5630537505446739,9,1.0714285714285714,0.14285714285714285,N2 S1 P1 O2,de-protonated,0,-9999,C14 H15 O2 N2 P1 S1,14,15,2,2,1,1,-9999,-9999,N/A,-9999,-9999
161,307.082275,307.08231890455147,307.0823264003491,1220280.6,-9999,599836.8,17.86,-1,-0.02440973302442337,0.99989189235401,0,0.599935135412406,8,1.0666666666666669,0.4666666666666667,O7,de-protonated,0,-9999,C15 H16 O7,15,16,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
161,307.082275,307.08231890455147,307.0821642090191,1220280.6,-9999,599836.8,17.86,-1,0.5037594182192705,0.954997193231596,0,0.5729983159389576,3,2.1,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H21 O1 N4 P1 S2,10,21,1,4,1,2,-9999,-9999,N/A,-9999,-9999
162,307.118711,307.11875486711375,307.1187119096991,1026620.5,-9999,520398.8,14.72,-1,0.13987234581293875,0.9964563818302288,0,0.5978738290981371,7,1.25,0.375,O6,de-protonated,0,-9999,C16 H20 O6,16,20,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
163,307.194768,307.1948117889657,307.1948542317191,1689412.5,-9999,381451.3,25.47,-1,-0.13816231884255137,0.9965423490260392,0,0.5979254094156236,0,2.1333333333333333,0.26666666666666666,S1 O4,de-protonated,0,-9999,C15 H32 O4 S1,15,32,4,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
167,309.061539,309.06158087087164,309.06159095545905,897418.8,-9999,567144,12.62,-1,-0.03262970136349728,0.9998068307130316,0,0.599884098427819,8,1,0.5714285714285714,O8,de-protonated,0,-9999,C14 H14 O8,14,14,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
167,309.061539,309.06158087087164,309.06142876412906,897418.8,-9999,567144,12.62,-1,0.4921569902263114,0.9570015870463796,0,0.5742009522278279,3,2.111111111111111,0.2222222222222222,N4 S2 P1 O2,de-protonated,0,-9999,C9 H19 O2 N4 P1 S2,9,19,2,4,1,2,-9999,-9999,N/A,-9999,-9999
169,309.09799,309.09803183341853,309.0979764648091,1318670.6,-9999,522339.9,19.45,-1,0.17912964056518493,0.9941946946054816,0,0.596516816763289,7,1.2,0.4666666666666667,O7,de-protonated,0,-9999,C15 H18 O7,15,18,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
169,309.09799,309.09803183341853,309.09781427347906,1318670.6,-9999,522339.9,19.45,-1,0.7038546680867903,0.9140301267970125,0,0.5484180760782075,2,2.3,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H23 O1 N4 P1 S2,10,23,1,4,1,2,-9999,-9999,N/A,-9999,-9999
171,309.170664,309.17070575874646,309.17074748350905,2221846.5,-9999,470005.9,34.11,-1,-0.1349570194513077,0.9967006578539224,0,0.5980203947123535,5,1.5294117647058822,0.29411764705882354,O5,de-protonated,0,-9999,C17 H26 O5,17,26,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
173,309.17407,309.1741117552468,309.17411878682907,4771863,-9999,422898.8,75.49,-1,-0.02274311404292334,0.9999061502097324,0,0.5999436901258394,0,2.142857142857143,0.35714285714285715,S1 O5,de-protonated,0,-9999,C14 H30 O5 S1,14,30,5,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
175,311.077136,311.07717579985996,311.0772410199191,867172.9,-9999,580293.4,12.12,-1,-0.20965872949667977,0.9920558225949324,0,0.5952334935569593,7,1.1428571428571428,0.5714285714285714,O8,de-protonated,0,-9999,C14 H16 O8,14,16,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
175,311.077136,311.07717579985996,311.0770788285891,867172.9,-9999,580293.4,12.12,-1,0.3117274703394849,0.9825224383305452,0,0.5895134629983271,2,2.3333333333333335,0.2222222222222222,N4 S2 P1 O2,de-protonated,0,-9999,C9 H21 O2 N4 P1 S2,9,21,2,4,1,2,-9999,-9999,N/A,-9999,-9999
177,311.092423,311.0924627841527,311.0924971612091,1017446.6,-9999,573879.4,14.56,-1,-0.11050429284643136,0.9977867468953212,0,0.5986720481371928,11,0.8888888888888888,0.2777777777777778,O5,de-protonated,0,-9999,C18 H16 O5,18,16,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
178,311.113549,311.11358876244583,311.1136265292691,1313640.9,-9999,503598.2,19.37,-1,-0.12139237897045856,0.997329723805559,0,0.5983978342833354,6,1.3333333333333333,0.4666666666666667,O7,de-protonated,0,-9999,C15 H20 O7,15,20,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
178,311.113549,311.11358876244583,311.1134643379391,1313640.9,-9999,503598.2,19.37,-1,0.3999328894416912,0.9713950460101356,0,0.5828370276060812,1,2.5,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H25 O1 N4 P1 S2,10,25,1,4,1,2,-9999,-9999,N/A,-9999,-9999
181,311.163157,311.16319671147403,311.1628991981891,1108206.3,-9999,404028.5,16.03,-1,0.9561335419060332,0.8471488859060046,0,0.5082893315436027,0,2.230769230769231,0.4615384615384616,P1 O6,de-protonated,0,-9999,C13 H29 O6 P1,13,29,6,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
184,311.168604,311.1686437058773,311.16863948322913,41579760,-9999,452061,672.76,-1,0.01357028833387643,0.98883500529563,0.994087104984986,0.9909358451713725,4,1.6470588235294117,0.17647058823529413,S1 O3,de-protonated,0,-9999,C17 H28 O3 S1,17,28,3,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
186,312.171947,312.1719856749494,312.17199431829914,7442781.5,-9999,462488,117.87,-1,-0.02768778082563303,0.9887997794378393,0.994087104984986,0.990914709656698,4,1.75,0.1875,13C1 S1 O3,de-protonated,1,184,C16 H28 O3 S1 13C1,16,28,3,-9999,-9999,1,1,-9999,N/A,-9999,-9999
186,312.171947,312.1719856749494,312.1717505413991,7442781.5,-9999,462488,117.87,-1,0.7532185403804783,0.4510893038441085,0.8370420509349343,0.6054704026804388,9,1.2777777777777777,0.1111111111111111,N3 O2,de-protonated,0,-9999,C18 H23 O2 N3,18,23,2,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
188,313.093158,313.0931957284116,313.0928910843791,1002883.8,-9999,458543,14.21,-1,0.9730148501341216,0.8421577110849955,0,0.5052946266509972,6,1.2857142857142858,0.5714285714285714,O8,de-protonated,0,-9999,C14 H18 O8,14,18,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
189,313.129169,313.1292066914105,313.12927659372906,1880519.8,-9999,488755.5,28.33,-1,-0.22323788857411545,0.9909982372745042,0,0.5945989423647025,5,1.4666666666666666,0.4666666666666667,O7,de-protonated,0,-9999,C15 H22 O7,15,22,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
191,313.164533,313.16457065507427,313.1644353128291,1694283.8,-9999,483761.9,25.34,-1,0.43217629438629673,0.9777386501609164,0.994087104984986,0.9842780320905442,4,1.6470588235294117,0.17647058823529413,34S1 O3,de-protonated,1,184,C17 H28 O3 34S1,17,28,3,-9999,-9999,-9999,-9999,-9999,N/A,-9999,1
193,313.165412,313.1654496541711,313.1656621030791,1036747.9,-9999,907591,14.75,-1,-0.678391451359871,0.9198861191395592,0,0.5519316714837355,4,1.625,0.375,O6,de-protonated,0,-9999,C16 H26 O6,16,26,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
194,315.087261,315.08729667948484,315.08741178077906,911781.4,-9999,742943.5,12.74,-1,-0.36529956425995475,0.9760775906988164,0,0.5856465544192899,10,0.9411764705882352,0.35294117647058826,O6,de-protonated,0,-9999,C17 H16 O6,17,16,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
195,316.21287,316.21290452292953,316.2129466490891,1707687.3,-9999,350694.2,25.55,-1,-0.13322085635149714,0.99678486527879,0,0.5980709191672741,2,1.9375,0.3125,N1 O5,de-protonated,0,-9999,C16 H31 O5 N1,16,31,5,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999
197,317.139459,317.1394925708658,317.1394473545891,2577683.8,-9999,334207.1,39.22,-1,0.14257537837205822,0.9963183524948116,0,0.597791011496887,8,1.2222222222222223,0.2777777777777778,O5,de-protonated,0,-9999,C18 H22 O5,18,22,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
