Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,18O,33S,34S
50,279.163171,279.1631712698123,279.1631739802791,1633696.5,-9999,648505.9,25.99,-1,-0.00970925623626296,0.9999828950409312,0,0.5999897370245587,5,1.6666666666666667,0.06666666666666667,N2 P1 O1,de-protonated,0,-9999,C15 H25 O1 N2 P1,15,25,1,2,1,-9999,-9999,-9999,-9999,N/A,-9999
51,281.066322,281.06632097258665,281.06651414455905,887373.9,-9999,773448.4,13.21,-1,-0.6872820584350319,0.9178617584792584,0,0.5507170550875551,2,2.375,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999,-9999,-9999,N/A,-9999
52,285.125899,285.125895205498,285.1261197656691,10605492,-9999,512977.5,178.63,-1,-0.7875818998120035,0.9109794602067678,0.9815636334460214,0.9392131295024692,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999,-9999,-9999,N/A,-9999
53,286.129296,286.1292915215626,286.12947460073906,1870731,-9999,537797.5,29.87,-1,-0.6398473163498783,0.9284062016173836,0.9815636334460214,0.9496691743488388,4,1.7692307692307692,0.3076923076923077,13C1 P1 O4,de-protonated,1,52,C13 H23 O4 P1 13C1,13,23,4,-9999,1,-9999,1,-9999,-9999,N/A,-9999
54,289.121163,289.1211564822464,289.12103438523906,1965578,-9999,571988.6,31.3,-1,0.422304131634092,0.9681582727409782,0,0.5808949636445869,3,1.7692307692307692,0.38461538461538464,P1 O5,de-protonated,0,-9999,C13 H23 O5 P1,13,23,5,-9999,1,-9999,-9999,-9999,-9999,N/A,-9999
55,293.06666,293.06665079291696,293.0666763358891,1042901.1,-9999,656798.6,15.58,-1,-0.08715754537003968,0.9986225858628408,0,0.5991735515177046,8,1,0.5,O7,de-protonated,0,-9999,C14 H14 O7,14,14,7,-9999,-9999,-9999,-9999,-9999,-9999,N/A,-9999
55,293.06666,293.06665079291696,293.06651414455905,1042901.1,-9999,656798.6,15.58,-1,0.4662707996780862,0.9613194806520516,0,0.576791688391231,3,2.111111111111111,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H19 O1 N4 P1 S2,9,19,1,4,1,2,-9999,-9999,-9999,N/A,-9999
57,293.175085,293.1750757190123,293.17480129273906,5834334,-9999,390768.2,96.23,-1,0.9360500016102784,0.8530104737186587,0,0.5118062842311952,1,2.4545454545454546,0.2727272727272727,N4 P1 O3,de-protonated,0,-9999,C11 H27 O3 N4 P1,11,27,3,4,1,-9999,-9999,-9999,-9999,N/A,-9999
58,293.175829,293.1758197185052,293.1758328639391,25743966,-9999,500066.8,431.34,-1,-0.04483805429241386,0.9995379657012844,0.9863926724736716,0.9942798484102392,5,1.5294117647058822,0.2352941176470588,O4,de-protonated,0,-9999,C17 H26 O4,17,26,4,-9999,-9999,-9999,-9999,-9999,-9999,N/A,-9999
59,293.179178,293.17916871622236,293.17920416725906,7323742.5,-9999,512496.7,121.3,-1,-0.12091934281410398,0.9958518723366674,0.9949430735845652,0.9954883528358264,0,2.142857142857143,0.2857142857142857,S1 O4,de-protonated,0,-9999,C14 H30 O4 S1,14,30,4,-9999,-9999,1,-9999,-9999,-9999,N/A,-9999
60,294.179214,294.17920403457794,294.1791876990091,4250290,-9999,529306.2,69.56,-1,0.05552931516959115,0.9994406585867308,0.9863926724736716,0.994221464141507,5,1.625,0.25,13C1 O4,de-protonated,1,58,C16 H26 O4 13C1,16,26,4,-9999,-9999,-9999,1,-9999,-9999,N/A,-9999
61,294.182517,294.18250703232655,294.18255900232907,1060146.1,-9999,655934.6,15.87,-1,-0.17665901980322146,0.994353278139994,0.9949430735845652,0.9945891963178224,0,2.3076923076923075,0.3076923076923077,13C1 S1 O4,de-protonated,1,59,C13 H30 O4 S1 13C1,13,30,4,-9999,-9999,1,1,-9999,-9999,N/A,-9999
61,294.182517,294.18250703232655,294.18231522542914,1060146.1,-9999,655934.6,15.87,-1,0.6520000948125511,0.9257652513098832,0,0.5554591507859299,5,1.6666666666666667,0.2,N3 O3,de-protonated,0,-9999,C15 H25 O3 N3,15,25,3,3,-9999,-9999,-9999,-9999,-9999,N/A,-9999
62,294.937901,294.93789051744176,294.9376537428191,1010801,-9999,664546.9,15.04,-1,0.8027955048491623,0.8896384254656396,0,0.5337830552793837,10,0.3636363636363637,0.5454545454545454,S2 O6,de-protonated,0,-9999,C11 H4 O6 S2,11,4,6,-9999,-9999,2,-9999,-9999,-9999,N/A,-9999
63,295.131855,295.13184438523876,295.1315990692691,1578241.1,-9999,515425.7,24.59,-1,0.8312087571710152,0.882175424643256,0,0.5293052547859536,1,2.0833333333333335,0.5,P1 O6,de-protonated,0,-9999,C12 H25 O6 P1,12,25,6,-9999,1,-9999,-9999,-9999,-9999,N/A,-9999
65,297.098016,297.0980040450642,297.0979764648091,884389.1,-9999,612356.9,12.83,-1,0.09283218766911568,0.9984375307052696,0,0.5990625184231618,6,1.2857142857142858,0.5,O7,de-protonated,0,-9999,C14 H18 O7,14,18,7,-9999,-9999,-9999,-9999,-9999,-9999,N/A,-9999
66,297.153123,297.1531110075022,297.1529894187691,7113641.5,-9999,544904.1,117.04,-1,0.4091788992618328,0.9762763422939236,0.9865055445720018,0.9803680232051548,4,1.625,0.1875,S1 O3,de-protonated,0,-9999,C16 H26 O3 S1,16,26,3,-9999,-9999,1,-9999,-9999,-9999,N/A,-9999
67,298.15645,298.15643732361457,298.1563442538391,1365245.6,-9999,513980.4,20.87,-1,0.3121509142885017,0.9824753425751732,0.9865055445720018,0.9840874233739044,4,1.7333333333333334,0.2,13C1 S1 O3,de-protonated,1,66,C15 H26 O3 S1 13C1,15,26,3,-9999,-9999,1,1,-9999,-9999,N/A,-9999
70,305.052376,305.0523586232138,305.05228957446906,1126343.6,-9999,566819,16.76,-1,0.22635052127976685,0.9907466350035794,0,0.5944479810021476,4,1.5,0.4166666666666667,S2 O5,de-protonated,0,-9999,C12 H18 O5 S2,12,18,5,-9999,-9999,2,-9999,-9999,-9999,N/A,-9999
76,309.17529,309.17526981295345,309.1754561973491,1363956.6,-9999,431776.7,20.57,-1,-0.6028434402248911,0.9361850488290656,0,0.5617110292974394,5,1.7333333333333334,0.06666666666666667,N4 S1 O1,de-protonated,0,-9999,C15 H26 O1 N4 S1,15,26,1,4,-9999,1,-9999,-9999,-9999,N/A,-9999
80,311.161217,311.161195459306,311.1612454279091,879146.2,-9999,535406.7,12.56,-1,-0.16058748905172476,0.9953316699718692,0,0.5971990019831216,5,1.6,0.3333333333333333,N2 O5,de-protonated,0,-9999,C15 H24 O5 N2,15,24,5,2,-9999,-9999,-9999,-9999,-9999,N/A,-9999
85,312.173202,312.1731797695168,312.1734043116791,1648328.4,-9999,476779.5,25.09,-1,-0.7192866503002315,0.9103950043390898,0,0.5462370026034539,4,1.75,0.1875,N1 P1 O3,de-protonated,0,-9999,C16 H28 O3 N1 P1,16,28,3,1,1,-9999,-9999,-9999,-9999,N/A,-9999
90,317.140532,317.1405063836856,317.1407847651091,1108713.9,-9999,706047.3,16.12,-1,-0.8777849992816005,0.8695256959024982,0,0.5217154175414989,13,0.9473684210526316,0.05263157894736842,N4 O1,de-protonated,0,-9999,C19 H18 O1 N4,19,18,1,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999
91,317.140907,317.14088138343004,317.1407847651091,886953.9,-9999,747824.9,12.51,-1,0.30465435404625096,0.9832999890328656,0,0.5899799934197193,13,0.9473684210526316,0.05263157894736842,N4 O1,de-protonated,0,-9999,C19 H18 O1 N4,19,18,1,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999
92,319.119505,319.1194780347781,319.11958128956906,1053299.9,-9999,606891.4,15.21,-1,-0.3235614389807458,0.9811830644971588,0,0.5887098386982952,7,1.3333333333333333,0.05555555555555555,S2 O1,de-protonated,0,-9999,C18 H24 O1 S2,18,24,1,-9999,-9999,2,-9999,-9999,-9999,N/A,-9999
93,321.098767,321.09873868567365,321.0988458446791,1465156.6,-9999,452614.4,21.92,-1,-0.33372591282947595,0.9799943410239156,0,0.5879966046143494,7,1.2941176470588236,0.1176470588235294,S2 O2,de-protonated,0,-9999,C17 H22 O2 S2,17,22,2,-9999,-9999,2,-9999,-9999,-9999,N/A,-9999
94,321.11175,321.1117216768242,321.1117330042491,889798,-9999,556483.5,12.55,-1,-0.03527564949727239,0.9997742359241212,0,0.5998645415544727,2,1.9285714285714288,0.14285714285714285,S2 P1 O2,de-protonated,0,-9999,C14 H27 O2 P1 S2,14,27,2,-9999,1,2,-9999,-9999,-9999,N/A,-9999
96,323.078119,323.0780893365079,323.07811039978907,1618716.4,-9999,448963.5,24.15,-1,-0.06519563068255997,0.9992290550859564,0,0.5995374330515739,7,1.25,0.1875,S2 O3,de-protonated,0,-9999,C16 H20 O3 S2,16,20,3,-9999,-9999,2,-9999,-9999,-9999,N/A,-9999
97,323.114512,323.1144823117017,323.11449590913907,1774368.5,-9999,454176.4,26.66,-1,-0.04208241210327881,0.9996787188071494,0,0.5998072312842896,6,1.411764705882353,0.1176470588235294,S2 O2,de-protonated,0,-9999,C17 H24 O2 S2,17,24,2,-9999,-9999,2,-9999,-9999,-9999,N/A,-9999
98,325.093835,325.0938039625556,325.0937604642491,1585408.1,-9999,431936.7,23.61,-1,0.1338023420154468,0.9967567826893178,0,0.5980540696135906,6,1.375,0.1875,S2 O3,de-protonated,0,-9999,C16 H22 O3 S2,16,22,3,-9999,-9999,2,-9999,-9999,-9999,N/A,-9999
99,325.130148,325.130116937804,325.1301459735991,1051012.4,-9999,581272.3,15,-1,-0.08930514576968113,0.9985539190871832,0,0.5991323514523099,5,1.5294117647058822,0.1176470588235294,S2 O2,de-protonated,0,-9999,C17 H26 O2 S2,17,26,2,-9999,-9999,2,-9999,-9999,-9999,N/A,-9999
100,325.166609,325.1665779129514,325.1665314829491,890760.6,-9999,601692.5,12.41,-1,0.142788380207617,0.996307364163989,0,0.5977844184983934,4,1.6666666666666667,0.05555555555555555,S2 O1,de-protonated,0,-9999,C18 H30 O1 S2,18,30,1,-9999,-9999,2,-9999,-9999,-9999,N/A,-9999
102,325.188228,325.1881968982155,325.18812888165905,2009355,-9999,368897.4,30.44,-1,0.2091606377954532,0.9920933746942182,0,0.595256024816531,5,1.7333333333333334,0.26666666666666666,N4 O4,de-protonated,0,-9999,C15 H26 O4 N4,15,26,4,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999
104,327.073188,327.0731556133892,327.0730250193591,1165032.1,-9999,698913.6,16.83,-1,0.39928095599786145,0.9714868869885204,0,0.5828921321931123,6,1.3333333333333333,0.26666666666666666,S2 O4,de-protonated,0,-9999,C15 H20 O4 S2,15,20,4,-9999,-9999,2,-9999,-9999,-9999,N/A,-9999
105,327.109588,327.1095555885782,327.109410528709,1971436.5,-9999,510216.1,29.82,-1,0.4434597859308183,0.9649460572669168,0,0.5789676343601501,5,1.5,0.1875,S2 O3,de-protonated,0,-9999,C16 H24 O3 S2,16,24,3,-9999,-9999,2,-9999,-9999,-9999,N/A,-9999
105,327.109588,327.1095555885782,327.10987855935906,1971436.5,-9999,510216.1,29.82,-1,-0.9873464607483357,0.8378754625231859,0,0.5027252775139115,11,1,0.25,N4 O4,de-protonated,0,-9999,C16 H16 O4 N4,16,16,4,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999
106,327.181076,327.1810435398506,327.1813121675391,1230581,-9999,557465,17.89,-1,-0.8210361610608232,0.8848699198582033,0,0.530921951914922,4,1.6470588235294117,0.35294117647058826,O6,de-protonated,0,-9999,C17 H28 O6,17,28,6,-9999,-9999,-9999,-9999,-9999,-9999,N/A,-9999
107,329.15361,329.15357619533205,329.1536719246791,5821413.5,-9999,461570.2,90.54,-1,-0.29083481426188584,0.986920466015382,0.9684726896389036,0.9795413554647904,9,1.3529411764705883,0.0588235294117647,N4 P1 O1,de-protonated,0,-9999,C17 H23 O1 N4 P1,17,23,1,4,1,-9999,-9999,-9999,-9999,N/A,-9999
108,330.15698,330.156945511415,330.1566950747191,1337571.1,-9999,544740.8,19.32,-1,0.7585388988244818,0.9008629209646636,0,0.5405177525787981,3,1.8125,0.125,N1 S2 O2,de-protonated,0,-9999,C16 H29 O2 N1 S2,16,29,2,1,-9999,2,-9999,-9999,-9999,N/A,-9999
108,330.15698,330.156945511415,330.1570267597491,1337571.1,-9999,544740.8,19.32,-1,-0.24608997385617423,0.98907157155069,0.9684726896389036,0.9808320187859754,9,1.4375,0.0625,13C1 N4 P1 O1,de-protonated,1,107,C16 H23 O1 N4 P1 13C1,16,23,1,4,1,-9999,1,-9999,-9999,N/A,-9999
109,331.119824,331.1197888551213,331.11958128956906,897118,-9999,683110.8,12.33,-1,0.6268597932647241,0.9311817114193436,0,0.5587090268516062,8,1.263157894736842,0.05263157894736842,S2 O1,de-protonated,0,-9999,C19 H24 O1 S2,19,24,1,-9999,-9999,2,-9999,-9999,-9999,N/A,-9999
