Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
8,255.087417,255.0874057910851,255.08741178077904,801360.2,-9999,714068.1,12.19,-1,-0.02348094685879953,0.99989996238808,0,0.5999399774328479,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999
10,257.066712,257.0667008728035,257.0666763358891,853585.9,-9999,836432.9,13.11,-1,0.09544961153717056,0.9983482540920322,0,0.5990089524552193,5,1.2727272727272727,0.6363636363636364,O7,de-protonated,0,-9999,C11 H14 O7,11,14,7,-9999,-9999,-9999,-9999
15,265.147904,265.1478932064486,265.14790403833905,1385725.1,-9999,700108.2,22.2,-1,-0.04085225749291465,0.9996972248733924,0,0.5998183349240354,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999
18,267.087429,267.087418286525,267.08741178077906,950853.4,-9999,752914.1,14.6,-1,0.02435811519668703,0.9998923490637692,0,0.5999354094382615,6,1.2307692307692308,0.4615384615384616,O6,de-protonated,0,-9999,C13 H16 O6,13,16,6,-9999,-9999,-9999,-9999
21,269.066738,269.06672736824396,269.0666763358891,1202057,-9999,708339.2,18.89,-1,0.18966434474899324,0.99349408131018635,0,0.5960964487861119,6,1.1666666666666667,0.5833333333333334,O7,de-protonated,0,-9999,C12 H14 O7,12,14,7,-9999,-9999,-9999,-9999
23,269.103082,269.1030713697445,269.1030618452391,1015884.5,-9999,575077.9,15.66,-1,0.03539352297201623,0.9997727247951468,0,0.5998636348770882,5,1.3846153846153846,0.4615384615384616,O6,de-protonated,0,-9999,C13 H18 O6,13,18,6,-9999,-9999,-9999,-9999
25,271.045902,271.04589144995697,271.0459408909991,1065156.4,-9999,754143.5,16.51,-1,-0.18240834725593047,0.9939808811320658,0,0.5963885286792395,6,1.0909090909090908,0.7272727272727273,O8,de-protonated,0,-9999,C11 H12 O8,11,12,8,-9999,-9999,-9999,-9999
27,271.082329,271.08231845146094,271.0823264003491,1097799.8,-9999,573560.3,17.08,-1,-0.02932278265890687,0.9998439979471186,0,0.5999063987682711,5,1.3333333333333333,0.5833333333333334,O7,de-protonated,0,-9999,C12 H16 O7,12,16,7,-9999,-9999,-9999,-9999
29,277.071767,277.0717566987446,277.0717617163191,817042.4,-9999,711971.8,12.12,-1,-0.01810929581375509,0.9999404962915964,0,0.5999642977749579,8,1,0.42857142857142855,O6,de-protonated,0,-9999,C14 H14 O6,14,14,6,-9999,-9999,-9999,-9999
30,279.051027,279.0510167804615,279.05102627142907,1107442.9,-9999,773987.9,17.05,-1,-0.03401158448894608,0.9997901243859016,0,0.599874074631541,8,0.9230769230769232,0.5384615384615384,O7,de-protonated,0,-9999,C13 H12 O7,13,12,7,-9999,-9999,-9999,-9999
30,279.051027,279.0510167804615,279.0508640800991,1107442.9,-9999,773987.9,17.05,-1,0.5472133653412096,0.9471162452240568,0,0.568269747134434,3,2.125,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H17 O1 N4 P1 S2,8,17,1,4,1,2,-9999
32,279.087449,279.08743878196526,279.08741178077906,1072501.8,-9999,665629.3,16.45,-1,0.096748133586007,0.998303045219721,0,0.5989818271318326,7,1.1428571428571428,0.42857142857142855,O6,de-protonated,0,-9999,C14 H16 O6,14,16,6,-9999,-9999,-9999,-9999
34,281.066708,281.0666978636822,281.0666763358891,1422609,-9999,675127.1,22.47,-1,0.07659318906555661,0.9989360946167296,0,0.5993616567700378,7,1.0769230769230769,0.5384615384615384,O7,de-protonated,0,-9999,C13 H14 O7,13,14,7,-9999,-9999,-9999,-9999
34,281.066708,281.0666978636822,281.06651414455905,1422609,-9999,675127.1,22.47,-1,0.6536499863316199,0.9254034650910898,0,0.5552420790546538,2,2.375,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999
36,281.103123,281.1031128651856,281.1030618452391,1430419.9,-9999,658751.6,22.61,-1,0.1814990778692467,0.9940405610727996,0,0.5964243366436797,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999
38,283.045943,283.0459329453981,283.0459408909991,1271207.9,-9999,654662.3,19.76,-1,-0.0280717715769761,0.9998570242372016,0,0.5999142145423209,7,1,0.6666666666666666,O8,de-protonated,0,-9999,C12 H12 O8,12,12,8,-9999,-9999,-9999,-9999
38,283.045943,283.0459329453981,283.0457786996691,1271207.9,-9999,654662.3,19.76,-1,0.5449497593694346,0.9475412001484996,0,0.5685247200890997,2,2.4285714285714284,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H17 O2 N4 P1 S2,7,17,2,4,1,2,-9999
40,283.082313,283.0823029468997,283.0823264003491,2192810.5,-9999,643159.2,35.52,-1,-0.08285027781587878,0.9987552809430454,0,0.5992531685658272,6,1.2307692307692308,0.5384615384615384,O7,de-protonated,0,-9999,C13 H16 O7,13,16,7,-9999,-9999,-9999,-9999
42,283.118734,283.1187239484034,283.1187119096991,1179053.4,-9999,656657.3,18.18,-1,0.04252175432468228,0.9996719765159912,0,0.5998031859095947,5,1.4285714285714286,0.42857142857142855,O6,de-protonated,0,-9999,C14 H20 O6,14,20,6,-9999,-9999,-9999,-9999
43,285.061557,285.06154702861596,285.06159095545905,1810493.6,-9999,595319.8,28.98,-1,-0.1540959725360595,0.9957006664544524,0,0.5974203998726715,6,1.1666666666666667,0.6666666666666666,O8,de-protonated,0,-9999,C12 H14 O8,12,14,8,-9999,-9999,-9999,-9999
45,285.097989,285.0979790301201,285.0979764648091,1761088.3,-9999,603460.4,28.13,-1,0.00899799784818649,0.9999853093027714,0,0.5999911855816629,5,1.3846153846153846,0.5384615384615384,O7,de-protonated,0,-9999,C13 H18 O7,13,18,7,-9999,-9999,-9999,-9999
46,285.126115,285.1261050312814,285.1261197656691,1948738.4,-9999,603165.8,31.34,-1,-0.05167673775705712,0.9995155613423876,0,0.5997093368054325,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999
48,287.077229,287.07721911183626,287.0772410199191,1321680,-9999,612622.3,20.5,-1,-0.07631424473401104,0.9989438256822668,0,0.59936629540936,5,1.3333333333333333,0.6666666666666666,O8,de-protonated,0,-9999,C12 H16 O8,12,16,8,-9999,-9999,-9999,-9999
49,287.113639,287.11362911333947,287.1136265292691,923218.7,-9999,717726.2,13.72,-1,0.00900016630432647,0.9999853022212544,0,0.5999911813327526,4,1.5384615384615383,0.5384615384615384,O7,de-protonated,0,-9999,C13 H20 O7,13,20,7,-9999,-9999,-9999,-9999
50,291.051052,291.051042275902,291.05102627142907,1079017.8,-9999,734960.6,16.27,-1,0.05498854656662551,0.9994514967861706,0,0.5996708980717024,9,0.8571428571428571,0.5,O7,de-protonated,0,-9999,C14 H12 O7,14,12,7,-9999,-9999,-9999,-9999
50,291.051052,291.051042275902,291.0508640800991,1079017.8,-9999,734960.6,16.27,-1,0.6122496954819253,0.934245540714998,0,0.5605473244289988,4,1.8888888888888888,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H17 O1 N4 P1 S2,9,17,1,4,1,2,-9999
51,291.0874,291.0873902774026,291.08741178077906,1117292.4,-9999,621757.5,16.92,-1,-0.07387257426642847,0.9990102960701654,0,0.5994061776420992,8,1.0666666666666669,0.4,O6,de-protonated,0,-9999,C15 H16 O6,15,16,6,-9999,-9999,-9999,-9999
52,293.030282,293.03027235761766,293.0302908265391,1613171.9,-9999,654170.4,25.3,-1,-0.06302734569594455,0.9992794645468592,0,0.5995676787281154,9,0.7692307692307693,0.6153846153846154,O8,de-protonated,0,-9999,C13 H10 O8,13,10,8,-9999,-9999,-9999,-9999
52,293.030282,293.03027235761766,293.0301286352091,1613171.9,-9999,654170.4,25.3,-1,0.4904697316329978,0.9572895270672096,0,0.5743737162403258,4,1.875,0.25,N4 S2 P1 O2,de-protonated,0,-9999,C8 H15 O2 N4 P1 S2,8,15,2,4,1,2,-9999
53,293.06674400000003,293.0667343591231,293.0666763358891,1341558.5,-9999,687277.8,20.71,-1,0.19798646062797096,0.9929126927834002,0,0.5957476156700401,8,1,0.5,O7,de-protonated,0,-9999,C14 H14 O7,14,14,7,-9999,-9999,-9999,-9999
53,293.06674400000003,293.0667343591231,293.06651414455905,1341558.5,-9999,687277.8,20.71,-1,0.7514149634828861,0.9026229510259736,0,0.5415737706155841,3,2.111111111111111,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H19 O1 N4 P1 S2,9,19,1,4,1,2,-9999
54,293.103006,293.1029963606202,293.1030618452391,1744249,-9999,628524,27.52,-1,-0.223418406149424,0.9909837389944752,0,0.5945902433966851,7,1.2,0.4,O6,de-protonated,0,-9999,C15 H18 O6,15,18,6,-9999,-9999,-9999,-9999
56,293.175783,293.17577336362496,293.1758328639391,827646.1,-9999,686156.7,12.02,-1,-0.2029509511606078,0.9925541526823491,0,0.5955324916094095,5,1.5294117647058822,0.2352941176470588,O4,de-protonated,0,-9999,C17 H26 O4,17,26,4,-9999,-9999,-9999,-9999
57,293.179173,293.17916336376487,293.17920416725906,1048958.3,-9999,605148.8,15.76,-1,-0.13917594975025704,0.996491518084326,0,0.5978949108505957,0,2.142857142857143,0.2857142857142857,S1 O4,de-protonated,0,-9999,C14 H30 O4 S1,14,30,4,-9999,-9999,1,-9999
59,295.045939,295.0459294408373,295.0459408909991,1248000,-9999,672908.1,19.12,-1,-0.0388080640253402,0.9997267636688794,0,0.5998360582013276,8,0.9230769230769232,0.6153846153846154,O8,de-protonated,0,-9999,C13 H12 O8,13,12,8,-9999,-9999,-9999,-9999
59,295.045939,295.0459294408373,295.0457786996691,1248000,-9999,672908.1,19.12,-1,0.5109077272389246,0.953741171684951,0,0.5722447030109705,3,2.125,0.25,N4 S2 P1 O2,de-protonated,0,-9999,C8 H17 O2 N4 P1 S2,8,17,2,4,1,2,-9999
60,295.082317,295.08230744233924,295.0823264003491,2407682.5,-9999,654537.7,38.74,-1,-0.06424651067201816,0.9992513302310384,0,0.599550798138623,7,1.1428571428571428,0.5,O7,de-protonated,0,-9999,C14 H16 O7,14,16,7,-9999,-9999,-9999,-9999
60,295.082317,295.08230744233924,295.0821642090191,2407682.5,-9999,654537.7,38.74,-1,0.4854014831534825,0.9581490202437138,0,0.5748894121462282,2,2.3333333333333335,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H21 O1 N4 P1 S2,9,21,1,4,1,2,-9999
61,295.118706,295.1186964438416,295.1187119096991,1630469,-9999,635028.5,25.59,-1,-0.05240554681483753,0.9995018041130488,0,0.5997010824678293,6,1.3333333333333333,0.4,O6,de-protonated,0,-9999,C15 H20 O6,15,20,6,-9999,-9999,-9999,-9999
63,297.061622,297.06161252405803,297.06159095545905,1803148.1,-9999,630287.5,28.34,-1,0.0726064884798144,0.9990439139085782,0,0.5994263483451469,7,1.0769230769230769,0.6153846153846154,O8,de-protonated,0,-9999,C13 H14 O8,13,14,8,-9999,-9999,-9999,-9999
63,297.061622,297.06161252405803,297.06142876412906,1803148.1,-9999,630287.5,28.34,-1,0.6185923555858615,0.9329230852208972,0,0.5597538511325382,2,2.375,0.25,N4 S2 P1 O2,de-protonated,0,-9999,C8 H19 O2 N4 P1 S2,8,19,2,4,1,2,-9999
