Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,33S,34S
2,205.159607,205.15976902070184,205.15978887630908,1323654.9,-9999,691755,22.68,-1,-0.09678118379621647,0.998301886610547,0,0.5989811319663282,4,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,-9999,C14 H22 O1,14,22,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
3,205.159817,205.15997902050913,205.15978887630908,1120070.9,-9999,967566,18.89,-1,0.926810273537612,0.8556787206843658,0,0.5134072324106195,4,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,-9999,C14 H22 O1,14,22,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11,227.128703,227.1288448599792,227.12888267055905,774569.2,-9999,588614.4,12.1,-1,-0.16647191420251592,0.9949841526099208,0,0.5969904915659524,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16,239.128721,239.1288518477357,239.12888267055905,5621411,-9999,659651.7,98.8,-1,-0.1288962798900878,0.4984949527169564,0.8767281105990777,0.649788215869805,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17,239.128958,239.12908884751815,239.12888267055905,4681443,-9999,473780.7,81.95,-1,0.8622001525809141,0.8738146679807777,0,0.5242888007884666,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19,241.071839,241.0719680645643,241.0717617163191,911966.4,-9999,870337,14.3,-1,0.8559619083174945,0.8755157374166137,0,0.5253094424499682,5,1.2727272727272727,0.5454545454545454,O6,de-protonated,0,-9999,C11 H14 O6,11,14,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20,241.136291,241.1364200054176,241.13629052652908,2696296.8,-9999,660930,46.18,-1,0.5369531407161832,0.9490298327540526,0,0.5694178996524315,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,-9999,-9999,-9999
22,241.144409,241.14453799796783,241.14453273501908,1111018.1,-9999,755971,17.85,-1,0.0218248727737669,0.9999135751763428,0,0.5999481451058056,3,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,-9999,C13 H22 O4,13,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
23,241.14464,241.14476899775585,241.14453273501908,1151658.1,-9999,671486.8,18.58,-1,0.9797557260929244,0.8401486355382867,0,0.504089181322972,3,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,-9999,C13 H22 O4,13,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
24,242.175989,242.17611705130173,242.1761672165691,1830416.8,-9999,647407.9,30.7,-1,-0.20714370015945263,0.9922445367772302,0,0.5953467220663381,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,-9999,-9999,-9999
25,242.176249,242.17637705106316,242.1761672165691,2364816.8,-9999,659497,40.25,-1,0.8664539391694637,0.8726495570996504,0,0.5235897342597903,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,-9999,-9999,-9999
28,243.160238,243.1603651480706,243.16018279947903,981231,-9999,438138,15.47,-1,0.7499113935986618,0.90299273481905,0,0.5417956408914301,2,1.8461538461538465,0.3076923076923077,O4,de-protonated,0,-9999,C13 H24 O4,13,24,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29,245.048847,245.04897241492137,245.0489182711491,1041020.5,-9999,386190.3,16.53,-1,0.22095087240751649,0.9911809225470226,0,0.5947085535282135,4,1.4,0.5,S1 O5,de-protonated,0,-9999,C10 H14 O5 S1,10,14,5,-9999,-9999,1,-9999,-9999,-9999,-9999
30,247.110554,247.1106775229226,247.11046970120907,1269793.6,-9999,654761.4,20.52,-1,0.8410073186373114,0.8795565298039015,0,0.5277339178823409,2,1.9090909090909092,0.3636363636363637,P1 O4,de-protonated,0,-9999,C11 H21 O4 P1,11,21,4,-9999,1,-9999,-9999,-9999,-9999,-9999
31,249.149488,249.14960965182223,249.14961811544907,3049310.3,-9999,362748.4,52.06,-1,-0.0339700574504868,0.999790636522004,0,0.5998743819132024,5,1.4666666666666666,0.2,O3,de-protonated,0,-9999,C15 H22 O3,15,22,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32,251.055942,251.05606190229688,251.05611165185908,861952.9,-9999,654540.3,13.22,-1,-0.19816112773019365,0.9929002266923076,0,0.5957401360153844,7,1,0.5,O6,de-protonated,0,-9999,C12 H12 O6,12,12,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
33,251.092515,251.09263486873436,251.09249716120908,854326.4,-9999,441886,13.09,-1,0.5484334531704119,0.94688654251285,0,0.56813192550771,6,1.2307692307692308,0.38461538461538464,O5,de-protonated,0,-9999,C13 H16 O5,13,16,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
34,253.071607,253.0717250525502,253.0717617163191,1070445.8,-9999,472939.3,16.9,-1,-0.14487498979300956,0.9961988592815482,0,0.5977193155689289,6,1.1666666666666667,0.5,O6,de-protonated,0,-9999,C12 H14 O6,12,14,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35,253.107962,253.1080800191877,253.1081472256691,877619.2,-9999,818682,13.49,-1,-0.2655247653086508,0.9872887299106248,0,0.5923732379463748,5,1.3846153846153846,0.38461538461538464,O5,de-protonated,0,-9999,C13 H18 O5,13,18,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
36,253.10827,253.1083880189051,253.1081472256691,868211.2,-9999,633932,13.33,-1,0.9513452594957822,0.8485540044672221,0,0.5091324026803332,5,1.3846153846153846,0.38461538461538464,O5,de-protonated,0,-9999,C13 H18 O5,13,18,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37,253.144387,253.14450498576105,253.14453273501908,9626937,-9999,594782.9,167.99,-1,-0.10961823969362662,0.989669035462178,0.991787398158015,0.9905163805405128,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
38,253.144661,253.1447789855096,253.14453273501908,8930361,-9999,656261.7,155.69,-1,0.972766379130858,0.9118738022857796,0.9825129033520568,0.9401294427122904,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
39,254.147852,254.14796906489565,254.14788757008907,1563531.5,-9999,473857.4,25.49,-1,0.32065899645540225,0.9815160119311048,0.9825129033520568,0.9819147684994856,4,1.6923076923076923,0.3076923076923077,13C1 O4,de-protonated,1,38,C13 H22 O4 13C1,13,22,4,-9999,-9999,-9999,1,-9999,-9999,-9999
39,254.147852,254.14796906489565,254.14788757008907,1563531.5,-9999,473857.4,25.49,-1,0.32065899645540225,0.9815160119311048,0.991787398158015,0.9856245664218688,4,1.6923076923076923,0.3076923076923077,13C1 O4,de-protonated,1,37,C13 H22 O4 13C1,13,22,4,-9999,-9999,-9999,1,-9999,-9999,-9999
41,255.050899,255.0510152361824,255.05102627142907,841358,-9999,599456.4,12.79,-1,-0.04326681921225889,0.9996603825406788,0,0.5997962295244071,6,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,-9999,C11 H12 O7,11,12,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42,255.087323,255.08743920275663,255.08741178077904,1348883.3,-9999,433978.2,21.72,-1,0.1075003168534383,0.9979053181722836,0,0.5987431909033701,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
44,255.123661,255.1237771694098,255.12379729012903,878552.4,-9999,558283.4,13.45,-1,-0.07886649332509935,0.9988720396291552,0,0.599323223777493,4,1.5384615384615383,0.38461538461538464,O5,de-protonated,0,-9999,C13 H20 O5,13,20,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
45,255.232832,255.23294806922516,255.2329538181791,3992168,-9999,502934.8,68.19,-1,-0.02252434047753945,0.9999079469875471,0,0.5999447681925283,1,2,0.125,O2,de-protonated,0,-9999,C16 H32 O2,16,32,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
48,257.06653,257.066644386467,257.0666763358891,1018091.3,-9999,941106.3,15.9,-1,-0.12428457308596652,0.9972011488305388,0,0.5983206892983233,5,1.2727272727272727,0.6363636363636364,O7,de-protonated,0,-9999,C11 H14 O7,11,14,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
49,257.102947,257.10306135304756,257.1030618452391,805296.3,-9999,618362.5,12.15,-1,-0.00191437444751949,0.9999993350217182,0,0.599999601013031,4,1.5,0.5,O6,de-protonated,0,-9999,C12 H18 O6,12,18,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50,257.13934,257.13945431965027,257.1394473545891,875061.4,-9999,585694.7,13.29,-1,0.02708670819113666,0.9998668818177848,0,0.5999201290906708,3,1.6923076923076923,0.38461538461538464,O5,de-protonated,0,-9999,C13 H22 O5,13,22,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
53,263.05595,263.05605889006256,263.0561116518591,972035.8,-9999,958576.9,14.87,-1,-0.2005724034381721,0.9927270253769056,0,0.5956362152261434,8,0.9230769230769232,0.4615384615384616,O6,de-protonated,0,-9999,C13 H12 O6,13,12,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
55,263.092388,263.092496856624,263.0924971612091,974088.4,-9999,812316.2,14.91,-1,-0.0011577111386676,0.999999756805248,0,0.5999998540831487,7,1.1428571428571428,0.35714285714285715,O5,de-protonated,0,-9999,C14 H16 O5,14,16,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
56,265.071631,265.0717380403012,265.0717617163191,1256573,-9999,692833.1,19.67,-1,-0.08931927606172409,0.9985534617703122,0,0.5991320770621873,7,1.0769230769230769,0.4615384615384616,O6,de-protonated,0,-9999,C13 H14 O6,13,14,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57,265.071915,265.07202204004057,265.0717617163191,1129469,-9999,709561.7,17.48,-1,0.9820877176487268,0.8394514938913786,0,0.5036708963348272,7,1.0769230769230769,0.4615384615384616,O6,de-protonated,0,-9999,C13 H14 O6,13,14,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
58,265.108086,265.108193006847,265.1081472256691,984193.4,-9999,366341.3,14.97,-1,0.17268868717154556,0.9946035626543892,0,0.5967621375926335,6,1.2857142857142858,0.35714285714285715,O5,de-protonated,0,-9999,C14 H18 O5,14,18,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
