Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,34S
3,265.147307,265.14735586046055,265.1475239158191,5060916.5,-9999,476948,86.21,-1,-0.6338183213891654,0.929700680014434,0,0.5578204080086604,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999
11,279.163017,279.1630631163621,279.1631739802791,1848369.5,-9999,429104.3,29.66,-1,-0.39712944744487777,0.9717889783367776,0,0.5830733870020666,5,1.6666666666666667,0.06666666666666667,N2 P1 O1,de-protonated,0,-9999,C15 H25 O1 N2 P1,15,25,1,2,1,-9999,-9999,-9999
14,281.102255,281.10230073668384,281.10203027403907,1025887.4,-9999,784292.9,15.57,-1,0.9621511609658908,0.8453763437192379,0,0.5072258062315427,2,2.375,0.625,N4 P1 O5,de-protonated,0,-9999,C8 H19 O5 N4 P1,8,19,5,4,1,-9999,-9999,-9999
21,285.124631,285.12467594915364,285.12446599538913,1391423.4,-9999,564185.6,21.69,-1,0.7363582910286757,0.9062992334642022,0,0.5437795400785213,9,1.125,0.1875,N2 O3,de-protonated,0,-9999,C16 H18 O3 N2,16,18,3,2,-9999,-9999,-9999,-9999
26,293.066242,293.06628539428675,293.06651414455905,1175143.3,-9999,525703.8,17.76,-1,-0.7805404618367959,0.8953447701376969,0,0.5372068620826181,3,2.111111111111111,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H19 O1 N4 P1 S2,9,19,1,4,1,2,-9999,-9999
27,293.102229,293.102272387241,293.10203027403907,1436906.4,-9999,509121.5,22.16,-1,0.8260372734178443,0.8835483554912018,0,0.5301290132947211,3,2.111111111111111,0.5555555555555556,N4 P1 O5,de-protonated,0,-9999,C9 H19 O5 N4 P1,9,19,5,4,1,-9999,-9999,-9999
30,293.175035,293.1750783729865,293.17480129273906,2380016.5,-9999,559063.4,38,-1,0.9451025333930946,0.8503788034956246,0,0.5102272820973747,1,2.4545454545454546,0.2727272727272727,N4 P1 O3,de-protonated,0,-9999,C11 H27 O3 N4 P1,11,27,3,4,1,-9999,-9999,-9999
32,293.178768,293.1788113722556,293.1788240447391,3991409,-9999,462872,65.06,-1,-0.04322441608759585,0.999661047777706,0,0.5997966286666236,5,1.6875,0.0625,N2 P1 O1,de-protonated,0,-9999,C16 H27 O1 N2 P1,16,27,1,2,1,-9999,-9999,-9999
34,295.045528,295.04557100676766,295.0457786996691,1096849.6,-9999,674768.6,16.44,-1,-0.7039344956632624,0.914011488746977,0,0.5484068932481861,3,2.125,0.25,N4 S2 P1 O2,de-protonated,0,-9999,C8 H17 O2 N4 P1 S2,8,17,2,4,1,2,-9999,-9999
35,295.081151,295.08119399979313,295.08129482914904,933908.7,-9999,554600.5,13.71,-1,-0.34170026254509295,0.9790370624008384,0,0.5874222374405031,3,2.125,0.75,N4 P1 O6,de-protonated,0,-9999,C8 H17 O6 N4 P1,8,17,6,4,1,-9999,-9999,-9999
36,295.081928,295.081970999641,295.0821642090191,2156820.8,-9999,538622,34.25,-1,-0.6547646775413635,0.9251585996675998,0,0.5550951598005599,2,2.3333333333333335,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H21 O1 N4 P1 S2,9,21,1,4,1,2,-9999,-9999
37,295.117609,295.1176519926551,295.11768033849904,1104151.9,-9999,935730.8,16.57,-1,-0.09604929090437084,0.9983274515330484,0,0.5989964709198291,2,2.3333333333333335,0.5555555555555556,N4 P1 O5,de-protonated,0,-9999,C9 H21 O5 N4 P1,9,21,5,4,1,-9999,-9999,-9999
39,297.061138,297.0611806121368,297.06142876412906,1734721,-9999,509735.8,26.97,-1,-0.8353558160848402,0.8810698225602333,0,0.5286418935361399,2,2.375,0.25,N4 S2 P1 O2,de-protonated,0,-9999,C8 H19 O2 N4 P1 S2,8,19,2,4,1,2,-9999,-9999
