Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
1,265.14788,265.14790306289603,265.14790403833905,3335550,-9999,646127.4,56.86,-1,-0.00367886376016278,0.999997544269497,0,0.5999985265616982,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999
3,293.175812,293.175831934441,293.1758328639391,5853970.5,-9999,594079.3,98.92,-1,-0.00317044574349918,0.9976018973654348,0.9775235533189398,0.9895705597468368,5,1.5294117647058822,0.2352941176470588,O4,de-protonated,0,-9999,C17 H26 O4,17,26,4,-9999,-9999,-9999,-9999
5,293.179159,293.17917893406747,293.17920416725906,1995794.8,-9999,563365.3,32.4,-1,-0.08606746738657683,0.9986568019877584,0,0.599194081192655,0,2.142857142857143,0.2857142857142857,S1 O4,de-protonated,0,-9999,C14 H30 O4 S1,14,30,4,-9999,-9999,1,-9999
6,294.17912,294.1791398224526,294.1791876990091,896724.1,-9999,608443.2,13.45,-1,-0.16274623935159316,0.9952056186017226,0.9775235533189398,0.9881327924886094,5,1.625,0.25,13C1 O4,de-protonated,1,3,C16 H26 O4 13C1,16,26,4,-9999,-9999,-9999,1
7,297.152973,297.15299249051355,297.1529894187691,1237013.8,-9999,627483.8,19.23,-1,0.01033724905410467,0.9999806108139696,0,0.5999883664883817,4,1.625,0.1875,S1 O3,de-protonated,0,-9999,C16 H26 O3 S1,16,26,3,-9999,-9999,1,-9999
8,309.174081,309.17409914872724,309.17411878682907,1151935.9,-9999,629625.6,17.6,-1,-0.0635179358147944,0.9992682080540628,0,0.5995609248324377,0,2.142857142857143,0.35714285714285715,S1 O5,de-protonated,0,-9999,C14 H30 O5 S1,14,30,5,-9999,-9999,1,-9999
9,311.168633,311.168650926097,311.16863948322913,4947920.5,-9999,591344.1,82.17,-1,0.03677384669413904,0.4998773270883489,0.8446892076502734,0.6378020793131187,4,1.6470588235294117,0.17647058823529413,S1 O3,de-protonated,0,-9999,C17 H28 O3 S1,17,28,3,-9999,-9999,1,-9999
12,311.937327,311.93734484029596,311.93733319083907,1005705.4,-9999,604092.9,15.03,-1,0.03734550390324758,0.9997469679554114,0,0.5998481807732469,10,0.4,0.7,N1 S1 P1 O7,de-protonated,0,-9999,C10 H4 O7 N1 P1 S1,10,4,7,1,1,1,-9999
14,325.184293,325.1843093616804,325.18428954768905,5387369.5,-9999,550581.9,87.91,-1,0.06093157628006411,0.9978726411342504,0.9704574183882908,0.9869065520358664,4,1.6666666666666667,0.16666666666666666,S1 O3,de-protonated,0,-9999,C18 H30 O3 S1,18,30,3,-9999,-9999,1,-9999
16,326.187674,326.1876902496838,326.1876443827591,1284299.9,-9999,599723.8,19.44,-1,0.14061515037534375,0.9964187121459408,0.9704574183882908,0.9860341946428808,4,1.7647058823529411,0.17647058823529413,13C1 S1 O3,de-protonated,1,14,C17 H30 O3 S1 13C1,17,30,3,-9999,-9999,1,1
