Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
0,265.147926,265.14792487397466,265.14790403833905,3105556.8,-9999,642312.9,52.08,-1,0.07858118164387079,0.9988801814447068,0,0.5993281088668241,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999
2,283.083006,283.0829971843264,283.08319578021906,929285.1,-9999,591522.2,13.79,-1,-0.7015460317020645,0.9145683939588982,0,0.5487410363753389,5,1.4285714285714286,0.14285714285714285,S2 O2,de-protonated,0,-9999,C14 H20 O2 S2,14,20,2,-9999,-9999,2,-9999
3,293.103885,293.10387188788417,293.1039312251091,1025763,-9999,670962.6,15.2,-1,-0.2024443161282197,0.9925911431670872,0,0.5955546859002522,6,1.375,0.0625,S2 O1,de-protonated,0,-9999,C16 H22 O1 S2,16,22,1,-9999,-9999,2,-9999
4,293.175808,293.17579485704726,293.1758328639391,907497.1,-9999,773505.6,13.22,-1,-0.1296385566854493,0.9969551900491466,0,0.5981731140294879,5,1.5294117647058822,0.2352941176470588,O4,de-protonated,0,-9999,C17 H26 O4,17,26,4,-9999,-9999,-9999,-9999
7,295.083074,295.0830600393088,295.0831957802191,921035.6,-9999,526153.3,13.44,-1,-0.4600089474780678,0.9623317477189656,0,0.5773990486313794,6,1.3333333333333333,0.13333333333333333,S2 O2,de-protonated,0,-9999,C15 H20 O2 S2,15,20,2,-9999,-9999,2,-9999
8,295.11955,295.11953602366975,295.11958128956906,965518.7,-9999,718588.5,14.19,-1,-0.1533815516573072,0.9957403544161548,0,0.5974442126496928,5,1.5,0.0625,S2 O1,de-protonated,0,-9999,C16 H24 O1 S2,16,24,1,-9999,-9999,2,-9999
9,297.062317,297.0623021907102,297.0624603353291,929077,-9999,555316.9,13.48,-1,-0.5323615063535517,0.9498756956517252,0,0.5699254173910351,6,1.2857142857142858,0.21428571428571427,S2 O3,de-protonated,0,-9999,C14 H18 O3 S2,14,18,3,-9999,-9999,2,-9999
11,297.098938,297.098923175009,297.0988458446791,1060664.1,-9999,512089.5,15.66,-1,0.26028485472530055,0.9877824251887612,0,0.5926694551132566,5,1.4666666666666666,0.13333333333333333,S2 O2,de-protonated,0,-9999,C15 H22 O2 S2,15,22,2,-9999,-9999,2,-9999
13,305.103833,305.103814742918,305.1039312251091,881275.2,-9999,734893.6,12.58,-1,-0.3817787289495747,0.9738996076416936,0,0.5843397645850161,7,1.2941176470588236,0.0588235294117647,S2 O1,de-protonated,0,-9999,C17 H22 O1 S2,17,22,1,-9999,-9999,2,-9999
14,307.08309,307.0830708943135,307.0831957802191,1099570.5,-9999,681700.9,16.05,-1,-0.4066842710267104,0.9704356558218348,0,0.5822613934931008,7,1.25,0.125,S2 O2,de-protonated,0,-9999,C16 H20 O2 S2,16,20,2,-9999,-9999,2,-9999
