Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,33S,34S
0,253.077495,253.0788383947457,253.07877564911908,854183.2,-9999,789142.9,13.18,-1,0.24792923255072472,0.9889085171973142,0,0.5933451103183885,10,0.9375,0.0625,P1 O1,de-protonated,0,-9999,C16 H15 O1 P1,16,15,1,-9999,1,-9999,-9999,N/A,N/A
15,267.093046,267.0943259126235,267.0944257135791,837056,-9999,1077578.5,12.56,-1,-0.3736542060541107,0.9749847923089724,0,0.5849908753853835,10,1,0.0588235294117647,P1 O1,de-protonated,0,-9999,C17 H17 O1 P1,17,17,1,-9999,1,-9999,-9999,N/A,N/A
17,267.129722,267.13100174650305,267.1310079274191,838276.2,-9999,691496.9,12.58,-1,-0.02313814518803413,0.9999028618522802,0,0.5999417171113681,1,2.5,0.75,N4 O6,de-protonated,0,-9999,C8 H20 O6 N4,8,20,6,4,-9999,-9999,-9999,N/A,N/A
20,269.108698,269.10996878291706,269.11007577803906,1026723.7,-9999,741129.4,15.76,-1,-0.3975886881482939,0.97172462591214,0,0.583034775547284,9,1.1176470588235294,0.0588235294117647,P1 O1,de-protonated,0,-9999,C17 H19 O1 P1,17,19,1,-9999,1,-9999,-9999,N/A,N/A
35,281.072443,281.0736595942575,281.07369026868906,882934.8,-9999,658436.8,13.08,-1,-0.10913305881267137,0.9978412751011732,0,0.5987047650607039,11,0.8823529411764706,0.1176470588235294,P1 O2,de-protonated,0,-9999,C17 H15 O2 P1,17,15,2,-9999,1,-9999,-9999,N/A,N/A
40,283.08806,283.0892674647095,283.0893403331491,1007993.1,-9999,734625,15.11,-1,-0.25740439220472877,0.9880497290619528,0,0.5928298374371715,10,1,0.1176470588235294,P1 O2,de-protonated,0,-9999,C17 H17 O2 P1,17,17,2,-9999,1,-9999,-9999,N/A,N/A
42,283.124454,283.12566129986635,283.1257258424991,1164220.6,-9999,657911.8,17.76,-1,-0.2279645643302082,0.9906148215270736,0,0.5943688929162442,9,1.1666666666666667,0.05555555555555555,P1 O1,de-protonated,0,-9999,C18 H21 O1 P1,18,21,1,-9999,1,-9999,-9999,N/A,N/A
42,283.124454,283.12566129986635,283.1259225469891,1164220.6,-9999,657911.8,17.76,-1,-0.9227241377285614,0.856852908525252,0,0.5141117451151511,1,2.5,0.875,N4 O7,de-protonated,0,-9999,C8 H20 O7 N4,8,20,7,4,-9999,-9999,-9999,N/A,N/A
44,285.067539,285.0687374988453,285.0686048882591,1184565.8,-9999,286752.9,18.1,-1,0.4651883228539452,0.961495371688,0,0.5768972230128,10,0.9375,0.1875,P1 O3,de-protonated,0,-9999,C16 H15 O3 P1,16,15,3,-9999,1,-9999,-9999,N/A,N/A
46,285.103799,285.104997334609,285.1049903976091,1010937.2,-9999,503580.9,15.15,-1,0.02433138718455301,0.9998925851709092,0,0.5999355511025456,9,1.1176470588235294,0.1176470588235294,P1 O2,de-protonated,0,-9999,C17 H19 O2 P1,17,19,2,-9999,1,-9999,-9999,N/A,N/A
57,291.093629,291.0948002042365,291.0946224180691,1319852.9,-9999,814287.5,20.1,-1,0.6107504354486913,0.9345564191356132,0,0.5607338514813679,4,1.7777777777777777,0.7777777777777778,N4 O7,de-protonated,0,-9999,C9 H16 O7 N4,9,16,7,4,-9999,-9999,-9999,N/A,N/A
62,293.108754,293.109916076917,293.11007577803906,1147498.3,-9999,765317.8,17.21,-1,-0.5448503319051895,0.947559830000454,0,0.5685358980002724,11,1,0.05263157894736842,P1 O1,de-protonated,0,-9999,C19 H19 O1 P1,19,19,1,-9999,1,-9999,-9999,N/A,N/A
66,295.051665,295.0528182766841,295.0529548237991,976161.7,-9999,892226.4,14.34,-1,-0.4627885021072173,0.9618839733990696,0,0.5771303840394417,12,0.7647058823529411,0.17647058823529413,P1 O3,de-protonated,0,-9999,C17 H13 O3 P1,17,13,3,-9999,1,-9999,-9999,N/A,N/A
68,295.088062,295.0892151118273,295.0893403331491,1540901.1,-9999,881060.2,23.78,-1,-0.4243505430189536,0.9678539522624076,0,0.5807123713574445,11,0.9444444444444444,0.1111111111111111,P1 O2,de-protonated,0,-9999,C18 H17 O2 P1,18,17,2,-9999,1,-9999,-9999,N/A,N/A
70,295.124451,295.12560394700677,295.1257258424991,1656360.6,-9999,755625.7,25.71,-1,-0.4130290301852303,0.9695202940046856,0,0.5817121764028113,10,1.105263157894737,0.05263157894736842,P1 O1,de-protonated,0,-9999,C19 H21 O1 P1,19,21,1,-9999,1,-9999,-9999,N/A,N/A
72,297.067305,297.06844914703197,297.0686048882591,1427681.5,-9999,875784.3,21.73,-1,-0.5242601356768284,0.951352204077115,0,0.570811322446269,11,0.8823529411764706,0.17647058823529413,P1 O3,de-protonated,0,-9999,C17 H15 O3 P1,17,15,3,-9999,1,-9999,-9999,N/A,N/A
75,297.140073,297.14121681743615,297.14137590695907,1231592.5,-9999,804009.1,18.47,-1,-0.5354001018492262,0.9493166594085718,0,0.569589995645143,9,1.2105263157894737,0.05263157894736842,P1 O1,de-protonated,0,-9999,C19 H23 O1 P1,19,23,1,-9999,1,-9999,-9999,N/A,N/A
78,299.083047,299.0841820169179,299.08425495271905,1558947.6,-9999,659827.7,23.9,-1,-0.24386372714330457,0.989267344579162,0,0.5935604067474972,10,1,0.17647058823529413,P1 O3,de-protonated,0,-9999,C17 H17 O3 P1,17,17,3,-9999,1,-9999,-9999,N/A,N/A
80,299.119387,299.12052185231926,299.1206404620691,1430439.1,-9999,735793.1,21.77,-1,-0.3965281354852051,0.9718731328888895,0,0.5831238797333338,9,1.1666666666666667,0.1111111111111111,P1 O2,de-protonated,0,-9999,C18 H21 O2 P1,18,21,2,-9999,1,-9999,-9999,N/A,N/A
84,301.098622,301.09974788756017,301.0999050171791,1139560.4,-9999,744190.3,16.81,-1,-0.5218521038846293,0.951787149649964,0,0.5710722897899784,9,1.1176470588235294,0.17647058823529413,P1 O3,de-protonated,0,-9999,C17 H19 O3 P1,17,19,3,-9999,1,-9999,-9999,N/A,N/A
86,301.13504,301.13616572260827,301.1362905265291,904812,-9999,935722.2,12.95,-1,-0.41444330935318013,0.9693144428759668,0,0.5815886657255801,8,1.2777777777777777,0.1111111111111111,P1 O2,de-protonated,0,-9999,C18 H23 O2 P1,18,23,2,-9999,1,-9999,-9999,N/A,N/A
90,303.057289,303.05840601596196,303.05823690871904,969931.1,-9999,723971.6,14.02,-1,0.5580024639826162,0.945069236802828,0,0.5670415420816968,6,1.3333333333333333,0.8888888888888888,N4 O8,de-protonated,0,-9999,C9 H12 O8 N4,9,12,8,4,-9999,-9999,-9999,N/A,N/A
94,305.073056,305.0741638857346,305.07388697317907,1773687.4,-9999,424540.8,27.25,-1,0.9076901280606212,0.8611420367429554,0,0.5166852220457733,5,1.5555555555555556,0.8888888888888888,N4 O8,de-protonated,0,-9999,C9 H14 O8 N4,9,14,8,4,-9999,-9999,-9999,N/A,N/A
95,305.109248,305.1103557218063,305.11007577803906,1131259.1,-9999,566457.1,16.67,-1,0.9175172813002412,0.8583439444193286,0,0.5150063666515972,12,0.95,0.05,P1 O1,de-protonated,0,-9999,C20 H19 O1 P1,20,19,1,-9999,1,-9999,-9999,N/A,N/A
95,305.109248,305.1103557218063,305.11027248252907,1131259.1,-9999,566457.1,16.67,-1,0.27281702624918547,0.9865857164587436,0,0.5919514298752461,4,1.8,0.7,N4 O7,de-protonated,0,-9999,C10 H18 O7 N4,10,18,7,4,-9999,-9999,-9999,N/A,N/A
100,307.124486,307.125584593975,307.1257258424991,994764.2,-9999,957071.1,14.31,-1,-0.45990456737552793,0.9623485144015884,0,0.5774091086409531,11,1.05,0.05,P1 O1,de-protonated,0,-9999,C20 H21 O1 P1,20,21,1,-9999,1,-9999,-9999,N/A,N/A
