Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,34S
8,279.086151,279.08615486484985,279.0863802095791,990918.2,-9999,642936.7,14.94,-1,-0.8074372137952536,0.8884327249312879,0,0.5330596349587727,3,2.125,0.625,N4 P1 O5,de-protonated,0,-9999,C8 H17 O5 N4 P1,8,17,5,4,1,-9999,-9999,-9999
10,281.101762,281.1017658853343,281.10203027403907,1354376.4,-9999,537977.8,21.15,-1,-0.9405435616812058,0.8517062960621629,0,0.5110237776372977,2,2.375,0.625,N4 P1 O5,de-protonated,0,-9999,C8 H19 O5 N4 P1,8,19,5,4,1,-9999,-9999,-9999
11,283.081103,283.08110690545016,283.08129482914904,1382084.4,-9999,461973.8,21.49,-1,-0.6638506405089231,0.9231495664255288,0,0.5538897398553173,2,2.4285714285714284,0.8571428571428571,N4 P1 O6,de-protonated,0,-9999,C7 H17 O6 N4 P1,7,17,6,4,1,-9999,-9999,-9999
15,291.0499,291.0499039864362,291.0499947002291,1082282.5,-9999,774900.7,16.18,-1,-0.31167769979002313,0.9825279697980212,0,0.5895167818788126,5,1.625,0.75,N4 P1 O6,de-protonated,0,-9999,C8 H13 O6 N4 P1,8,13,6,4,1,-9999,-9999,-9999
17,291.086201,291.08620498680517,291.0863802095791,1027629.9,-9999,565804.7,15.26,-1,-0.6019614308053346,0.9363655779791232,0,0.5618193467874738,4,1.8888888888888888,0.5555555555555556,N4 P1 O5,de-protonated,0,-9999,C9 H17 O5 N4 P1,9,17,5,4,1,-9999,-9999,-9999
18,291.122653,291.1226569871756,291.1227657189291,939953.3,-9999,536943.9,13.79,-1,-0.3734910706918911,0.975006355331631,0,0.5850038131989787,3,2.1,0.4,N4 P1 O4,de-protonated,0,-9999,C10 H21 O4 N4 P1,10,21,4,4,1,-9999,-9999,-9999
19,293.065535,293.06553900692097,293.0656447646891,1361381.6,-9999,552531.3,20.86,-1,-0.3608671642099038,0.976647807872182,0,0.5859886847233091,4,1.875,0.75,N4 P1 O6,de-protonated,0,-9999,C8 H15 O6 N4 P1,8,15,6,4,1,-9999,-9999,-9999
20,293.10196,293.10196400729114,293.10203027403907,1657577,-9999,490371.7,25.82,-1,-0.22608764552028435,0.9907680161454328,0,0.5944608096872597,3,2.111111111111111,0.5555555555555556,N4 P1 O5,de-protonated,0,-9999,C9 H19 O5 N4 P1,9,19,5,4,1,-9999,-9999,-9999
22,293.174663,293.17466700803,293.17480129273906,2861423.8,-9999,507403.3,46.01,-1,-0.4580363267399376,0.9626480174951748,0,0.5775888104971049,1,2.4545454545454546,0.2727272727272727,N4 P1 O3,de-protonated,0,-9999,C11 H27 O3 N4 P1,11,27,3,4,1,-9999,-9999,-9999
26,295.081239,295.0812430274063,295.08129482914904,2088737.8,-9999,497454.6,33.05,-1,-0.17555075046910365,0.9944237079689492,0,0.5966542247813695,3,2.125,0.75,N4 P1 O6,de-protonated,0,-9999,C8 H17 O6 N4 P1,8,17,6,4,1,-9999,-9999,-9999
27,295.117595,295.1175990277758,295.11768033849904,1730341.3,-9999,464948.9,27.04,-1,-0.27551966106187686,0.986320460631662,0,0.5917922763789971,2,2.3333333333333335,0.5555555555555556,N4 P1 O5,de-protonated,0,-9999,C9 H21 O5 N4 P1,9,21,5,4,1,-9999,-9999,-9999
30,297.096947,297.09695104789176,297.0969448936091,2369503.5,-9999,510676.1,37.5,-1,0.0207147289556436,0.9999221434004651,0,0.5999532860402791,2,2.375,0.75,N4 P1 O6,de-protonated,0,-9999,C8 H19 O6 N4 P1,8,19,6,4,1,-9999,-9999,-9999
37,305.065771,305.0657751288781,305.0656447646891,1370858.8,-9999,558077.1,20.72,-1,0.4273315963743763,0.9674081821847322,0,0.5804449093108394,5,1.6666666666666667,0.6666666666666666,N4 P1 O6,de-protonated,0,-9999,C9 H15 O6 N4 P1,9,15,6,4,1,-9999,-9999,-9999
38,305.102144,305.1021481292478,305.10203027403907,1635310.5,-9999,633410.4,25.09,-1,0.38628129943328926,0.9732886832687662,0,0.5839732099612597,4,1.9,0.5,N4 P1 O5,de-protonated,0,-9999,C10 H19 O5 N4 P1,10,19,5,4,1,-9999,-9999,-9999
