Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
10,199.006631,199.0067131614801,199.0066733356791,32676654,-9999,888163.1,612.34,-1,0.20012294211358891,0.9935592478654086,0.9817811212681924,0.988847997226522,10,0.5,0.1,N2 P1 O1,de-protonated,0,-9999,C10 H5 O1 N2 P1,10,5,1,2,1,-9999,-9999,-9999,-9999,-9999,-9999
11,199.006823,199.0069051613509,199.0070534581991,41936688,-9999,616807.7,786.43,-1,-0.7451838799721483,0.9118789700475332,0.9860399482871096,0.9415433613433638,5,1,0.5,S1 O4,de-protonated,0,-9999,C8 H8 O4 S1,8,8,4,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
15,199.170124,199.1702060514576,199.17035356033907,811485.1,-9999,973186.1,13.24,-1,-0.7406166572072214,0.9052655352063904,0,0.5431593211238341,1,2,0.16666666666666666,O2,de-protonated,0,-9999,C12 H24 O2,12,24,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16,200.009982,200.01006348627604,200.01002817074908,2817610.8,-9999,1033998.9,50.84,-1,0.17656878148006164,0.9943590291177592,0.9817811212681924,0.9893278659779324,10,0.5555555555555556,0.1111111111111111,13C1 N2 P1 O1,de-protonated,1,10,C9 H5 O1 N2 P1 13C1,9,5,1,2,1,-9999,1,-9999,-9999,-9999,-9999
17,200.01019,200.01027148613605,200.01040829326908,4162314.8,-9999,622339.6,76.05,-1,-0.684000068792839,0.9166989847943804,0.9860399482871096,0.944435370191472,5,1.1428571428571428,0.5714285714285714,13C1 S1 O4,de-protonated,1,11,C7 H8 O4 S1 13C1,7,8,4,-9999,-9999,1,1,-9999,-9999,-9999,-9999
21,201.002626,201.00270681827723,201.00284928779908,2103850.3,-9999,579469.3,37.46,-1,-0.7087935437347853,0.9147863644451846,0.9860399482871096,0.9432877979819546,5,1,0.5,34S1 O4,de-protonated,1,11,C8 H8 O4 34S1,8,8,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1
27,205.159577,205.15965502086132,205.15978887630908,21311394,-9999,549884.7,395.18,-1,-0.6524448503781396,0.9138754637347636,0.9831915564215956,0.9416019008094964,4,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,-9999,C14 H22 O1,14,22,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30,206.162911,206.1629883456687,206.1631437113791,3711253.3,-9999,639431.6,66.98,-1,-0.7536056521003964,0.9020831255195214,0.9831915564215956,0.9345264978803512,4,1.6923076923076923,0.07692307692307693,13C1 O1,de-protonated,1,27,C13 H22 O1 13C1,13,22,1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
31,209.15449,209.1545653324887,209.15470349587903,1099584.3,-9999,988792,18.4,-1,-0.6605798868753587,0.9238754610920488,0,0.5543252766552292,3,1.6923076923076923,0.15384615384615383,O2,de-protonated,0,-9999,C13 H22 O2,13,22,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
33,211.133753,211.1338270005457,211.13396805098907,1733439.4,-9999,610735.9,30.04,-1,-0.668061348332711,0.9222106313143776,0,0.5533263787886267,3,1.6666666666666667,0.25,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
34,213.18575,213.1858226196564,213.18600362479907,790003.6,-9999,843759.3,12.61,-1,-0.8490479656313537,0.877390451383028,0,0.5264342708298168,1,2,0.15384615384615383,O2,de-protonated,0,-9999,C13 H26 O2,13,26,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
36,215.00176,215.00183139757428,215.00196807776908,16493201,-9999,577452.6,301.56,-1,-0.6357160170276718,0.6084164256140968,0.923514256648686,0.7344555580279324,5,1,0.625,S1 O5,de-protonated,0,-9999,C8 H8 O5 S1,8,8,5,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
41,216.997525,216.99759505452627,216.99776390736903,813137,-9999,680593.5,12.94,-1,-0.7781317178117824,0.5973032809212093,0.923514256648686,0.7277876712122,5,1,0.625,34S1 O5,de-protonated,1,36,C8 H8 O5 34S1,8,8,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1
46,221.154459,221.15452625712177,221.15470349587903,1112419.9,-9999,655777.6,18.36,-1,-0.8014243173977115,0.8899935778562629,0,0.5339961467137577,4,1.5714285714285714,0.14285714285714285,O2,de-protonated,0,-9999,C14 H22 O2,14,22,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
49,225.149382,225.14944656874243,225.14961811544907,776283.6,-9999,934189.6,12.12,-1,-0.7619231517018548,0.9000222071099979,0,0.5400133242659987,3,1.6923076923076923,0.2307692307692308,O3,de-protonated,0,-9999,C13 H22 O3,13,22,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
51,227.128695,227.12875823676575,227.12888267055905,1075869.3,-9999,700933.4,17.55,-1,-0.5478554371420709,0.9469954208889187,0,0.5681972525333512,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
53,227.201529,227.20159218775217,227.20165368925908,1165225.1,-9999,636416.3,19.17,-1,-0.2706912819832942,0.9867925644837192,0,0.5920755386902314,1,2,0.14285714285714285,O2,de-protonated,0,-9999,C14 H28 O2,14,28,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57,229.020375,229.02043696376165,229.02060932302905,1734932.9,-9999,595588.6,29.4,-1,-0.7525928253066618,0.9023328596393432,0,0.5413997157836058,5,1.375,0.25,N2 S1 P1 O2,de-protonated,0,-9999,C8 H11 O2 N2 P1 S1,8,11,2,2,1,1,-9999,-9999,-9999,-9999,-9999
59,229.144458,229.14451988026008,229.14453273501908,867817.5,-9999,721642.5,13.72,-1,-0.0560989121283183,0.9994291280366614,0,0.5996574768219968,2,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H22 O4,12,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
60,231.033132,231.03319260927884,231.03326820668903,1397012.5,-9999,514825.8,23.2,-1,-0.3272143912564187,0.9807599229963364,0,0.5884559537978019,4,1.3333333333333333,0.5555555555555556,S1 O5,de-protonated,0,-9999,C9 H12 O5 S1,9,12,5,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
61,232.967676,232.96773530742945,232.96790504395904,853354,-9999,1005518.3,13.4,-1,-0.7285833195855921,0.9081741995184373,0,0.5449045197110622,5,1,0.7142857142857143,S1 P1 O5,de-protonated,0,-9999,C7 H7 O5 P1 S1,7,7,5,-9999,1,1,-9999,-9999,-9999,-9999,-9999
