Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
0,255.051034,255.0510103379311,255.05102627142907,910841.6,-9999,824461.1,14.19,-1,-0.06247180493933386,0.9992921060946394,0,0.5995752636567836,6,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,-9999,C11 H12 O7,11,12,7,-9999,-9999,-9999,-9999
1,255.087424,255.08740034257215,255.08741178077904,1091070.5,-9999,732230,17.39,-1,-0.04484034238747701,0.9996352355974732,0,0.5997811413584839,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999
2,257.066669,257.0666455949988,257.0666763358891,963457.4,-9999,651376,15.12,-1,-0.11958333425198787,0.9974086156926,0,0.5984451694155599,5,1.2727272727272727,0.6363636363636364,O7,de-protonated,0,-9999,C11 H14 O7,11,14,7,-9999,-9999,-9999,-9999
3,267.050985,267.050962868367,267.05102627142907,910847.5,-9999,616036.9,13.96,-1,-0.2374192788962039,0.9898242429936326,0,0.5938945457961795,7,1,0.5833333333333334,O7,de-protonated,0,-9999,C12 H12 O7,12,12,7,-9999,-9999,-9999,-9999
3,267.050985,267.050962868367,267.0508640800991,910847.5,-9999,616036.9,13.96,-1,0.36992304161171674,0.9754757357607552,0,0.585285441456453,2,2.4285714285714284,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H17 O1 N4 P1 S2,7,17,1,4,1,2,-9999
4,267.087489,267.08746687302255,267.08741178077906,816675.3,-9999,565849.9,12.31,-1,0.20627046073834304,0.9923095355939632,0,0.5953857213563779,6,1.2307692307692308,0.4615384615384616,O6,de-protonated,0,-9999,C13 H16 O6,13,16,6,-9999,-9999,-9999,-9999
5,269.066634,269.06661212543645,269.0666763358891,1279690.9,-9999,616586.3,20.33,-1,-0.2386414160369392,0.98971975382839,0,0.593831852297034,6,1.1666666666666667,0.5833333333333334,O7,de-protonated,0,-9999,C12 H14 O7,12,14,7,-9999,-9999,-9999,-9999
6,269.10312,269.10309813008973,269.1030618452391,860942.4,-9999,572625.8,13.02,-1,0.13483626082957836,0.9967065499406802,0,0.5980239299644081,5,1.3846153846153846,0.4615384615384616,O6,de-protonated,0,-9999,C13 H18 O6,13,18,6,-9999,-9999,-9999,-9999
7,271.045999,271.0459773778784,271.0459408909991,1187530.4,-9999,605610,18.72,-1,0.13461511059698206,0.996717326777012,0,0.5980303960662071,6,1.0909090909090908,0.7272727272727273,O8,de-protonated,0,-9999,C11 H12 O8,11,12,8,-9999,-9999,-9999,-9999
8,271.064514,271.0644923802397,271.06456833560907,804748.1,-9999,832983.2,12.03,-1,-0.2802113527220152,0.9858539481798392,0,0.5915123689079036,5,1.3333333333333333,0.4166666666666667,S1 O5,de-protonated,0,-9999,C12 H16 O5 S1,12,16,5,-9999,-9999,1,-9999
