Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,33S,34S
15,297.155393,297.1553149534313,297.1554913422191,1537638.9,-9999,471386.7,24.19,-1,-0.5935908739093925,0.938067409509158,0,0.5628404457054949,0,2.1666666666666665,0.6666666666666666,O8,de-protonated,0,-9999,C12 H26 O8,12,26,8,-9999,-9999,-9999,-9999,N/A,N/A,-9999
30,311.171305,311.1712287849142,311.17114140667906,6053492,-9999,411211.8,99.92,-1,0.2808044304991773,0.9904175190269902,0.9694127147607756,0.9820155973205044,0,2.1538461538461537,0.6153846153846154,O8,de-protonated,0,-9999,C13 H28 O8,13,28,8,-9999,-9999,-9999,-9999,N/A,N/A,-9999
31,312.174624,312.1745479160196,312.17449624174907,1100745,-9999,445471.7,16.45,-1,0.16553008384512155,0.9950406067367144,0.9694127147607756,0.9847894499463388,0,2.3333333333333335,0.6666666666666666,13C1 O8,de-protonated,1,30,C12 H28 O8 13C1,12,28,8,-9999,-9999,-9999,1,N/A,N/A,-9999
32,312.975503,312.9754270206718,312.97549234783907,5859598.5,-9999,385352.5,96.08,-1,-0.2087293377477865,0.992125820229134,0,0.5952754921374804,9,0.6363636363636364,0.8181818181818182,P1 O9,de-protonated,0,-9999,C11 H7 O9 P1,11,7,9,-9999,1,-9999,-9999,N/A,N/A,-9999
35,313.095652,313.0955760363719,313.0958822651791,1698328.9,-9999,504090.5,26.44,-1,-0.978067181904017,0.8406527463969522,0,0.5043916478381713,6,1.4615384615384617,0.38461538461538464,N2 P1 O5,de-protonated,0,-9999,C13 H19 O5 N2 P1,13,19,5,2,1,-9999,-9999,N/A,N/A,-9999
38,315.111322,315.11124629976285,315.1115323296391,1000653.6,-9999,473045.6,14.77,-1,-0.9077099594580988,0.8611364113499249,0,0.5166818468099549,5,1.6153846153846154,0.38461538461538464,N2 P1 O5,de-protonated,0,-9999,C13 H21 O5 N2 P1,13,21,5,2,1,-9999,-9999,N/A,N/A,-9999
39,317.142206,317.14213056514194,317.1424385353891,1318925,-9999,503759.8,19.97,-1,-0.9710786376362044,0.8427331056343086,0,0.5056398633805851,8,1.3529411764705883,0.1176470588235294,N2 P1 O2,de-protonated,0,-9999,C17 H23 O2 N2 P1,17,23,2,2,1,-9999,-9999,N/A,N/A,-9999
41,319.085161,319.0850858190312,319.08531758114907,1057229.4,-9999,547555.6,15.61,-1,-0.72633275529149,0.9087139355049236,0,0.545228361302954,9,1.1333333333333333,0.26666666666666666,N2 P1 O4,de-protonated,0,-9999,C15 H17 O4 N2 P1,15,17,4,2,1,-9999,-9999,N/A,N/A,-9999
42,319.121546,319.12147082378567,319.1217030904991,1025745,-9999,526594.1,15.09,-1,-0.7278311415494261,0.9083547388300666,0,0.5450128432980399,8,1.3125,0.1875,N2 P1 O3,de-protonated,0,-9999,C16 H21 O3 N2 P1,16,21,3,2,1,-9999,-9999,N/A,N/A,-9999
43,321.064415,321.06434007766364,321.06458213625905,1149851.4,-9999,372054.4,17.15,-1,-0.7539249386948286,0.9020043432948308,0,0.5412026059768984,9,1.0714285714285714,0.35714285714285715,N2 P1 O5,de-protonated,0,-9999,C14 H15 O5 N2 P1,14,15,5,2,1,-9999,-9999,N/A,N/A,-9999
45,321.100834,321.1007590824226,321.10096764560905,1716383.4,-9999,391375.1,26.57,-1,-0.6495252505051601,0.9263064816523898,0,0.5557838889914338,8,1.2666666666666666,0.26666666666666666,N2 P1 O4,de-protonated,0,-9999,C15 H19 O4 N2 P1,15,19,4,2,1,-9999,-9999,N/A,N/A,-9999
