Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
1,255.087389,255.08737244837613,255.08741178077904,926545.7,-9999,707052.6,14.49,-1,-0.15419186176241115,0.9956953256378768,0,0.597417195382726,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999
2,263.056109,263.05609338544065,263.0561116518591,864329.5,-9999,723246.2,13.24,-1,-0.06943924758187343,0.9991254716952712,0,0.5994752830171627,8,0.9230769230769232,0.4615384615384616,O6,de-protonated,0,-9999,C13 H12 O6,13,12,6,-9999,-9999,-9999,-9999
3,265.03541,265.0353946181923,265.0353762069691,807485.3,-9999,511221.5,12.17,-1,0.06946704048570589,0.9991247718056748,0,0.5994748630834049,8,0.8333333333333334,0.5833333333333334,O7,de-protonated,0,-9999,C12 H10 O7,12,10,7,-9999,-9999,-9999,-9999
3,265.03541,265.0353946181923,265.0352140156391,807485.3,-9999,511221.5,12.17,-1,0.6814285183623116,0.9191970529025694,0,0.5515182317415416,3,2.142857142857143,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H15 O1 N4 P1 S2,7,15,1,4,1,2,-9999
4,265.147912,265.14789663142176,265.14790403833905,1374185.1,-9999,646159.5,22.13,-1,-0.02793503994658398,0.9998584135558758,0,0.5999150481335255,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999
5,267.051092,267.05107685522205,267.05102627142907,982508.1,-9999,730241.7,15.24,-1,0.18941620891658015,0.9935110381067028,0,0.5961066228640217,7,1,0.5833333333333334,O7,de-protonated,0,-9999,C12 H12 O7,12,12,7,-9999,-9999,-9999,-9999
5,267.051092,267.05107685522205,267.0508640800991,982508.1,-9999,730241.7,15.24,-1,0.796758788659818,0.8911985081619033,0,0.5347191048971419,2,2.4285714285714284,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H17 O1 N4 P1 S2,7,17,1,4,1,2,-9999
6,267.087425,267.0874098594946,267.08741178077906,964079.8,-9999,718393.6,14.92,-1,-0.00719346698617234,0.9999906108062936,0,0.5999943664837762,6,1.2307692307692308,0.4615384615384616,O6,de-protonated,0,-9999,C13 H16 O6,13,16,6,-9999,-9999,-9999,-9999
7,269.030345,269.0303300879681,269.0302908265391,808879,-9999,716377.3,12.13,-1,0.14593683432518129,0.9961430430261656,0,0.5976858258156994,7,0.9090909090909092,0.7272727272727273,O8,de-protonated,0,-9999,C11 H10 O8,11,10,8,-9999,-9999,-9999,-9999
7,269.030345,269.0303300879681,269.0301286352091,808879,-9999,716377.3,12.13,-1,0.7488111461499866,0.9032629530622052,0,0.5419577718373231,2,2.5,0.3333333333333333,N4 S2 P1 O2,de-protonated,0,-9999,C6 H15 O2 N4 P1 S2,6,15,2,4,1,2,-9999
8,269.066738,269.0667230922476,269.0666763358891,1110770.5,-9999,660570.8,17.4,-1,0.17377238670217812,0.9945358059338434,0,0.596721483560306,6,1.1666666666666667,0.5833333333333334,O7,de-protonated,0,-9999,C12 H14 O7,12,14,7,-9999,-9999,-9999,-9999
9,269.102999,269.1029840965117,269.1030618452391,852854.1,-9999,603811.9,12.9,-1,-0.2889180333329089,0.9849679459695756,0,0.5909807675817452,5,1.3846153846153846,0.4615384615384616,O6,de-protonated,0,-9999,C13 H18 O6,13,18,6,-9999,-9999,-9999,-9999
10,269.131251,269.1312360998339,269.1312051460991,1114360.8,-9999,663601.5,17.47,-1,0.11501354820205506,0.997602653915556,0,0.5985615923493336,4,1.6428571428571428,0.21428571428571427,P1 O3,de-protonated,0,-9999,C14 H23 O3 P1,14,23,3,-9999,1,-9999,-9999
11,271.045935,271.04592032498704,271.0459408909991,1079085.9,-9999,763243.1,16.85,-1,-0.07587648046832726,0.9989559017631816,0,0.599373541057909,6,1.0909090909090908,0.7272727272727273,O8,de-protonated,0,-9999,C11 H12 O8,11,12,8,-9999,-9999,-9999,-9999
12,277.03551,277.0354960293182,277.0353762069691,846589.6,-9999,547819.6,12.71,-1,0.43251641996289975,0.966625935703946,0,0.5799755614223675,9,0.7692307692307693,0.5384615384615384,O7,de-protonated,0,-9999,C13 H10 O7,13,10,7,-9999,-9999,-9999,-9999
13,279.051047,279.051033266331,279.05102627142907,1284836.1,-9999,657589.3,20.22,-1,0.02506674860481933,0.9998859946893996,0,0.5999315968136397,8,0.9230769230769232,0.5384615384615384,O7,de-protonated,0,-9999,C13 H12 O7,13,12,7,-9999,-9999,-9999,-9999
13,279.051047,279.051033266331,279.0508640800991,1284836.1,-9999,657589.3,20.22,-1,0.6062917327727774,0.9354770537860104,0,0.5612862322716062,3,2.125,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H17 O1 N4 P1 S2,8,17,1,4,1,2,-9999
14,279.087412,279.0873982706072,279.08741178077906,1232743.1,-9999,679266.1,19.31,-1,-0.04840838854802729,0.9995748885996836,0,0.59974493315981,7,1.1428571428571428,0.42857142857142855,O6,de-protonated,0,-9999,C14 H16 O6,14,16,6,-9999,-9999,-9999,-9999
15,281.030369,281.0303554990851,281.0302908265391,873219.3,-9999,685219.4,13.09,-1,0.2301266023620921,0.9904368154317168,0,0.59426208925903,8,0.8333333333333334,0.6666666666666666,O8,de-protonated,0,-9999,C12 H10 O8,12,10,8,-9999,-9999,-9999,-9999
15,281.030369,281.0303554990851,281.0301286352091,873219.3,-9999,685219.4,13.09,-1,0.8072582006843252,0.8884793227101745,0,0.5330875936261047,3,2.142857142857143,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H15 O2 N4 P1 S2,7,15,2,4,1,2,-9999
16,281.066707,281.0666935033582,281.0666763358891,1766662.1,-9999,570067.3,28.54,-1,0.06107970288641778,0.9993232929930552,0,0.5995939757958331,7,1.0769230769230769,0.5384615384615384,O7,de-protonated,0,-9999,C13 H14 O7,13,14,7,-9999,-9999,-9999,-9999
16,281.066707,281.0666935033582,281.06651414455905,1766662.1,-9999,570067.3,28.54,-1,0.638136491200319,0.9287745925971967,0,0.557264755558318,2,2.375,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999
17,281.103058,281.1030445076328,281.1030618452391,1340809,-9999,636075.2,21.18,-1,-0.06167704545530234,0.9993099968465796,0,0.5995859981079478,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999
18,283.04597,283.0459567361054,283.0459408909991,1507233.4,-9999,651350.9,23.92,-1,0.05598068728521521,0.9994315309697038,0,0.5996589185818223,7,1,0.6666666666666666,O8,de-protonated,0,-9999,C12 H12 O8,12,12,8,-9999,-9999,-9999,-9999
18,283.04597,283.0459567361054,283.0457786996691,1507233.4,-9999,651350.9,23.92,-1,0.6290022663954958,0.9307272054618392,0,0.5584363232771035,2,2.4285714285714284,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H17 O2 N4 P1 S2,7,17,2,4,1,2,-9999
19,283.082321,283.08230774038,283.0823264003491,1868708.3,-9999,532895.8,30.14,-1,-0.06591711089078785,0.9992119042822892,0,0.5995271425693735,6,1.2307692307692308,0.5384615384615384,O7,de-protonated,0,-9999,C13 H16 O7,13,16,7,-9999,-9999,-9999,-9999
20,283.118732,283.1187187446617,283.1187119096991,1170343,-9999,616288,18.13,-1,0.0241416845000893,0.999894253499361,0,0.5999365520996166,5,1.4285714285714286,0.42857142857142855,O6,de-protonated,0,-9999,C14 H20 O6,14,20,6,-9999,-9999,-9999,-9999
21,285.061562,285.06154897312456,285.06159095545905,1782204.4,-9999,537614.2,28.65,-1,-0.14727460950960003,0.996072146634565,0,0.597643287980739,6,1.1666666666666667,0.6666666666666666,O8,de-protonated,0,-9999,C12 H14 O8,12,14,8,-9999,-9999,-9999,-9999
22,285.098034,285.0980209774134,285.0979764648091,1439551.1,-9999,604563.5,22.76,-1,0.1561309022338763,0.9955866187415224,0,0.5973519712449135,5,1.3846153846153846,0.5384615384615384,O7,de-protonated,0,-9999,C13 H18 O7,13,18,7,-9999,-9999,-9999,-9999
23,285.126142,285.12612898071876,285.1261197656691,3674433.3,-9999,506045.9,61.19,-1,0.03231920550114549,0.9998104891736594,0,0.5998862935041956,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999
24,287.077252,287.0772392101553,287.0772410199191,1211220.8,-9999,582314.9,18.72,-1,-0.00630410048208103,0.999992788949848,0,0.5999956733699087,5,1.3333333333333333,0.6666666666666666,O8,de-protonated,0,-9999,C12 H16 O8,12,16,8,-9999,-9999,-9999,-9999
25,289.035374,289.03536144041647,289.0353762069691,888038.9,-9999,544824.1,13.19,-1,-0.0510890840353386,0.9995265139103872,0,0.5997159083462322,10,0.7142857142857143,0.5,O7,de-protonated,0,-9999,C14 H10 O7,14,10,7,-9999,-9999,-9999,-9999
25,289.035374,289.03536144041647,289.0352140156391,888038.9,-9999,544824.1,13.19,-1,0.5100581874400981,0.9538912830266664,0,0.5723347698159997,5,1.6666666666666667,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H15 O1 N4 P1 S2,9,15,1,4,1,2,-9999
26,289.071812,289.07179944470136,289.0717617163191,950889.6,-9999,666206.5,14.27,-1,0.1305156271343353,0.9969139151738478,0,0.5981483491043086,9,0.9333333333333332,0.4,O6,de-protonated,0,-9999,C15 H14 O6,15,14,6,-9999,-9999,-9999,-9999
27,291.051022,291.05100967744227,291.05102627142907,1316348.1,-9999,612272,20.39,-1,-0.05701401232747052,0.9994103572431045,0,0.5996462143458626,9,0.8571428571428571,0.5,O7,de-protonated,0,-9999,C14 H12 O7,14,12,7,-9999,-9999,-9999,-9999
