Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
0,236.10581,236.10580333407484,236.10571867340903,890230.3,-9999,890505.2,14.15,-1,0.35857100900845984,0.976940594754323,0,0.5861643568525938,1,2.2222222222222223,0.4444444444444444,N1 P1 O4,de-protonated,0,-9999,C9 H20 O4 N1 P1,9,20,4,1,1,-9999,-9999
1,255.232911,255.2329055299367,255.2329538181791,791977.1,-9999,823585.7,12.08,-1,-0.18919282053008976,0.9935262850019236,0,0.5961157710011542,1,2,0.125,O2,de-protonated,0,-9999,C16 H32 O2,16,32,2,-9999,-9999,-9999,-9999
2,265.147854,265.14784914983727,265.14790403833905,5270159.5,-9999,578011.1,90.58,-1,-0.20701088314589644,0.9922544403271406,0,0.5953526641962843,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999
5,293.103104,293.10310089765136,293.1030618452391,967263.4,-9999,623531.7,14.51,-1,0.13323781749788832,0.9967840478684068,0,0.5980704287210441,7,1.2,0.4,O6,de-protonated,0,-9999,C15 H18 O6,15,18,6,-9999,-9999,-9999,-9999
7,293.175815,293.1758119021974,293.1758328639391,10938340,-9999,577515.4,184.66,-1,-0.0714988732410891,0.9988137022414292,0.987285377104124,0.994202372186507,5,1.5294117647058822,0.2352941176470588,O4,de-protonated,0,-9999,C17 H26 O4,17,26,4,-9999,-9999,-9999,-9999
9,293.179116,293.1791129024038,293.17920416725906,2446564.3,-9999,483127.9,39.76,-1,-0.311293754672504,0.9825706125742252,0,0.5895423675445352,0,2.142857142857143,0.2857142857142857,S1 O4,de-protonated,0,-9999,C14 H30 O4 S1,14,30,4,-9999,-9999,1,-9999
9,293.179116,293.1791129024038,293.1788240447391,2446564.3,-9999,483127.9,39.76,-1,0.98526101144904,0.8385011186580119,0,0.5031006711948072,5,1.6875,0.0625,N2 P1 O1,de-protonated,0,-9999,C16 H27 O1 N2 P1,16,27,1,2,1,-9999,-9999
11,294.179217,294.17921396493193,294.1791876990091,1819172.4,-9999,618633.9,29.05,-1,0.08928545568568702,0.9985545562224662,0.987285377104124,0.9940468845751294,5,1.625,0.25,13C1 O4,de-protonated,1,7,C16 H26 O4 13C1,16,26,4,-9999,-9999,-9999,1
13,295.118812,295.11880902367716,295.1187119096991,981728.6,-9999,765802.3,14.76,-1,0.3290675045897706,0.9805435211177006,0,0.5883261126706203,6,1.3333333333333333,0.4,O6,de-protonated,0,-9999,C15 H20 O6,15,20,6,-9999,-9999,-9999,-9999
14,297.097911,297.0979081474141,297.0979764648091,997344.1,-9999,561409.7,14.94,-1,-0.22994904178762132,0.990451496565843,0,0.5942708979395057,6,1.2857142857142858,0.5,O7,de-protonated,0,-9999,C14 H18 O7,14,18,7,-9999,-9999,-9999,-9999
