Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,18O,33S,34S
0,171.139144,171.13909232906607,171.13905343141906,843640.7,-9999,715816.9,14.08,-1,0.22728679536517143,0.990670284575683,0,0.5944021707454098,1,2,0.2,O2,de-protonated,0,-9999,C10 H20 O2,10,20,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
5,187.097638,187.0975924864321,187.0975825416391,1051689.3,-9999,751430,18.02,-1,0.05315297427983737,0.9994874955292474,0,0.5996924973175485,2,1.7777777777777777,0.4444444444444444,O4,de-protonated,0,-9999,C9 H16 O4,9,16,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
6,199.170426,199.17038514455177,199.17035356033907,930622.4,-9999,675139,15.45,-1,0.15857888557184033,0.9954474565586864,0,0.5972684739352118,1,2,0.16666666666666666,O2,de-protonated,0,-9999,C12 H24 O2,12,24,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
7,201.113369,201.11332889420967,201.11323260609907,895937.1,-9999,863037.7,14.8,-1,0.4787756098888219,0.959260338786645,0,0.575556203271987,2,1.8,0.4,O4,de-protonated,0,-9999,C10 H18 O4,10,18,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
8,205.159856,205.1598174554912,205.15978887630908,8496678,-9999,489180.4,156.2,-1,0.13930206429099606,0.993913762437856,0.9862649555794842,0.9908542396945073,4,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,-9999,C14 H22 O1,14,22,1,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
9,206.163227,206.16318884262813,206.1631437113791,1443775,-9999,704364,24.82,-1,0.21891036499501176,0.991342356914228,0.9862649555794842,0.9893113963803306,4,1.6923076923076923,0.07692307692307693,13C1 O1,de-protonated,1,8,C13 H22 O1 13C1,13,22,1,-9999,-9999,-9999,1,N/A,N/A,-9999,-9999
11,209.154805,209.15476799688747,209.15470349587903,1390684.9,-9999,687385.1,23.76,-1,0.30838899308427387,0.9828915855158652,0,0.589734951309519,3,1.6923076923076923,0.15384615384615383,O2,de-protonated,0,-9999,C13 H22 O2,13,22,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
13,211.134019,211.13398276054005,211.13396805098907,2995176.8,-9999,601612.1,53.27,-1,0.06966927736684213,0.999119670594396,0,0.5994718023566376,3,1.6666666666666667,0.25,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
14,213.186026,213.1859905522788,213.18600362479907,814954.3,-9999,548560.9,13.05,-1,-0.06131978665895692,0.99931796454061,0,0.5995907787243661,1,2,0.15384615384615383,O2,de-protonated,0,-9999,C13 H26 O2,13,26,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
15,215.12887,215.1288353018985,215.12888267055905,789926.4,-9999,1039048,12.54,-1,-0.22018735912154383,0.9912415000447772,0,0.5947449000268662,2,1.818181818181818,0.3636363636363637,O4,de-protonated,0,-9999,C11 H20 O4,11,20,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
16,215.129067,215.12903230197452,215.12888267055905,957926.4,-9999,636913.5,15.63,-1,0.6955431256388113,0.9159611856566,0,0.5495767113939599,2,1.818181818181818,0.3636363636363637,O4,de-protonated,0,-9999,C11 H20 O4,11,20,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
17,215.165366,215.16533131598,215.16526817990908,842891.8,-9999,725991.9,13.52,-1,0.29343058682535944,0.9844984003402296,0,0.5906990402041378,1,2,0.25,O3,de-protonated,0,-9999,C12 H24 O3,12,24,3,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
18,217.14467,217.1446360796673,217.14453273501908,911446.6,-9999,622331.5,14.72,-1,0.47592562846527914,0.9597340427759024,0,0.5758404256655414,1,2,0.3636363636363637,O4,de-protonated,0,-9999,C11 H22 O4,11,22,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
25,221.103963,221.10393060730615,221.10393122510908,779076.7,-9999,1031752.7,12.24,-1,-0.0027941741850427,0.9999985833568286,0,0.5999991500140971,0,2.2,0.1,S2 O1,de-protonated,0,-9999,C10 H22 O1 S2,10,22,1,-9999,-9999,2,-9999,N/A,N/A,-9999,-9999
28,221.154823,221.1547906269298,221.15470349587903,1031028.9,-9999,493544.2,16.85,-1,0.3939823542996949,0.972228086345811,0,0.5833368518074866,4,1.5714285714285714,0.14285714285714285,O2,de-protonated,0,-9999,C14 H22 O2,14,22,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
37,227.128932,227.12890193195784,227.12888267055905,1309543.6,-9999,691618.6,21.76,-1,0.08480382839967625,0.9986959284633604,0,0.5992175570780163,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
39,227.201739,227.20170896004944,227.20165368925908,1825588,-9999,451148.5,31.12,-1,0.24326755317093943,0.9893194758094216,0,0.5935916854856529,1,2,0.14285714285714285,O2,de-protonated,0,-9999,C14 H28 O2,14,28,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
41,229.144578,229.1445487096672,229.14453273501908,1462973.9,-9999,764650.6,24.45,-1,0.06971428869264676,0.999118533217329,0,0.5994711199303974,2,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H22 O4,12,22,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
43,229.180985,229.18095572371433,229.18091824436908,1096996.1,-9999,599642,17.84,-1,0.16353606373223217,0.9951590835127728,0,0.5970954501076636,1,2,0.2307692307692308,O3,de-protonated,0,-9999,C13 H26 O3,13,26,3,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
45,231.160193,231.1601644873646,231.16018279947903,819799.2,-9999,774221.9,12.77,-1,-0.07921829028358174,0.998861960021144,0,0.5993171760126863,1,2,0.3333333333333333,O4,de-protonated,0,-9999,C12 H24 O4,12,24,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
57,239.071405,239.07137953979725,239.07136779314908,1109998.6,-9999,784251.4,17.84,-1,0.04913448347308063,0.9995620429724568,0,0.599737225783474,10,0.8,0.2,O3,de-protonated,0,-9999,C15 H12 O3,15,12,3,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
