Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,34S
26,281.10436,281.1045078173808,281.10439925575906,832476.5,-9999,616820.6,12.29,-1,0.38619680812964174,0.9733002097371876,0,0.5839801258423125,11,0.9333333333333332,0.13333333333333333,N4 O2,de-protonated,0,-9999,C15 H14 O2 N4,15,14,2,4,-9999,-9999,-9999,-9999
34,285.127523,285.1276670059411,285.12783729870904,1328006,-9999,547969.8,20.67,-1,-0.5972505861756701,0.9373258994271116,0,0.5623955396562669,4,1.6923076923076923,0.2307692307692308,N2 S1 O3,de-protonated,0,-9999,C13 H22 O3 N2 S1,13,22,3,2,-9999,1,-9999,-9999
35,285.128167,285.128311005331,285.1284887473891,3116294,-9999,611151,51.2,-1,-0.6233753031138017,0.9319180725449824,0,0.5591508435269894,13,0.8571428571428571,0.04761904761904761,O1,de-protonated,0,-9999,C21 H18 O1,21,18,1,-9999,-9999,-9999,-9999,-9999
57,297.155187,297.1553196112458,297.1554913422191,1945627.9,-9999,644261.9,30.65,-1,-0.57791620316691406,0.9411982067476008,0,0.5647189240485605,0,2.1666666666666665,0.6666666666666666,O8,de-protonated,0,-9999,C12 H26 O8,12,26,8,-9999,-9999,-9999,-9999,-9999
65,301.123301,301.12342985195806,301.1234033669591,852089.1,-9999,744174.9,12.23,-1,0.08795397056063774,0.998597315620118,0,0.5991583893720707,13,0.8571428571428571,0.09523809523809525,O2,de-protonated,0,-9999,C21 H18 O2,21,18,2,-9999,-9999,-9999,-9999,-9999
91,311.171124,311.17124333291247,311.17114140667906,6391075.5,-9999,520406.7,103.82,-1,0.3275568323970345,0.9852688000844508,0.9786475830721671,0.9826203132795372,0,2.1538461538461537,0.6153846153846154,O8,de-protonated,0,-9999,C13 H28 O8,13,28,8,-9999,-9999,-9999,-9999,-9999
96,312.119396,312.11951443454427,312.1192607375891,944385.9,-9999,568522.4,13.57,-1,0.8128205691507763,0.8870277392032331,0,0.5322166435219399,5,1.6,0.13333333333333333,N1 S1 P1 O2,de-protonated,0,-9999,C15 H24 O2 N1 P1 S1,15,24,2,1,1,1,-9999,-9999
97,312.174452,312.17457038238564,312.17449624174907,1080583.5,-9999,495841.8,15.81,-1,0.23749741719164671,0.9898175781214748,0.9786475830721671,0.9853495801017518,0,2.3333333333333335,0.6666666666666666,13C1 O8,de-protonated,1,91,C12 H28 O8 13C1,12,28,8,-9999,-9999,-9999,1,-9999
105,315.053592,315.05370765476346,315.05401745222906,1010286.8,-9999,499829.2,14.65,-1,-0.9833153949586037,0.839084050672737,0,0.5034504304036421,11,0.8666666666666667,0.26666666666666666,N2 P1 O4,de-protonated,0,-9999,C15 H13 O4 N2 P1,15,13,4,2,1,-9999,-9999,-9999
108,315.111115,315.1112306002677,315.1115323296391,3027124.8,-9999,582102.2,47.81,-1,-0.957531986165169,0.8467376232013206,0,0.5080425739207923,5,1.6153846153846154,0.38461538461538464,N2 P1 O5,de-protonated,0,-9999,C13 H21 O5 N2 P1,13,21,5,2,1,-9999,-9999,-9999
