Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,34S
1,265.147527,265.1475673857489,265.1475239158191,1892898.1,-9999,572260.5,31.21,-1,0.1639462032052906,0.9951348307954544,0,0.5970808984772726,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999
3,291.087139,291.0871683669023,291.08741178077906,846531,-9999,529632.7,12.42,-1,-0.8362226153471534,0.8808382151989307,0,0.5285029291193584,8,1.0666666666666669,0.4,O6,de-protonated,0,-9999,C15 H16 O6,15,16,6,-9999,-9999,-9999,-9999,-9999
4,293.066499,293.0665275260931,293.0666763358891,826857.9,-9999,712128.1,12.08,-1,-0.5077677129114954,0.9542948759401826,0,0.5725769255641096,8,1,0.5,O7,de-protonated,0,-9999,C14 H14 O7,14,14,7,-9999,-9999,-9999,-9999,-9999
4,293.066499,293.0665275260931,293.06651414455905,826857.9,-9999,712128.1,12.08,-1,0.04566039935902139,0.9996217742472396,0,0.5997730645483438,3,2.111111111111111,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H19 O1 N4 P1 S2,9,19,1,4,1,2,-9999,-9999
5,293.102885,293.10291351063677,293.1030618452391,1193965,-9999,660770.4,18.33,-1,-0.5060834281135425,0.9545906046079394,0,0.5727543627647637,7,1.2,0.4,O6,de-protonated,0,-9999,C15 H18 O6,15,18,6,-9999,-9999,-9999,-9999,-9999
6,293.174989,293.1750174800078,293.17480129273906,1096947,-9999,595409.5,16.68,-1,0.7374005807476658,0.906046664603374,0,0.5436279987620243,1,2.4545454545454546,0.2727272727272727,N4 P1 O3,de-protonated,0,-9999,C11 H27 O3 N4 P1,11,27,3,4,1,-9999,-9999,-9999
7,293.175675,293.17570347971645,293.1758328639391,2516595,-9999,469185.2,40.85,-1,-0.4413195364094479,0.9652776697351796,0,0.5791666018411077,5,1.5294117647058822,0.2352941176470588,O4,de-protonated,0,-9999,C17 H26 O4,17,26,4,-9999,-9999,-9999,-9999,-9999
8,295.082176,295.0822036698569,295.0823264003491,1140755.4,-9999,716038.4,17.43,-1,-0.4159194950480027,0.969098877455415,0,0.5814593264732489,7,1.1428571428571428,0.5,O7,de-protonated,0,-9999,C14 H16 O7,14,16,7,-9999,-9999,-9999,-9999,-9999
8,295.082176,295.0822036698569,295.0821642090191,1140755.4,-9999,716038.4,17.43,-1,0.13372830548113515,0.9967603650015,0,0.5980562190009,2,2.3333333333333335,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H21 O1 N4 P1 S2,9,21,1,4,1,2,-9999,-9999
9,295.118536,295.11856365441156,295.1187119096991,1245334.5,-9999,636805.2,19.21,-1,-0.5023581410809674,0.9552415274197956,0,0.5731449164518773,6,1.3333333333333333,0.4,O6,de-protonated,0,-9999,C15 H20 O6,15,20,6,-9999,-9999,-9999,-9999,-9999
10,297.097836,297.09786281362784,297.0979764648091,1184189,-9999,525585.5,18.06,-1,-0.3825377157340281,0.973797100864328,0,0.5842782605185968,6,1.2857142857142858,0.5,O7,de-protonated,0,-9999,C14 H18 O7,14,18,7,-9999,-9999,-9999,-9999,-9999
