Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,34S
0,227.054924,227.0561197293018,227.05611165185908,801628.4,-9999,657309.3,12.61,-1,0.03557465445844705,0.9997703928828676,0,0.5998622357297205,5,1.2,0.6,O6,de-protonated,0,-9999,C10 H12 O6,10,12,6,-9999,-9999,-9999,-9999,-9999
1,229.07052,229.0716971944856,229.0717617163191,890898.1,-9999,795369.1,14.19,-1,-0.2816664656725687,0.9857077059541556,0,0.5914246235724933,4,1.4,0.6,O6,de-protonated,0,-9999,C10 H14 O6,10,14,6,-9999,-9999,-9999,-9999,-9999
2,243.032166,243.03321480737705,243.03326820668903,1043952.4,-9999,673051.9,16.63,-1,-0.21972017424239476,0.9912784651187349,0,0.5947670790712409,5,1.2,0.5,S1 O5,de-protonated,0,-9999,C10 H12 O5 S1,10,12,5,-9999,-9999,1,-9999,-9999
3,243.049918,243.05096664413497,243.05102627142907,797555.2,-9999,785952.8,12.23,-1,-0.24532829601925485,0.9891387482889388,0,0.5934832489733632,5,1.2,0.7,O7,de-protonated,0,-9999,C10 H12 O7,10,12,7,-9999,-9999,-9999,-9999,-9999
4,243.086289,243.08733730967816,243.0874117807791,1132473,-9999,752094.7,18.21,-1,-0.3063552340487093,0.9831145843855316,0,0.5898687506313188,4,1.4545454545454546,0.5454545454545454,O6,de-protonated,0,-9999,C11 H16 O6,11,16,6,-9999,-9999,-9999,-9999,-9999
5,253.070605,253.0715614969032,253.0717617163191,910465.8,-9999,886964.9,14.11,-1,-0.7911566842929523,0.8926381597518369,0,0.5355828958511021,6,1.1666666666666667,0.5,O6,de-protonated,0,-9999,C12 H14 O6,12,14,6,-9999,-9999,-9999,-9999,-9999
6,255.032185,255.03312345880192,255.03326820668903,802916.5,-9999,659909.8,12.15,-1,-0.5675647265627914,0.9432253869977404,0,0.5659352321986443,6,1.0909090909090908,0.4545454545454546,S1 O5,de-protonated,0,-9999,C11 H12 O5 S1,11,12,5,-9999,-9999,1,-9999,-9999
6,255.032185,255.03312345880192,255.0328880841691,802916.5,-9999,659909.8,12.15,-1,0.9229187443427164,0.8567970677781003,0,0.5140782406668601,11,0.6923076923076923,0.15384615384615383,N2 P1 O2,de-protonated,0,-9999,C13 H9 O2 N2 P1,13,9,2,2,1,-9999,-9999,-9999
7,255.050013,255.050951294861,255.05102627142907,965927.1,-9999,661562.7,15.02,-1,-0.293966933473636,0.9844421229292508,0,0.5906652737575505,6,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,-9999,C11 H12 O7,11,12,7,-9999,-9999,-9999,-9999,-9999
8,255.086314,255.08725196104783,255.08741178077904,1356076.5,-9999,722841.6,21.9,-1,-0.626529275174514,0.9312517094345908,0,0.5587510256607545,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999,-9999
9,257.047861,257.0487809232501,257.0489182711491,3577545,-9999,554267.1,61.04,-1,-0.5343259171163454,0.9495146122505927,0,0.5697087673503556,5,1.2727272727272727,0.4545454545454546,S1 O5,de-protonated,0,-9999,C11 H14 O5 S1,11,14,5,-9999,-9999,1,-9999,-9999
9,257.047861,257.0487809232501,257.0485381486291,3577545,-9999,554267.1,61.04,-1,0.9444699538867264,0.8505632591729013,0,0.5103379555037407,10,0.8461538461538461,0.15384615384615383,N2 P1 O2,de-protonated,0,-9999,C13 H11 O2 N2 P1,13,11,2,2,1,-9999,-9999,-9999
10,257.065575,257.0664947603575,257.0666763358891,1470347.6,-9999,561677.1,23.91,-1,-0.7063363256058878,0.913449902059406,0,0.5480699412356437,5,1.2727272727272727,0.6363636363636364,O7,de-protonated,0,-9999,C11 H14 O7,11,14,7,-9999,-9999,-9999,-9999,-9999
