Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
0,157.123243,157.12332242739464,157.12340336695908,760909.2,-9999,1076575.6,12.53,-1,-0.5151337274178248,0.9529910910658996,0,0.5717946546395397,1,2,0.2222222222222222,O2,de-protonated,0,-9999,C9 H18 O2,9,18,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
5,171.138879,171.13895141793574,171.13905343141906,1104172.8,-9999,932416.4,19.09,-1,-0.5960853543866739,0.93756242291756,0,0.562537453750536,1,2,0.2,O2,de-protonated,0,-9999,C10 H20 O2,10,20,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
9,199.006747,199.00680548073908,199.0066733356791,8948595,-9999,916667.3,166.5,-1,0.6640232599438509,0.9344707098382206,0.9876107809083416,0.955726738266269,10,0.5,0.1,N2 P1 O1,de-protonated,0,-9999,C10 H5 O1 N2 P1,10,5,1,2,1,-9999,-9999,N/A,N/A,-9999,-9999
10,199.006914,199.00697248065555,199.0070534581991,10087411,-9999,701416.9,187.94,-1,-0.406907906729484,0.9611230681604992,0.9905508623319,0.9728941858290596,5,1,0.5,S1 O4,de-protonated,0,-9999,C8 H8 O4 S1,8,8,4,-9999,-9999,1,-9999,N/A,N/A,-9999,-9999
11,199.170168,199.17022639900944,199.17035356033907,978082.1,-9999,702811.5,16.39,-1,-0.638455108185164,0.928706048661986,0,0.5572236291971917,1,2,0.16666666666666666,O2,de-protonated,0,-9999,C12 H24 O2,12,24,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
12,200.010081,200.0101389789546,200.01002817074908,833554.6,-9999,1083803.9,13.67,-1,0.5540132489721377,0.94583024725373,0.9876107809083416,0.9625424607155746,10,0.5555555555555556,0.1111111111111111,13C1 N2 P1 O1,de-protonated,1,9,C9 H5 O1 N2 P1 13C1,9,5,1,2,1,-9999,1,N/A,N/A,-9999,-9999
13,200.010246,200.0103039788721,200.01040829326908,986514.6,-9999,820827.6,16.55,-1,-0.5215448430032159,0.9518425181974676,0.9905508623319,0.9673258558512404,5,1.1428571428571428,0.5714285714285714,13C1 S1 O4,de-protonated,1,10,C7 H8 O4 S1 13C1,7,8,4,-9999,-9999,1,1,N/A,N/A,-9999,-9999
17,205.159652,205.15970740356624,205.15978887630908,32676220,-9999,727161.1,607.99,-1,-0.3971184768201224,0.9491006863975818,0.9985005669146122,0.968860638604394,4,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,-9999,C14 H22 O1,14,22,1,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
21,206.162955,206.16300990179727,206.1631437113791,4882994.5,-9999,493159.9,88.91,-1,-0.6490470576682973,0.9264108580255164,0.9985005669146122,0.9552467415811547,4,1.6923076923076923,0.07692307692307693,13C1 O1,de-protonated,1,17,C13 H22 O1 13C1,13,22,1,-9999,-9999,-9999,1,N/A,N/A,-9999,-9999
22,209.154491,209.15454440567905,209.15470349587903,854824.8,-9999,750675.6,13.89,-1,-0.7606341018582213,0.9003427806918031,0,0.5402056684150818,3,1.6923076923076923,0.15384615384615383,O2,de-protonated,0,-9999,C13 H22 O2,13,22,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
23,209.154669,209.15472240559,209.15470349587903,759656.9,-9999,1542848.7,12.12,-1,0.0904101635271551,0.9985179382009608,0,0.5991107629205764,3,1.6923076923076923,0.15384615384615383,O2,de-protonated,0,-9999,C13 H22 O2,13,22,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
24,211.133833,211.1338854157763,211.13396805098907,2361583.5,-9999,630724.7,41.71,-1,-0.39138757983958267,0.972587650321395,0,0.583552590192837,3,1.6666666666666667,0.25,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
25,213.185752,213.18580338957656,213.18600362479907,836779.1,-9999,856561,13.5,-1,-0.9392512599470646,0.8520817993820391,0,0.5112490796292234,1,2,0.15384615384615383,O2,de-protonated,0,-9999,C13 H26 O2,13,26,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
26,215.001861,215.0019114813094,215.00196807776908,3588047.3,-9999,442692.4,64.18,-1,-0.26323693767881123,0.9875054648686342,0,0.5925032789211805,5,1,0.625,S1 O5,de-protonated,0,-9999,C8 H8 O5 S1,8,8,5,-9999,-9999,1,-9999,N/A,N/A,-9999,-9999
29,217.144397,217.14444640979056,217.14453273501908,896492.3,-9999,739504,14.5,-1,-0.3975473268219581,0.9717304246598604,0,0.5830382547959161,1,2,0.3636363636363637,O4,de-protonated,0,-9999,C11 H22 O4,11,22,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
34,221.154621,221.15466840420908,221.15470349587903,1523286.9,-9999,537606.2,25.92,-1,-0.15867476219643492,0.9954419625374809,0,0.5972651775224885,4,1.5714285714285714,0.14285714285714285,O2,de-protonated,0,-9999,C14 H22 O2,14,22,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
39,227.128803,227.12884741641864,227.12888267055905,1219200.5,-9999,645919.5,20.2,-1,-0.1552164568395667,0.995638052357764,0,0.5973828314146584,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
41,227.201591,227.2016353800161,227.20165368925908,2837260.5,-9999,638836.3,49.63,-1,-0.08058587014471781,0.998822351240759,0,0.5992934107444554,1,2,0.14285714285714285,O2,de-protonated,0,-9999,C14 H28 O2,14,28,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
44,229.144343,229.14438640841263,229.14453273501908,1125777,-9999,555692.3,18.43,-1,-0.6385777774394422,0.9286796511049792,0,0.5572077906629875,2,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H22 O4,12,22,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
46,231.033194,231.03323646376603,231.03326820668903,1009423.3,-9999,713946.2,16.25,-1,-0.13739546375407496,0.9965805596296669,0,0.5979483357778,4,1.3333333333333333,0.5555555555555556,S1 O5,de-protonated,0,-9999,C9 H12 O5 S1,9,12,5,-9999,-9999,1,-9999,N/A,N/A,-9999,-9999
47,233.154571,233.15461240282917,233.15470349587903,1178487.3,-9999,615756.4,19.3,-1,-0.39069788652399384,0.9726828453052002,0,0.5836097071831201,5,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
48,235.061031,235.06107144937596,235.06119703228907,839580.1,-9999,473061.3,13.12,-1,-0.534256247732288,0.9495274387547554,0,0.5697164632528532,7,1,0.4166666666666667,O5,de-protonated,0,-9999,C12 H12 O5,12,12,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
52,239.06723,239.06726844580743,239.06734504114908,962727.4,-9999,424268.7,15.27,-1,-0.32039232141926377,0.9815464581322876,0,0.5889278748793725,6,1.2,0.5,N2 O5,de-protonated,0,-9999,C10 H12 O5 N2,10,12,5,2,-9999,-9999,-9999,N/A,N/A,-9999,-9999
53,239.092304,239.0923424332675,239.09249716120908,911787.8,-9999,709790.4,14.36,-1,-0.6471467880195435,0.9268249908981504,0,0.5560949945388902,5,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,-9999,C12 H16 O5,12,16,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
55,239.128828,239.1288664150012,239.12888267055905,4529394,-9999,534321.2,79.21,-1,-0.06797822860682343,0.9991618698690572,0,0.5994971219214343,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
57,241.136404,241.13644141097816,241.13629052652908,7101255,-9999,521830.2,124.83,-1,0.6257226929834011,0.9520685170720478,0.9921004246548608,0.968081280105173,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,N/A,N/A,-9999,-9999
59,241.144528,241.14456540691523,241.14453273501908,3763528.3,-9999,517071.6,65.22,-1,0.13548677956636968,0.9966747477464798,0,0.5980048486478878,3,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,-9999,C13 H22 O4,13,22,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
60,241.180877,241.18091438873648,241.18091824436908,996558.4,-9999,640444.8,15.81,-1,-0.01598647449821739,0.9999536287121964,0,0.5999721772273179,2,1.8571428571428572,0.21428571428571427,O3,de-protonated,0,-9999,C14 H26 O3,14,26,3,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
61,241.217145,241.2171823705982,241.21730375371908,1979956.6,-9999,365671.1,33.37,-1,-0.5032106693063315,0.9550929496598524,0,0.5730557697959114,1,2,0.13333333333333333,O2,de-protonated,0,-9999,C15 H30 O2,15,30,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
62,242.139703,242.1397399092112,242.1396453615991,1072112.6,-9999,443499.2,17.15,-1,0.3904672941124302,0.972714637467756,0.9921004246548608,0.980468952342598,3,1.9166666666666667,0.16666666666666666,13C1 P1 O2,de-protonated,1,57,C12 H23 O2 P1 13C1,12,23,2,-9999,1,-9999,1,N/A,N/A,-9999,-9999
62,242.139703,242.1397399092112,242.13978170721907,1072112.6,-9999,443499.2,17.15,-1,-0.17261933401419025,0.994607884583971,0,0.5967647307503826,3,1.75,0.3333333333333333,N1 O4,de-protonated,0,-9999,C12 H21 O4 N1,12,21,4,1,-9999,-9999,-9999,N/A,N/A,-9999,-9999
63,242.17612,242.17615689099844,242.1761672165691,8761079,-9999,594805,154.47,-1,-0.04263660943582418,0.999832356491256,0.9834838635143228,0.9932929593004828,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,N/A,N/A,-9999,-9999
65,243.160138,243.16017439887423,243.16018279947903,1506204.5,-9999,609670.5,24.8,-1,-0.03454761684318312,0.9997834575774618,0,0.599870074546477,2,1.8461538461538465,0.3076923076923077,O4,de-protonated,0,-9999,C13 H24 O4,13,24,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
66,243.179487,243.17952338919747,243.17952205163908,1423711.8,-9999,625220.7,23.34,-1,0.00550029203248473,0.9999945106094124,0.9834838635143228,0.9933902517713764,2,2.0833333333333335,0.25,13C1 N1 O3,de-protonated,1,63,C12 H25 O3 N1 13C1,12,25,3,1,-9999,-9999,1,N/A,N/A,-9999,-9999
68,245.048764,245.04879945434013,245.0489182711491,176838112,-9999,554782.4,3143.62,-1,-0.4848697549956617,0.8379149413059144,0.9556610051550184,0.885013366845556,4,1.4,0.5,S1 O5,de-protonated,0,-9999,C10 H14 O5 S1,10,14,5,-9999,-9999,1,-9999,N/A,N/A,-9999,-9999
70,246.048184,246.04821895451312,246.04830600654907,828222.3,-9999,682784.9,12.74,-1,0.5525250497913736,0.8361826819199442,0.9556610051550184,0.8839740112139739,4,1.4,0.5,33S1 O5,de-protonated,1,68,C10 H14 O5 33S1,10,14,5,-9999,-9999,-9999,-9999,N/A,N/A,1,-9999
71,246.048407,246.0484419544016,246.04830600654907,945022.3,-9999,685286.7,14.81,-1,0.5525250497913736,0.8361826819199442,0.9556610051550184,0.8839740112139739,4,1.4,0.5,33S1 O5,de-protonated,1,68,C10 H14 O5 33S1,10,14,5,-9999,-9999,-9999,-9999,N/A,N/A,1,-9999
73,246.052238,246.0522729524856,246.05227310621908,13162623,-9999,553955.1,232.14,-1,-6.2479996910384e-4,0.8438808283660634,0.9556610051550184,0.8885928990816454,4,1.5555555555555556,0.5555555555555556,13C1 S1 O5,de-protonated,1,68,C9 H14 O5 S1 13C1,9,14,5,-9999,-9999,1,1,N/A,N/A,-9999,-9999
73,246.052238,246.0522729524856,246.05202932931903,13162623,-9999,553955.1,232.14,-1,0.9901286619435784,0.8852098888650766,0.9580020913457012,0.9143267698573264,9,0.8181818181818182,0.3636363636363637,N3 O4,de-protonated,0,-9999,C11 H9 O4 N3,11,9,4,3,-9999,-9999,-9999,N/A,N/A,-9999,-9999
74,246.053831,246.05386595168895,246.05368309959908,861823.2,-9999,808916.6,13.33,-1,0.7431390075559703,0.904650995198782,0,0.5427905971192691,4,1.5555555555555556,0.5555555555555556,N1 P1 O5,de-protonated,0,-9999,C9 H14 O5 N1 P1,9,14,5,1,1,-9999,-9999,N/A,N/A,-9999,-9999
75,247.044509,247.044543456234,247.04471410074908,4849570.5,-9999,464827.4,83.92,-1,0.1512089866182744,0.8432893988396765,0.9556610051550184,0.8882380413658133,4,1.4,0.5,34S1 O5,de-protonated,1,68,C10 H14 O5 34S1,10,14,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999,1
76,247.044717,247.04475145612992,247.04471410074908,5055266.5,-9999,658945.1,87.57,-1,0.1512089866182744,0.8432893988396765,0.9556610051550184,0.8882380413658133,4,1.4,0.5,34S1 O5,de-protonated,1,68,C10 H14 O5 34S1,10,14,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999,1
77,247.05307,247.0531044519525,247.05295482379907,1598243.9,-9999,632934.3,26.32,-1,0.6056521505735645,0.9356086357572287,0,0.5613651814543373,8,1,0.2307692307692308,P1 O3,de-protonated,0,-9999,C13 H13 O3 P1,13,13,3,-9999,1,-9999,-9999,N/A,N/A,-9999,-9999
77,247.05307,247.0531044519525,247.0531632644391,1598243.9,-9999,632934.3,26.32,-1,-0.23805599511940304,0.842419391510429,0.9556610051550184,0.8877160369682647,4,1.4,0.4,S1 O4 18O1,de-protonated,1,68,C10 H14 O4 S1 18O1,10,14,4,-9999,-9999,1,-9999,N/A,TRUE,-9999,-9999
78,247.055502,247.05553645073616,247.05562794128903,904900.3,-9999,565568.9,14.04,-1,-0.3703236944583232,0.840369873131435,0.9556610051550184,0.8864863259408684,4,1.75,0.625,13C2 S1 O5,de-protonated,1,68,C8 H14 O5 S1 13C2,8,14,5,-9999,-9999,1,2,N/A,N/A,-9999,-9999
78,247.055502,247.05553645073616,247.0553841643891,904900.3,-9999,565568.9,14.04,-1,0.616405700297803,0.933380334126124,0.9580020913457012,0.9432290370139548,9,0.9,0.4,13C1 N3 O4,de-protonated,1,73,C10 H9 O4 N3 13C1,10,9,4,3,-9999,-9999,1,N/A,N/A,-9999,-9999
79,249.149598,249.149631403443,249.14961811544907,8798330,-9999,399027.8,153.87,-1,0.0533333907460616,0.9996906617068416,0.992302254353826,0.9967352987656354,5,1.4666666666666666,0.2,O3,de-protonated,0,-9999,C15 H22 O3,15,22,3,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
80,250.144756,250.1447889057475,250.1448670876491,1177625.5,-9999,429099.5,18.78,-1,-0.31254649554012254,0.982431290014641,0,0.5894587740087845,5,1.5,0.21428571428571427,N1 O3,de-protonated,0,-9999,C14 H21 O3 N1,14,21,3,1,-9999,-9999,-9999,N/A,N/A,-9999,-9999
81,250.152946,250.15297890165152,250.15297295051909,1336730.9,-9999,395933.1,21.59,-1,0.02378997285712216,0.9998973120646558,0.992302254353826,0.9968592889803238,5,1.5714285714285714,0.21428571428571427,13C1 O3,de-protonated,1,79,C14 H22 O3 13C1,14,22,3,-9999,-9999,-9999,1,N/A,N/A,-9999,-9999
82,251.092415,251.09244743180705,251.09249716120908,816176.5,-9999,517709.5,12.4,-1,-0.19805212261823857,0.9929080077207072,0,0.5957448046324242,6,1.2307692307692308,0.38461538461538464,O5,de-protonated,0,-9999,C13 H16 O5,13,16,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
83,251.128614,251.1286464137033,251.12888267055905,1014646.3,-9999,772792.6,15.91,-1,-0.9407793051544512,0.8516377584099655,0,0.5109826550459793,5,1.4285714285714286,0.2857142857142857,O4,de-protonated,0,-9999,C14 H20 O4,14,20,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
84,251.12892,251.12895241355028,251.12888267055905,1122742.3,-9999,588455.2,17.81,-1,0.277717921123379,0.9861028326683072,0,0.5916616996009844,5,1.4285714285714286,0.2857142857142857,O4,de-protonated,0,-9999,C14 H20 O4,14,20,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
