Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,34S
1809,526.11714,526.1167475547824,526.116587441169,2549382.3,-9999,231016.3,19.34,-1,0.3043310497238939,0.6555567453675101,0.874677919322939,0.7432052149496817,29,0.5,0.1111111111111111,13C1 O4,de-protonated,1,1799,C36 H18 O4 13C1,36,18,4,-9999,-9999,-9999,1,-9999,N/A,-9999,-9999
1809,526.11714,526.1167475547824,526.1169383140891,2549382.3,-9999,231016.3,19.34,-1,-0.362579671657113,0.6509521892220783,0.9309001147828634,0.7629313594463923,6,1.7222222222222223,0.5,13C1 N2 S2 P1 O9,de-protonated,1,1799,C18 H31 O9 N2 P1 S2 13C1,18,31,9,2,1,2,1,-9999,N/A,-9999,-9999
1809,526.11714,526.1167475547824,526.1170746597089,2549382.3,-9999,231016.3,19.34,-1,-0.6217341012293451,0.9322636788049512,0,0.5593582072829708,6,1.6111111111111112,0.6111111111111112,N3 S2 O11,de-protonated,0,-9999,C18 H29 O11 N3 S2,18,29,11,3,-9999,2,-9999,-9999,N/A,-9999,-9999
1810,526.149209,526.1488164894575,526.149240712569,9570969,-9999,251751.1,77.02,-1,-0.8062790529433284,0.5961808820790228,0.933670062972206,0.731176554436296,9,1.4166666666666667,0.25,N1 S2 P1 O6,de-protonated,0,-9999,C24 H34 O6 N1 P1 S2,24,34,6,1,1,2,-9999,-9999,N/A,-9999,-9999
1810,526.149209,526.1488164894575,526.148371332699,9570969,-9999,251751.1,77.02,-1,0.8460669705389758,0.8726604009216681,0.985671700253028,0.917864920654212,10,1.3043478260869563,0.4782608695652174,N1 P1 O11,de-protonated,0,-9999,C23 H30 O11 N1 P1,23,30,11,1,1,-9999,-9999,-9999,N/A,-9999,-9999
1811,526.165551,526.1651584561687,526.164719404059,1962146.9,-9999,306594.8,14.51,-1,0.8344385198201828,0.8813147272576443,0.9773216720005355,0.9197175051548008,10,1.3043478260869563,0.5652173913043478,13C1 O13,de-protonated,1,1804,C23 H30 O13 13C1,23,30,13,-9999,-9999,-9999,1,-9999,N/A,-9999,-9999
1811,526.165551,526.1651584561687,526.1652086614091,1962146.9,-9999,306594.8,14.51,-1,-0.09541725602673008,0.9983493727953756,0.9972596600912076,0.9979134877137086,14,1.1923076923076923,0.19230769230769232,13C1 N2 S1 P1 O5,de-protonated,1,1804,C26 H31 O5 N2 P1 S1 13C1,26,31,5,2,1,1,1,-9999,N/A,-9999,-9999
1811,526.165551,526.1651584561687,526.165345007029,1962146.9,-9999,306594.8,14.51,-1,-0.3545479802479135,0.9774492811998696,0,0.5864695687199217,14,1.1153846153846154,0.2692307692307692,N3 S1 O7,de-protonated,0,-9999,C26 H29 O7 N3 S1,26,29,7,3,-9999,1,-9999,-9999,N/A,-9999,-9999
1812,526.193715,526.1933223987982,526.1937320847891,2233523.5,-9999,272852.9,16.74,-1,-0.7785839433960154,0.8958404816916866,0.9596152629394528,0.921350394190793,8,1.56,0.2,13C1 S2 P1 O5,de-protonated,1,1806,C25 H39 O5 P1 S2 13C1,25,39,5,-9999,1,2,1,-9999,N/A,-9999,-9999
1812,526.193715,526.1933223987982,526.192862704919,2233523.5,-9999,272852.9,16.74,-1,0.8736224144435081,0.870676691894281,0.952970222217392,0.9035941040235254,9,1.4583333333333333,0.4166666666666667,13C1 P1 O10,de-protonated,1,1806,C24 H35 O10 P1 13C1,24,35,10,-9999,1,-9999,1,-9999,N/A,-9999,-9999
1812,526.193715,526.1933223987982,526.192999050539,2233523.5,-9999,272852.9,16.74,-1,0.614505057512147,0.9337766411105316,0,0.560265984666319,9,1.375,0.5,N1 O12,de-protonated,0,-9999,C24 H33 O12 N1,24,33,12,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1812,526.193715,526.1933223987982,526.1934883078891,2233523.5,-9999,272852.9,16.74,-1,-0.3153005398409836,0.9821231041915116,0,0.5892738625149069,13,1.2592592592592593,0.14814814814814814,N3 S1 P1 O4,de-protonated,0,-9999,C27 H34 O4 N3 P1 S1,27,34,4,3,1,1,-9999,-9999,N/A,-9999,-9999
1814,527.10479,527.1043955429267,527.104243614749,2497744.8,-9999,264507.9,18.91,-1,0.28823174840568,0.9850387380260393,0,0.5910232428156235,11,1.0909090909090908,0.6818181818181818,O15,de-protonated,0,-9999,C22 H24 O15,22,24,15,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1814,527.10479,527.1043955429267,527.104732872099,2497744.8,-9999,264507.9,18.91,-1,-0.6399661230532873,0.928380587848766,0,0.5570283527092595,15,1,0.28,N2 S1 P1 O7,de-protonated,0,-9999,C25 H25 O7 N2 P1 S1,25,25,7,2,1,1,-9999,-9999,N/A,-9999,-9999
1814,527.10479,527.1043955429267,527.104081423419,2497744.8,-9999,264507.9,18.91,-1,0.5959345009666202,0.9375930143459832,0,0.5625558086075899,6,1.7058823529411764,0.5294117647058824,N4 S2 P1 O9,de-protonated,0,-9999,C17 H29 O9 N4 P1 S2,17,29,9,4,1,2,-9999,-9999,N/A,-9999,-9999
1815,527.11174,527.1113455287696,527.111124605819,10902741,-9999,230400.5,87.95,-1,0.41912025806777586,0.6504943985311324,0.905849402309584,0.7526364000425132,28,0.5405405405405406,0.05405405405405406,S1 O2,de-protonated,0,-9999,C37 H20 O2 S1,37,20,2,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
1815,527.11174,527.1113455287696,527.111257547549,10902741,-9999,230400.5,87.95,-1,0.16691204991629807,0.9971841566263312,0.9901862861350028,0.9943850084297998,15,0.9615384615384616,0.38461538461538464,P1 O10,de-protonated,0,-9999,C26 H25 O10 P1,26,25,10,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
1815,527.11174,527.1113455287696,527.110986221389,10902741,-9999,230400.5,87.95,-1,0.6816541296908433,0.6205826988130689,0.9077659492343312,0.7354559989815739,1,2,0.9375,S2 O15,de-protonated,0,-9999,C16 H32 O15 S2,16,32,15,-9999,-9999,2,-9999,-9999,N/A,-9999,-9999
1816,527.119722,527.11932751251,527.1194997560391,1780441.6,-9999,255948.6,13.02,-1,-0.3267637208072126,0.9808123735946942,0,0.5884874241568165,15,0.9230769230769232,0.4615384615384616,O12,de-protonated,0,-9999,C26 H24 O12,26,24,12,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1816,527.119722,527.11932751251,527.1189866917889,1780441.6,-9999,255948.6,13.02,-1,0.6465726519814033,0.9269499119816312,0,0.5561699471889787,33,0.41025641025641024,0.02564102564102564,N2 O1,de-protonated,0,-9999,C39 H16 O1 N2,39,16,1,2,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1816,527.119722,527.11932751251,527.118848307359,1780441.6,-9999,255948.6,13.02,-1,0.9091026673551784,0.8607411391539282,0,0.516444683492357,6,1.5555555555555556,0.7777777777777778,N2 S1 O14,de-protonated,0,-9999,C18 H28 O14 N2 S1,18,28,14,2,-9999,1,-9999,-9999,N/A,-9999,-9999
1816,527.119722,527.11932751251,527.1193375647091,1780441.6,-9999,255948.6,13.02,-1,-0.01907006315753806,0.9999340152216492,0,0.5999604091329894,10,1.380952380952381,0.2857142857142857,N4 S2 P1 O6,de-protonated,0,-9999,C21 H29 O6 N4 P1 S2,21,29,6,4,1,2,-9999,-9999,N/A,-9999,-9999
1817,527.133174,527.1327794851081,527.1322539738791,2018017.6,-9999,276424.5,14.97,-1,0.9969248231261044,0.8349909198581893,0,0.5009945519149136,23,0.7058823529411765,0.1176470588235294,S1 O4,de-protonated,0,-9999,C34 H24 O4 S1,34,24,4,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
1817,527.133174,527.1327794851081,527.133256295479,2018017.6,-9999,276424.5,14.97,-1,-0.9045347929791828,0.8620359832347114,0,0.5172215899408268,9,1.375,0.2916666666666667,S2 P1 O7,de-protonated,0,-9999,C24 H33 O7 P1 S2,24,33,7,-9999,1,2,-9999,-9999,N/A,-9999,-9999
1817,527.133174,527.1327794851081,527.1323869156091,2018017.6,-9999,276424.5,14.97,-1,0.7447265786684721,0.9042633461572004,0,0.5425580076943202,10,1.2608695652173914,0.5217391304347826,P1 O12,de-protonated,0,-9999,C23 H29 O12 P1,23,29,12,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
1818,527.141324,527.1409294685066,527.1406291240991,4277478.5,-9999,300578.8,33.53,-1,0.569761446753028,0.47139894619084766,0.8007932653391622,0.6031566738501735,10,1.2173913043478262,0.6086956521739131,O14,de-protonated,0,-9999,C23 H28 O14,23,28,14,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1818,527.141324,527.1409294685066,527.141118381449,4277478.5,-9999,300578.8,33.53,-1,-0.35837261764484973,0.4884829041917006,0.7805128205128198,0.6052948707201482,14,1.1153846153846154,0.2307692307692308,N2 S1 P1 O6,de-protonated,0,-9999,C26 H29 O6 N2 P1 S1,26,29,6,2,1,1,-9999,-9999,N/A,-9999,-9999
1818,527.141324,527.1409294685066,527.1404669327691,4277478.5,-9999,300578.8,33.53,-1,0.8774430469638762,0.4348101989347125,0.8370420509349343,0.5957029397348013,5,1.8333333333333333,0.4444444444444444,N4 S2 P1 O8,de-protonated,0,-9999,C18 H33 O8 N4 P1 S2,18,33,8,4,1,2,-9999,-9999,N/A,-9999,-9999
1819,527.142645,527.1422504658156,527.1417698301291,2726631.3,-9999,277839.3,20.79,-1,0.911776895666656,0.4299904814971542,0.7311359101322861,0.5504486529512069,23,0.7352941176470589,0.1176470588235294,P1 O4,de-protonated,0,-9999,C34 H25 O4 P1,34,25,4,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
1819,527.142645,527.1422504658156,527.141966534619,2726631.3,-9999,277839.3,20.79,-1,0.5386237761408954,0.9487204571569609,0,0.5692322742941764,15,1,0.4166666666666667,N4 O10,de-protonated,0,-9999,C24 H24 O10 N4,24,24,10,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1820,527.152588,527.1521934455616,527.1525955476391,2598637.3,-9999,264659.1,19.74,-1,-0.7627811773731558,0.5998723915663318,0.933670062972206,0.7333914601286815,9,1.4782608695652173,0.2608695652173913,13C1 N1 S2 P1 O6,de-protonated,1,1810,C23 H34 O6 N1 P1 S2 13C1,23,34,6,1,1,2,1,-9999,N/A,-9999,-9999
1820,527.152588,527.1521934455616,527.1517261677691,2598637.3,-9999,264659.1,19.74,-1,0.8864199229549908,0.8671255165663129,0.985671700253028,0.9145439900409988,10,1.3636363636363635,0.5,13C1 N1 P1 O11,de-protonated,1,1810,C22 H30 O11 N1 P1 13C1,22,30,11,1,1,-9999,1,-9999,N/A,-9999,-9999
1820,527.152588,527.1521934455616,527.151862513389,2598637.3,-9999,264659.1,19.74,-1,0.6277738847319994,0.9309879578661192,0,0.5585927747196714,10,1.2727272727272727,0.5909090909090909,N2 O13,de-protonated,0,-9999,C22 H28 O13 N2,22,28,13,2,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1820,527.152588,527.1521934455616,527.1523517707391,2598637.3,-9999,264659.1,19.74,-1,-0.30034045558701333,0.9837657512615224,0,0.5902594507569133,14,1.16,0.2,N4 S1 P1 O5,de-protonated,0,-9999,C25 H29 O5 N4 P1 S1,25,29,5,4,1,1,-9999,-9999,N/A,-9999,-9999
1821,527.156069,527.1556744384707,527.155885265389,1941999.3,-9999,164178.9,14.34,-1,-0.3999327792751308,0.9713950615417486,0,0.5828370369250492,14,1.037037037037037,0.4074074074074074,O11,de-protonated,0,-9999,C27 H28 O11,27,28,11,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1821,527.156069,527.1556744384707,527.155233816709,1941999.3,-9999,164178.9,14.34,-1,0.835848215810027,0.8809382761477303,0,0.5285629656886381,5,1.6842105263157894,0.6842105263157895,N2 S1 O13,de-protonated,0,-9999,C19 H32 O13 N2 S1,19,32,13,2,-9999,1,-9999,-9999,N/A,-9999,-9999
1821,527.156069,527.1556744384707,527.155723074059,1941999.3,-9999,164178.9,14.34,-1,-0.09226038186669748,0.9984567048693064,0,0.5990740229215838,9,1.5,0.2272727272727273,N4 S2 P1 O5,de-protonated,0,-9999,C22 H33 O5 N4 P1 S2,22,33,5,4,1,2,-9999,-9999,N/A,-9999,-9999
1822,527.169704,527.1693094106961,527.169641804829,2747639.3,-9999,338247.5,20.96,-1,-0.6305259380248365,0.9304031645076613,0,0.5582418987045966,8,1.48,0.24,S2 P1 O6,de-protonated,0,-9999,C25 H37 O6 P1 S2,25,37,6,-9999,1,2,-9999,-9999,N/A,-9999,-9999
1823,527.177766,527.1773713942737,527.177884013319,3288828.3,-9999,231815.2,25.41,-1,-0.972383441930656,0.4211727163770419,0.787157861234881,0.5675667743201775,8,1.44,0.32,S2 O8,de-protonated,0,-9999,C25 H36 O8 S2,25,36,8,-9999,-9999,2,-9999,-9999,N/A,-9999,-9999
1823,527.177766,527.1773713942737,527.1770146334491,3288828.3,-9999,231815.2,25.41,-1,0.6767382012355662,0.4601300698954638,0.7939170211058493,0.593644850379618,9,1.3333333333333333,0.5416666666666666,O13,de-protonated,0,-9999,C24 H32 O13,24,32,13,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1823,527.177766,527.1773713942737,527.177503890799,3288828.3,-9999,231815.2,25.41,-1,-0.25133190312747333,0.4943018671202629,0.7739790330151772,0.6061727334782286,13,1.2222222222222223,0.18518518518518515,N2 S1 P1 O5,de-protonated,0,-9999,C27 H33 O5 N2 P1 S1,27,33,5,2,1,1,-9999,-9999,N/A,-9999,-9999
1823,527.177766,527.1773713942737,527.176852442119,3288828.3,-9999,231815.2,25.41,-1,0.9843985985288348,0.8387596009755752,0,0.5032557605853452,4,1.9473684210526316,0.3684210526315789,N4 S2 P1 O7,de-protonated,0,-9999,C19 H37 O7 N4 P1 S2,19,37,7,4,1,2,-9999,-9999,N/A,-9999,-9999
1824,527.187306,527.1869113748406,527.186397547969,2227457.8,-9999,244185.3,16.69,-1,0.9746588189696068,0.42083428683816726,0.7253996187124169,0.542660419587867,22,0.8,0.14285714285714285,O5,de-protonated,0,-9999,C35 H28 O5,35,28,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1824,527.187306,527.1869113748406,527.187399869569,2227457.8,-9999,244185.3,16.69,-1,-0.9266054699642814,0.8557376579378931,0,0.5134425947627359,8,1.48,0.32,S1 P1 O8,de-protonated,0,-9999,C25 H37 O8 P1 S1,25,37,8,-9999,1,1,-9999,-9999,N/A,-9999,-9999
1825,527.192721,527.1923263638101,527.1922707747391,1848069,-9999,377515.5,13.57,-1,0.10544363818398274,0.99798462164058,0,0.5987907729843479,13,1.1428571428571428,0.35714285714285715,O10,de-protonated,0,-9999,C28 H32 O10,28,32,10,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1825,527.192721,527.1923263638101,527.192760032089,1848069,-9999,377515.5,13.57,-1,-0.8225990790831067,0.8844575625544222,0,0.5306745375326533,17,1.064516129032258,0.06451612903225806,N2 S1 P1 O2,de-protonated,0,-9999,C31 H33 O2 N2 P1 S1,31,33,2,2,1,1,-9999,-9999,N/A,-9999,-9999
1825,527.192721,527.1923263638101,527.192108583409,1848069,-9999,377515.5,13.57,-1,0.41309495649173994,0.9695107129666568,0,0.581706427779994,8,1.608695652173913,0.17391304347826086,N4 S2 P1 O4,de-protonated,0,-9999,C23 H37 O4 N4 P1 S2,23,37,4,4,1,2,-9999,-9999,N/A,-9999,-9999
1826,527.205887,527.2054923369908,527.2050249925791,1782028.9,-9999,353058.6,13.03,-1,0.8864566716490464,0.8671152658634668,0,0.5202691595180801,21,0.8888888888888888,0.05555555555555555,S1 O2,de-protonated,0,-9999,C36 H32 O2 S1,36,32,2,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
1826,527.205887,527.2054923369908,527.205157934309,1782028.9,-9999,353058.6,13.03,-1,0.6342932666128446,0.9295990845682164,0,0.5577594507409297,8,1.48,0.4,P1 O10,de-protonated,0,-9999,C25 H37 O10 P1,25,37,10,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
1827,527.447631,527.4472358445552,527.4469693401891,2987164.8,-9999,217916.9,22.93,-1,0.5052723431681041,0.4773663489542789,0.7253996187124169,0.5765796568575341,6,1.7142857142857142,0.08571428571428572,O3,de-protonated,0,-9999,C35 H60 O3,35,60,3,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1828,528.115039,528.1146424850366,528.1144794408891,3243818.8,-9999,326659.8,25.03,-1,0.30872879618275906,0.6552361251135579,0.905849402309584,0.7554814359919684,28,0.5555555555555556,0.05555555555555555,13C1 S1 O2,de-protonated,1,1815,C36 H20 O2 S1 13C1,36,20,2,-9999,-9999,1,1,-9999,N/A,-9999,-9999
1828,528.115039,528.1146424850366,528.114612382619,3243818.8,-9999,326659.8,25.03,-1,0.05699978157843612,0.999410651470356,0.9901862861350028,0.9957209053362148,15,1,0.4,13C1 P1 O10,de-protonated,1,1815,C25 H25 O10 P1 13C1,25,25,10,-9999,1,-9999,1,-9999,N/A,-9999,-9999
1828,528.115039,528.1146424850366,528.114341056459,3243818.8,-9999,326659.8,25.03,-1,0.5707638557650317,0.6284015557483956,0.9077659492343312,0.7401473131427699,1,2.1333333333333333,1,13C1 S2 O15,de-protonated,1,1815,C15 H32 O15 S2 13C1,15,32,15,-9999,-9999,2,1,-9999,N/A,-9999,-9999
1828,528.115039,528.1146424850366,528.1147487282391,3243818.8,-9999,326659.8,25.03,-1,-0.20117446584634896,0.4963417286617889,0.7871578612348809,0.6126681816910257,15,0.92,0.48,N1 O12,de-protonated,0,-9999,C25 H23 O12 N1,25,23,12,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1828,528.115039,528.1146424850366,528.114235663989,3243818.8,-9999,326659.8,25.03,-1,0.7703277437299557,0.448960796524382,0.7087183895694522,0.5528638337424101,33,0.3947368421052632,0.02631578947368421,N3 O1,de-protonated,0,-9999,C38 H15 O1 N3,38,15,1,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1829,528.116396,528.1159994822723,528.115889434269,1856299.4,-9999,305683.9,13.64,-1,0.20837851219600645,0.9921521632712702,0,0.5952912979627621,28,0.5555555555555556,0.05555555555555555,N1 P1 O2,de-protonated,0,-9999,C36 H20 O2 N1 P1,36,20,2,1,1,-9999,-9999,-9999,N/A,-9999,-9999
1829,528.116396,528.1159994822723,528.1156181081091,1856299.4,-9999,305683.9,13.64,-1,0.7221414215923275,0.9097155099617448,0,0.5458293059770469,14,1.0384615384615383,0.2692307692307692,N1 S2 O7,de-protonated,0,-9999,C26 H27 O7 N1 S2,26,27,7,1,-9999,2,-9999,-9999,N/A,-9999,-9999
1830,528.146533,528.1461364208828,528.146130390689,2992445.3,-9999,224484.9,22.97,-1,0.01141766169951394,0.4999881730424516,0.7311359101322861,0.5924472678783854,22,0.7941176470588235,0.02941176470588235,N1 S2 O1,de-protonated,0,-9999,C34 H27 O1 N1 S2,34,27,1,1,-9999,2,-9999,-9999,N/A,-9999,-9999
1830,528.146533,528.1461364208828,528.146263332419,2992445.3,-9999,224484.9,22.97,-1,-0.24029619257076892,0.9895774380228568,0,0.5937464628137141,9,1.391304347826087,0.391304347826087,N1 S1 P1 O9,de-protonated,0,-9999,C23 H32 O9 N1 P1 S1,23,32,9,1,1,1,-9999,-9999,N/A,-9999,-9999
1830,528.146533,528.1461364208828,528.145611883739,2992445.3,-9999,224484.9,22.97,-1,0.993167664481017,0.8361245281491829,0,0.5016747168895097,0,2.4,0.7333333333333333,N3 S2 P1 O11,de-protonated,0,-9999,C15 H36 O11 N3 P1 S2,15,36,11,3,1,2,-9999,-9999,N/A,-9999,-9999
1831,528.945757,528.9453587928532,528.945849445129,21446938,-9999,261116.3,174.56,-1,-0.9276039813378416,0.28515007570640843,0.7533358885005605,0.47242440082406933,18,0.5,0.4545454545454546,S2 P1 O10,de-protonated,0,-9999,C22 H11 O10 P1 S2,22,11,10,-9999,1,2,-9999,-9999,N/A,-9999,-9999
1831,528.945757,528.9453587928532,528.9449800652591,21446938,-9999,261116.3,174.56,-1,0.7160056497335757,0.45558662428964314,0.8149093904448103,0.59931573075171,19,0.3333333333333333,0.7142857142857143,P1 O15,de-protonated,0,-9999,C21 H7 O15 P1,21,7,15,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
1832,529.099586,529.0991874795017,529.099633691019,1760118.9,-9999,258475.6,12.84,-1,-0.8433411949569444,0.8789293782513944,0,0.5273576269508367,14,1,0.3076923076923077,S2 O8,de-protonated,0,-9999,C26 H26 O8 S2,26,26,8,-9999,-9999,2,-9999,-9999,N/A,-9999,-9999
1832,529.099586,529.0991874795017,529.098764311149,1760118.9,-9999,258475.6,12.84,-1,0.7997908541801995,0.890416054608172,0,0.5342496327649031,15,0.88,0.52,O13,de-protonated,0,-9999,C25 H22 O13,25,22,13,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1832,529.099586,529.0991874795017,529.099253568499,1760118.9,-9999,258475.6,12.84,-1,-0.12490850602189242,0.9971730165875212,0,0.5983038099525128,19,0.8214285714285714,0.17857142857142858,N2 S1 P1 O5,de-protonated,0,-9999,C28 H23 O5 N2 P1 S1,28,23,5,2,1,1,-9999,-9999,N/A,-9999,-9999
1833,529.1204,529.1200014371033,529.119893679209,1737603.4,-9999,378341.8,12.66,-1,0.20365496661784568,0.99250259983586,0,0.5955015599015159,10,1.181818181818182,0.6818181818181818,O15,de-protonated,0,-9999,C22 H26 O15,22,26,15,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1833,529.1204,529.1200014371033,529.120382936559,1737603.4,-9999,378341.8,12.66,-1,-0.7210069165488799,0.909985807035024,0,0.5459914842210143,14,1.08,0.28,N2 S1 P1 O7,de-protonated,0,-9999,C25 H27 O7 N2 P1 S1,25,27,7,2,1,1,-9999,-9999,N/A,-9999,-9999
1833,529.1204,529.1200014371033,529.119731487879,1737603.4,-9999,378341.8,12.66,-1,0.510185517966575,0.9538687984845124,0,0.5723212790907074,5,1.8235294117647056,0.5294117647058824,N4 S2 P1 O9,de-protonated,0,-9999,C17 H31 O9 N4 P1 S2,17,31,9,4,1,2,-9999,-9999,N/A,-9999,-9999
1834,529.135837,529.135438405658,529.135149820499,2872716.8,-9999,267508.6,21.98,-1,0.5453902638168242,0.4737293128902657,0.7805128205128199,0.5964427159392873,14,1,0.4615384615384616,O12,de-protonated,0,-9999,C26 H26 O12,26,26,12,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1834,529.135837,529.135438405658,529.1356390778491,2872716.8,-9999,267508.6,21.98,-1,-0.379245275299719,0.48712018644800054,0.7612342259156645,0.5967658022350661,18,0.9310344827586208,0.13793103448275862,N2 S1 P1 O4,de-protonated,0,-9999,C29 H27 O4 N2 P1 S1,29,27,4,2,1,1,-9999,-9999,N/A,-9999,-9999
1834,529.135837,529.135438405658,529.134987629169,2872716.8,-9999,267508.6,21.98,-1,0.8519120819556794,0.8766152053376793,0,0.5259691232026076,9,1.4761904761904765,0.2857142857142857,N4 S2 P1 O6,de-protonated,0,-9999,C21 H31 O6 N4 P1 S2,21,31,6,4,1,2,-9999,-9999,N/A,-9999,-9999
1835,529.14926,529.1488613783151,529.148906359939,2442132.8,-9999,221507.8,18.44,-1,-0.0850074966542586,0.9986896612318572,0,0.5992137967391143,8,1.4583333333333333,0.2916666666666667,S2 P1 O7,de-protonated,0,-9999,C24 H35 O7 P1 S2,24,35,7,-9999,1,2,-9999,-9999,N/A,-9999,-9999
1835,529.14926,529.1488613783151,529.1493743905891,2442132.8,-9999,221507.8,18.44,-1,-0.9695036954701908,0.8432005834372803,0,0.5059203500623681,14,1.125,0.3333333333333333,N4 P1 O8,de-protonated,0,-9999,C24 H27 O8 N4 P1,24,27,8,4,1,-9999,-9999,-9999,N/A,-9999,-9999
1835,529.14926,529.1488613783151,529.149103064429,2442132.8,-9999,221507.8,18.44,-1,-0.4567448238988779,0.9628544036087964,0,0.5777126421652777,0,2.4285714285714284,0.9285714285714286,N4 S2 O13,de-protonated,0,-9999,C14 H34 O13 N4 S2,14,34,13,4,-9999,2,-9999,-9999,N/A,-9999,-9999
1836,529.156659,529.1562603632432,529.156279188559,1678745.1,-9999,314579,12.17,-1,-0.03557609830244936,0.9997703742468176,0,0.5998622245480905,9,1.3043478260869563,0.6086956521739131,O14,de-protonated,0,-9999,C23 H30 O14,23,30,14,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1836,529.156659,529.1562603632432,529.155766124309,1678745.1,-9999,314579,12.17,-1,0.9340140763695832,0.8535999638342112,0,0.5121599783005267,27,0.6111111111111112,0.08333333333333333,N2 O3,de-protonated,0,-9999,C36 H22 O3 N2,36,22,3,2,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1836,529.156659,529.1562603632432,529.156768445909,1678745.1,-9999,314579,12.17,-1,-0.960174179319858,0.8459594976345775,0,0.5075756985807465,13,1.1923076923076923,0.2307692307692308,N2 S1 P1 O6,de-protonated,0,-9999,C26 H31 O6 N2 P1 S1,26,31,6,2,1,1,-9999,-9999,N/A,-9999,-9999
1836,529.156659,529.1562603632432,529.1561169972291,1678745.1,-9999,314579,12.17,-1,0.2709333020385261,0.9867690938802588,0,0.5920614563281552,4,1.9444444444444444,0.4444444444444444,N4 S2 P1 O8,de-protonated,0,-9999,C18 H35 O8 N4 P1 S2,18,35,8,4,1,2,-9999,-9999,N/A,-9999,-9999
1837,529.172267,529.1718683314496,529.171535329849,3511202.5,-9999,242375.8,27.22,-1,0.6292885734008382,0.4653331837222779,0.7739790330151772,0.5887915234394376,13,1.1111111111111112,0.4074074074074074,O11,de-protonated,0,-9999,C27 H30 O11,27,30,11,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1837,529.172267,529.1718683314496,529.1720245871991,3511202.5,-9999,242375.8,27.22,-1,-0.29528346597341326,0.492151780340571,0.7550179348240813,0.5972982421339752,17,1.0333333333333334,0.1,N2 S1 P1 O3,de-protonated,0,-9999,C30 H31 O3 N2 P1 S1,30,31,3,2,1,1,-9999,-9999,N/A,-9999,-9999
1837,529.172267,529.1718683314496,529.171373138519,3511202.5,-9999,242375.8,27.22,-1,0.9357893409963972,0.42654299767836695,0.8077896627745538,0.5790416637168416,8,1.5909090909090908,0.2272727272727273,N4 S2 P1 O5,de-protonated,0,-9999,C22 H35 O5 N4 P1 S2,22,35,5,4,1,2,-9999,-9999,N/A,-9999,-9999
1838,529.185287,529.1848883049277,529.185291869289,2195882.3,-9999,311728.2,16.42,-1,-0.7626144708931804,0.8998501065484396,0,0.5399100639290637,7,1.56,0.24,S2 P1 O6,de-protonated,0,-9999,C25 H39 O6 P1 S2,25,39,6,-9999,1,2,-9999,-9999,N/A,-9999,-9999
1838,529.185287,529.1848883049277,529.184422489419,2195882.3,-9999,311728.2,16.42,-1,0.8802517398900386,0.8688417577630595,0,0.5213050546578357,8,1.4583333333333333,0.4583333333333333,P1 O11,de-protonated,0,-9999,C24 H35 O11 P1,24,35,11,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
1839,529.208757,529.2083582571189,529.208790219069,2778040.3,-9999,211011.5,21.2,-1,-0.8162410717062282,0.4430656726089766,0.7612342259156645,0.5703330939316518,11,1.3103448275862069,0.1724137931034483,S2 O5,de-protonated,0,-9999,C29 H38 O5 S2,29,38,5,-9999,-9999,2,-9999,-9999,N/A,-9999,-9999
