Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,34S
1062,431.119696,431.1194970657953,431.1194997560391,1346590.5,-9999,344528.1,13.85,-1,-0.00624013475806008,0.9999929345434322,0,0.5999957607260593,7,1.3333333333333333,0.6666666666666666,O12,de-protonated,0,-9999,C18 H24 O12,18,24,12,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1062,431.119696,431.1194970657953,431.11933756470904,1346590.5,-9999,344528.1,13.85,-1,0.3699696867552345,0.975469627126372,0,0.5852817762758232,2,2.230769230769231,0.4615384615384616,N4 S2 P1 O6,de-protonated,0,-9999,C13 H29 O6 N4 P1 S2,13,29,6,4,1,2,-9999,-9999,N/A,-9999,-9999
1064,431.135067,431.1348680344844,431.13475589732906,4922404,-9999,300140.5,55.22,-1,0.2600976928741697,0.4938999408814147,0.8077896627745539,0.6194558296386705,11,1.0909090909090908,0.4090909090909091,O9,de-protonated,0,-9999,C22 H24 O9,22,24,9,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1064,431.135067,431.1348680344844,431.1352451546791,4922404,-9999,300140.5,55.22,-1,-0.8747143709075901,0.4351875686509,0.7871578612348809,0.5759756856844923,15,1,0.04,N2 S1 P1 O1,de-protonated,0,-9999,C25 H25 O1 N2 P1 S1,25,25,1,2,1,1,-9999,-9999,N/A,-9999,-9999
1064,431.135067,431.1348680344844,431.13459370599907,4922404,-9999,300140.5,55.22,-1,0.6362943018792782,0.4645851650360888,0.8446892076502734,0.6166267820817627,6,1.7058823529411764,0.17647058823529413,N4 S2 P1 O3,de-protonated,0,-9999,C17 H29 O3 N4 P1 S2,17,29,3,4,1,2,-9999,-9999,N/A,-9999,-9999
1065,431.148112,431.1479130079116,431.1475101151691,2808360.8,-9999,287085.7,30.76,-1,0.9344661236524242,0.4267345759601147,0.7550179348240813,0.5580479195057013,19,0.8,0.03333333333333333,S1 O1,de-protonated,0,-9999,C30 H24 O1 S1,30,24,1,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
1065,431.148112,431.1479130079116,431.1476430568991,2808360.8,-9999,287085.7,30.76,-1,0.6261219720432678,0.9313379256466696,0,0.5588027553880018,6,1.5263157894736843,0.47368421052631576,P1 O9,de-protonated,0,-9999,C19 H29 O9 P1,19,29,9,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
1066,431.169175,431.168975965006,431.16863948322913,4481072.5,-9999,254782.6,50.11,-1,0.7803948294080949,0.4476908507818992,0.7739790330151771,0.5782061236752104,14,1.037037037037037,0.1111111111111111,S1 O3,de-protonated,0,-9999,C27 H28 O3 S1,27,28,3,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
1066,431.169175,431.168975965006,431.16877242495906,4481072.5,-9999,254782.6,50.11,-1,0.4720658357993187,0.4801857252414363,0.8524773804394659,0.629102387320648,1,2.0625,0.6875,P1 O11,de-protonated,0,-9999,C16 H33 O11 P1,16,33,11,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
1067,431.171602,431.17140296006215,431.17114140667906,2390833.3,-9999,220289.2,25.93,-1,0.6066115237776047,0.935411217686869,0,0.5612467306121214,10,1.2173913043478262,0.34782608695652173,O8,de-protonated,0,-9999,C23 H28 O8,23,28,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1067,431.171602,431.17140296006215,431.1709792153491,2390833.3,-9999,220289.2,25.93,-1,0.9827765166462016,0.8392453734023645,0,0.5035472240414187,5,1.8333333333333333,0.1111111111111111,N4 S2 P1 O2,de-protonated,0,-9999,C18 H33 O2 N4 P1 S2,18,33,2,4,1,2,-9999,-9999,N/A,-9999,-9999
1068,431.184431,431.1842319339293,431.1840285662491,1431606,-9999,442697.1,14.83,-1,0.47164938113470184,0.9604399389180188,0,0.5762639633508113,5,1.65,0.4,P1 O8,de-protonated,0,-9999,C20 H33 O8 P1,20,33,8,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
1069,431.207974,431.2077748859719,431.2075269160291,1364030.5,-9999,291562,14.05,-1,0.5750594025209309,0.9417608909988237,0,0.5650565345992941,9,1.3333333333333333,0.2916666666666667,O7,de-protonated,0,-9999,C24 H32 O7,24,32,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1069,431.207974,431.2077748859719,431.20736472469906,1364030.5,-9999,291562,14.05,-1,0.9511926427809712,0.8485987119455203,0,0.5091592271673121,4,1.9473684210526316,0.05263157894736842,N4 S2 P1 O1,de-protonated,0,-9999,C19 H37 O1 N4 P1 S2,19,37,1,4,1,2,-9999,-9999,N/A,-9999,-9999
1070,431.226283,431.22608384867624,431.2261543606391,1809477.1,-9999,308026.1,19.2,-1,-0.16351504227546104,0.9951603249507928,0,0.5970961949704756,8,1.44,0.16,S1 O4,de-protonated,0,-9999,C25 H36 O4 S1,25,36,4,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
1070,431.226283,431.22608384867624,431.2257742381191,1809477.1,-9999,308026.1,19.2,-1,0.7179778567600118,0.9107057933516856,0,0.5464234760110114,13,1.2222222222222223,0.03703703703703703,N2 P1 O1,de-protonated,0,-9999,C27 H33 O1 N2 P1,27,33,1,2,1,-9999,-9999,-9999,N/A,-9999,-9999
1071,432.194983,432.1947818754219,432.1945336797391,13330853,-9999,318974.1,152.49,-1,0.574268444983066,0.9524854105273938,0.9725158426730838,0.9604975833856696,9,1.391304347826087,0.21739130434782608,N1 P1 O5,de-protonated,0,-9999,C23 H32 O5 N1 P1,23,32,5,1,1,-9999,-9999,-9999,N/A,-9999,-9999
1073,433.077839,433.0776360770329,433.0776349430891,3142886.8,-9999,310827.7,34.62,-1,0.00261833835742818,0.9999987560437854,0,0.5999992536262713,12,0.9,0.55,O11,de-protonated,0,-9999,C20 H18 O11,20,18,11,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1073,433.077839,433.0776360770329,433.07747275175905,3142886.8,-9999,310827.7,34.62,-1,0.3771271518552961,0.9745236229704632,0,0.584714173782278,7,1.5333333333333334,0.3333333333333333,N4 S2 P1 O5,de-protonated,0,-9999,C15 H23 O5 N4 P1 S2,15,23,5,4,1,2,-9999,-9999,N/A,-9999,-9999
1074,433.090861,433.090658050507,433.0903891609291,1304299.6,-9999,371122.6,13.35,-1,0.6208624910247091,0.9324469050711148,0,0.5594681430426689,20,0.6428571428571429,0.10714285714285714,S1 O3,de-protonated,0,-9999,C28 H18 O3 S1,28,18,3,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
1074,433.090861,433.090658050507,433.09052210265907,1304299.6,-9999,371122.6,13.35,-1,0.3139016924364058,0.9822799652104778,0,0.5893679791262867,7,1.3529411764705883,0.6470588235294118,P1 O11,de-protonated,0,-9999,C17 H23 O11 P1,17,23,11,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
1075,433.114262,433.1140590028387,433.1140204524391,6830836,-9999,272508.6,77.29,-1,0.08900750805783648,0.9952525458048564,0.9612690166556872,0.9816591341451888,11,1.0476190476190477,0.47619047619047616,O10,de-protonated,0,-9999,C21 H22 O10,21,22,10,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1075,433.114262,433.1140590028387,433.1138582611091,6830836,-9999,272508.6,77.29,-1,0.46348489162349454,0.9508039265715312,0.9237010266610316,0.9399627666073312,6,1.6875,0.25,N4 S2 P1 O4,de-protonated,0,-9999,C16 H27 O4 N4 P1 S2,16,27,4,4,1,2,-9999,-9999,N/A,-9999,-9999
1076,433.127212,433.1270089764594,433.12677467027913,1708792.9,-9999,345659.4,18.03,-1,0.5409644334902527,0.9482855580583522,0,0.5689713348350113,19,0.7586206896551724,0.06896551724137931,S1 O2,de-protonated,0,-9999,C29 H22 O2 S1,29,22,2,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
1076,433.127212,433.1270089764594,433.12690761200906,1708792.9,-9999,345659.4,18.03,-1,0.23402944628295588,0.990111312857768,0,0.5940667877146608,6,1.5,0.5555555555555556,P1 O10,de-protonated,0,-9999,C18 H27 O10 P1,18,27,10,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
1077,433.12799,433.12778697487465,433.12777699187905,1521401.3,-9999,499045.3,15.86,-1,0.0230486155295644,0.9999036120854036,0,0.599942167251242,5,1.631578947368421,0.2631578947368421,S2 P1 O5,de-protonated,0,-9999,C19 H31 O5 P1 S2,19,31,5,-9999,1,2,-9999,-9999,N/A,-9999,-9999
1078,433.150643,433.15043992873024,433.1504059617891,6905601.5,-9999,243675,78.15,-1,0.07841835232860729,0.9994420071618826,0.9964002683634084,0.9982253116424928,10,1.181818181818182,0.4090909090909091,O9,de-protonated,0,-9999,C22 H26 O9,22,26,9,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1078,433.150643,433.15043992873024,433.1502437704591,6905601.5,-9999,243675,78.15,-1,0.45286427506051,0.9693713566848224,0.966700186760872,0.9683028887152422,5,1.8235294117647056,0.17647058823529413,N4 S2 P1 O3,de-protonated,0,-9999,C17 H31 O3 N4 P1 S2,17,31,3,4,1,2,-9999,-9999,N/A,-9999,-9999
1079,433.163702,433.1634989021289,433.1631601796291,1633542.3,-9999,350636.4,17.16,-1,0.7819743942780796,0.8949808478128382,0,0.5369885086877029,18,0.8666666666666667,0.03333333333333333,S1 O1,de-protonated,0,-9999,C30 H26 O1 S1,30,26,1,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
1079,433.163702,433.1634989021289,433.1632931213591,1633542.3,-9999,350636.4,17.16,-1,0.4750651152322445,0.9598765611356068,0,0.575925936681364,5,1.631578947368421,0.47368421052631576,P1 O9,de-protonated,0,-9999,C19 H31 O9 P1,19,31,9,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
1080,433.165937,433.1657338975761,433.16566210307906,1243591,-9999,248576.8,12.65,-1,0.1657437403914075,0.995027827786774,0,0.5970166966720644,14,1,0.2307692307692308,O6,de-protonated,0,-9999,C26 H26 O6,26,26,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1081,433.186919,433.18671585483554,433.1867914711391,2978574.8,-9999,388508.2,32.72,-1,-0.17455819299285918,0.9944864123463272,0,0.5966918474077963,9,1.3043478260869563,0.34782608695652173,O8,de-protonated,0,-9999,C23 H30 O8,23,30,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1081,433.186919,433.18671585483554,433.1866292798091,2978574.8,-9999,388508.2,32.72,-1,0.19985618330583269,0.9927786868246086,0,0.5956672120947651,4,1.9444444444444444,0.1111111111111111,N4 S2 P1 O2,de-protonated,0,-9999,C18 H35 O2 N4 P1 S2,18,35,2,4,1,2,-9999,-9999,N/A,-9999,-9999
1082,433.188372,433.1881688518758,433.18812888165905,1626383.3,-9999,407920.7,17.08,-1,0.09226988014663132,0.9984563873314124,0,0.5990738323988474,14,1.0833333333333333,0.16666666666666666,N4 O4,de-protonated,0,-9999,C24 H26 O4 N4,24,26,4,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1083,433.198289,433.1980858316747,433.1978885148091,3907859,-9999,304872.7,43.47,-1,0.4554889827773071,0.9630545742826306,0.9725158426730838,0.966839081638812,9,1.4545454545454546,0.2272727272727273,13C1 N1 P1 O5,de-protonated,1,1071,C22 H32 O5 N1 P1 13C1,22,32,5,1,1,-9999,1,-9999,N/A,-9999,-9999
1083,433.198289,433.1980858316747,433.1980248604291,3907859,-9999,304872.7,43.47,-1,0.1407468227081673,0.49820600700332907,0.8077896627745539,0.622039469311819,9,1.3636363636363635,0.3181818181818182,N2 O7,de-protonated,0,-9999,C22 H30 O7 N2,22,30,7,2,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1084,433.223452,433.22324878041735,433.2231769804891,1653660.1,-9999,261419.6,17.39,-1,0.16573427295525417,0.9950283943864096,0,0.5970170366318458,8,1.4166666666666667,0.2916666666666667,O7,de-protonated,0,-9999,C24 H34 O7,24,34,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1084,433.223452,433.22324878041735,433.2230147891591,1653660.1,-9999,261419.6,17.39,-1,0.5401173304920259,0.9484431462996464,0,0.569065887779788,3,2.0526315789473686,0.05263157894736842,N4 S2 P1 O1,de-protonated,0,-9999,C19 H39 O1 N4 P1 S2,19,39,1,4,1,2,-9999,-9999,N/A,-9999,-9999
1085,434.117672,434.1174669588798,434.1173752875091,1969764.4,-9999,452468.1,20.33,-1,0.21116724610557855,0.9919415564537568,0.9612690166556872,0.979672540534529,11,1.1,0.5,13C1 O10,de-protonated,1,1075,C20 H22 O10 13C1,20,22,10,-9999,-9999,-9999,1,-9999,N/A,-9999,-9999
1085,434.117672,434.1174669588798,434.11721309617906,1969764.4,-9999,452468.1,20.33,-1,0.5847791633593816,0.9398364548891652,0.9237010266610316,0.9333822835979118,6,1.8,0.26666666666666666,13C1 N4 S2 P1 O4,de-protonated,1,1075,C15 H27 O4 N4 P1 S2 13C1,15,27,4,4,1,2,1,-9999,N/A,-9999,-9999
1086,434.153965,434.1537598849504,434.1537607968591,1605233.8,-9999,323651.5,16.26,-1,-0.00210042789809754,0.999999199485486,0.9964002683634084,0.998559627036655,10,1.238095238095238,0.42857142857142855,13C1 O9,de-protonated,1,1078,C21 H26 O9 13C1,21,26,9,-9999,-9999,-9999,1,-9999,N/A,-9999,-9999
1086,434.153965,434.1537598849504,434.1535986055292,1605233.8,-9999,323651.5,16.26,-1,0.37148009778413527,0.975271428633882,0.966700186760872,0.971842931884678,5,1.9375,0.1875,13C1 N4 S2 P1 O3,de-protonated,1,1078,C16 H31 O3 N4 P1 S2 13C1,16,31,3,4,1,2,1,-9999,N/A,-9999,-9999
1088,434.193648,434.1934428041157,434.19327383262913,2006656.4,-9999,418632.3,20.75,-1,0.38916191636272535,0.9728942777328752,0,0.5837365666397251,9,1.380952380952381,0.3333333333333333,N3 O7,de-protonated,0,-9999,C21 H29 O7 N3,21,29,7,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1089,435.050946,435.05073905778863,435.0510262714291,4185020.8,-9999,294922.5,45.09,-1,-0.6601838017758007,0.4619815807383212,0.7805128205128198,0.5893940766481206,21,0.4615384615384616,0.2692307692307692,O7,de-protonated,0,-9999,C26 H12 O7,26,12,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1089,435.050946,435.05073905778863,435.0503748227491,4185020.8,-9999,294922.5,45.09,-1,0.8372249757535533,0.4402850813358535,0.8370420509349343,0.5989878691754859,12,0.8888888888888888,0.5,N2 S1 O9,de-protonated,0,-9999,C18 H16 O9 N2 S1,18,16,9,2,-9999,1,-9999,-9999,N/A,-9999,-9999
1089,435.050946,435.05073905778863,435.0508640800991,4185020.8,-9999,294922.5,45.09,-1,-0.287374007879393,0.49256349329530386,0.8149093904448103,0.6215018521551063,16,0.8095238095238095,0.04761904761904761,N4 S2 P1 O1,de-protonated,0,-9999,C21 H17 O1 N4 P1 S2,21,17,1,4,1,2,-9999,-9999,N/A,-9999,-9999
1090,435.093452,435.0932449712034,435.093285007549,5864908.5,-9999,249030.7,63.87,-1,-0.09201784324026398,0.9987716690261416,0.9999253394161476,0.999233137182144,11,1,0.55,O11,de-protonated,0,-9999,C20 H20 O11,20,20,11,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1090,435.093452,435.0932449712034,435.0931228162191,5864908.5,-9999,249030.7,63.87,-1,0.28075595290041555,0.9753932075650348,0.9616705716272655,0.969904153189927,6,1.6666666666666667,0.3333333333333333,N4 S2 P1 O5,de-protonated,0,-9999,C15 H25 O5 N4 P1 S2,15,25,5,4,1,2,-9999,-9999,N/A,-9999,-9999
1091,435.129877,435.1296698970051,435.12967051689907,12103130,-9999,292425.2,133.6,-1,-0.00142461880314614,0.998532746365846,0.9846016945328364,0.992960325632642,10,1.1428571428571428,0.47619047619047616,O10,de-protonated,0,-9999,C21 H24 O10,21,24,10,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1091,435.129877,435.1296698970051,435.129508325569,12103130,-9999,292425.2,133.6,-1,0.3713180399085458,0.6436975449367625,0.9291242454535252,0.7578682251434675,5,1.8125,0.25,N4 S2 P1 O4,de-protonated,0,-9999,C16 H29 O4 N4 P1 S2,16,29,4,4,1,2,-9999,-9999,N/A,-9999,-9999
1092,435.166251,435.1660438229108,435.1660560262491,7790055.5,-9999,274753.6,85.39,-1,-0.0280429462408241,0.9838849050097678,0.9887194402735576,0.9858187191152836,9,1.2727272727272727,0.4090909090909091,O9,de-protonated,0,-9999,C22 H28 O9,22,28,9,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1092,435.166251,435.1660438229108,435.16589383491913,7790055.5,-9999,274753.6,85.39,-1,0.34466853630152344,0.9350588032324092,0.9743810148507226,0.9507876878797344,4,1.9411764705882353,0.17647058823529413,N4 S2 P1 O3,de-protonated,0,-9999,C17 H33 O3 N4 P1 S2,17,33,3,4,1,2,-9999,-9999,N/A,-9999,-9999
1093,435.20265,435.2024427487656,435.2024415355991,2458101,-9999,308260.2,25.79,-1,0.00278759123856216,0.9999985900240538,0,0.5999991540144323,8,1.391304347826087,0.34782608695652173,O8,de-protonated,0,-9999,C23 H32 O8,23,32,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1093,435.20265,435.2024427487656,435.2022793442691,2458101,-9999,308260.2,25.79,-1,0.375467924495883,0.9747444553105232,0,0.5848466731863139,3,2.0555555555555554,0.1111111111111111,N4 S2 P1 O2,de-protonated,0,-9999,C18 H37 O2 N4 P1 S2,18,37,2,4,1,2,-9999,-9999,N/A,-9999,-9999
1094,436.09688,436.0966709272077,436.0966398426191,1269313,-9999,340001.7,12.5,-1,0.07127912879061359,0.9990785358917128,0.9999253394161476,0.9994172573014868,11,1.0526315789473684,0.5789473684210527,13C1 O11,de-protonated,1,1090,C19 H20 O11 13C1,19,20,11,-9999,-9999,-9999,1,-9999,N/A,-9999,-9999
1094,436.09688,436.0966709272077,436.09641729241906,1269313,-9999,340001.7,12.5,-1,0.5816025505385236,0.9404685131276378,0,0.5642811078765827,14,1,0.04166666666666666,N1 S2 P1 O1,de-protonated,0,-9999,C24 H24 O1 N1 P1 S2,24,24,1,1,1,2,-9999,-9999,N/A,-9999,-9999
1094,436.09688,436.0966709272077,436.0964776512891,1269313,-9999,340001.7,12.5,-1,0.4431953213399816,0.9649871143749994,0.9616705716272655,0.963660497275906,6,1.7857142857142858,0.35714285714285715,13C1 N4 S2 P1 O5,de-protonated,1,1090,C14 H25 O5 N4 P1 S2 13C1,14,25,5,4,1,2,1,-9999,N/A,-9999,-9999
1095,436.125061,436.12485186980257,436.12491948909906,1284171.5,-9999,372683,12.66,-1,-0.1550457070113706,0.9956476231192802,0,0.5973885738715681,10,1.15,0.5,N1 O10,de-protonated,0,-9999,C20 H23 O10 N1,20,23,10,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1096,436.13329,436.13308085304,436.1330253519691,2473550.5,-9999,281467.6,25.96,-1,0.1272572074971473,0.9970658609887614,0.9846016945328364,0.9920801944063912,10,1.2,0.5,13C1 O10,de-protonated,1,1091,C20 H24 O10 13C1,20,24,10,-9999,-9999,-9999,1,-9999,N/A,-9999,-9999
1096,436.13329,436.13308085304,436.1328631606391,2473550.5,-9999,281467.6,25.96,-1,0.49914239279600825,0.6371999359658774,0.9291242454535252,0.7539696597609366,5,1.9333333333333331,0.26666666666666666,13C1 N4 S2 P1 O4,de-protonated,1,1091,C15 H29 O4 N4 P1 S2 13C1,15,29,4,4,1,2,1,-9999,N/A,-9999,-9999
1097,436.169805,436.1695957786585,436.16941086131914,1720796.3,-9999,259965.5,17.54,-1,0.4239576061649501,0.967912492326358,0.9887194402735576,0.976235271505238,9,1.3333333333333333,0.42857142857142855,13C1 O9,de-protonated,1,1092,C21 H28 O9 13C1,21,28,9,-9999,-9999,-9999,1,-9999,N/A,-9999,-9999
1097,436.169805,436.1695957786585,436.16924866998914,1720796.3,-9999,259965.5,17.54,-1,0.7958118789001772,0.8914423987289122,0.9743810148507226,0.9246178451776365,4,2.0625,0.1875,13C1 N4 S2 P1 O3,de-protonated,1,1092,C16 H33 O3 N4 P1 S2 13C1,16,33,3,4,1,2,1,-9999,N/A,-9999,-9999
1099,437.048994,437.0487829877392,437.0489182711491,3613860.5,-9999,224553.4,38.7,-1,-0.3095383703341955,0.4913824639241941,0.7805128205128198,0.6070346065596444,20,0.5384615384615384,0.19230769230769232,S1 O5,de-protonated,0,-9999,C26 H14 O5 S1,26,14,5,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
1099,437.048994,437.0487829877392,437.0490512128791,3613860.5,-9999,224553.4,38.7,-1,-0.6137186184496497,0.933940314258167,0,0.5603641885549002,7,1.2666666666666666,0.8666666666666667,P1 O13,de-protonated,0,-9999,C15 H19 O13 P1,15,19,13,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
1099,437.048994,437.0487829877392,437.0485381486291,3613860.5,-9999,224553.4,38.7,-1,0.5602103397715619,0.4723229825282748,0.7675537279851021,0.5904152807110057,25,0.3928571428571429,0.07142857142857142,N2 P1 O2,de-protonated,0,-9999,C28 H11 O2 N2 P1,28,11,2,2,1,-9999,-9999,-9999,N/A,-9999,-9999
1100,437.050578,437.05036698451255,437.05076874591913,1973669.1,-9999,473568.6,20.37,-1,-0.91925569135044,0.8578467833927859,0,0.5147080700356715,7,1.2857142857142858,0.8571428571428571,N2 S1 O12,de-protonated,0,-9999,C14 H18 O12 N2 S1,14,18,12,2,-9999,1,-9999,-9999,N/A,-9999,-9999
1100,437.050578,437.05036698451255,437.0502556816691,1973669.1,-9999,473568.6,20.37,-1,0.2546682949824135,0.9883009471895022,0,0.5929805683137013,25,0.3703703703703703,0.03703703703703703,N4 S1 O1,de-protonated,0,-9999,C27 H10 O1 N4 S1,27,10,1,4,-9999,1,-9999,-9999,N/A,-9999,-9999
1100,437.050578,437.05036698451255,437.0503886233991,1973669.1,-9999,473568.6,20.37,-1,-0.04951119393624713,0.9995553031592148,0,0.5997331818955289,12,0.9375,0.5625,N4 P1 O9,de-protonated,0,-9999,C16 H15 O9 N4 P1,16,15,9,4,1,-9999,-9999,-9999,N/A,-9999,-9999
1101,437.072809,437.0725979392277,437.0725495626591,3103917.5,-9999,299437.6,33,-1,0.11068315465776173,0.9977795843381416,0,0.5986677506028849,11,0.9473684210526316,0.631578947368421,O12,de-protonated,0,-9999,C19 H18 O12,19,18,12,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1101,437.072809,437.0725979392277,437.07238737132906,3103917.5,-9999,299437.6,33,-1,0.48176893515182406,0.9587600181045264,0,0.5752560108627158,6,1.6428571428571428,0.42857142857142855,N4 S2 P1 O6,de-protonated,0,-9999,C14 H23 O6 N4 P1 S2,14,23,6,4,1,2,-9999,-9999,N/A,-9999,-9999
1102,437.109245,437.1090338650071,437.1089350720091,10089659,-9999,302842,111.08,-1,0.2260145929084839,0.9947433112415188,0.9882899503188164,0.9921619668724376,10,1.1,0.55,O11,de-protonated,0,-9999,C20 H22 O11,20,22,11,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1102,437.109245,437.1090338650071,437.1094243293591,10089659,-9999,302842,111.08,-1,-0.893287424753193,0.43260231505800706,0.8007932653391621,0.5798786951704691,14,1,0.13043478260869565,N2 S1 P1 O3,de-protonated,0,-9999,C23 H23 O3 N2 P1 S1,23,23,3,2,1,1,-9999,-9999,N/A,-9999,-9999
1102,437.109245,437.1090338650071,437.1087728806791,10089659,-9999,302842,111.08,-1,0.5970695263981929,0.633526828832231,0.9285118293388496,0.7515208290348785,5,1.8,0.3333333333333333,N4 S2 P1 O5,de-protonated,0,-9999,C15 H27 O5 N4 P1 S2,15,27,5,4,1,2,-9999,-9999,N/A,-9999,-9999
1103,437.110269,437.1100578629212,437.11007577803906,6533307.5,-9999,227539.1,71.33,-1,-0.04098536920095292,0.49984762442707814,0.7489023467070351,0.599469513339061,23,0.6129032258064516,0.03225806451612903,P1 O1,de-protonated,0,-9999,C31 H19 O1 P1,31,19,1,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
1103,437.110269,437.1100578629212,437.1098044518791,6533307.5,-9999,227539.1,71.33,-1,0.5797422971459307,0.47041862497793474,0.8149093904448103,0.608214931164685,9,1.238095238095238,0.2857142857142857,S2 O6,de-protonated,0,-9999,C21 H26 O6 S2,21,26,6,-9999,-9999,2,-9999,-9999,N/A,-9999,-9999
1103,437.110269,437.1100578629212,437.1102724825291,6533307.5,-9999,227539.1,71.33,-1,-0.4909964862723644,0.4785998651717818,0.8149093904448103,0.6131236752809932,15,0.8571428571428571,0.3333333333333333,N4 O7,de-protonated,0,-9999,C21 H18 O7 N4,21,18,7,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1104,437.145578,437.1453667909963,437.14532058135904,11159753,-9999,268938.8,123.04,-1,0.105707724868923,0.9912646316555256,0.9952593789951332,0.9928625305913686,9,1.238095238095238,0.47619047619047616,O10,de-protonated,0,-9999,C21 H26 O10,21,26,10,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1104,437.145578,437.1453667909963,437.14515839002905,11159753,-9999,268938.8,123.04,-1,0.4767317291919164,0.6276413499487049,0.9291242454535252,0.748234508150633,4,1.9375,0.25,N4 S2 P1 O4,de-protonated,0,-9999,C16 H31 O4 N4 P1 S2,16,31,4,4,1,2,-9999,-9999,N/A,-9999,-9999
1105,437.181935,437.1817237169367,437.18170609070904,5141718.5,-9999,271415.4,55.78,-1,0.04031785273694334,0.49985254667333434,0.8077896627745539,0.6230273931138222,8,1.3636363636363635,0.4090909090909091,O9,de-protonated,0,-9999,C22 H30 O9,22,30,9,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1105,437.181935,437.1817237169367,437.1815438993792,5141718.5,-9999,271415.4,55.78,-1,0.4113109531553138,0.48488473767700296,0.8446892076502734,0.6288065256663111,3,2.0588235294117645,0.17647058823529413,N4 S2 P1 O3,de-protonated,0,-9999,C17 H35 O3 N4 P1 S2,17,35,3,4,1,2,-9999,-9999,N/A,-9999,-9999
1106,437.218386,437.2181746426855,437.21809160005904,1257700,-9999,433211.1,12.36,-1,0.1899341039136085,0.993475621989501,0,0.5960853731937006,7,1.4782608695652173,0.34782608695652173,O8,de-protonated,0,-9999,C23 H34 O8,23,34,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
1106,437.218386,437.2181746426855,437.2179294087291,1257700,-9999,433211.1,12.36,-1,0.5608963857202169,0.944514141580361,0,0.5667084849482166,2,2.1666666666666665,0.1111111111111111,N4 S2 P1 O2,de-protonated,0,-9999,C18 H39 O2 N4 P1 S2,18,39,2,4,1,2,-9999,-9999,N/A,-9999,-9999
1107,438.11254,438.1123268212823,438.1122899070791,2359860,-9999,336083.9,24.68,-1,0.08425740178006025,0.9987126688937932,0.9882899503188164,0.9945435814638024,10,1.1578947368421053,0.5789473684210527,13C1 O11,de-protonated,1,1102,C19 H22 O11 13C1,19,22,11,-9999,-9999,-9999,1,-9999,N/A,-9999,-9999
1107,438.11254,438.1123268212823,438.1120673568791,2359860,-9999,336083.9,24.68,-1,0.5922329526833481,0.9383415328857754,0,0.5630049197314652,13,1.0833333333333333,0.04166666666666666,N1 S2 P1 O1,de-protonated,0,-9999,C24 H26 O1 N1 P1 S2,24,26,1,1,1,2,-9999,-9999,N/A,-9999,-9999
