Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
5,199.0068,199.00684565002084,199.0066733356791,4848698.5,-9999,1000197.3,89.31,-1,0.865872178309873,0.872809147793112,0,0.5236854886758672,10,0.5,0.1,N2 P1 O1,de-protonated,0,-9999,C10 H5 O1 N2 P1,10,5,1,2,1,-9999,-9999,N/A,N/A,-9999,-9999
6,199.007003,199.0070486499785,199.0070534581991,6139770.5,-9999,552449,113.62,-1,-0.02416105637507986,0.999894083733134,0,0.5999364502398804,5,1,0.5,S1 O4,de-protonated,0,-9999,C8 H8 O4 S1,8,8,4,-9999,-9999,1,-9999,N/A,N/A,-9999,-9999
9,205.159752,205.1597963651388,205.15978887630908,13394645,-9999,481718,248.01,-1,0.03650242452608835,0.9995427421270646,0.988468197867977,0.9951129244234296,4,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,-9999,C14 H22 O1,14,22,1,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
13,206.163087,206.1631311556187,206.1631437113791,2235759.5,-9999,544877.4,39.63,-1,-0.06090206125330925,0.999327222158894,0.988468197867977,0.9949836124425272,4,1.6923076923076923,0.07692307692307693,13C1 O1,de-protonated,1,9,C13 H22 O1 13C1,13,22,1,-9999,-9999,-9999,1,N/A,N/A,-9999,-9999
14,209.154697,209.1547405308997,209.15470349587903,781231.4,-9999,682688.9,12.52,-1,0.17706998698254495,0.9943270500524484,0,0.596596230031469,3,1.6923076923076923,0.15384615384615383,O2,de-protonated,0,-9999,C13 H22 O2,13,22,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
15,211.133774,211.13381711762153,211.13396805098907,1443228.9,-9999,696546.3,24.71,-1,-0.7148701316471672,0.9114419158712062,0,0.5468651495227237,3,1.6666666666666667,0.25,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
16,211.134011,211.13405411757205,211.13396805098907,1312252.9,-9999,682628.2,22.29,-1,0.40763967908616106,0.9702986698712764,0,0.5821792019227658,3,1.6666666666666667,0.25,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
17,215.001936,215.00197830985775,215.00196807776908,2427594.8,-9999,560734.4,42.76,-1,0.04759067445364283,0.9995891263291322,0,0.5997534757974793,5,1,0.625,S1 O5,de-protonated,0,-9999,C8 H8 O5 S1,8,8,5,-9999,-9999,1,-9999,N/A,N/A,-9999,-9999
18,217.144542,217.1445838624309,217.14453273501908,811311.8,-9999,719241.9,12.93,-1,0.2354533690729804,0.9899912198691934,0,0.593994731921516,1,2,0.3636363636363637,O4,de-protonated,0,-9999,C11 H22 O4,11,22,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
28,221.104009,221.1040500356004,221.10393122510908,1620929.4,-9999,843023.5,27.69,-1,0.5373513291751728,0.9489561725547956,0,0.5693737035328774,0,2.2,0.1,S2 O1,de-protonated,0,-9999,C10 H22 O1 S2,10,22,1,-9999,-9999,2,-9999,N/A,N/A,-9999,-9999
