Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,33S,34S,36S
1870,476.167254,476.1672422346246,476.1674530073091,2847780.8,-9999,415914.5,26.49,-1,-0.44264403873031893,0.9650726257421492,0,0.5790435754452895,11,1.2272727272727273,0.4090909090909091,N3 O9,de-protonated,0,-9999,C22 H27 O9 N3,22,27,9,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1871,476.168177,476.1681652345712,476.1676967842091,3068197.3,-9999,203052.1,28.67,-1,0.983792821907686,0.5592940510260654,0.937799686223633,0.7106963051050925,6,1.6,0.5,13C1 S1 O10,de-protonated,1,1865,C20 H32 O10 S1 13C1,20,32,10,-9999,-9999,1,1,-9999,-9999,-9999,-9999,-9999,N/A
1871,476.168177,476.1681652345712,476.1681860415592,3068197.3,-9999,203052.1,28.67,-1,-0.04369672010362314,0.6664357341871968,0.8928135052778042,0.7569868426234398,10,1.434782608695652,0.08695652173913043,13C1 N2 S2 P1 O2,de-protonated,1,1865,C23 H33 O2 N2 P1 S2 13C1,23,33,2,2,1,2,1,-9999,-9999,-9999,-9999,-9999,N/A
1871,476.168177,476.1681652345712,476.16832238717905,3068197.3,-9999,203052.1,28.67,-1,-0.3300358306585686,0.9804299754184188,0,0.5882579852510513,10,1.3478260869565215,0.17391304347826086,N3 S2 O4,de-protonated,0,-9999,C23 H31 O4 N3 S2,23,31,4,3,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1873,477.070162,477.0701501824353,477.0703224212991,2102039,-9999,410090,19.11,-1,-0.36103453873021185,0.9766263960090438,0,0.5859758376054263,26,0.4516129032258064,0.06451612903225806,N2 S1 O2,de-protonated,0,-9999,C31 H14 O2 N2 S1,31,14,2,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1873,477.070162,477.0701501824353,477.07045536302905,2102039,-9999,410090,19.11,-1,-0.6396971145389814,0.9284385781229652,0,0.5570631468737791,13,0.95,0.5,N2 P1 O10,de-protonated,0,-9999,C20 H19 O10 N2 P1,20,19,10,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1874,477.071307,477.0712951823692,477.070835485549,3551511.5,-9999,281290.7,33.45,-1,0.9635818959173044,0.844953820444311,0,0.5069722922665866,8,1.2222222222222223,0.7222222222222222,S1 O13,de-protonated,0,-9999,C18 H22 O13 S1,18,22,13,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1874,477.071307,477.0712951823692,477.07132474289904,3551511.5,-9999,281290.7,33.45,-1,-0.06196249561509043,0.4996517987152774,0.8149093904448101,0.6257548354070905,12,1.0952380952380951,0.23809523809523808,N2 S2 P1 O5,de-protonated,0,-9999,C21 H23 O5 N2 P1 S2,21,23,5,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1875,477.10678,477.1067681803188,477.1072209948991,3458347.3,-9999,350370.7,32.53,-1,-0.949083477170769,0.8492160762535842,0,0.5095296457521505,7,1.368421052631579,0.631578947368421,S1 O12,de-protonated,0,-9999,C19 H26 O12 S1,19,26,12,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1875,477.10678,477.1067681803188,477.1067079306491,3458347.3,-9999,350370.7,32.53,-1,0.12628133009113476,0.49855531237999806,0.7428850341668535,0.5962872010947402,25,0.5625,0.03125,N2 S1 O1,de-protonated,0,-9999,C32 H18 O1 N2 S1,32,18,1,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1875,477.10678,477.1067681803188,477.1068408723791,3458347.3,-9999,350370.7,32.53,-1,-0.15236013003151058,0.4978983897322408,0.8149093904448103,0.6247027900172686,12,1.0952380952380951,0.42857142857142855,N2 P1 O9,de-protonated,0,-9999,C21 H23 O9 N2 P1,21,23,9,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1876,477.107809,477.1077971802593,477.1077102522491,3574571.8,-9999,270153.5,33.68,-1,0.18219787343029295,0.4969973609000441,0.8077896627745539,0.621314281649848,11,1.2272727272727273,0.18181818181818185,N2 S2 P1 O4,de-protonated,0,-9999,C22 H27 O4 N2 P1 S2,22,27,4,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1877,477.143133,477.14312117821754,477.1432263817291,3533631.3,-9999,351596.9,33.27,-1,-0.22048623086209648,0.49560890597883006,0.8077896627745538,0.6204812086971196,11,1.2272727272727273,0.3636363636363637,N2 P1 O8,de-protonated,0,-9999,C22 H27 O8 N2 P1,22,27,8,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1878,477.144166,477.1441541781578,477.1440957615991,4637504,-9999,237686.2,44.19,-1,0.12242959565997064,0.4986419798506158,0.8007932653391622,0.6195024940460344,10,1.3478260869565215,0.13043478260869565,N2 S2 P1 O3,de-protonated,0,-9999,C23 H31 O3 N2 P1 S2,23,31,3,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1879,477.179481,477.1794691761166,477.1796118910791,3228499.5,-9999,341964.7,30.25,-1,-0.2990801764474197,0.4919503041670083,0.8007932653391621,0.6154874886358699,10,1.3478260869565215,0.30434782608695654,N2 P1 O7,de-protonated,0,-9999,C23 H31 O7 N2 P1,23,31,7,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1880,477.180531,477.1805191760559,477.18048127094914,3974484.3,-9999,203061.3,37.63,-1,0.07943557676585938,0.4994278560084548,0.7939170211058493,0.6172235220474126,9,1.4583333333333333,0.08333333333333333,N2 S2 P1 O2,de-protonated,0,-9999,C24 H35 O2 N2 P1 S2,24,35,2,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1881,477.215747,477.2157351740204,477.2159974004291,1646951.6,-9999,425139.3,14.6,-1,-0.5494920751832354,0.946686869311287,0,0.5680121215867722,9,1.4583333333333333,0.25,N2 P1 O6,de-protonated,0,-9999,C24 H35 O6 N2 P1,24,35,6,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1881,477.215747,477.2157351740204,477.2153459517491,1646951.6,-9999,425139.3,14.6,-1,0.8156113891257752,0.8862965775317551,0,0.531777946519053,0,2.4375,0.5,N4 S1 P1 O8,de-protonated,0,-9999,C16 H39 O8 N4 P1 S1,16,39,8,4,1,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1882,477.217078,477.21706617394346,477.2168667802991,2730344.3,-9999,299161.8,25.32,-1,0.4178260624459323,0.968819401156146,0,0.5812916406936876,8,1.56,0.04,N2 S2 P1 O1,de-protonated,0,-9999,C25 H39 O1 N2 P1 S2,25,39,1,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1883,478.145562,478.14555012027586,478.1458694092491,2679149,-9999,219967.1,24.81,-1,-0.6677647840498895,0.9222769244165188,0,0.5533661546499113,10,1.3043478260869563,0.2608695652173913,N1 S1 P1 O6,de-protonated,0,-9999,C23 H30 O6 N1 P1 S1,23,30,6,1,1,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1883,478.145562,478.14555012027586,478.14521796056914,2679149,-9999,219967.1,24.81,-1,0.6946837367366936,0.9161597738343956,0,0.5496958643006373,1,2.2666666666666666,0.5333333333333333,N3 S2 P1 O8,de-protonated,0,-9999,C15 H34 O8 N3 P1 S2,15,34,8,3,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1884,479.049637,479.0496250680192,479.05010004065906,1440871.1,-9999,378931.4,12.56,-1,-0.9914884472324624,0.8366302925552754,0,0.5019781755331653,8,1.1764705882352942,0.8235294117647058,S1 O14,de-protonated,0,-9999,C17 H20 O14 S1,17,20,14,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1884,479.049637,479.0496250680192,479.0495869764091,1440871.1,-9999,378931.4,12.56,-1,0.07951496287171037,0.9988534250357116,0,0.5993120550214269,26,0.4,0.1,N2 S1 O3,de-protonated,0,-9999,C30 H12 O3 N2 S1,30,12,3,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1884,479.049637,479.0496250680192,479.0497199181391,1440871.1,-9999,378931.4,12.56,-1,-0.19799639979164305,0.9929119837103711,0,0.5957471902262227,13,0.8947368421052632,0.5789473684210527,N2 P1 O11,de-protonated,0,-9999,C19 H17 O11 N2 P1,19,17,11,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1885,479.051026,479.0510140679389,479.0512407466891,1888104,-9999,288328.7,16.98,-1,-0.4731826804148686,0.9601875045315064,0,0.5761125027189038,21,0.6071428571428571,0.14285714285714285,S1 P1 O4,de-protonated,0,-9999,C28 H17 O4 P1 S1,28,17,4,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1885,479.051026,479.0510140679389,479.05058929800913,1888104,-9999,288328.7,16.98,-1,0.8866911747586097,0.8670498462713407,0,0.5202299077628044,12,1.05,0.3,N2 S2 P1 O6,de-protonated,0,-9999,C20 H21 O6 N2 P1 S2,20,21,6,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1885,479.051026,479.0510140679389,479.0514374511791,1888104,-9999,288328.7,16.98,-1,-0.883794947811109,0.8678569420292246,0,0.5207141652175348,13,0.8888888888888888,0.5555555555555556,N4 S1 O10,de-protonated,0,-9999,C18 H16 O10 N4 S1,18,16,10,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1886,479.085957,479.0859450659199,479.0859724857591,2695035.8,-9999,489106.3,24.96,-1,-0.05723365074818567,0.4997029034071537,0.7489023467070351,0.5993826807271063,25,0.5161290322580645,0.06451612903225806,N2 S1 O2,de-protonated,0,-9999,C31 H16 O2 N2 S1,31,16,2,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1886,479.085957,479.0859450659199,479.0861054274891,2695035.8,-9999,489106.3,24.96,-1,-0.33472389910293443,0.9798757246932712,0,0.5879254348159627,12,1.05,0.5,N2 P1 O10,de-protonated,0,-9999,C20 H21 O10 N2 P1,20,21,10,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1887,479.08706,479.08704806585615,479.086974807359,3595132.3,-9999,230916.6,33.87,-1,0.15291272970092518,0.4978831496707562,0.8149093904448101,0.6246936459803778,11,1.1904761904761905,0.23809523809523808,N2 S2 P1 O5,de-protonated,0,-9999,C21 H25 O5 N2 P1 S2,21,25,5,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1888,479.12231,479.1222980638187,479.1223579951091,3956624,-9999,382870.4,37.45,-1,-0.1250855641001453,0.49858250388816056,0.7428850341668535,0.5963035159996377,24,0.625,0.03125,N2 S1 O1,de-protonated,0,-9999,C32 H20 O1 N2 S1,32,20,1,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1888,479.12231,479.1222980638187,479.12249093683914,3956624,-9999,382870.4,37.45,-1,-0.4025547205885665,0.4855121357498311,0.8149093904448101,0.6172710376278228,11,1.1904761904761905,0.42857142857142855,N2 P1 O9,de-protonated,0,-9999,C21 H25 O9 N2 P1,21,25,9,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1888,479.12231,479.1222980638187,479.1218394881591,3956624,-9999,382870.4,37.45,-1,0.9571170040648618,0.8468597054508871,0,0.5081158232705322,2,2.230769230769231,0.8461538461538461,N4 S1 P1 O11,de-protonated,0,-9999,C13 H29 O11 N4 P1 S1,13,29,11,4,1,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1889,479.123358,479.1233460637581,479.1228710593591,5278608.5,-9999,271859,50.52,-1,0.9914041420854204,0.4183278349821675,0.8295321147073604,0.5828095468722447,6,1.4736842105263157,0.631578947368421,S1 O12,de-protonated,0,-9999,C19 H28 O12 S1,19,28,12,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1889,479.123358,479.1233460637581,479.1233603167091,5278608.5,-9999,271859,50.52,-1,-0.02974797777748937,0.4999197206472853,0.8077896627745539,0.6230676974981928,10,1.318181818181818,0.18181818181818185,N2 S2 P1 O4,de-protonated,0,-9999,C22 H29 O4 N2 P1 S2,22,29,4,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1890,479.151614,479.1516020621248,479.15186251338906,4637600.5,-9999,206331.2,44.18,-1,-0.5435672583490346,0.973777332399471,0.9203804511516276,0.9524185799003336,6,1.5555555555555556,0.7222222222222222,N2 O13,de-protonated,0,-9999,C18 H28 O13 N2,18,28,13,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1890,479.151614,479.1516020621248,479.1513494491391,4637600.5,-9999,206331.2,44.18,-1,0.5272091709836333,0.4754085430391232,0.7489023467070351,0.584806064506288,24,0.6451612903225806,0.06451612903225806,N4 O2,de-protonated,0,-9999,C31 H20 O2 N4,31,20,2,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1891,479.158825,479.158813061708,479.1592565687091,4686244.5,-9999,306088.2,44.66,-1,-0.9255941422398094,0.4280142803958954,0.8221557383861046,0.5856708635919791,5,1.6,0.55,S1 O11,de-protonated,0,-9999,C20 H32 O11 S1,20,32,11,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1891,479.158825,479.158813061708,479.15887644618914,4686244.5,-9999,306088.2,44.66,-1,-0.1322828068619009,0.4984149559045674,0.8077896627745538,0.622164838652562,10,1.318181818181818,0.3636363636363637,N2 P1 O8,de-protonated,0,-9999,C22 H29 O8 N2 P1,22,29,8,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1892,479.159965,479.1599530616421,479.1603972747391,5685157.5,-9999,269680.9,54.55,-1,-0.9270655495287604,0.42780262310180706,0.7489023467070351,0.5562425125438983,18,0.935483870967742,0.03225806451612903,S1 P1 O1,de-protonated,0,-9999,C31 H29 O1 P1 S1,31,29,1,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1892,479.159965,479.1599530616421,479.1597458260591,5685157.5,-9999,269680.9,54.55,-1,0.43249789823995394,0.9826093658374092,0.9877324512881084,0.9846586000176888,9,1.434782608695652,0.13043478260869565,N2 S2 P1 O3,de-protonated,0,-9999,C23 H33 O3 N2 P1 S2,23,33,3,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1893,479.195119,479.19510705961017,479.1952619555391,3523513,-9999,386584.6,33.16,-1,-0.32324177890063926,0.4906099375357708,0.8007932653391621,0.6146832686571273,9,1.434782608695652,0.30434782608695654,N2 P1 O7,de-protonated,0,-9999,C23 H33 O7 N2 P1,23,33,7,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1894,479.196278,479.1962660595432,479.19613133540906,3543481.8,-9999,255089.9,33.36,-1,0.2811461222322361,0.4928800430923303,0.7939170211058493,0.6132948342977379,8,1.5416666666666667,0.08333333333333333,N2 S2 P1 O2,de-protonated,0,-9999,C24 H37 O2 N2 P1 S2,24,37,2,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1895,479.23161,479.23159805750095,479.23202758740905,1444301.5,-9999,340104.5,12.59,-1,-0.8962879844780162,0.8643620457700162,0,0.5186172274620097,3,1.818181818181818,0.4090909090909091,S1 O9,de-protonated,0,-9999,C22 H40 O9 S1,22,40,9,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1895,479.23161,479.23159805750095,479.2316474648891,1444301.5,-9999,340104.5,12.59,-1,-0.10309708967283784,0.9980732387093278,0,0.5988439432255966,8,1.5416666666666667,0.25,N2 P1 O6,de-protonated,0,-9999,C24 H37 O6 N2 P1,24,37,6,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1896,479.232673,479.2326610574395,479.2325168447591,1460430.1,-9999,326933.3,12.75,-1,0.30092423885928293,0.9837030972262693,0,0.5902218583357615,7,1.64,0.04,N2 S2 P1 O1,de-protonated,0,-9999,C25 H41 O1 N2 P1 S2,25,41,1,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1897,480.155247,480.15523500411354,480.1556462469391,1485270.8,-9999,240994.4,12.99,-1,-0.8564781624301274,0.875375306781806,0,0.5252251840690836,18,0.9333333333333332,0.03333333333333333,N1 S1 P1 O1,de-protonated,0,-9999,C30 H28 O1 N1 P1 S1,30,28,1,1,1,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1897,480.155247,480.15523500411354,480.1552173484591,1485270.8,-9999,240994.4,12.99,-1,0.03677072292937403,0.999754695851755,0.9203804511516276,0.968004997971704,6,1.6470588235294117,0.7647058823529411,13C1 N2 O13,de-protonated,1,1890,C17 H28 O13 N2 13C1,17,28,13,2,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,N/A
1897,480.155247,480.15523500411354,480.1549947982591,1485270.8,-9999,240994.4,12.99,-1,0.5002673241497402,0.9556049436852484,0,0.5733629662111489,9,1.4545454545454546,0.13636363636363635,N3 S2 P1 O3,de-protonated,0,-9999,C22 H32 O3 N3 P1 S2,22,32,3,3,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1898,480.163155,480.1631430036565,480.16310066112914,1524699.3,-9999,291356,13.38,-1,0.08818363449197744,0.9985899858979967,0.9877324512881084,0.9942469720540416,9,1.5,0.13636363636363635,13C1 N2 S2 P1 O3,de-protonated,1,1892,C22 H33 O3 N2 P1 S2 13C1,22,33,3,2,1,2,1,-9999,-9999,-9999,-9999,-9999,N/A
1898,480.163155,480.1631430036565,480.16323700674906,1524699.3,-9999,291356,13.38,-1,-0.1957731981778695,0.9930697158175364,0,0.5958418294905219,9,1.4090909090909092,0.2272727272727273,N3 S2 O5,de-protonated,0,-9999,C22 H31 O5 N3 S2,22,31,5,3,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1901,481.066206,481.066193951459,481.0657501051191,2781916,-9999,244176.2,25.81,-1,0.9226313447230182,0.8568795318403036,0,0.5141277191041822,7,1.2941176470588236,0.8235294117647058,S1 O14,de-protonated,0,-9999,C17 H22 O14 S1,17,22,14,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1901,481.066206,481.066193951459,481.06623936246905,2781916,-9999,244176.2,25.81,-1,-0.09439658475129913,0.9983844688082592,0,0.5990306812849555,11,1.15,0.3,N2 S2 P1 O6,de-protonated,0,-9999,C20 H23 O6 N2 P1 S2,20,23,6,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1902,481.101598,481.10158594941333,481.10162255021913,3052784.3,-9999,373699,28.49,-1,-0.07607707828019207,0.49947518835787097,0.7489023467070351,0.5992460516975366,24,0.5806451612903226,0.06451612903225806,N2 S1 O2,de-protonated,0,-9999,C31 H18 O2 N2 S1,31,18,2,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1902,481.101598,481.10158594941333,481.10175549194906,3052784.3,-9999,373699,28.49,-1,-0.3524047330827045,0.9777180447594364,0,0.5866308268556618,11,1.15,0.5,N2 P1 O10,de-protonated,0,-9999,C20 H23 O10 N2 P1,20,23,10,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1903,481.102564,481.10255194935746,481.1021356144691,5146609,-9999,276444.7,49.21,-1,0.8653773441247281,0.4364724155209385,0.8370420509349343,0.5967002696865369,6,1.4444444444444444,0.7222222222222222,S1 O13,de-protonated,0,-9999,C18 H26 O13 S1,18,26,13,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1903,481.102564,481.10255194935746,481.1026248718191,5146609,-9999,276444.7,49.21,-1,-0.15157361001746722,0.4979199866941064,0.8149093904448103,0.6247157481943879,10,1.2857142857142858,0.23809523809523808,N2 S2 P1 O5,de-protonated,0,-9999,C21 H27 O5 N2 P1 S2,21,27,5,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1904,481.139279,481.1392669472353,481.1396618298491,5626885.5,-9999,254113.1,53.96,-1,-0.8207234720926586,0.4424761740104807,0.7550179348240812,0.567492878335921,18,0.9,0.06666666666666667,S1 P1 O2,de-protonated,0,-9999,C30 H27 O2 P1 S1,30,27,2,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1904,481.139279,481.1392669472353,481.13901038116904,5626885.5,-9999,254113.1,53.96,-1,0.5332472751232351,0.4748565139303647,0.8077896627745539,0.6080297734680404,9,1.4090909090909092,0.18181818181818185,N2 S2 P1 O4,de-protonated,0,-9999,C22 H31 O4 N2 P1 S2,22,31,4,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1905,481.149063,481.1490509466698,481.14890635993913,1477131.3,-9999,283945.5,12.9,-1,0.30050308486700905,0.9837483090393936,0,0.5902489854236362,4,1.75,0.35,S2 P1 O7,de-protonated,0,-9999,C20 H35 O7 P1 S2,20,35,7,-9999,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1905,481.149063,481.1490509466698,481.1493743905891,1477131.3,-9999,283945.5,12.9,-1,-0.6722318193839307,0.9212757668591856,0,0.5527654601155113,10,1.35,0.4,N4 P1 O8,de-protonated,0,-9999,C20 H27 O8 N4 P1,20,27,8,4,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1906,481.161244,481.1612319459657,481.1607911979091,5846034,-9999,411310.3,53.55,-1,0.9160099174655508,0.4293872501497262,0.7739790330151772,0.5672239632959066,13,1.148148148148148,0.14814814814814814,S1 P1 O4,de-protonated,0,-9999,C27 H31 O4 P1 S1,27,31,4,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1906,481.161244,481.1612319459657,481.16163935107903,5846034,-9999,411310.3,53.55,-1,-0.8467115414085183,0.4390107180276497,0.787157861234881,0.5782695753105422,14,1.04,0.32,N2 O8,de-protonated,0,-9999,C25 H26 O8 N2,25,26,8,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1906,481.161244,481.1612319459657,481.1609879023991,5846034,-9999,411310.3,53.55,-1,0.5071973263841251,0.477197562415079,0.8446892076502734,0.6241942205091568,5,1.7647058823529411,0.5882352941176471,N4 S1 O10,de-protonated,0,-9999,C17 H30 O10 N4 S1,17,30,10,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1907,481.165166,481.165153945739,481.16501065439905,6845460.5,-9999,397845.7,62.98,-1,0.29780083085786074,0.991249829208176,0.9932486019874032,0.9920493383198667,9,1.3636363636363635,0.3636363636363637,N2 S1 O8,de-protonated,0,-9999,C22 H30 O8 N2 S1,22,30,8,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1908,481.166266,481.1662539456754,481.16653148294904,30467094,-9999,448654.7,285.96,-1,-0.5768008692894061,0.7739120863071144,0.9705603665148966,0.8525713983902272,17,0.967741935483871,0.03225806451612903,S2 O1,de-protonated,0,-9999,C31 H30 O1 S2,31,30,1,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1908,481.166266,481.1662539456754,481.16666442467914,30467094,-9999,448654.7,285.96,-1,-0.853091109759121,0.9204927232453488,0.924287021303144,0.922010442468467,4,1.75,0.45,S1 P1 O9,de-protonated,0,-9999,C20 H35 O9 P1 S1,20,35,9,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1909,481.167518,481.167505945603,481.1675125778491,72328216,-9999,371751,681.12,-1,-0.01378365311562647,0.49997367932028,0.9640014530156976,0.6855847887984471,5,1.6666666666666667,0.7222222222222222,N2 O13,de-protonated,0,-9999,C18 H30 O13 N2,18,30,13,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1910,481.211023,481.2110109430884,481.2112921425191,2007086.6,-9999,330590,17.31,-1,-0.5843575062878379,0.9399205266627187,0,0.5639523159976312,3,1.8095238095238095,0.47619047619047616,S1 O10,de-protonated,0,-9999,C21 H38 O10 S1,21,38,10,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1910,481.211023,481.2110109430884,481.2109120199991,2007086.6,-9999,330590,17.31,-1,0.2055711681218494,0.992361391893953,0,0.5954168351363718,8,1.5217391304347827,0.30434782608695654,N2 P1 O7,de-protonated,0,-9999,C23 H35 O7 N2 P1,23,35,7,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1911,481.212211,481.21219894301976,481.2117813998691,2228783.3,-9999,285658,19.4,-1,0.8676910391643987,0.8723099323089467,0,0.523385959385368,7,1.625,0.08333333333333333,N2 S2 P1 O2,de-protonated,0,-9999,C24 H39 O2 N2 P1 S2,24,39,2,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1911,481.212211,481.21219894301976,481.2126295530391,2228783.3,-9999,285658,19.4,-1,-0.8948435533586414,0.8647679053255938,0,0.5188607431953562,8,1.5454545454545454,0.2727272727272727,N4 S1 O6,de-protonated,0,-9999,C22 H34 O6 N4 S1,22,34,6,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1912,482.14134,482.14132788931494,482.1416321819891,1484866.5,-9999,463386.8,12.38,-1,-0.6311271499116232,0.9302751195047056,0,0.5581650717028233,10,1.25,0.55,N3 O11,de-protonated,0,-9999,C20 H25 O11 N3,20,25,11,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1913,482.168422,482.16840988774953,482.1683654894691,1558610,-9999,413191.3,13.07,-1,0.09208045070214374,0.9984627140091134,0.9932486019874032,0.9963770692004292,9,1.4285714285714286,0.380952380952381,13C1 N2 S1 O8,de-protonated,1,1907,C21 H30 O8 N2 S1 13C1,21,30,8,2,-9999,1,1,-9999,-9999,-9999,-9999,-9999,N/A
1914,482.169748,482.1697358876729,482.1698863180191,9688659,-9999,411831.3,89.82,-1,-0.31198619089298507,0.7821271847979637,0.9705603665148966,0.8575004574847369,17,1,0.03333333333333333,13C1 S2 O1,de-protonated,1,1908,C30 H30 O1 S2 13C1,30,30,1,-9999,-9999,2,1,-9999,-9999,-9999,-9999,-9999,N/A
1914,482.169748,482.1697358876729,482.1700192597491,9688659,-9999,411831.3,89.82,-1,-0.5877015677471533,0.9414783239448058,0.924287021303144,0.9346018028881412,4,1.8421052631578947,0.47368421052631576,13C1 S1 P1 O9,de-protonated,1,1908,C19 H35 O9 P1 S1 13C1,19,35,9,-9999,1,1,1,-9999,-9999,-9999,-9999,-9999,N/A
1914,482.169748,482.1697358876729,482.1701556053691,9688659,-9999,411831.3,89.82,-1,-0.8704763065108321,0.4357719982419833,0.8295321147073605,0.5932760448281342,4,1.736842105263158,0.5789473684210527,N1 S1 O11,de-protonated,0,-9999,C19 H33 O11 N1 S1,19,33,11,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1914,482.169748,482.1697358876729,482.16977548284905,9688659,-9999,411831.3,89.82,-1,-0.08211874353538248,0.9938708363824492,0.963529108035836,0.981734145043804,9,1.4285714285714286,0.380952380952381,N3 P1 O8,de-protonated,0,-9999,C21 H30 O8 N3 P1,21,30,8,3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
1915,482.17087,482.170857887608,482.1712963113991,14636627,-9999,270140.8,136.52,-1,-0.9092697853132498,0.4303468399788003,0.7550179348240813,0.5602152779169127,17,1,0.03333333333333333,N1 S1 P1 O1,de-protonated,0,-9999,C30 H30 O1 N1 P1 S1,30,30,1,1,1,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
