Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
0,265.14723300000003,265.1472767906634,265.1475239158191,1268615.4,-9999,705881.3,20.1,-1,-0.932028902369533,0.8541739142877302,0,0.512504348572638,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999
1,265.147564,265.1476077905008,265.1475239158191,1329799.4,-9999,572211.2,21.16,-1,0.3163321326481782,0.982006994899982,0,0.5892041969399892,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999
2,281.102856,281.10289195354517,281.1030618452391,943931,-9999,597993.8,14.16,-1,-0.6043751100176084,0.9358710024980356,0,0.5615226014988213,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999
3,283.082058,283.0820929813964,283.0823264003491,1318504.5,-9999,685284.4,20.45,-1,-0.8245620829010087,0.8839388094923388,0,0.5303632856954033,6,1.2307692307692308,0.5384615384615384,O7,de-protonated,0,-9999,C13 H16 O7,13,16,7,-9999,-9999,-9999,-9999
6,285.061351,285.06138500920287,285.06159095545905,873363,-9999,507569.9,12.87,-1,-0.7224623124326707,0.9096389948500704,0,0.5457833969100422,6,1.1666666666666667,0.6666666666666666,O8,de-protonated,0,-9999,C12 H14 O8,12,14,8,-9999,-9999,-9999,-9999
7,285.09783,285.097863991285,285.0979764648091,869910.1,-9999,549947.5,12.81,-1,-0.39450832128829794,0.97215492853515,0,0.58329295712109,5,1.3846153846153846,0.5384615384615384,O7,de-protonated,0,-9999,C13 H18 O7,13,18,7,-9999,-9999,-9999,-9999
8,291.050814,291.05084506728514,291.05102627142907,865162.6,-9999,891631.7,12.56,-1,-0.6225854835467346,0.9320844914269008,0,0.5592506948561405,9,0.8571428571428571,0.5,O7,de-protonated,0,-9999,C14 H12 O7,14,12,7,-9999,-9999,-9999,-9999
8,291.050814,291.05084506728514,291.0508640800991,865162.6,-9999,891631.7,12.56,-1,-0.06532471221709646,0.9992260004423728,0,0.5995356002654237,4,1.8888888888888888,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H17 O1 N4 P1 S2,9,17,1,4,1,2,-9999
10,293.066366,293.06639607728187,293.0666763358891,863122.1,-9999,477911.8,12.53,-1,-0.95629639895412,0.8471010126028687,0,0.5082606075617212,8,1,0.5,O7,de-protonated,0,-9999,C14 H14 O7,14,14,7,-9999,-9999,-9999,-9999
10,293.066366,293.06639607728187,293.06651414455905,863122.1,-9999,477911.8,12.53,-1,-0.4028685349121135,0.9709797396347878,0,0.5825878437808727,3,2.111111111111111,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H19 O1 N4 P1 S2,9,19,1,4,1,2,-9999
