Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,18O,33S,34S
1,157.123314,157.12333695637997,157.12340336695908,906471.3,-9999,913718.4,15.26,-1,-0.4226651007153428,0.96810469318985,0,0.58086281591391,1,2,0.2222222222222222,O2,de-protonated,0,-9999,C9 H18 O2,9,18,2,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
5,171.138915,171.1389360329364,171.13905343141906,948090.1,-9999,855713.9,16.06,-1,-0.6859830079096407,0.9181589126365696,0,0.5508953475819417,1,2,0.2,O2,de-protonated,0,-9999,C10 H20 O2,10,20,2,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
14,199.006763,199.00678020846732,199.0066733356791,17320942,-9999,835971.8,322.98,-1,0.5370311780574052,0.4745077003059932,0.9023989783818296,0.6456642115363278,10,0.5,0.1,N2 P1 O1,de-protonated,0,-9999,C10 H5 O1 N2 P1,10,5,1,2,1,-9999,-9999,N/A,-9999,N/A,-9999
15,199.006986,199.00700320843671,199.0070534581991,20706798,-9999,668496.6,386.51,-1,-0.25250241878215673,0.9855530058159836,0.984297669162959,0.9850508711547736,5,1,0.5,S1 O4,de-protonated,0,-9999,C8 H8 O4 S1,8,8,4,-9999,-9999,1,-9999,N/A,-9999,N/A,-9999
19,199.133886,199.13390319102143,199.13396805098907,868890.1,-9999,891973.7,14.32,-1,-0.32571021530436145,0.980934713129486,0,0.5885608278776916,2,1.818181818181818,0.2727272727272727,O3,de-protonated,0,-9999,C11 H20 O3,11,20,3,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
21,199.170278,199.1702951860272,199.17035356033907,1345341.5,-9999,740257.1,23.19,-1,-0.293087353710116,0.9845343626235368,0,0.590720617574122,1,2,0.16666666666666666,O2,de-protonated,0,-9999,C12 H24 O2,12,24,2,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
22,200.010346,200.01036307073971,200.01040829326908,2088910.9,-9999,714455.4,37.1,-1,-0.2261008802070212,0.9863093356521814,0.984297669162959,0.9855046690564924,5,1.1428571428571428,0.5714285714285714,13C1 S1 O4,de-protonated,1,15,C7 H8 O4 S1 13C1,7,8,4,-9999,-9999,1,1,N/A,-9999,N/A,-9999
25,201.002761,201.00277793454475,201.00284928779908,1052850.9,-9999,608444.9,17.72,-1,-0.3549862829313079,0.9818517310263958,0.984297669162959,0.9828301062810212,5,1,0.5,34S1 O4,de-protonated,1,15,C8 H8 O4 34S1,8,8,4,-9999,-9999,-9999,-9999,N/A,-9999,N/A,1
32,205.159724,205.1597403640602,205.15978887630908,61933184,-9999,623981.3,1149.69,-1,-0.23646080517355025,0.9886562998437108,0.998339427287594,0.992529550821264,4,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,-9999,C14 H22 O1,14,22,1,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
35,206.163073,206.1630892263647,206.1631437113791,9241847,-9999,653758.4,169.36,-1,-0.26428106120992095,0.9874067776747952,0.998339427287594,0.9917798375199146,4,1.6923076923076923,0.07692307692307693,13C1 O1,de-protonated,1,32,C13 H22 O1 13C1,13,22,1,-9999,-9999,-9999,1,N/A,-9999,N/A,-9999
36,209.085242,209.0852578253382,209.0853037804991,1497001,-9999,548964.1,25.69,-1,-0.2197914442318408,0.9912728310087568,0,0.5947636986052541,0,2.25,0.5,S1 O4,de-protonated,0,-9999,C8 H18 O4 S1,8,18,4,-9999,-9999,1,-9999,N/A,-9999,N/A,-9999
37,209.154622,209.1546378158168,209.15470349587903,990770.1,-9999,1224480.7,16.34,-1,-0.31402622642478856,0.9822660277476016,0,0.5893596166485608,3,1.6923076923076923,0.15384615384615383,O2,de-protonated,0,-9999,C13 H22 O2,13,22,2,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
40,211.133909,211.13392454418755,211.13396805098907,3038332.3,-9999,642446,54,-1,-0.206062538962805,0.9923249722220054,0,0.5953949833332033,3,1.6666666666666667,0.25,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
42,213.185969,213.18598426257128,213.18600362479907,1268571.9,-9999,534931.5,21.39,-1,-0.09082316596714798,0.9985043770223204,0,0.5991026262133923,1,2,0.15384615384615383,O2,de-protonated,0,-9999,C13 H26 O2,13,26,2,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
43,215.001703,215.00171801338735,215.00158795524908,4842020,-9999,718250.7,86.93,-1,0.6049171056514866,0.9357597086803368,0,0.561455825208202,10,0.5,0.2,N2 P1 O2,de-protonated,0,-9999,C10 H5 O2 N2 P1,10,5,2,2,1,-9999,-9999,N/A,-9999,N/A,-9999
