Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
7,265.147467,265.14747156876285,265.1475239158191,2080371.5,-9999,664497.5,34.18,-1,-0.1974261552686361,0.9929526089584312,0,0.5957715653750586,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999
9,268.982548,268.9825522190766,268.98250973656906,819198.1,-9999,959705.1,12.16,-1,0.15793780631261453,0.9954841077848868,0,0.597290464670932,3,1.8333333333333333,0.6666666666666666,N2 S2 P1 O4,de-protonated,0,-9999,C6 H11 O4 N2 P1 S2,6,11,4,2,1,2,-9999
14,281.066301,281.06630411726866,281.06651414455905,1035435.4,-9999,620555,15.68,-1,-0.7472512014899009,0.9036455300713132,0,0.5421873180427879,2,2.375,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999
20,293.066384,293.0663860230899,293.0666763358891,1219281.3,-9999,813227,18.42,-1,-0.9906032403694868,0.8368966869359772,0,0.5021380121615863,8,1,0.5,O7,de-protonated,0,-9999,C14 H14 O7,14,14,7,-9999,-9999,-9999,-9999
20,293.066384,293.0663860230899,293.06651414455905,1219281.3,-9999,813227,18.42,-1,-0.4371753953138601,0.9659155267458992,0,0.5795493160475396,3,2.111111111111111,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H19 O1 N4 P1 S2,9,19,1,4,1,2,-9999
21,293.102106,293.10210801983266,293.10203027403907,1198292,-9999,718793.4,18.07,-1,0.2652516378578718,0.9873147004325754,0,0.5923888202595452,3,2.111111111111111,0.5555555555555556,N4 P1 O5,de-protonated,0,-9999,C9 H19 O5 N4 P1,9,19,5,4,1,-9999,-9999
22,293.102794,293.10279601977,293.1030618452391,2255060,-9999,750193.1,35.74,-1,-0.906935149160918,0.861356130680246,0,0.5168136784081475,7,1.2,0.4,O6,de-protonated,0,-9999,C15 H18 O6,15,18,6,-9999,-9999,-9999,-9999
24,293.178932,293.1789340128276,293.17920416725906,896857.9,-9999,790741.2,13.03,-1,-0.9214651913295656,0.8572139560154025,0,0.5143283736092414,0,2.142857142857143,0.2857142857142857,S1 O4,de-protonated,0,-9999,C14 H30 O4 S1,14,30,4,-9999,-9999,1,-9999
24,293.178932,293.1789340128276,293.1788240447391,896857.9,-9999,790741.2,13.03,-1,0.3750887836710476,0.974794786810732,0,0.5848768720864391,5,1.6875,0.0625,N2 P1 O1,de-protonated,0,-9999,C16 H27 O1 N2 P1,16,27,1,2,1,-9999,-9999
25,295.045629,295.0456308426205,295.0457786996691,883306.8,-9999,739884,12.8,-1,-0.5011325674765155,0.9554547181099564,0,0.5732728308659739,3,2.125,0.25,N4 S2 P1 O2,de-protonated,0,-9999,C8 H17 O2 N4 P1 S2,8,17,2,4,1,2,-9999
26,295.081347,295.0813488393636,295.08129482914904,1112429.6,-9999,725130.6,16.64,-1,0.1830350331099797,0.9939395770640848,0,0.5963637462384509,3,2.125,0.75,N4 P1 O6,de-protonated,0,-9999,C8 H17 O6 N4 P1,8,17,6,4,1,-9999,-9999
27,295.082046,295.0820478392999,295.0823264003491,2291053.8,-9999,658248.9,36.34,-1,-0.9440112953685372,0.8506969484935515,0,0.5104181690961309,7,1.1428571428571428,0.5,O7,de-protonated,0,-9999,C14 H16 O7,14,16,7,-9999,-9999,-9999,-9999
27,295.082046,295.0820478392999,295.0821642090191,2291053.8,-9999,658248.9,36.34,-1,-0.39436378510401654,0.9721750415413972,0,0.5833050249248384,2,2.3333333333333335,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H21 O1 N4 P1 S2,9,21,1,4,1,2,-9999
28,295.11769,295.11769183604986,295.11768033849904,918704.4,-9999,438685.8,13.4,-1,0.03895920706015513,0.9997246315094194,0,0.5998347789056516,2,2.3333333333333335,0.5555555555555556,N4 P1 O5,de-protonated,0,-9999,C9 H21 O5 N4 P1,9,21,5,4,1,-9999,-9999
29,295.118416,295.1184178359837,295.1187119096991,2429808.5,-9999,731832.5,38.66,-1,-0.9964590638525724,0.8351315973501812,0,0.5010789584101086,6,1.3333333333333333,0.4,O6,de-protonated,0,-9999,C15 H20 O6,15,20,6,-9999,-9999,-9999,-9999
30,297.061316,297.0613176588282,297.06159095545905,1352457.3,-9999,729487.8,20.5,-1,-0.9199998894443808,0.8576337536410028,0,0.5145802521846017,7,1.0769230769230769,0.6153846153846154,O8,de-protonated,0,-9999,C13 H14 O8,13,14,8,-9999,-9999,-9999,-9999
30,297.061316,297.0613176588282,297.06142876412906,1352457.3,-9999,729487.8,20.5,-1,-0.37401456428734853,0.9749371289391398,0,0.5849622773634838,2,2.375,0.25,N4 S2 P1 O2,de-protonated,0,-9999,C8 H19 O2 N4 P1 S2,8,19,2,4,1,2,-9999
31,297.097066,297.0970676555685,297.0969448936091,1741068.1,-9999,579555.5,26.95,-1,0.41320505482568015,0.9694947092312716,0,0.5816968255387629,2,2.375,0.75,N4 P1 O6,de-protonated,0,-9999,C8 H19 O6 N4 P1,8,19,6,4,1,-9999,-9999
32,297.097696,297.097697655511,297.0979764648091,3132940.3,-9999,652444.7,50.06,-1,-0.9384422654524835,0.85231668977004,0,0.511390013862024,6,1.2857142857142858,0.5,O7,de-protonated,0,-9999,C14 H18 O7,14,18,7,-9999,-9999,-9999,-9999
33,297.134073,297.13407465219416,297.13436197415905,1273359,-9999,667529.8,19.19,-1,-0.966976565690642,0.8439496461506412,0,0.5063697876903847,5,1.4666666666666666,0.4,O6,de-protonated,0,-9999,C15 H22 O6,15,22,6,-9999,-9999,-9999,-9999
35,297.152716,297.15271765049425,297.1529894187691,2489360.5,-9999,689358.1,39.37,-1,-0.9145735850550304,0.8591843089065582,0,0.5155105853439349,4,1.625,0.1875,S1 O3,de-protonated,0,-9999,C16 H26 O3 S1,16,26,3,-9999,-9999,1,-9999
37,299.076993,299.07699447503694,299.0772410199191,1712810.5,-9999,658294,26.48,-1,-0.8243518674460141,0.8839944066158126,0,0.5303966439694876,6,1.2307692307692308,0.6153846153846154,O8,de-protonated,0,-9999,C13 H16 O8,13,16,8,-9999,-9999,-9999,-9999
38,299.113344,299.11334547172237,299.1136265292691,1449645.5,-9999,699113.1,22.11,-1,-0.9396347133240496,0.8519704161742221,0,0.5111822497045332,5,1.4285714285714286,0.5,O7,de-protonated,0,-9999,C14 H20 O7,14,20,7,-9999,-9999,-9999,-9999
39,301.092627,301.09262829124947,301.0928910843791,1004495.4,-9999,712634.8,14.61,-1,-0.8727975233945892,0.8709043131323717,0,0.522542587879423,5,1.3846153846153846,0.6153846153846154,O8,de-protonated,0,-9999,C13 H18 O8,13,18,8,-9999,-9999,-9999,-9999
40,305.066428,305.0664289289146,305.0666763358891,1039778.4,-9999,726062.3,15.18,-1,-0.8109931162146189,0.8875054778264432,0,0.5325032866958659,9,0.9333333333333332,0.4666666666666667,O7,de-protonated,0,-9999,C15 H14 O7,15,14,7,-9999,-9999,-9999,-9999
40,305.066428,305.0664289289146,305.0665141445591,1039778.4,-9999,726062.3,15.18,-1,-0.2793346386850495,0.9859417047186478,0,0.5915650228311887,4,1.9,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H19 O1 N4 P1 S2,10,19,1,4,1,2,-9999
41,305.102831,305.1028319255953,305.1030618452391,1727909.6,-9999,665924.9,26.53,-1,-0.7535802571423651,0.9020893904494792,0,0.5412536342696874,8,1.125,0.375,O6,de-protonated,0,-9999,C16 H18 O6,16,18,6,-9999,-9999,-9999,-9999
42,307.045722,307.0457227484407,307.0459408909991,1014227.6,-9999,712906,14.65,-1,-0.7104557635060966,0.9124830662980784,0,0.547489839778847,9,0.8571428571428571,0.5714285714285714,O8,de-protonated,0,-9999,C14 H12 O8,14,12,8,-9999,-9999,-9999,-9999
42,307.045722,307.0457227484407,307.0457786996691,1014227.6,-9999,712906,14.65,-1,-0.18222438560371448,0.993992979240036,0,0.5963957875440216,4,1.8888888888888888,0.2222222222222222,N4 S2 P1 O2,de-protonated,0,-9999,C9 H17 O2 N4 P1 S2,9,17,2,4,1,2,-9999
43,307.081366,307.0813667451907,307.08129482914904,1500246.8,-9999,707510.3,22.6,-1,0.2341921922461108,0.9900976230750894,0,0.5940585738450537,4,1.8888888888888888,0.6666666666666666,N4 P1 O6,de-protonated,0,-9999,C9 H17 O6 N4 P1,9,17,6,4,1,-9999,-9999
44,307.082122,307.08212274512175,307.0823264003491,2554710.8,-9999,686735.3,39.85,-1,-0.6631942310427775,0.9232954883887036,0,0.5539772930332222,8,1.0666666666666669,0.4666666666666667,O7,de-protonated,0,-9999,C15 H16 O7,15,16,7,-9999,-9999,-9999,-9999
44,307.082122,307.08212274512175,307.0821642090191,2554710.8,-9999,686735.3,39.85,-1,-0.13502541718535807,0.9966973182491548,0,0.5980183909494928,3,2.1,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H21 O1 N4 P1 S2,10,21,1,4,1,2,-9999
45,307.118478,307.11847874180677,307.1187119096991,2203994.3,-9999,692365.2,34.11,-1,-0.7592109606553915,0.9006962032367354,0,0.5404177219420412,7,1.25,0.375,O6,de-protonated,0,-9999,C16 H20 O6,16,20,6,-9999,-9999,-9999,-9999
46,309.061381,309.061381564651,309.06159095545905,1734926.8,-9999,693458.9,26.43,-1,-0.6775051127865825,0.9200867332408322,0,0.5520520399444994,8,1,0.5714285714285714,O8,de-protonated,0,-9999,C14 H14 O8,14,14,8,-9999,-9999,-9999,-9999
46,309.061381,309.061381564651,309.06142876412906,1734926.8,-9999,693458.9,26.43,-1,-0.1527187596188185,0.9957770107463896,0,0.5974662064478338,3,2.111111111111111,0.2222222222222222,N4 S2 P1 O2,de-protonated,0,-9999,C9 H19 O2 N4 P1 S2,9,19,2,4,1,2,-9999
47,309.097054,309.09705456139835,309.0969448936091,2527506,-9999,570223.9,39.4,-1,0.3548006251321206,0.9774174970041356,0,0.5864504982024813,3,2.111111111111111,0.6666666666666666,N4 P1 O6,de-protonated,0,-9999,C9 H19 O6 N4 P1,9,19,6,4,1,-9999,-9999
48,309.097777,309.0977775613324,309.0979764648091,4489234,-9999,599655.1,71.49,-1,-0.6434965345797149,0.9276176135145924,0,0.5565705681087554,7,1.2,0.4666666666666667,O7,de-protonated,0,-9999,C15 H18 O7,15,18,7,-9999,-9999,-9999,-9999
48,309.097777,309.0977775613324,309.09781427347906,4489234,-9999,599655.1,71.49,-1,-0.11877193871057468,0.9974436176187956,0,0.5984661705712774,2,2.3,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H23 O1 N4 P1 S2,10,23,1,4,1,2,-9999
49,309.134157,309.13415755801526,309.13436197415905,1509653.6,-9999,680426.1,22.75,-1,-0.6612533866586271,0.92372623446461,0,0.5542357406787659,6,1.375,0.375,O6,de-protonated,0,-9999,C16 H22 O6,16,22,6,-9999,-9999,-9999,-9999
50,311.076314,311.0763143809276,311.07620944871906,1614033.5,-9999,545872.6,24.45,-1,0.33731994080724537,0.9795655792841104,0,0.5877393475704662,3,2.125,0.875,N4 P1 O7,de-protonated,0,-9999,C8 H17 O7 N4 P1,8,17,7,4,1,-9999,-9999
51,311.077062,311.0770623808594,311.0772410199191,3346641.5,-9999,630427.1,52.79,-1,-0.5742594961685977,0.9419180033750366,0,0.565150802025022,7,1.1428571428571428,0.5714285714285714,O8,de-protonated,0,-9999,C14 H16 O8,14,16,8,-9999,-9999,-9999,-9999
51,311.077062,311.0770623808594,311.0770788285891,3346641.5,-9999,630427.1,52.79,-1,-0.05287348643028109,0.9994928696764434,0,0.59969572180586594,2,2.3333333333333335,0.2222222222222222,N4 S2 P1 O2,de-protonated,0,-9999,C9 H21 O2 N4 P1 S2,9,21,2,4,1,2,-9999
52,311.112713,311.11271337760866,311.1125949580691,1499477.1,-9999,497927.4,22.58,-1,0.3806324188279218,0.9740540597423888,0,0.5844324358454334,2,2.3333333333333335,0.6666666666666666,N4 P1 O6,de-protonated,0,-9999,C9 H21 O6 N4 P1,9,21,6,4,1,-9999,-9999
53,311.113416,311.1134163775445,311.1136265292691,4589781,-9999,676834.5,73.13,-1,-0.6754822246251289,0.9205437751704992,0,0.5523262651022995,6,1.3333333333333333,0.4666666666666667,O7,de-protonated,0,-9999,C15 H20 O7,15,20,7,-9999,-9999,-9999,-9999
53,311.113416,311.1134163775445,311.1134643379391,4589781,-9999,676834.5,73.13,-1,-0.15415724507405162,0.99569725409030585,0,0.5974183524541835,1,2.5,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H25 O1 N4 P1 S2,10,25,1,4,1,2,-9999
54,311.149826,311.1498263742247,311.1500120386191,923864.8,-9999,695284.6,13.17,-1,-0.5967037994868567,0.9374369385025116,0,0.562462163101507,5,1.5,0.375,O6,de-protonated,0,-9999,C16 H24 O6,16,24,6,-9999,-9999,-9999,-9999
56,311.168444,311.16844437252706,311.16863948322913,7447770.5,-9999,656542.3,119.88,-1,-0.6270255974057422,0.9323928784899868,0.9620738947555182,0.9442652849961994,4,1.6470588235294117,0.17647058823529413,S1 O3,de-protonated,0,-9999,C17 H28 O3 S1,17,28,3,-9999,-9999,1,-9999
58,312.171802,312.17180228103996,312.17199431829914,990526.9,-9999,715869.9,14.14,-1,-0.6151649176664823,0.933639171932112,0.9620738947555182,0.9450130610614744,4,1.75,0.1875,13C1 S1 O3,de-protonated,1,56,C16 H28 O3 S1 13C1,16,28,3,-9999,-9999,1,1
58,312.171802,312.17180228103996,312.1717505413991,990526.9,-9999,715869.9,14.14,-1,0.1657409447750066,0.9950279950999484,0,0.5970167970599691,9,1.2777777777777777,0.1111111111111111,N3 O2,de-protonated,0,-9999,C18 H23 O2 N3,18,23,2,3,-9999,-9999,-9999
60,312.972651,312.9726512080178,312.9723389757091,2247056.5,-9999,659663.5,34.54,-1,0.997635477107448,0.8347761936290113,0,0.5008657161774068,4,1.5714285714285714,0.8571428571428571,N2 S2 P1 O6,de-protonated,0,-9999,C7 H11 O6 N2 P1 S2,7,11,6,2,1,2,-9999
61,313.056355,313.05635520038555,313.0565055750291,1592473.1,-9999,697633.6,23.91,-1,-0.4803434552211693,0.9589986369261548,0,0.5753991821556929,7,1.0769230769230769,0.6923076923076923,O9,de-protonated,0,-9999,C13 H14 O9,13,14,9,-9999,-9999,-9999,-9999
61,313.056355,313.05635520038555,313.056343383699,1592473.1,-9999,697633.6,23.91,-1,0.03774619740967911,0.999741509786307,0,0.5998449058717842,2,2.375,0.375,N4 S2 P1 O3,de-protonated,0,-9999,C8 H19 O3 N4 P1 S2,8,19,3,4,1,2,-9999
62,313.091945,313.09194519714043,313.0918595131791,1277340.8,-9999,593275.1,18.8,-1,0.2736703582073743,0.9865022391518952,0,0.5919013434911371,2,2.375,0.875,N4 P1 O7,de-protonated,0,-9999,C8 H19 O7 N4 P1,8,19,7,4,1,-9999,-9999
63,313.09272,313.09272019706975,313.0928910843791,3644829,-9999,664324,57.22,-1,-0.545803862790846,0.947381040779096,0,0.5684286244674577,6,1.2857142857142858,0.5714285714285714,O8,de-protonated,0,-9999,C14 H18 O8,14,18,8,-9999,-9999,-9999,-9999
64,313.129078,313.1290781937546,313.12927659372906,1978272.6,-9999,702381.4,30.17,-1,-0.6336040392756421,0.9297464957816944,0,0.5578478974690168,5,1.4666666666666666,0.4666666666666667,O7,de-protonated,0,-9999,C15 H22 O7,15,22,7,-9999,-9999,-9999,-9999
65,315.071948,315.07194801660194,315.0721556394891,1383277.5,-9999,633724.4,20.51,-1,-0.6589693295452841,0.9242317914141596,0,0.5545390748484956,6,1.2307692307692308,0.6923076923076923,O9,de-protonated,0,-9999,C13 H16 O9,13,16,9,-9999,-9999,-9999,-9999
67,315.108377,315.1083770132803,315.10854114883904,1721969.5,-9999,612595.5,26.01,-1,-0.5208857816092309,0.9519611822109008,0,0.5711767093265405,5,1.4285714285714286,0.5714285714285714,O8,de-protonated,0,-9999,C14 H20 O8,14,20,8,-9999,-9999,-9999,-9999
68,317.102887,317.102886831419,317.1030618452391,927821.7,-9999,708930,13.12,-1,-0.5519146332132869,0.9462286462299798,0,0.5677371877379879,9,1.0588235294117647,0.35294117647058826,O6,de-protonated,0,-9999,C17 H18 O6,17,18,6,-9999,-9999,-9999,-9999
70,318.979614,318.9796136602973,318.9795323564191,3026982.8,-9999,656420.3,46.81,-1,0.2548874455207509,0.9882809221731051,0,0.5929685533038631,7,1,0.7777777777777778,N2 S1 P1 O7,de-protonated,0,-9999,C9 H9 O7 N2 P1 S1,9,9,7,2,1,1,-9999
