Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,34S
4,265.147363,265.1473735208651,265.1475239158191,1162584.4,-9999,483993,18.41,-1,-0.5672123645887761,0.9432938230041508,0,0.5659762938024905,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999
13,279.014458,279.01446338949603,279.01464076207907,859056,-9999,571211,12.87,-1,-0.6357106657718664,0.929295502700868,0,0.5575773016205209,9,0.6666666666666666,0.6666666666666666,O8,de-protonated,0,-9999,C12 H8 O8,12,8,8,-9999,-9999,-9999,-9999,-9999
13,279.014458,279.01446338949603,279.0144785707491,859056,-9999,571211,12.87,-1,-0.05441026976565538,0.999462969507282,0,0.5996777817043691,4,1.8571428571428572,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H13 O2 N4 P1 S2,7,13,2,4,1,2,-9999,-9999
14,279.050597,279.0506023761232,279.0508640800991,984179.2,-9999,531487.4,15.04,-1,-0.9378361064346762,0.8524925969136118,0,0.511495558148167,3,2.125,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H17 O1 N4 P1 S2,8,17,1,4,1,2,-9999,-9999
17,281.066419,281.06642363019,281.0666763358891,1747425,-9999,494680.8,28.25,-1,-0.8990951983047663,0.8635719429773285,0,0.5181431657863971,7,1.0769230769230769,0.5384615384615384,O7,de-protonated,0,-9999,C13 H14 O7,13,14,7,-9999,-9999,-9999,-9999,-9999
17,281.066419,281.06642363019,281.06651414455905,1747425,-9999,494680.8,28.25,-1,-0.3220389640662757,0.9813580719478464,0,0.5888148431687078,2,2.375,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999,-9999
18,281.10279,281.10279461673133,281.1030618452391,3042404,-9999,499256.6,50.68,-1,-0.9506424654798888,0.8487598406640624,0,0.5092559043984374,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999,-9999
19,281.139191,281.1391956032615,281.1394473545891,968295.2,-9999,515760.1,14.76,-1,-0.8954678184261209,0.864592554845251,0,0.5187555329071506,5,1.4666666666666666,0.3333333333333333,O5,de-protonated,0,-9999,C15 H22 O5,15,22,5,-9999,-9999,-9999,-9999,-9999
20,283.045744,283.0457478977621,283.0459408909991,1201287.3,-9999,550453,18.7,-1,-0.6818442135483174,0.9191025385277208,0,0.5514615231166324,7,1,0.6666666666666666,O8,de-protonated,0,-9999,C12 H12 O8,12,12,8,-9999,-9999,-9999,-9999,-9999
20,283.045744,283.0457478977621,283.0457786996691,1201287.3,-9999,550453,18.7,-1,-0.10882305722760292,0.997853508606894,0,0.5987121051641364,2,2.4285714285714284,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H17 O2 N4 P1 S2,7,17,2,4,1,2,-9999,-9999
21,283.082115,283.08211888430344,283.0823264003491,3018506.3,-9999,546313.5,50.01,-1,-0.7330589947915482,0.9070968293943248,0,0.5442580976365949,6,1.2307692307692308,0.5384615384615384,O7,de-protonated,0,-9999,C13 H16 O7,13,16,7,-9999,-9999,-9999,-9999,-9999
22,283.118536,283.1185398708262,283.1187119096991,2189581.3,-9999,501485.9,35.73,-1,-0.6076563138013158,0.9351959147640247,0,0.5611175488584148,5,1.4285714285714286,0.42857142857142855,O6,de-protonated,0,-9999,C14 H20 O6,14,20,6,-9999,-9999,-9999,-9999,-9999
23,285.061412,285.0614151518859,285.06159095545905,1900716.8,-9999,689585.5,30.75,-1,-0.6167213638058985,0.9333144122823214,0,0.5599886473693928,6,1.1666666666666667,0.6666666666666666,O8,de-protonated,0,-9999,C12 H14 O8,12,14,8,-9999,-9999,-9999,-9999,-9999
24,285.097742,285.09774513844235,285.0979764648091,2448815.8,-9999,540882.5,40.19,-1,-0.811392524167478,0.8874011331874095,0,0.5324406799124457,5,1.3846153846153846,0.5384615384615384,O7,de-protonated,0,-9999,C13 H18 O7,13,18,7,-9999,-9999,-9999,-9999,-9999
25,285.125987,285.12599012799063,285.1261197656691,1507378,-9999,645788.6,23.97,-1,-0.45466784514849173,0.963185181254259,0,0.5779111087525554,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999,-9999
26,287.077097,287.0770994060034,287.0772410199191,1185806.9,-9999,499794.5,18.33,-1,-0.49329551576436986,0.9568067817522434,0,0.574084069051346,5,1.3333333333333333,0.6666666666666666,O8,de-protonated,0,-9999,C12 H16 O8,12,16,8,-9999,-9999,-9999,-9999,-9999
27,289.071716,289.0717176679161,289.0717617163191,837612.8,-9999,650860.6,12.36,-1,-0.1523787820298833,0.9957957524475506,0,0.5974774514685304,9,0.9333333333333332,0.4,O6,de-protonated,0,-9999,C15 H14 O6,15,14,6,-9999,-9999,-9999,-9999,-9999
28,291.050831,291.050831935566,291.05102627142907,1207559.5,-9999,561829.3,18.6,-1,-0.6677037547213971,0.9222905636710744,0,0.5533743382026446,9,0.8571428571428571,0.5,O7,de-protonated,0,-9999,C14 H12 O7,14,12,7,-9999,-9999,-9999,-9999,-9999
28,291.050831,291.050831935566,291.0508640800991,1207559.5,-9999,561829.3,18.6,-1,-0.1104430085344172,0.9977891983852276,0,0.5986735190311365,4,1.8888888888888888,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H17 O1 N4 P1 S2,9,17,1,4,1,2,-9999,-9999
29,291.08733,291.08733092205995,291.08741178077906,1571850.3,-9999,464104.4,24.81,-1,-0.27778157296884576,0.9860965060838666,0,0.5916579036503199,8,1.0666666666666669,0.4,O6,de-protonated,0,-9999,C15 H16 O6,15,16,6,-9999,-9999,-9999,-9999,-9999
