Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,34S
6,265.148059,265.14781663572387,265.14790403833905,883955.9,-9999,760535.9,15.31,-1,-0.32963720945162017,0.9804767564619444,0,0.5882860538771666,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,-9999,N/A
11,267.089031,267.0887914754506,267.0887491912991,748667.9,-9999,615039.4,12.66,-1,0.15831498568425356,0.995462561829288,0,0.5972775370975728,11,0.8571428571428571,0.14285714285714285,N4 O2,de-protonated,0,-9999,C14 H12 O2 N4,14,12,2,4,-9999,-9999,-9999,-9999,N/A
13,268.985178,268.98494124959643,268.9848787182891,1529400.9,-9999,549502.7,27.78,-1,0.23247145943459568,0.9902418946925916,0,0.594145136815555,12,0.4615384615384616,0.07692307692307693,N2 S2 O1,de-protonated,0,-9999,C13 H6 O1 N2 S2,13,6,1,2,-9999,2,-9999,-9999,N/A
25,281.104695,281.10447598097875,281.10439925575906,823356.4,-9999,861888.2,13.84,-1,0.27294208090763905,0.986573498832684,0,0.5919440992996103,11,0.9333333333333332,0.13333333333333333,N4 O2,de-protonated,0,-9999,C15 H14 O2 N4,15,14,2,4,-9999,-9999,-9999,-9999,N/A
34,285.099731,285.0995178258908,285.0993138753291,1027399.6,-9999,854094.5,17.64,-1,0.7153667224522685,0.9113244635835592,0,0.5467946781501356,10,1,0.21428571428571427,N4 O3,de-protonated,0,-9999,C14 H14 O3 N4,14,14,3,4,-9999,-9999,-9999,-9999,N/A
54,295.084115,295.08391643348034,295.08366381086904,957364.4,-9999,762456.4,16.06,-1,0.856105038268125,0.8754768096583797,0,0.5252860857950278,12,0.8,0.2,N4 O3,de-protonated,0,-9999,C15 H12 O3 N4,15,12,3,4,-9999,-9999,-9999,-9999,N/A
58,297.099787,297.09959138249644,297.0993138753291,1430747,-9999,646594.5,24.8,-1,0.934055228025988,0.8535880572964837,0,0.5121528343778902,11,0.9333333333333332,0.2,N4 O3,de-protonated,0,-9999,C15 H14 O3 N4,15,14,3,4,-9999,-9999,-9999,-9999,N/A
61,297.155571,297.1553754641109,297.1554913422191,4075487.8,-9999,391746.3,74.27,-1,-0.3899578220163665,0.9727848163724684,0,0.583670889823481,0,2.1666666666666665,0.6666666666666666,O8,de-protonated,0,-9999,C12 H26 O8,12,26,8,-9999,-9999,-9999,-9999,-9999,N/A
68,301.050544,301.0503541626264,301.05063234825906,1005225,-9999,461513.8,16.71,-1,-0.924049321905268,0.8564724971049561,0,0.5138834982629736,15,0.5263157894736842,0.21052631578947367,O4,de-protonated,0,-9999,C19 H10 O4,19,10,4,-9999,-9999,-9999,-9999,-9999,N/A
99,311.080106,311.07993083631334,311.0802322007191,4465858,-9999,414246.2,80.35,-1,-0.9687674578717456,0.843418943635071,0,0.5060513661810425,7,1.3076923076923077,0.38461538461538464,N2 P1 O5,de-protonated,0,-9999,C13 H17 O5 N2 P1,13,17,5,2,1,-9999,-9999,-9999,N/A
102,311.152889,311.152713942798,311.1530032194191,1668553.4,-9999,494462.8,28.8,-1,-0.929692524473934,0.8548483325347492,0,0.5129089995208496,5,1.6666666666666667,0.2,N2 P1 O3,de-protonated,0,-9999,C15 H25 O3 N2 P1,15,25,3,2,1,-9999,-9999,-9999,N/A
103,311.168812,311.1686369660941,311.16863948322913,992330.9,-9999,620717.4,16.33,-1,-0.00808929540129775,0.9999881266672208,0,0.5999928760003325,4,1.6470588235294117,0.17647058823529413,S1 O3,de-protonated,0,-9999,C17 H28 O3 S1,17,28,3,-9999,-9999,1,-9999,-9999,N/A
104,311.171484,311.17130897000334,311.17114140667906,12411595,-9999,444068.4,226.8,-1,0.5384924949180582,0.9558986356174082,0.9602213948229468,0.9576277392996236,0,2.1538461538461537,0.6153846153846154,O8,de-protonated,0,-9999,C13 H28 O8,13,28,8,-9999,-9999,-9999,-9999,-9999,N/A
105,312.111793,312.1116193457164,312.11186668226907,814505.1,-9999,556678.6,12.95,-1,-0.7924612264517674,0.8923036133180713,0,0.5353821679908427,6,1.5384615384615383,0.3076923076923077,N3 P1 O4,de-protonated,0,-9999,C13 H20 O4 N3 P1,13,20,4,3,1,-9999,-9999,-9999,N/A
107,312.174812,312.174638437916,312.17449624174907,2417967.5,-9999,439484.1,42.28,-1,0.4555021906566432,0.9630524717075432,0.9602213948229468,0.9619200409537044,0,2.3333333333333335,0.6666666666666666,13C1 O8,de-protonated,1,104,C12 H28 O8 13C1,12,28,8,-9999,-9999,-9999,1,-9999,N/A
108,312.972908,312.9727356055653,312.9729904243891,1197184.5,-9999,465892.8,19.95,-1,-0.8141879063098968,0.8866697509222521,0,0.5320018505533513,13,0.4666666666666667,0.26666666666666666,S1 P1 O4,de-protonated,0,-9999,C15 H7 O4 P1 S1,15,7,4,-9999,1,1,-9999,-9999,N/A
109,312.974837,312.97466460838746,312.9747079574291,6066048.5,-9999,588205.6,109,-1,-0.13850653268892457,0.4982625644874121,0.8684926696514785,0.6463546065530387,13,0.42857142857142855,0.21428571428571427,N2 S2 O3,de-protonated,0,-9999,C14 H6 O3 N2 S2,14,6,3,2,-9999,2,-9999,-9999,N/A
110,312.975717,312.9755446096749,312.97549234783907,16742273,-9999,441813.7,304.26,-1,0.1669837962107744,0.4974766684814506,0.89367660343270094,0.6559566424619507,9,0.6363636363636364,0.8181818181818182,P1 O9,de-protonated,0,-9999,C11 H7 O9 P1,11,7,9,-9999,1,-9999,-9999,-9999,N/A
112,313.059408,313.05923573211857,313.0594967558291,1816969.3,-9999,459959.3,31.29,-1,-0.833783077194493,0.8814895976802057,0,0.5288937586081234,7,1.25,0.5,N2 P1 O6,de-protonated,0,-9999,C12 H15 O6 N2 P1,12,15,6,2,1,-9999,-9999,-9999,N/A
115,313.132147,313.13197483853884,313.1322677745291,3366288.8,-9999,472706.2,59.62,-1,-0.9355024071956044,0.853169112576989,0,0.5119014675461934,5,1.6428571428571428,0.2857142857142857,N2 P1 O4,de-protonated,0,-9999,C14 H23 O4 N2 P1,14,23,4,2,1,-9999,-9999,-9999,N/A
121,315.090377,315.0902077035148,315.09040296157906,945373.1,-9999,554404.3,15.34,-1,-0.6196890239026612,0.932693237182233,0,0.5596159423093398,10,1.0625,0.1875,N2 P1 O3,de-protonated,0,-9999,C16 H17 O3 N2 P1,16,17,3,2,1,-9999,-9999,-9999,N/A
122,315.093646,315.0934767082975,315.0937742648991,966301.4,-9999,379969.2,15.72,-1,-0.9443430048371902,0.850600266549734,0,0.5103601599298404,5,1.6153846153846154,0.2307692307692308,N2 S1 P1 O3,de-protonated,0,-9999,C13 H21 O3 N2 P1 S1,13,21,3,2,1,1,-9999,-9999,N/A
124,315.111516,315.1113467344421,315.1115323296391,2147551.3,-9999,338871.8,37.33,-1,-0.5889825599058622,0.938995462551506,0,0.5633972775309036,5,1.6153846153846154,0.38461538461538464,N2 P1 O5,de-protonated,0,-9999,C13 H21 O5 N2 P1,13,21,5,2,1,-9999,-9999,-9999,N/A
125,315.147831,315.14766178757253,315.1479178389891,872291.2,-9999,388869.2,14,-1,-0.8124801150912889,0.8871168037920271,0,0.5322700822752162,4,1.7857142857142858,0.2857142857142857,N2 P1 O4,de-protonated,0,-9999,C14 H25 O4 N2 P1,14,25,4,2,1,-9999,-9999,-9999,N/A
126,317.069545,317.069378599124,317.0696675166891,945971.4,-9999,425535,15.35,-1,-0.9112116191298436,0.8601417785889263,0,0.5160850671533558,10,1,0.26666666666666666,N2 P1 O4,de-protonated,0,-9999,C15 H15 O4 N2 P1,15,15,4,2,1,-9999,-9999,-9999,N/A
