Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,33S,34S
53,261.13576,261.13592236289594,261.13569938467907,1902430.4,-9999,716860.7,31.07,-1,0.853878720503366,0.8760817709948048,0,0.5256490625968828,7,1.3846153846153846,0.15384615384615383,N4 O2,de-protonated,0,-9999,C13 H18 O2 N4,13,18,2,4,-9999,-9999,-9999,-9999,N/A
75,268.089085,268.0892378285104,268.08902323709907,821956.4,-9999,717849.4,12.19,-1,0.8004483315232332,0.8902460850879498,0,0.5341476510527698,1,2.5,0.375,N3 S1 P1 O3,de-protonated,0,-9999,C8 H20 O3 N3 P1 S1,8,20,3,3,1,1,-9999,-9999,N/A
123,282.068526,282.0686596599284,282.0689392408891,913362.4,-9999,784751.3,13.32,-1,-0.9911795373361844,0.8367232733729653,0,0.5020339640237791,11,0.875,0.125,N1 P1 O2,de-protonated,0,-9999,C16 H14 O2 N1 P1,16,14,2,1,1,-9999,-9999,-9999,N/A
144,285.124096,285.1242254701368,285.12446599538913,1238290.3,-9999,836166.2,18.75,-1,-0.8435798431723783,0.8788651767931006,0,0.5273191060758603,9,1.125,0.1875,N2 O3,de-protonated,0,-9999,C16 H18 O3 N2,16,18,3,2,-9999,-9999,-9999,-9999,N/A
145,285.124609,285.1247384694334,285.12446599538913,3253522.3,-9999,666795,52.44,-1,0.955631931881628,0.8472963044705432,0,0.5083777826823259,9,1.125,0.1875,N2 O3,de-protonated,0,-9999,C16 H18 O3 N2,16,18,3,2,-9999,-9999,-9999,-9999,N/A
151,286.099832,286.0999601322095,286.1002393698091,1273975.9,-9999,713502.2,19.34,-1,-0.9760131631792912,0.8412652031585002,0,0.5047591218951001,9,1.125,0.125,N1 P1 O2,de-protonated,0,-9999,C16 H18 O2 N1 P1,16,18,2,1,1,-9999,-9999,-9999,N/A
153,287.054591,287.05471782304585,287.0546120500091,856923.3,-9999,717890.5,12.26,-1,0.36847705039557616,0.9756647392258098,0,0.5853988435354859,0,2.3333333333333335,0.4444444444444444,S2 P1 O4,de-protonated,0,-9999,C9 H21 O4 P1 S2,9,21,4,-9999,1,2,-9999,-9999,N/A
159,288.079094,288.07921941824935,288.0795039249191,926149.9,-9999,655973.3,13.41,-1,-0.9875977494649282,0.8378000155942319,0,0.5026800093565391,9,1.0666666666666669,0.2,N1 P1 O3,de-protonated,0,-9999,C15 H16 O3 N1 P1,15,16,3,1,1,-9999,-9999,-9999,N/A
160,288.985814,288.9859381749567,288.98594134671913,1366948.3,-9999,732794.8,20.72,-1,-0.01097549046509977,0.9999781426777355,0,0.5999868856066414,11,0.5454545454545454,0.18181818181818185,N4 S2 O2,de-protonated,0,-9999,C11 H6 O2 N4 S2,11,6,2,4,-9999,2,-9999,-9999,N/A
165,289.10671,289.10683400918435,289.10711565446906,1122992.8,-9999,668101.1,16.67,-1,-0.9741900819834506,0.8418080942730725,0,0.5050848565638435,4,1.9,0.4,N4 P1 O4,de-protonated,0,-9999,C10 H19 O4 N4 P1,10,19,4,4,1,-9999,-9999,-9999,N/A
167,291.049595,291.04971634510423,291.0499947002291,2415995.5,-9999,653952.7,37.78,-1,-0.9563825113596852,0.8470756968801442,0,0.5082454181280864,5,1.625,0.75,N4 P1 O6,de-protonated,0,-9999,C8 H13 O6 N4 P1,8,13,6,4,1,-9999,-9999,-9999,N/A
169,291.085986,291.08610729520495,291.0863802095791,2872191.3,-9999,698045.4,45.28,-1,-0.9375717748791254,0.8525692816140586,0,0.5115415689684352,4,1.8888888888888888,0.5555555555555556,N4 P1 O5,de-protonated,0,-9999,C9 H17 O5 N4 P1,9,17,5,4,1,-9999,-9999,-9999,N/A
170,291.122378,291.12249924530437,291.1227657189291,2242179,-9999,676719.9,34.93,-1,-0.91533076797243,0.8589683282927866,0,0.515380996975672,3,2.1,0.4,N4 P1 O4,de-protonated,0,-9999,C10 H21 O4 N4 P1,10,21,4,4,1,-9999,-9999,-9999,N/A
174,293.065282,293.0654005811982,293.0656447646891,3895886.8,-9999,697409.6,62.11,-1,-0.8332040799338388,0.8816439871986291,0,0.5289863923191774,4,1.875,0.75,N4 P1 O6,de-protonated,0,-9999,C8 H15 O6 N4 P1,8,15,6,4,1,-9999,-9999,-9999,N/A
177,293.101662,293.101780531314,293.10203027403907,6477906.5,-9999,655934,104.56,-1,-0.8520675372163364,0.876573072354499,0,0.5259438434126994,3,2.111111111111111,0.5555555555555556,N4 P1 O5,de-protonated,0,-9999,C9 H19 O5 N4 P1,9,19,5,4,1,-9999,-9999,-9999,N/A
179,293.138054,293.1381724814134,293.13841578338906,3063894.5,-9999,699517,48.43,-1,-0.8299900749003969,0.8824995407865173,0,0.5294997244719103,2,2.3,0.4,N4 P1 O4,de-protonated,0,-9999,C10 H23 O4 N4 P1,10,23,4,4,1,-9999,-9999,-9999,N/A
181,293.174436,293.1745544315264,293.17480129273906,8714330,-9999,655139.9,141.32,-1,-0.8420273896543039,0.8791153398936284,0.9380747060439992,0.9026990863537768,1,2.4545454545454546,0.2727272727272727,N4 P1 O3,de-protonated,0,-9999,C11 H27 O3 N4 P1,11,27,3,4,1,-9999,-9999,-9999,N/A
185,294.105014,294.1051311555197,294.1053247502391,1190844.4,-9999,758264.7,17.64,-1,-0.6582496239060438,0.9243907869612108,0,0.5546344721767266,11,1,0.05555555555555555,N1 P1 O1,de-protonated,0,-9999,C18 H18 O1 N1 P1,18,18,1,1,1,-9999,-9999,-9999,N/A
186,294.177791,294.17790805572804,294.1781561278091,1762756,-9999,723577.4,27.04,-1,-0.8432715885526555,0.8789481013197257,0.9380747060439992,0.9025987432094352,1,2.7,0.3,13C1 N4 P1 O3,de-protonated,1,181,C10 H27 O3 N4 P1 13C1,10,27,3,4,1,-9999,1,-9999,N/A
190,295.080949,295.08106481731954,295.08129482914904,7565604,-9999,666184.1,122.43,-1,-0.77948630947374975,0.8956119750046421,0,0.5373671850027852,3,2.125,0.75,N4 P1 O6,de-protonated,0,-9999,C8 H17 O6 N4 P1,8,17,6,4,1,-9999,-9999,-9999,N/A
193,295.117329,295.11744476743536,295.11768033849904,11089192,-9999,656466.4,180.36,-1,-0.7982275525249389,0.8897656088751289,0.9361065646255976,0.9083019911753164,2,2.3333333333333335,0.5555555555555556,N4 P1 O5,de-protonated,0,-9999,C9 H21 O5 N4 P1,9,21,5,4,1,-9999,-9999,-9999,N/A
195,295.153735,295.1538507175155,295.1540658478491,2406187.5,-9999,705638.8,37.62,-1,-0.7288747080419085,0.9081042194030224,0,0.5448625316418134,1,2.5,0.4,N4 P1 O4,de-protonated,0,-9999,C10 H25 O4 N4 P1,10,25,4,4,1,-9999,-9999,-9999,N/A
197,296.084332,296.0844464414828,296.0845893053491,1286030.8,-9999,770515.8,19.03,-1,-0.4825103077355168,0.9586356597646338,0,0.5751813958587803,11,0.9411764705882352,0.1176470588235294,N1 P1 O2,de-protonated,0,-9999,C17 H16 O2 N1 P1,17,16,2,1,1,-9999,-9999,-9999,N/A
199,296.120682,296.1207963916397,296.1209748146991,1996946.6,-9999,631496.9,30.62,-1,-0.6025343509650257,0.93624833915162,0,0.561749003490972,10,1.1111111111111112,0.05555555555555555,N1 P1 O1,de-protonated,0,-9999,C18 H20 O1 N1 P1,18,20,1,1,1,-9999,-9999,-9999,N/A
199,296.120682,296.1207963916397,296.12103517356906,1996946.6,-9999,631496.9,30.62,-1,-0.8063659820734719,0.8887114528603396,0.9361065646255976,0.9076694975664428,2,2.625,0.625,13C1 N4 P1 O5,de-protonated,1,193,C8 H21 O5 N4 P1 13C1,8,21,5,4,1,-9999,1,-9999,N/A
204,297.096644,297.09675705340254,297.0969448936091,12670459,-9999,654500.8,204.56,-1,-0.6322522320217886,0.9398463917816248,0.9483716392394403,0.9432564907647508,2,2.375,0.75,N4 P1 O6,de-protonated,0,-9999,C8 H19 O6 N4 P1,8,19,6,4,1,-9999,-9999,-9999,N/A
205,297.097659,297.0977720520108,297.0979764648091,907003.4,-9999,686205,12.85,-1,-0.6880316074774928,0.9176900893122903,0,0.5506140535873741,6,1.2857142857142858,0.5,O7,de-protonated,0,-9999,C14 H18 O7,14,18,7,-9999,-9999,-9999,-9999,-9999,N/A
211,298.063657,298.0637687274362,298.0638538604591,1016547.8,-9999,562062.4,14.64,-1,-0.28562008385988313,0.9853066445912928,0,0.5911839867547757,11,0.875,0.1875,N1 P1 O3,de-protonated,0,-9999,C16 H14 O3 N1 P1,16,14,3,1,1,-9999,-9999,-9999,N/A
213,298.099488,298.0995996783048,298.09958792112906,938855.6,-9999,783608.4,13.37,-1,0.03944042936595151,0.9997177877846936,0,0.5998306726708161,1,2.4444444444444446,0.4444444444444444,N3 S1 P1 O4,de-protonated,0,-9999,C9 H22 O4 N3 P1 S1,9,22,4,3,1,1,-9999,-9999,N/A
214,298.100029,298.100140677563,298.1002393698091,1914471.6,-9999,708917.4,29.27,-1,-0.33107067050738576,0.980308276133818,0,0.5881849656802909,10,1.0588235294117647,0.1176470588235294,N1 P1 O2,de-protonated,0,-9999,C17 H18 O2 N1 P1,17,18,2,1,1,-9999,-9999,-9999,N/A
214,298.100029,298.100140677563,298.1002997286791,1914471.6,-9999,708917.4,29.27,-1,-0.533548997584305,0.9496575623938872,0.9483716392394403,0.9491431931321084,2,2.7142857142857144,0.8571428571428571,13C1 N4 P1 O6,de-protonated,1,204,C7 H19 O6 N4 P1 13C1,7,19,6,4,1,-9999,1,-9999,N/A
215,298.136412,298.1365236276747,298.13662487915906,1900907.6,-9999,676014.8,29.05,-1,-0.33961437778199755,0.9792895540330632,0,0.5875737324198379,9,1.2222222222222223,0.05555555555555555,N1 P1 O1,de-protonated,0,-9999,C18 H22 O1 N1 P1,18,22,1,1,1,-9999,-9999,-9999,N/A
225,300.078729,300.07883796437346,300.0788524762391,863295.9,-9999,895457.2,12.14,-1,-0.04836017436558067,0.9995757348102572,0,0.5997454408861543,1,2.5,0.625,N3 S1 P1 O5,de-protonated,0,-9999,C8 H20 O5 N3 P1 S1,8,20,5,3,1,1,-9999,-9999,N/A
226,300.079281,300.0793899636165,300.0795039249191,1673280,-9999,719807,25.34,-1,-0.37977036451301105,0.9741699217487706,0,0.5845019530492623,10,1,0.1875,N1 P1 O3,de-protonated,0,-9999,C16 H16 O3 N1 P1,16,16,3,1,1,-9999,-9999,-9999,N/A
228,300.115702,300.1158109136761,300.1158894342691,1752388,-9999,719110.5,26.63,-1,-0.26163424111519923,0.987656205563379,0,0.5925937233380274,9,1.1764705882352942,0.1176470588235294,N1 P1 O2,de-protonated,0,-9999,C17 H20 O2 N1 P1,17,20,2,1,1,-9999,-9999,-9999,N/A
232,301.070488,301.07059560447544,301.07073014511906,929709.7,-9999,713623.3,13.1,-1,-0.44687387428711656,0.9644139923147628,0,0.5786483953888576,6,1.5,0.5,N4 P1 O5,de-protonated,0,-9999,C10 H15 O5 N4 P1,10,15,5,4,1,-9999,-9999,-9999,N/A
238,302.094959,302.09506519972285,302.09515398937907,1384992.3,-9999,654140.7,20.45,-1,-0.2939128782606537,0.9844477993084236,0,0.5906686795850541,9,1.125,0.1875,N1 P1 O3,de-protonated,0,-9999,C16 H18 O3 N1 P1,16,18,3,1,1,-9999,-9999,-9999,N/A
240,303.001682,303.00178695642603,303.00159141117905,2652806.8,-9999,680055.5,40.93,-1,0.6453604618734536,0.9272133524971606,0,0.5563280114982964,11,0.6666666666666666,0.16666666666666666,N4 S2 O2,de-protonated,0,-9999,C12 H8 O2 N4 S2,12,8,2,4,-9999,2,-9999,-9999,N/A
241,303.034491,303.03459591143843,303.0346056172091,901258.4,-9999,733312.2,12.64,-1,-0.03202858838980507,0.9998138817302248,0,0.5998883290381348,15,0.5,0.0625,N4 S1 O1,de-protonated,0,-9999,C16 H8 O1 N4 S1,16,8,1,4,-9999,1,-9999,-9999,N/A
242,303.049766,303.0498708904933,303.0499947002291,1353868.1,-9999,591813.3,19.95,-1,-0.4085455797655198,0.9701685033003146,0,0.5821011019801887,6,1.4444444444444444,0.6666666666666666,N4 P1 O6,de-protonated,0,-9999,C9 H13 O6 N4 P1,9,13,6,4,1,-9999,-9999,-9999,N/A
243,303.062868,303.0629728725279,303.0631290405891,883213.6,-9999,789554.7,12.34,-1,-0.5152987818223412,0.9529616819047132,0,0.5717770091428278,9,1.0666666666666669,0.06666666666666667,N2 S2 O1,de-protonated,0,-9999,C15 H16 O1 N2 S2,15,16,1,2,-9999,2,-9999,-9999,N/A
