Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,34S
0,265.155593,265.1556838192005,265.1557661243091,2511131.5,-9999,509279.4,41.95,-1,-0.3104028617173853,0.9826693640172436,0,0.5896016184103461,5,1.5714285714285714,0.21428571428571427,N2 O3,de-protonated,0,-9999,C14 H22 O3 N2,14,22,3,2,-9999,-9999,-9999,N/A,N/A
4,277.043281,277.04337095770506,277.0434562241291,954249.2,-9999,467587.7,14.52,-1,-0.3077727415007562,0.982959307110927,0,0.5897755842665562,4,1.75,0.375,N4 S2 O3,de-protonated,0,-9999,C8 H14 O3 N4 S2,8,14,3,4,-9999,2,-9999,N/A,N/A
5,279.022541,279.022630814269,279.0227207792391,887369.6,-9999,717921,13.29,-1,-0.32242883239577463,0.9813133325014776,0,0.5887879995008864,4,1.7142857142857142,0.5714285714285714,N4 S2 O4,de-protonated,0,-9999,C7 H12 O4 N4 S2,7,12,4,4,-9999,2,-9999,N/A,N/A
7,279.058933,279.05902281163173,279.0591062885891,1005517.1,-9999,490798,15.32,-1,-0.2991371915908083,0.9838945192361804,0,0.5903367115417083,3,2,0.375,N4 S2 O3,de-protonated,0,-9999,C8 H16 O3 N4 S2,8,16,3,4,-9999,2,-9999,N/A,N/A
8,279.095365,279.0954548089915,279.0954917979391,836304.6,-9999,539262.8,12.41,-1,-0.1325315121292508,0.9968179994235484,0,0.5980907996541289,2,2.2222222222222223,0.2222222222222222,N4 S2 O2,de-protonated,0,-9999,C9 H20 O2 N4 S2,9,20,2,4,-9999,2,-9999,N/A,N/A
9,281.038273,281.0383626681898,281.03837084369906,1106953.9,-9999,452666.4,17.06,-1,-0.02909036670183401,0.9998464609400832,0,0.5999078765640499,3,2,0.5714285714285714,N4 S2 O4,de-protonated,0,-9999,C7 H14 O4 N4 S2,7,14,4,4,-9999,2,-9999,N/A,N/A
10,281.074538,281.0746276655617,281.07475635304905,1423117.3,-9999,436168.6,22.51,-1,-0.4578407859065742,0.9626793001118844,0,0.5776075800671306,2,2.25,0.375,N4 S2 O3,de-protonated,0,-9999,C8 H18 O3 N4 S2,8,18,3,4,-9999,2,-9999,N/A,N/A
11,281.110995,281.11108466291967,281.11114186239905,1281552.8,-9999,567668.9,20.07,-1,-0.20347638662387368,0.9925156933342366,0,0.595509416000542,1,2.4444444444444446,0.2222222222222222,N4 S2 O2,de-protonated,0,-9999,C9 H22 O2 N4 S2,9,22,2,4,-9999,2,-9999,N/A,N/A
13,283.053875,283.05396452212005,283.0540209081591,1678791.1,-9999,651254.8,26.75,-1,-0.19920592844235177,0.9928254324100406,0,0.5956952594460243,2,2.2857142857142856,0.5714285714285714,N4 S2 O4,de-protonated,0,-9999,C7 H16 O4 N4 S2,7,16,4,4,-9999,2,-9999,N/A,N/A
14,283.090255,283.0903445194836,283.0904064175091,1889994.5,-9999,599372.2,30.37,-1,-0.21865108839903263,0.9913627641571086,0,0.5948176584942652,1,2.5,0.375,N4 S2 O3,de-protonated,0,-9999,C8 H20 O3 N4 S2,8,20,3,4,-9999,2,-9999,N/A,N/A
20,285.134084,285.1341733713682,285.13436197415905,2501512,-9999,498314.3,40.83,-1,-0.6614523396508201,0.9236821281829396,0,0.5542092769097637,4,1.5714285714285714,0.42857142857142855,O6,de-protonated,0,-9999,C14 H22 O6,14,22,6,-9999,-9999,-9999,-9999,N/A,N/A
24,289.043373,289.0434620880638,289.0434562241291,1020781.9,-9999,703830.6,15.39,-1,0.02028738088567973,0.999925322533166,0,0.5999551935198997,5,1.5555555555555556,0.3333333333333333,N4 S2 O3,de-protonated,0,-9999,C9 H14 O3 N4 S2,9,14,3,4,-9999,2,-9999,N/A,N/A
25,291.022694,291.0227829446233,291.0227207792391,1077026.1,-9999,547805.7,16.24,-1,0.21361007164462947,0.9917548098126784,0,0.595052885887607,5,1.5,0.5,N4 S2 O4,de-protonated,0,-9999,C8 H12 O4 N4 S2,8,12,4,4,-9999,2,-9999,N/A,N/A
26,291.059046,291.05913494198893,291.0591062885891,1199269.4,-9999,465427,18.31,-1,0.09844529593074718,0.9982430396237252,0,0.5989458237742351,4,1.7777777777777777,0.3333333333333333,N4 S2 O3,de-protonated,0,-9999,C9 H16 O3 N4 S2,9,16,3,4,-9999,2,-9999,N/A,N/A
27,291.095316,291.09540493936044,291.0954917979391,1046312.7,-9999,570078.4,15.72,-1,-0.29838517286605853,0.983974742974168,0,0.5903848457845008,3,2,0.2,N4 S2 O2,de-protonated,0,-9999,C10 H20 O2 N4 S2,10,20,2,4,-9999,2,-9999,N/A,N/A
