Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,34S
39,246.051662,246.05176009194616,246.0518929836991,1352390.4,-9999,654821.3,22.16,-1,-0.5400964461502776,0.9484470286660744,0.9854932693352744,0.9632655249337544,9,1,0.18181818181818185,13C1 N2 P1 O2,de-protonated,1,33,C11 H11 O2 N2 P1 13C1,11,11,2,2,1,-9999,1,-9999,-9999,-9999
40,246.052194,246.0522920916612,246.05227310621908,8845766,-9999,573711.9,156.04,-1,0.07716019805632846,0.9816513287332402,0.9929109194360888,0.9861551650143796,4,1.5555555555555556,0.5555555555555556,13C1 S1 O5,de-protonated,1,34,C9 H14 O5 S1 13C1,9,14,5,-9999,-9999,1,1,-9999,-9999,-9999
41,247.044627,247.04472456012527,247.04471410074908,3637856.3,-9999,562432.4,62.75,-1,0.04233798823421921,0.9818399567854952,0.9929109194360888,0.9862683418457326,4,1.4,0.5,34S1 O5,de-protonated,1,34,C10 H14 O5 34S1,10,14,5,-9999,-9999,-9999,-9999,-9999,-9999,1
42,247.053223,247.05332055552137,247.0531632644391,1054113.6,-9999,711103.5,16.76,-1,0.6366689671004483,0.9641937364583446,0.9929109194360888,0.9756806096494424,4,1.4,0.4,S1 O4 18O1,de-protonated,1,34,C10 H14 O4 S1 18O1,10,14,4,-9999,-9999,1,-9999,-9999,1,-9999
43,249.149581,249.14967743273564,249.14961811544907,3393954,-9999,606297.1,58.4,-1,0.23807897848399573,0.9897679058663892,0,0.5938607435198334,5,1.4666666666666666,0.2,O3,de-protonated,0,-9999,C15 H22 O3,15,22,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999
45,253.144486,253.14458029310953,253.14453273501908,4165872.3,-9999,646261.2,71.85,-1,0.18786931690650585,0.9936162535915488,0,0.5961697521549293,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47,255.232908,255.23300117457427,255.2329538181791,8637208,-9999,503965.1,150.5,-1,0.18554185284016875,0.9964880527770408,0.9797907742383892,0.9898091413615802,1,2,0.125,O2,de-protonated,0,-9999,C16 H32 O2,16,32,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
48,256.236233,256.2363256372047,256.23630865324907,1740706.8,-9999,652117,28.73,-1,0.06628239263652541,0.9992031490571396,0.9797907742383892,0.9914381991296392,1,2.1333333333333333,0.13333333333333333,13C1 O2,de-protonated,1,47,C15 H32 O2 13C1,15,32,2,-9999,-9999,-9999,1,-9999,-9999,-9999
51,261.043784,261.04387406233457,261.0438328907191,2681112,-9999,712042.3,44.88,-1,0.15771916543111508,0.9954965740866168,0,0.59729794445197,4,1.4,0.6,S1 O6,de-protonated,0,-9999,C10 H14 O6 S1,10,14,6,-9999,-9999,1,-9999,-9999,-9999,-9999
54,265.140336,265.1404238682674,265.14050998301906,1363266.5,-9999,432416.4,21.72,-1,-0.32478911519180337,0.9810413656759994,0,0.5886248194055996,1,2.2,0.6,N2 O6,de-protonated,0,-9999,C10 H22 O6 N2,10,22,6,2,-9999,-9999,-9999,-9999,-9999,-9999
60,265.147223,265.14731086457886,265.1475239158191,20589572,-9999,432358.8,356.19,-1,-0.8035196296641086,0.44472534080915777,0.8684926696514785,0.614232272346086,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999,-9999,-9999
61,265.147873,265.14796086423075,265.14790403833905,83476480,-9999,618107.3,1450.2,-1,0.21431771037487185,0.996647877837118,0.98938661313491,0.9937433719562347,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,-9999,-9999,-9999
63,266.151186,266.15127332686757,266.15125887340906,10065014,-9999,509414.5,173.1,-1,0.05430542979914517,0.999236117214962,0.98938661313491,0.9952963155829412,0,2.363636363636364,0.3636363636363637,13C1 S1 O4,de-protonated,1,61,C11 H26 O4 S1 13C1,11,26,4,-9999,-9999,1,1,-9999,-9999,-9999
63,266.151186,266.15127332686757,266.15101509650907,10065014,-9999,509414.5,173.1,-1,0.9702399910202142,0.42149104837573936,0.8767281105990777,0.6035858732650747,5,1.6153846153846154,0.2307692307692308,N3 O3,de-protonated,0,-9999,C13 H21 O3 N3,13,21,3,3,-9999,-9999,-9999,-9999,-9999,-9999
65,267.143635,267.1437217953231,267.1436998679391,3296996.5,-9999,577007.3,55.36,-1,0.08208085747719006,0.999007197924322,0.98938661313491,0.9951589640085572,0,2.1666666666666665,0.3333333333333333,34S1 O4,de-protonated,1,61,C12 H26 O4 34S1,12,26,4,-9999,-9999,-9999,-9999,-9999,-9999,1
66,267.152045,267.15213179081877,267.1519405909891,849125.5,-9999,827393.4,12.77,-1,0.7156969522092673,0.9112463217855769,0,0.5467477930713461,4,1.6666666666666667,0.13333333333333333,P1 O2,de-protonated,0,-9999,C15 H25 O2 P1,15,25,2,-9999,1,-9999,-9999,-9999,-9999,-9999
68,269.131117,269.13120273085013,269.1312051460991,3299772.8,-9999,562726,55.11,-1,-0.0089742434585612,0.9999853867656412,0,0.5999912320593846,4,1.6428571428571428,0.21428571428571427,P1 O3,de-protonated,0,-9999,C14 H23 O3 P1,14,23,3,-9999,1,-9999,-9999,-9999,-9999,-9999
69,269.139371,269.13945672642933,269.1394473545891,1219581.6,-9999,519164.6,19.11,-1,0.03482150360169876,0.9997800109348708,0,0.5998680065609225,4,1.5714285714285714,0.35714285714285715,O5,de-protonated,0,-9999,C14 H22 O5,14,22,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
73,277.144512,277.14459343896607,277.1445327350191,1702750.1,-9999,502046.9,27.32,-1,0.21903353599105824,0.9913326539975617,0,0.5947995923985369,6,1.375,0.25,O4,de-protonated,0,-9999,C16 H22 O4,16,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
74,277.180868,277.1809494194942,277.1809182443691,1652961.5,-9999,547514.9,26.46,-1,0.11247211862035124,0.9977073104434904,0,0.5986243862660942,5,1.5294117647058822,0.17647058823529413,O3,de-protonated,0,-9999,C17 H26 O3,17,26,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999
78,281.248517,281.2485962409072,281.2486038826391,835669.3,-9999,758463.4,12.32,-1,-0.02717073712803833,0.9998660546682252,0,0.5999196328009352,2,1.8888888888888888,0.1111111111111111,O2,de-protonated,0,-9999,C18 H34 O2,18,34,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
80,283.264204,283.26428216132797,283.26425394709906,5653255,-9999,499267.2,94.25,-1,0.09960391582083676,0.9990969304392114,0.999122856539154,0.9991073008791884,1,2,0.1111111111111111,O2,de-protonated,0,-9999,C18 H36 O2,18,36,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
81,284.267533,284.2676106239563,284.2676087821691,1107678.1,-9999,745157.1,16.87,-1,0.00647906106339315,0.9999923831339106,0.999122856539154,0.999644572496008,1,2.1176470588235294,0.1176470588235294,13C1 O2,de-protonated,1,80,C17 H36 O2 13C1,17,36,2,-9999,-9999,-9999,1,-9999,-9999,-9999
82,288.987234,288.9873090961376,288.9875951169991,2589166.5,-9999,538357.4,41.84,-1,-0.9897340450857912,0.8371581136867782,0,0.5022948682120669,6,1.2222222222222223,0.3333333333333333,N2 S2 P1 O3,de-protonated,0,-9999,C9 H11 O3 N2 P1 S2,9,11,3,2,1,2,-9999,-9999,-9999,-9999
83,289.121211,289.12128602438105,289.12103438523906,988665.6,-9999,640689.2,14.75,-1,0.8703591647289602,0.8715762458166135,0,0.5229457474899681,3,1.7692307692307692,0.38461538461538464,P1 O5,de-protonated,0,-9999,C13 H23 O5 P1,13,23,5,-9999,1,-9999,-9999,-9999,-9999,-9999
84,290.139803,290.1398774788346,290.1397817072191,1105294.4,-9999,482917.7,16.73,-1,0.3300878457836678,0.9804238670670176,0,0.5882543202402104,7,1.3125,0.25,N1 O4,de-protonated,0,-9999,C16 H21 O4 N1,16,21,4,1,-9999,-9999,-9999,-9999,-9999,-9999
85,293.102959,293.10303189180166,293.1030618452391,939331.1,-9999,735220,13.83,-1,-0.10219421538940109,0.9981068063935596,0,0.5988640838361358,7,1.2,0.4,O6,de-protonated,0,-9999,C15 H18 O6,15,18,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
87,293.170976,293.17104885537253,293.1709619587691,3209800.8,-9999,269536.8,52.03,-1,0.2964024910238165,0.9841853142975246,0,0.5905111885785148,0,2.2142857142857144,0.14285714285714285,S1 P1 O2,de-protonated,0,-9999,C14 H31 O2 P1 S1,14,31,2,-9999,1,1,-9999,-9999,-9999,-9999
88,293.171677,293.1717498549971,293.1718101119391,2474888.8,-9999,249137.4,39.67,-1,-0.2055345704157448,0.9923641010354272,0,0.5954184606212564,1,2.1666666666666665,0.5,N2 O6,de-protonated,0,-9999,C12 H26 O6 N2,12,26,6,2,-9999,-9999,-9999,-9999,-9999,-9999
92,293.175807,293.1758798527851,293.1758328639391,65014344,-9999,552406.3,1091.88,-1,0.16027530492477982,0.9981201689856743,0.9901222917650148,0.9949210180974106,5,1.5294117647058822,0.2352941176470588,O4,de-protonated,0,-9999,C17 H26 O4,17,26,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
93,293.178958,293.1790308510975,293.17920416725906,6068297.5,-9999,457170.9,100.12,-1,-0.591161170763049,0.46927875322057566,0.8684926696514785,0.6289643197929369,0,2.142857142857143,0.2857142857142857,S1 O4,de-protonated,0,-9999,C14 H30 O4 S1,14,30,4,-9999,-9999,1,-9999,-9999,-9999,-9999
93,293.178958,293.1790308510975,293.1788240447391,6068297.5,-9999,457170.9,100.12,-1,0.7053932324949497,0.4568352997003925,0.8524773804394659,0.6150921319960219,5,1.6875,0.0625,N2 P1 O1,de-protonated,0,-9999,C16 H27 O1 N2 P1,16,27,1,2,1,-9999,-9999,-9999,-9999,-9999
99,294.179133,294.179205315415,294.1791876990091,11080348,-9999,498007,184.45,-1,0.05988325019274947,0.9994534274199118,0.9901222917650148,0.995720973157953,5,1.625,0.25,13C1 O4,de-protonated,1,92,C16 H26 O4 13C1,16,26,4,-9999,-9999,-9999,1,-9999,-9999,-9999
100,294.184026,294.1840983127944,294.1839689957091,2624924,-9999,529055.7,42.19,-1,0.4395789672813239,0.9655462559075444,0,0.5793277535445266,0,2.3076923076923075,0.3076923076923077,N1 P1 O4,de-protonated,0,-9999,C13 H30 O4 N1 P1,13,30,4,1,1,-9999,-9999,-9999,-9999,-9999
101,294.937742,294.9378139091126,294.9376537428191,1739993.9,-9999,638147,27.3,-1,0.5430513583145482,0.9478963818823504,0,0.5687378291294102,10,0.3636363636363637,0.5454545454545454,S2 O6,de-protonated,0,-9999,C11 H4 O6 S2,11,4,6,-9999,-9999,2,-9999,-9999,-9999,-9999
102,295.182458,295.1825297780454,295.1825425340791,994414,-9999,631647.2,14.75,-1,-0.04321405184826184,0.9995573188483904,0.9901222917650148,0.99578330801504,5,1.7333333333333334,0.26666666666666666,13C2 O4,de-protonated,1,92,C15 H26 O4 13C2,15,26,4,-9999,-9999,-9999,2,-9999,-9999,-9999
104,297.152946,297.15301672267424,297.1529894187691,5204368,-9999,477733.9,85.06,-1,0.09188500911792398,0.9992334487152056,0.9906374617292234,0.9957950539208128,4,1.625,0.1875,S1 O3,de-protonated,0,-9999,C16 H26 O3 S1,16,26,3,-9999,-9999,1,-9999,-9999,-9999,-9999
106,298.156273,298.1563431853036,298.1563442538391,968418.6,-9999,607481.4,14.23,-1,-0.00358380930981767,0.9999976695321884,0.9906374617292234,0.9962535864110024,4,1.7333333333333334,0.2,13C1 S1 O3,de-protonated,1,104,C15 H26 O3 S1 13C1,15,26,3,-9999,-9999,1,1,-9999,-9999,-9999
106,298.156273,298.1563431853036,298.1561004769391,968418.6,-9999,607481.4,14.23,-1,0.8140311874283047,0.8867108053442372,0,0.5320264832065423,9,1.2352941176470589,0.1176470588235294,N3 O2,de-protonated,0,-9999,C17 H21 O2 N3,17,21,2,3,-9999,-9999,-9999,-9999,-9999,-9999
108,303.001804,303.0018715900918,303.00159141117905,957558.3,-9999,555843.1,13.95,-1,0.924678023819394,0.8562918882236639,0,0.5137751329341983,11,0.6666666666666666,0.16666666666666666,N4 S2 O2,de-protonated,0,-9999,C12 H8 O2 N4 S2,12,8,2,4,-9999,2,-9999,-9999,-9999,-9999
109,303.002918,303.0029855894952,303.003245181459,4955510.5,-9999,444386.4,80.38,-1,-0.8567299787684735,0.8753067855509209,0,0.5251840713305526,6,1.3,0.3,N2 S2 P1 O3,de-protonated,0,-9999,C10 H13 O3 N2 P1 S2,10,13,3,2,1,2,-9999,-9999,-9999,-9999
110,303.006528,303.0065955875617,303.0063985535891,926838.7,-9999,406732.1,13.44,-1,0.6502634054519332,0.9261452348892422,0,0.5556871409335453,11,0.6428571428571429,0.42857142857142855,P1 O6,de-protonated,0,-9999,C14 H9 O6 P1,14,9,6,-9999,1,-9999,-9999,-9999,-9999,-9999
112,303.007521,303.0075885870299,303.0077359641091,4498807,-9999,455613.4,72.8,-1,-0.4863805827690716,0.9579836165668004,0,0.5747901699400803,16,0.3333333333333333,0.13333333333333333,N4 P1 O2,de-protonated,0,-9999,C15 H5 O2 N4 P1,15,5,2,4,1,-9999,-9999,-9999,-9999,-9999
113,304.002436,304.0025030541646,304.0025169056591,928587.1,-9999,519331.3,13.47,-1,-0.04556374936466392,0.9996233734426532,0,0.599774024065592,10,0.8571428571428571,0.07142857142857142,N1 S2 P1 O1,de-protonated,0,-9999,C14 H12 O1 N1 P1 S2,14,12,1,1,1,2,-9999,-9999,-9999,-9999
117,305.05124,305.051306492437,305.0514201945991,918820.6,-9999,539125.4,13.3,-1,-0.37273113499858535,0.9751066848275628,0,0.5850640108965377,5,1.2727272727272727,0.9090909090909092,O10,de-protonated,0,-9999,C11 H14 O10,11,14,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999
118,305.052004,305.05207049202784,305.05228957446906,8173092.5,-9999,506423,133.85,-1,-0.7181799603117411,0.928894047961504,0.9884107520694924,0.9527007296046994,4,1.5,0.4166666666666667,S2 O5,de-protonated,0,-9999,C12 H18 O5 S2,12,18,5,-9999,-9999,2,-9999,-9999,-9999,-9999
118,305.052004,305.05207049202784,305.0519094519491,8173092.5,-9999,506423,133.85,-1,0.5279104105285105,0.9334034845332896,0.9717821906213912,0.9487549669685302,9,1.0714285714285714,0.14285714285714285,N2 S1 P1 O2,de-protonated,0,-9999,C14 H15 O2 N2 P1 S1,14,15,2,2,1,1,-9999,-9999,-9999,-9999
119,305.102993,305.10305946471874,305.1030618452391,860073.1,-9999,648937.2,12.33,-1,-0.00780234830302923,0.9999889540748256,0,0.5999933724448953,8,1.125,0.375,O6,de-protonated,0,-9999,C16 H18 O6,16,18,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
120,306.055411,306.05547695461433,306.0556444095391,941435.2,-9999,564333.6,13.68,-1,-0.5471388221425345,0.947130264496097,0.9884107520694924,0.9636424595254552,4,1.6363636363636365,0.4545454545454546,13C1 S2 O5,de-protonated,1,118,C11 H18 O5 S2 13C1,11,18,5,-9999,-9999,2,1,-9999,-9999,-9999
120,306.055411,306.05547695461433,306.05526428701916,941435.2,-9999,564333.6,13.68,-1,0.6948666466299784,0.9161175238524322,0.9717821906213912,0.938383390560016,9,1.1538461538461535,0.15384615384615383,13C1 N2 S1 P1 O2,de-protonated,1,118,C13 H15 O2 N2 P1 S1 13C1,13,15,2,2,1,1,1,-9999,-9999,-9999
120,306.055411,306.05547695461433,306.0554006326391,941435.2,-9999,564333.6,13.68,-1,0.24937307134369943,0.9887796860624566,0,0.5932678116374739,9,1,0.3076923076923077,N3 S1 O4,de-protonated,0,-9999,C13 H13 O4 N3 S1,13,13,4,3,-9999,1,-9999,-9999,-9999,-9999
125,307.082209,307.0822744046729,307.0823264003491,951252.5,-9999,583976.9,13.75,-1,-0.1693216174217596,0.994811408102201,0,0.5968868448613206,8,1.0666666666666669,0.4666666666666667,O7,de-protonated,0,-9999,C15 H16 O7,15,16,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
125,307.082209,307.0822744046729,307.0821642090191,951252.5,-9999,583976.9,13.75,-1,0.3588474572839454,0.9769054386611836,0,0.5861432631967101,3,2.1,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H21 O1 N4 P1 S2,10,21,1,4,1,2,-9999,-9999,-9999,-9999
128,309.097991,309.09805532504276,309.0979764648091,1043846.6,-9999,496543.3,15.27,-1,0.25513021650588136,0.9882587191884784,0,0.5929552315130869,7,1.2,0.4666666666666667,O7,de-protonated,0,-9999,C15 H18 O7,15,18,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
128,309.097991,309.09805532504276,309.09781427347906,1043846.6,-9999,496543.3,15.27,-1,0.7798552839068839,0.8955184799611393,0,0.5373110879766836,2,2.3,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H23 O1 N4 P1 S2,10,23,1,4,1,2,-9999,-9999,-9999,-9999
129,309.170647,309.170711286129,309.17074748350905,2170253,-9999,426872.1,33.87,-1,-0.11707892915332804,0.9975158870780656,0,0.5985095322468394,5,1.5294117647058822,0.29411764705882354,O5,de-protonated,0,-9999,C17 H26 O5,17,26,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
130,309.174006,309.17407028433,309.17411878682907,1297165.4,-9999,603429,19.46,-1,-0.15687761720037327,0.9955443971417874,0,0.5973266382850725,0,2.142857142857143,0.35714285714285715,S1 O5,de-protonated,0,-9999,C14 H30 O5 S1,14,30,5,-9999,-9999,1,-9999,-9999,-9999,-9999
131,311.113554,311.11361724552995,311.1136265292691,1288252.9,-9999,492114.6,19.31,-1,-0.02984034880015788,0.9998384427192758,0,0.5999030656315655,6,1.3333333333333333,0.4666666666666667,O7,de-protonated,0,-9999,C15 H20 O7,15,20,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
131,311.113554,311.11361724552995,311.1134643379391,1288252.9,-9999,492114.6,19.31,-1,0.4914849673403844,0.9571163795797692,0,0.5742698277478615,1,2.5,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H25 O1 N4 P1 S2,10,25,1,4,1,2,-9999,-9999,-9999,-9999
132,311.149859,311.1499222260854,311.1500120386191,855360.2,-9999,662803.6,12.16,-1,-0.2886470519901943,0.9849959178983856,0,0.5909975507390314,5,1.5,0.375,O6,de-protonated,0,-9999,C16 H24 O6,16,24,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,311.162839,311.16290221913346,311.1628991981891,933313.4,-9999,692618.3,13.45,-1,0.00970856215761376,0.9999828974863628,0,0.5999897384918177,0,2.230769230769231,0.4615384615384616,P1 O6,de-protonated,0,-9999,C13 H29 O6 P1,13,29,6,-9999,1,-9999,-9999,-9999,-9999,-9999
136,311.164006,311.1640692185084,311.1642366087091,886081.5,-9999,568853.9,12.67,-1,-0.5379480703921498,0.9488456909078116,0,0.569307414544687,5,1.7857142857142858,0.14285714285714285,N4 P1 O2,de-protonated,0,-9999,C14 H25 O2 N4 P1,14,25,2,4,1,-9999,-9999,-9999,-9999,-9999
140,311.168574,311.1686372160618,311.16863948322913,20076610,-9999,428263.9,329.51,-1,-0.00728597620710216,0.9996131020827038,0.9935876990773964,0.9972029408805808,4,1.6470588235294117,0.17647058823529413,S1 O3,de-protonated,0,-9999,C17 H28 O3 S1,17,28,3,-9999,-9999,1,-9999,-9999,-9999,-9999
142,312.171917,312.17197967868265,312.17199431829914,3721886.5,-9999,429390,59.09,-1,-0.04689599567388875,0.9994833233004228,0.9935876990773964,0.997125073611212,4,1.75,0.1875,13C1 S1 O3,de-protonated,1,140,C16 H28 O3 S1 13C1,16,28,3,-9999,-9999,1,1,-9999,-9999,-9999
142,312.171917,312.17197967868265,312.1717505413991,3721886.5,-9999,429390,59.09,-1,0.7340103105324057,0.9068671469497148,0,0.5441202881698289,9,1.2777777777777777,0.1111111111111111,N3 O2,de-protonated,0,-9999,C18 H23 O2 N3,18,23,2,3,-9999,-9999,-9999,-9999,-9999,-9999
144,313.129236,313.12929816595334,313.12927659372906,1129592,-9999,522629.7,16.57,-1,0.06889239013002459,0.9991391859588782,0,0.5994835115753269,5,1.4666666666666666,0.4666666666666667,O7,de-protonated,0,-9999,C15 H22 O7,15,22,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
145,313.164353,313.1644151471451,313.1644353128291,1063675.3,-9999,437745.3,15.49,-1,-0.06439327615035466,0.9993656151863344,0.9935876990773964,0.9970544487427592,4,1.6470588235294117,0.17647058823529413,34S1 O3,de-protonated,1,140,C17 H28 O3 34S1,17,28,3,-9999,-9999,-9999,-9999,-9999,-9999,1
146,317.13939800000003,317.13945801815584,317.1394473545891,5927549,-9999,480541.5,94.6,-1,0.03362422060605089,0.9998682261409608,0.9726774211285636,0.988991904136002,8,1.2222222222222223,0.2777777777777778,O5,de-protonated,0,-9999,C18 H22 O5,18,22,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
148,318.142737,318.14279648077877,318.1428021896591,930146,-9999,619092.6,13.2,-1,-0.01794439571808515,0.9999415749870936,0.9726774211285636,0.9890359134436816,8,1.2941176470588236,0.29411764705882354,13C1 O5,de-protonated,1,146,C17 H22 O5 13C1,17,22,5,-9999,-9999,-9999,1,-9999,-9999,-9999
149,319.118586,319.118644958125,319.1187119096991,947654,-9999,573722.2,13.49,-1,-0.20980146751346793,0.9920450450958522,0,0.5952270270575113,8,1.1764705882352942,0.35294117647058826,O6,de-protonated,0,-9999,C17 H20 O6,17,20,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
150,321.097971,321.0980288979887,321.0979764648091,1142550.1,-9999,432171.2,16.66,-1,0.16329339771368667,0.9951734047199544,0,0.5971040428319726,8,1.125,0.4375,O7,de-protonated,0,-9999,C16 H18 O7,16,18,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
150,321.097971,321.0980288979887,321.09781427347906,1142550.1,-9999,432171.2,16.66,-1,0.6684085038379521,0.9221329978627704,0,0.5532797987176623,3,2.090909090909091,0.09090909090909093,N4 S2 P1 O1,de-protonated,0,-9999,C11 H23 O1 N4 P1 S2,11,23,1,4,1,2,-9999,-9999,-9999,-9999
