Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,34S
0,255.232914,255.2328938066144,255.2329538181791,966490.3,-9999,675969.6,15.2,-1,-0.23512467258313277,0.9900190053547104,0,0.5940114032128262,1,2,0.125,O2,de-protonated,0,-9999,C16 H32 O2,16,32,2,-9999,-9999,-9999,-9999,-9999
1,265.147921,265.14790169957973,265.14790403833905,2611017,-9999,599835.7,43.89,-1,-0.00882058383403784,0.9999858829020908,0,0.5999915297412544,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,-9999
3,269.131145,269.13112605831685,269.1312051460991,1147508,-9999,594878.1,18.07,-1,-0.29386329317221493,0.9844530053872184,0,0.590671803232331,4,1.6428571428571428,0.21428571428571427,P1 O3,de-protonated,0,-9999,C14 H23 O3 P1,14,23,3,-9999,1,-9999,-9999,-9999
4,281.066652,281.0666341332524,281.0666763358891,909994,-9999,558783,13.76,-1,-0.15015169079426172,0.9959174993106056,0,0.5975504995863633,7,1.0769230769230769,0.5384615384615384,O7,de-protonated,0,-9999,C13 H14 O7,13,14,7,-9999,-9999,-9999,-9999,-9999
4,281.066652,281.0666341332524,281.06651414455905,909994,-9999,558783,13.76,-1,0.4269049756271374,0.9674721553849416,0,0.580483293230965,2,2.375,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999,-9999
5,281.10315,281.10313213653956,281.1030618452391,822509.3,-9999,775958.4,12.25,-1,0.2500552644243738,0.988718560843365,0,0.593231136506019,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999,-9999
6,283.082329,283.08231131478834,283.0823264003491,1294491.8,-9999,670457.9,20.32,-1,-0.05329036582703012,0.999484843311815,0,0.599690905987089,6,1.2307692307692308,0.5384615384615384,O7,de-protonated,0,-9999,C13 H16 O7,13,16,7,-9999,-9999,-9999,-9999,-9999
7,285.09802,285.0980024963255,285.0979764648091,1139274.5,-9999,611037.3,17.64,-1,0.09130726458612004,0.9984884029117868,0,0.599093041747072,5,1.3846153846153846,0.5384615384615384,O7,de-protonated,0,-9999,C13 H18 O7,13,18,7,-9999,-9999,-9999,-9999,-9999
8,285.126156,285.12613849885946,285.1261197656691,3868109,-9999,554384.5,64.7,-1,0.06570141793512184,0.999217051417063,0,0.5995302308502377,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999,-9999
10,293.066704,293.0666872140011,293.0666763358891,1342825.8,-9999,693856.6,20.92,-1,0.0371182153133606,0.9997500381574028,0,0.5998500228944417,8,1,0.5,O7,de-protonated,0,-9999,C14 H14 O7,14,14,7,-9999,-9999,-9999,-9999,-9999
10,293.066704,293.0666872140011,293.06651414455905,1342825.8,-9999,693856.6,20.92,-1,0.5905466291392211,0.93868118793873,0,0.5632087127632379,3,2.111111111111111,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H19 O1 N4 P1 S2,9,19,1,4,1,2,-9999,-9999
11,293.10301,293.1029932172708,293.1030618452391,1065452.8,-9999,573433.9,16.19,-1,-0.2341427887429698,0.990101779759958,0,0.5940610678559748,7,1.2,0.4,O6,de-protonated,0,-9999,C15 H18 O6,15,18,6,-9999,-9999,-9999,-9999,-9999
12,293.175813,293.17579622382766,293.1758328639391,1818994.9,-9999,583435,29.05,-1,-0.1249765748905074,0.99716993898495,0,0.5983019633909701,5,1.5294117647058822,0.2352941176470588,O4,de-protonated,0,-9999,C17 H26 O4,17,26,4,-9999,-9999,-9999,-9999,-9999
13,293.179194,293.1791772241321,293.17920416725906,2777971.3,-9999,563044,45.42,-1,-0.09189985705473794,0.9984687335143873,0,0.5990812401086323,0,2.142857142857143,0.2857142857142857,S1 O4,de-protonated,0,-9999,C14 H30 O4 S1,14,30,4,-9999,-9999,1,-9999,-9999
15,295.082292,295.08227539552894,295.0823264003491,1570577.1,-9999,654095.4,24.81,-1,-0.17284945783948183,0.9945935371908124,0,0.5967561223144875,7,1.1428571428571428,0.5,O7,de-protonated,0,-9999,C14 H16 O7,14,16,7,-9999,-9999,-9999,-9999,-9999
15,295.082292,295.08227539552894,295.0821642090191,1570577.1,-9999,654095.4,24.81,-1,0.3767984762926229,0.9745674409032116,0,0.584740464541927,2,2.3333333333333335,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H21 O1 N4 P1 S2,9,21,1,4,1,2,-9999,-9999
16,295.118757,295.1187403988131,295.1187119096991,1272980.1,-9999,649699.1,19.73,-1,0.09653442111846092,0.998310527610182,0,0.5989863165661092,6,1.3333333333333333,0.4,O6,de-protonated,0,-9999,C15 H20 O6,15,20,6,-9999,-9999,-9999,-9999,-9999
17,297.061727,297.06171057380084,297.06159095545905,1016245.6,-9999,506625.7,15.26,-1,0.40267185468140687,0.9710076533901862,0,0.5826045920341117,7,1.0769230769230769,0.6153846153846154,O8,de-protonated,0,-9999,C13 H14 O8,13,14,8,-9999,-9999,-9999,-9999,-9999
