Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
0,157.123495,157.1233767970879,157.12340336695908,838086.5,-9999,912128.2,14.01,-1,-0.16910193269797702,0.99482482827012,0,0.596894896962072,1,2,0.2222222222222222,O2,de-protonated,0,-9999,C9 H18 O2,9,18,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
5,171.139129,171.13901943110193,171.13905343141906,1127154.8,-9999,953559.4,19.53,-1,-0.1986707092690695,0.9928637956443656,0,0.5957182773866194,1,2,0.2,O2,de-protonated,0,-9999,C10 H20 O2,10,20,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
12,199.006636,199.0065435982487,199.0066733356791,1889543.4,-9999,670632.5,33.56,-1,-0.6519250245440423,0.9257816942388868,0,0.555469016543332,10,0.5,0.1,N2 P1 O1,de-protonated,0,-9999,C10 H5 O1 N2 P1,10,5,1,2,1,-9999,-9999,-9999,N/A,N/A,-9999
13,199.007142,199.00704959856043,199.0070534581991,30928648,-9999,776157.6,579.69,-1,-0.01939448175462229,0.9154960473014818,0.9760742341947426,0.939727322058786,5,1,0.5,S1 O4,de-protonated,0,-9999,C8 H8 O4 S1,8,8,4,-9999,-9999,1,-9999,-9999,N/A,N/A,-9999
14,199.007304,199.00721159866023,199.0070534581991,22144520,-9999,636802.1,414.49,-1,0.7946475182188333,0.8794327938264747,0.9919230367613638,0.9244288910004304,5,1,0.5,S1 O4,de-protonated,0,-9999,C8 H8 O4 S1,8,8,4,-9999,-9999,1,-9999,-9999,N/A,N/A,-9999
15,199.170437,199.1703446991546,199.17035356033907,1185543.9,-9999,685454.6,20.26,-1,-0.04449047911119154,0.9996409044649208,0,0.5997845426789525,1,2,0.16666666666666666,O2,de-protonated,0,-9999,C12 H24 O2,12,24,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
16,200.010472,200.01038021663916,200.01040829326908,2851182.5,-9999,837603,51.48,-1,0.8395737615261678,0.8754991669394422,0.9919230367613638,0.922068714868211,5,1.1428571428571428,0.5714285714285714,13C1 S1 O4,de-protonated,1,14,C7 H8 O4 S1 13C1,7,8,4,-9999,-9999,1,1,-9999,N/A,N/A,-9999
16,200.010472,200.01038021663916,200.01040829326908,2851182.5,-9999,837603,51.48,-1,0.8395737615261678,0.8754991669394422,0.9760742341947426,0.9157291938415624,5,1.1428571428571428,0.5714285714285714,13C1 S1 O4,de-protonated,1,13,C7 H8 O4 S1 13C1,7,8,4,-9999,-9999,1,1,-9999,N/A,N/A,-9999
17,200.010668,200.01057621675992,200.01040829326908,2025966.5,-9999,887412.2,36.01,-1,0.8395737615261678,0.8754991669394422,0.9919230367613638,0.922068714868211,5,1.1428571428571428,0.5714285714285714,13C1 S1 O4,de-protonated,1,14,C7 H8 O4 S1 13C1,7,8,4,-9999,-9999,1,1,-9999,N/A,N/A,-9999
17,200.010668,200.01057621675992,200.01040829326908,2025966.5,-9999,887412.2,36.01,-1,0.8395737615261678,0.8754991669394422,0.9760742341947426,0.9157291938415624,5,1.1428571428571428,0.5714285714285714,13C1 S1 O4,de-protonated,1,13,C7 H8 O4 S1 13C1,7,8,4,-9999,-9999,1,1,-9999,N/A,N/A,-9999
20,200.986402,200.98631081783876,200.98631801330907,1184919,-9999,691014,20.24,-1,-0.03580079673323602,0.9997674647951236,0,0.599860478877074,5,0.8571428571428571,0.7142857142857143,S1 O5,de-protonated,0,-9999,C7 H6 O5 S1,7,6,5,-9999,-9999,1,-9999,-9999,N/A,N/A,-9999
21,201.002938,201.00284682802535,201.00284928779908,1587384.9,-9999,821166.8,27.79,-1,0.8882477956507346,0.8710572238194486,0.9919230367613638,0.9194035489962148,5,1,0.5,34S1 O4,de-protonated,1,14,C8 H8 O4 34S1,8,8,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,1
21,201.002938,201.00284682802535,201.00284928779908,1587384.9,-9999,821166.8,27.79,-1,0.8882477956507346,0.8710572238194486,0.9760742341947426,0.9130640279695662,5,1,0.5,34S1 O4,de-protonated,1,13,C8 H8 O4 34S1,8,8,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,1
22,201.003119,201.00302782813688,201.00284928779908,1111896.9,-9999,955732.4,18.87,-1,0.8882477956507346,0.8710572238194486,0.9919230367613638,0.9194035489962148,5,1,0.5,34S1 O4,de-protonated,1,14,C8 H8 O4 34S1,8,8,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,1
22,201.003119,201.00302782813688,201.00284928779908,1111896.9,-9999,955732.4,18.87,-1,0.8882477956507346,0.8710572238194486,0.9760742341947426,0.9130640279695662,5,1,0.5,34S1 O4,de-protonated,1,13,C8 H8 O4 34S1,8,8,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,1
25,205.159867,205.15977838880735,205.15978887630908,32013762,-9999,796456.9,594.54,-1,-0.05111870012716241,0.9447148959016388,0.9621813266294348,0.9517014681927572,4,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,-9999,C14 H22 O1,14,22,1,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
26,205.16005,205.15996138892012,205.15978887630908,24706754,-9999,637200.3,458.39,-1,0.8408695095136197,0.8847486739598507,0.986616669033763,0.9254958719894156,4,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,-9999,C14 H22 O1,14,22,1,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
27,206.163213,206.16312500689597,206.1631437113791,4515137.5,-9999,720353.3,81.89,-1,0.801771001524679,0.8899038268769682,0.986616669033763,0.928588963739686,4,1.6923076923076923,0.07692307692307693,13C1 O1,de-protonated,1,26,C13 H22 O1 13C1,13,22,1,-9999,-9999,-9999,1,-9999,N/A,N/A,-9999
27,206.163213,206.16312500689597,206.1631437113791,4515137.5,-9999,720353.3,81.89,-1,0.801771001524679,0.8899038268769682,0.9621813266294348,0.9188148267779548,4,1.6923076923076923,0.07692307692307693,13C1 O1,de-protonated,1,25,C13 H22 O1 13C1,13,22,1,-9999,-9999,-9999,1,-9999,N/A,N/A,-9999
28,206.163397,206.1633090070093,206.1631437113791,3309377.5,-9999,655998.5,59.5,-1,0.801771001524679,0.8899038268769682,0.986616669033763,0.928588963739686,4,1.6923076923076923,0.07692307692307693,13C1 O1,de-protonated,1,26,C13 H22 O1 13C1,13,22,1,-9999,-9999,-9999,1,-9999,N/A,N/A,-9999
28,206.163397,206.1633090070093,206.1631437113791,3309377.5,-9999,655998.5,59.5,-1,0.801771001524679,0.8899038268769682,0.9621813266294348,0.9188148267779548,4,1.6923076923076923,0.07692307692307693,13C1 O1,de-protonated,1,25,C13 H22 O1 13C1,13,22,1,-9999,-9999,-9999,1,-9999,N/A,N/A,-9999
29,211.134041,211.133956069062,211.13396805098907,2351277,-9999,809074.3,41.41,-1,-0.05675035225279251,0.9994157966240074,0,0.5996494779744044,3,1.6666666666666667,0.25,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
30,211.134236,211.13415106918217,211.13396805098907,1783533.1,-9999,758685.2,30.94,-1,0.8668344310460958,0.8725451370420966,0,0.5235270822252579,3,1.6666666666666667,0.25,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
31,213.186132,213.1860483332062,213.18600362479907,829309.5,-9999,559357.3,13.33,-1,0.20971548962377692,0.9920515377600696,0,0.5952309226560417,1,2,0.15384615384615383,O2,de-protonated,0,-9999,C13 H26 O2,13,26,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
32,215.002039,215.00195645185465,215.00196807776908,6736436.5,-9999,698064.1,121.89,-1,-0.05407352573236086,0.9994695945206088,0,0.5996817567123652,5,1,0.625,S1 O5,de-protonated,0,-9999,C8 H8 O5 S1,8,8,5,-9999,-9999,1,-9999,-9999,N/A,N/A,-9999
33,215.002241,215.00215845197903,215.00196807776908,5689524.5,-9999,807666.7,102.64,-1,0.8854533364532334,0.8673950276666573,0,0.5204370165999944,5,1,0.625,S1 O5,de-protonated,0,-9999,C8 H8 O5 S1,8,8,5,-9999,-9999,1,-9999,-9999,N/A,N/A,-9999
42,221.104173,221.10409421093613,221.10393122510908,1288757.1,-9999,559310,21.55,-1,0.7371457673462869,0.9061084377738134,0,0.543665062664288,0,2.2,0.1,S2 O1,de-protonated,0,-9999,C10 H22 O1 S2,10,22,1,-9999,-9999,2,-9999,-9999,N/A,N/A,-9999
46,221.154751,221.1546722420935,221.15470349587903,2192925.8,-9999,709989.5,38.06,-1,-0.14132091711470013,0.996382737238247,0,0.5978296423429482,4,1.5714285714285714,0.14285714285714285,O2,de-protonated,0,-9999,C14 H22 O2,14,22,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
47,221.154968,221.15488924222723,221.15470349587903,1428317.8,-9999,488203.5,24.1,-1,0.8398932748407735,0.8798554365143172,0,0.5279132619085903,4,1.5714285714285714,0.14285714285714285,O2,de-protonated,0,-9999,C14 H22 O2,14,22,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
49,227.09256,227.09248489994636,227.09249716120908,1044322.1,-9999,797835.9,16.94,-1,-0.05399237261647079,0.9994711849618468,0,0.5996827109771081,4,1.4545454545454546,0.4545454545454546,O5,de-protonated,0,-9999,C11 H16 O5,11,16,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
50,227.128948,227.1288729223624,227.12888267055905,1002088.6,-9999,687482,16.18,-1,-0.0429192296468214,0.9996658164350422,0,0.5997994898610253,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
51,227.201732,227.20165696719928,227.20165368925908,2745909.5,-9999,647407.3,47.78,-1,0.01442744872591764,0.9999622319375128,0,0.5999773391625077,1,2,0.14285714285714285,O2,de-protonated,0,-9999,C14 H28 O2,14,28,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
53,229.020606,229.02053208767543,229.02060932302905,4409721,-9999,655607.6,77.63,-1,-0.3372419357507909,0.9795749319186898,0,0.5877449591512138,5,1.375,0.25,N2 S1 P1 O2,de-protonated,0,-9999,C8 H11 O2 N2 P1 S1,8,11,2,2,1,1,-9999,-9999,N/A,N/A,-9999
54,229.02087,229.02079608783808,229.02098944554908,2892281,-9999,815611.2,50.24,-1,-0.8442794324928682,0.8786768947220962,0,0.5272061368332577,0,2.3333333333333335,0.8333333333333334,S2 O5,de-protonated,0,-9999,C6 H14 O5 S2,6,14,5,-9999,-9999,2,-9999,-9999,N/A,N/A,-9999
54,229.02087,229.02079608783808,229.02060932302905,2892281,-9999,815611.2,50.24,-1,0.815493459657399,0.8863275121455954,0,0.5317965072873572,5,1.375,0.25,N2 S1 P1 O2,de-protonated,0,-9999,C8 H11 O2 N2 P1 S1,8,11,2,2,1,1,-9999,-9999,N/A,N/A,-9999
56,229.144608,229.14453416406408,229.14453273501908,1017871.1,-9999,844152.4,16.4,-1,0.00623643506834365,0.9999929429189424,0,0.5999957657513654,2,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H22 O4,12,22,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
57,233.154765,233.1546936344305,233.15470349587903,819744.2,-9999,732770.4,12.76,-1,-0.04229573080536279,0.9996754538877732,0,0.5998052723326639,5,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
60,236.105836,236.105766452371,236.10571867340903,2034422,-9999,866055.8,34.45,-1,0.20236257813180172,0.992597102496822,0,0.5955582614980932,1,2.2222222222222223,0.4444444444444444,N1 P1 O4,de-protonated,0,-9999,C9 H20 O4 N1 P1,9,20,4,1,1,-9999,-9999,-9999,N/A,N/A,-9999
61,237.076921,237.0768520505859,237.07684709674908,971173.6,-9999,796022.4,15.34,-1,0.02089548972118785,0.9999207787422688,0,0.5999524672453612,6,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,-9999,C12 H14 O5,12,14,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
62,239.06743,239.06736227679392,239.06734504114908,1995660.8,-9999,679898.4,33.61,-1,0.07209535384336581,0.9990573214977124,0,0.5994343928986275,6,1.2,0.5,N2 O5,de-protonated,0,-9999,C10 H12 O5 N2,10,12,5,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999
64,239.092572,239.0925042922821,239.09249716120908,1017041.2,-9999,744638.6,16.15,-1,0.02982558240526735,0.9998386025589536,0,0.599903161535372,5,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,-9999,C12 H16 O5,12,16,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
66,239.12895,239.1288823146919,239.12888267055905,4409496,-9999,636085.5,76.67,-1,-0.00148818123246821,0.9999995981486908,0,0.5999997588892144,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
68,241.071835,241.07176851156223,241.0717617163191,941940.4,-9999,1015172.5,14.75,-1,0.02818763628547415,0.9998558416373948,0,0.5999135049824369,5,1.2727272727272727,0.5454545454545454,O6,de-protonated,0,-9999,C11 H14 O6,11,14,6,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
69,241.108208,241.108141533969,241.1081472256691,893882.9,-9999,729866,13.89,-1,-0.0236064196154883,0.9998988904640944,0,0.5999393342784566,4,1.5,0.4166666666666667,O5,de-protonated,0,-9999,C12 H18 O5,12,18,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
70,241.136556,241.13648955143216,241.13629052652908,3430784,-9999,592159.1,58.96,-1,0.8253627135424859,0.8837269634572636,0,0.5302361780743582,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,-9999,N/A,N/A,-9999
71,241.144625,241.14455855640287,241.14453273501908,950081.4,-9999,562682.4,14.89,-1,0.10707845412808845,0.9979217091416864,0,0.5987530254850117,3,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,-9999,C13 H22 O4,13,22,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
