Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,18O,34S
105,305.102993,305.10306577771615,305.1030618452391,870199.2,-9999,487490.3,12.41,-1,0.01288901210330358,0.9999698569949904,0,0.5999819141969942,8,1.125,0.375,O6,de-protonated,0,-9999,C16 H18 O6,16,18,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
109,307.082233,307.0823057498566,307.0823264003491,1036726.1,-9999,599431.9,15.04,-1,-0.0672474145413699,0.9991797866311574,0,0.5995078719786944,8,1.0666666666666669,0.4666666666666667,O7,de-protonated,0,-9999,C15 H16 O7,15,16,7,-9999,-9999,-9999,-9999,N/A,N/A,-9999
109,307.082233,307.0823057498566,307.0821642090191,1036726.1,-9999,599431.9,15.04,-1,0.46092171407678145,0.9621849794426028,0,0.5773109876655617,3,2.1,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H21 O1 N4 P1 S2,10,21,1,4,1,2,-9999,N/A,N/A,-9999
110,307.118631,307.11870374934426,307.1187119096991,1009209.7,-9999,585647.5,14.59,-1,-0.02657068583974879,0.9998719051880762,0,0.5999231431128457,7,1.25,0.375,O6,de-protonated,0,-9999,C16 H20 O6,16,20,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
111,307.1948,307.1948727482721,307.1948542317191,905153.1,-9999,554269.2,12.88,-1,0.06027624723905947,0.9993409731722698,0,0.5996045839033618,0,2.1333333333333333,0.26666666666666666,S1 O4,de-protonated,0,-9999,C15 H32 O4 S1,15,32,4,-9999,-9999,1,-9999,N/A,N/A,-9999
113,309.097986,309.0980587214831,309.0979764648091,1583100,-9999,520612.7,23.99,-1,0.26611844864815565,0.9872321892721928,0,0.5923393135633157,7,1.2,0.4666666666666667,O7,de-protonated,0,-9999,C15 H18 O7,15,18,7,-9999,-9999,-9999,-9999,N/A,N/A,-9999
113,309.097986,309.0980587214831,309.09781427347906,1583100,-9999,520612.7,23.99,-1,0.7908435218149575,0.8927184060586569,0,0.5356310436351941,2,2.3,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H23 O1 N4 P1 S2,10,23,1,4,1,2,-9999,N/A,N/A,-9999
114,309.134279,309.13435172097223,309.13436197415905,911871.6,-9999,571267.7,12.99,-1,-0.03316741222055288,0.9998004123514224,0,0.5998802474108533,6,1.375,0.375,O6,de-protonated,0,-9999,C16 H22 O6,16,22,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
115,309.170629,309.1707017204606,309.17074748350905,1939331.3,-9999,568597.5,29.83,-1,-0.1480186880741082,0.9960324358607224,0,0.5976194615164334,5,1.5294117647058822,0.29411764705882354,O5,de-protonated,0,-9999,C17 H26 O5,17,26,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
116,309.174058,309.17413072041234,309.17411878682907,4403587.5,-9999,529453.6,70.22,-1,0.0385982607900071,0.9997297096123976,0,0.5998378257674385,0,2.142857142857143,0.35714285714285715,S1 O5,de-protonated,0,-9999,C14 H30 O5 S1,14,30,5,-9999,-9999,1,-9999,N/A,N/A,-9999
