Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,34S
2,265.147575,265.1476159178175,265.1475239158191,3556496.8,-9999,668937.1,60.03,-1,0.3469841885771573,0.9783908331719624,0,0.5870344999031775,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,N/A,-9999
8,279.050571,279.0506071785393,279.0508640800991,899640.3,-9999,701747.4,13.43,-1,-0.9206262831010112,0.8574543533221543,0,0.5144726119932925,3,2.125,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H17 O1 N4 P1 S2,8,17,1,4,1,2,-9999,N/A,-9999
9,281.066382,281.066417491386,281.0666763358891,918133.3,-9999,689296.8,13.75,-1,-0.9209362933670469,0.8573655345223201,0,0.514419320713392,7,1.0769230769230769,0.5384615384615384,O7,de-protonated,0,-9999,C13 H14 O7,13,14,7,-9999,-9999,-9999,-9999,N/A,-9999
9,281.066382,281.066417491386,281.06651414455905,918133.3,-9999,689296.8,13.75,-1,-0.34388007173210783,0.9787716196251228,0,0.5872629717750736,2,2.375,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999,N/A,-9999
10,281.102846,281.10288147895614,281.1030618452391,1047544.7,-9999,680518.8,15.97,-1,-0.6416375608917643,0.9280198103388344,0,0.5568118862033007,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999,N/A,-9999
11,283.04569300000003,283.04572781667497,283.0459408909991,856491.6,-9999,726706.3,12.61,-1,-0.7527906015450506,0.902284114634986,0,0.5413704687809916,7,1,0.6666666666666666,O8,de-protonated,0,-9999,C12 H12 O8,12,12,8,-9999,-9999,-9999,-9999,N/A,-9999
11,283.04569300000003,283.04572781667497,283.0457786996691,856491.6,-9999,726706.3,12.61,-1,-0.17976948587814506,0.9941532695006896,0,0.5964919617004139,2,2.4285714285714284,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H17 O2 N4 P1 S2,7,17,2,4,1,2,-9999,N/A,-9999
12,283.081425,283.08145980449456,283.08129482914904,1009070.8,-9999,716905.5,15.21,-1,0.5827843397855003,0.940233722253748,0,0.5641402333522488,2,2.4285714285714284,0.8571428571428571,N4 P1 O6,de-protonated,0,-9999,C7 H17 O6 N4 P1,7,17,6,4,1,-9999,-9999,N/A,-9999
13,283.082031,283.08206580428794,283.0823264003491,1341614.9,-9999,735151.1,20.88,-1,-0.9205663400211436,0.8574715247917732,0,0.5144829148750639,6,1.2307692307692308,0.5384615384615384,O7,de-protonated,0,-9999,C13 H16 O7,13,16,7,-9999,-9999,-9999,-9999,N/A,-9999
14,283.118483,283.1185177918622,283.1187119096991,936242.2,-9999,581965,13.97,-1,-0.6856411417474508,0.918237036083694,0,0.5509422216502163,5,1.4285714285714286,0.42857142857142855,O6,de-protonated,0,-9999,C14 H20 O6,14,20,6,-9999,-9999,-9999,-9999,N/A,-9999
15,285.061352,285.06138612957346,285.06159095545905,1132386.4,-9999,539755.9,17.31,-1,-0.7185320368935559,0.9105742526555962,0,0.5463445515933577,6,1.1666666666666667,0.6666666666666666,O8,de-protonated,0,-9999,C12 H14 O8,12,14,8,-9999,-9999,-9999,-9999,N/A,-9999
16,285.097704,285.0977381171818,285.0979764648091,1369829.6,-9999,483600.8,21.36,-1,-0.8360200597428337,0.8808923537824435,0,0.5285354122694661,5,1.3846153846153846,0.5384615384615384,O7,de-protonated,0,-9999,C13 H18 O7,13,18,7,-9999,-9999,-9999,-9999,N/A,-9999
18,285.125846,285.12588010758867,285.1261197656691,4448360,-9999,533101.4,73.83,-1,-0.8405335878331481,0.8796836715099874,0,0.5278102029059925,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999,N/A,-9999
19,287.077033,287.0770664424645,287.0772410199191,943510.9,-9999,685181.5,14,-1,-0.6081201489615355,0.9351002280571784,0,0.561060136834307,5,1.3333333333333333,0.6666666666666666,O8,de-protonated,0,-9999,C12 H16 O8,12,16,8,-9999,-9999,-9999,-9999,N/A,-9999
20,291.050796,291.0508280878811,291.05102627142907,894134.8,-9999,625551.5,13.08,-1,-0.6809237215841392,0.9193117613846602,0,0.5515870568307961,9,0.8571428571428571,0.5,O7,de-protonated,0,-9999,C14 H12 O7,14,12,7,-9999,-9999,-9999,-9999,N/A,-9999
20,291.050796,291.0508280878811,291.0508640800991,894134.8,-9999,625551.5,13.08,-1,-0.12366298276413289,0.9972290361483768,0,0.5983374216890259,4,1.8888888888888888,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H17 O1 N4 P1 S2,9,17,1,4,1,2,-9999,N/A,-9999
21,293.030052,293.0300834131888,293.0302908265391,860453.1,-9999,626595.6,12.51,-1,-0.7078222177619129,0.91310169212037,0,0.547861015272222,9,0.7692307692307693,0.6153846153846154,O8,de-protonated,0,-9999,C13 H10 O8,13,10,8,-9999,-9999,-9999,-9999,N/A,-9999
21,293.030052,293.0300834131888,293.0301286352091,860453.1,-9999,626595.6,12.51,-1,-0.15432549732507017,0.9956878769406108,0,0.5974127261643665,4,1.875,0.25,N4 S2 P1 O2,de-protonated,0,-9999,C8 H15 O2 N4 P1 S2,8,15,2,4,1,2,-9999,N/A,-9999
22,293.066511,293.0665424007605,293.0666763358891,996968.3,-9999,521589.9,14.8,-1,-0.45701248010309775,0.962811675567077,0,0.5776870053402462,8,1,0.5,O7,de-protonated,0,-9999,C14 H14 O7,14,14,7,-9999,-9999,-9999,-9999,N/A,-9999
22,293.066511,293.0665424007605,293.06651414455905,996968.3,-9999,521589.9,14.8,-1,0.09641566025680584,0.9983146784759388,0,0.5989888070855632,3,2.111111111111111,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H19 O1 N4 P1 S2,9,19,1,4,1,2,-9999,N/A,-9999
23,293.102857,293.1028883883708,293.1030618452391,1285547.5,-9999,642928.8,19.66,-1,-0.591794801523029,0.9384298654946266,0,0.563057919296776,7,1.2,0.4,O6,de-protonated,0,-9999,C15 H18 O6,15,18,6,-9999,-9999,-9999,-9999,N/A,-9999
24,293.175636,293.1756673635618,293.1758328639391,5291314,-9999,446881,87.09,-1,-0.5645089354397045,0.9186907128249934,0.9910634288617236,0.9476397992396854,5,1.5294117647058822,0.2352941176470588,O4,de-protonated,0,-9999,C17 H26 O4,17,26,4,-9999,-9999,-9999,-9999,N/A,-9999
26,293.179018,293.17904936240893,293.17920416725906,1618482.3,-9999,567854,25.26,-1,-0.5280212509138088,0.9506692558924588,0,0.5704015535354752,0,2.142857142857143,0.2857142857142857,S1 O4,de-protonated,0,-9999,C14 H30 O4 S1,14,30,4,-9999,-9999,1,-9999,N/A,-9999
26,293.179018,293.17904936240893,293.1788240447391,1618482.3,-9999,567854,25.26,-1,0.7685332342085794,0.8983716279633108,0,0.5390229767779865,5,1.6875,0.0625,N2 P1 O1,de-protonated,0,-9999,C16 H27 O1 N2 P1,16,27,1,2,1,-9999,-9999,N/A,-9999
27,294.178925,294.17895602155886,294.1791876990091,1039882.3,-9999,652347.3,15.52,-1,-0.7875385477020982,0.8935637901493976,0.9910634288617236,0.932563645634328,5,1.625,0.25,13C1 O4,de-protonated,1,24,C16 H26 O4 13C1,16,26,4,-9999,-9999,-9999,1,N/A,-9999
28,295.045716,295.0457467260856,295.0459408909991,1068182.9,-9999,492441.6,16,-1,-0.6580836627682924,0.9244274299012012,0,0.5546564579407206,8,0.9230769230769232,0.6153846153846154,O8,de-protonated,0,-9999,C13 H12 O8,13,12,8,-9999,-9999,-9999,-9999,N/A,-9999
28,295.045716,295.0457467260856,295.0457786996691,1068182.9,-9999,492441.6,16,-1,-0.10836821192961664,0.99787139532168,0,0.598722837193008,3,2.125,0.25,N4 S2 P1 O2,de-protonated,0,-9999,C8 H17 O2 N4 P1 S2,8,17,2,4,1,2,-9999,N/A,-9999
29,295.082077,295.0821077136908,295.0823264003491,1548762,-9999,581392.9,24.09,-1,-0.7411038843084082,0.9051469585748756,0,0.5430881751449254,7,1.1428571428571428,0.5,O7,de-protonated,0,-9999,C14 H16 O7,14,16,7,-9999,-9999,-9999,-9999,N/A,-9999
29,295.082077,295.0821077136908,295.0821642090191,1548762,-9999,581392.9,24.09,-1,-0.19145626251622908,0.9933709771551272,0,0.5960225862930764,2,2.3333333333333335,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H21 O1 N4 P1 S2,9,21,1,4,1,2,-9999,N/A,-9999
30,295.118426,295.11845670130003,295.1187119096991,1519197.3,-9999,517846.8,23.59,-1,-0.8647652240958683,0.8731125958390845,0,0.5238675575034507,6,1.3333333333333333,0.4,O6,de-protonated,0,-9999,C15 H20 O6,15,20,6,-9999,-9999,-9999,-9999,N/A,-9999
31,297.061357,297.06138703899023,297.06159095545905,1537545.4,-9999,424956.6,23.74,-1,-0.6864450842131015,0.9180532673824152,0,0.550831960429449,7,1.0769230769230769,0.6153846153846154,O8,de-protonated,0,-9999,C13 H14 O8,13,14,8,-9999,-9999,-9999,-9999,N/A,-9999
31,297.061357,297.06138703899023,297.06142876412906,1537545.4,-9999,424956.6,23.74,-1,-0.1404596315384555,0.9964266153338354,0,0.5978559692003012,2,2.375,0.25,N4 S2 P1 O2,de-protonated,0,-9999,C8 H19 O2 N4 P1 S2,8,19,2,4,1,2,-9999,N/A,-9999
32,297.097748,297.0977780265853,297.0979764648091,1739916.6,-9999,432866.4,27.13,-1,-0.6679218290026573,0.922241822125492,0,0.5533450932752951,6,1.2857142857142858,0.5,O7,de-protonated,0,-9999,C14 H18 O7,14,18,7,-9999,-9999,-9999,-9999,N/A,-9999
33,297.134128,297.1341580141839,297.13436197415905,1453455.9,-9999,525036.7,22.34,-1,-0.686423386945643,0.918058229383516,0,0.5508349376301096,5,1.4666666666666666,0.4,O6,de-protonated,0,-9999,C15 H22 O6,15,22,6,-9999,-9999,-9999,-9999,N/A,-9999
34,297.152782,297.15281200782516,297.1529894187691,7252113.5,-9999,527450.3,119.31,-1,-0.5970357029921862,0.936140295958246,0.9968916315339084,0.9604408301885108,4,1.625,0.1875,S1 O3,de-protonated,0,-9999,C16 H26 O3 S1,16,26,3,-9999,-9999,1,-9999,N/A,-9999
35,298.156133,298.15616266580105,298.1563442538391,1286123,-9999,579066.6,19.54,-1,-0.6090363044760729,0.9349110443803944,0.9968916315339084,0.9597032792418,4,1.7333333333333334,0.2,13C1 S1 O3,de-protonated,1,34,C15 H26 O3 S1 13C1,15,26,3,-9999,-9999,1,1,N/A,-9999
35,298.156133,298.15616266580105,298.1561004769391,1286123,-9999,579066.6,19.54,-1,0.20857819723500787,0.992137174524394,0,0.5952823047146364,9,1.2352941176470589,0.1176470588235294,N3 O2,de-protonated,0,-9999,C17 H21 O2 N3,17,21,2,3,-9999,-9999,-9999,N/A,-9999
36,299.04063,299.04065936429214,299.0408555105691,1010746.1,-9999,553425.5,14.93,-1,-0.6559179902483472,0.9249048794393346,0,0.5549429276636008,7,1,0.75,O9,de-protonated,0,-9999,C12 H12 O9,12,12,9,-9999,-9999,-9999,-9999,N/A,-9999
36,299.04063,299.04065936429214,299.0406933192391,1010746.1,-9999,553425.5,14.93,-1,-0.11354624208615365,0.9976633618133935,0,0.5985980170880362,2,2.4285714285714284,0.42857142857142855,N4 S2 P1 O3,de-protonated,0,-9999,C7 H17 O3 N4 P1 S2,7,17,3,4,1,2,-9999,N/A,-9999
38,299.077048,299.0770773518779,299.0772410199191,1664829.4,-9999,498544.5,25.87,-1,-0.5472433830936767,0.9471105993316824,0,0.5682663595990094,6,1.2307692307692308,0.6153846153846154,O8,de-protonated,0,-9999,C13 H16 O8,13,16,8,-9999,-9999,-9999,-9999,N/A,-9999
40,299.113391,299.1134203394892,299.1136265292691,1374848.6,-9999,435898.4,21.02,-1,-0.6893359632807977,0.9173909833894244,0,0.5504345900336546,5,1.4285714285714286,0.5,O7,de-protonated,0,-9999,C14 H20 O7,14,20,7,-9999,-9999,-9999,-9999,N/A,-9999
41,301.056309,301.0563376771838,301.0565055750291,1281008.1,-9999,651861.3,19.32,-1,-0.5576954564751118,0.9451279758057484,0,0.567076785483449,6,1.1666666666666667,0.75,O9,de-protonated,0,-9999,C12 H14 O9,12,14,9,-9999,-9999,-9999,-9999,N/A,-9999
42,301.092745,301.09277366476346,301.0928910843791,1451891.5,-9999,520255.6,22.15,-1,-0.3899780404635258,0.9727820329657072,0,0.5836692197794243,5,1.3846153846153846,0.6153846153846154,O8,de-protonated,0,-9999,C13 H18 O8,13,18,8,-9999,-9999,-9999,-9999,N/A,-9999
43,301.128967,301.12899565241605,301.12927659372906,1058550.8,-9999,624807.6,15.62,-1,-0.9329591469350126,0.8539050674253116,0,0.512343040455187,4,1.5714285714285714,0.5,O7,de-protonated,0,-9999,C14 H22 O7,14,22,7,-9999,-9999,-9999,-9999,N/A,-9999
44,305.06652,305.06654731017596,305.0666763358891,921506.8,-9999,530589.7,13.34,-1,-0.4229426651432315,0.9680634644865608,0,0.5808380786919365,9,0.9333333333333332,0.4666666666666667,O7,de-protonated,0,-9999,C15 H14 O7,15,14,7,-9999,-9999,-9999,-9999,N/A,-9999
44,305.06652,305.06654731017596,305.0665141445591,921506.8,-9999,530589.7,13.34,-1,0.10871601869681737,0.9978577245908854,0,0.5987146347545312,4,1.9,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H19 O1 N4 P1 S2,10,19,1,4,1,2,-9999,N/A,-9999
45,305.102894,305.1029212977767,305.1030618452391,967270.2,-9999,662852.8,14.1,-1,-0.46065569310275545,0.96222778200404,0,0.5773366692024241,8,1.125,0.375,O6,de-protonated,0,-9999,C16 H18 O6,16,18,6,-9999,-9999,-9999,-9999,N/A,-9999
46,307.045709,307.04573563550645,307.0459408909991,1123615,-9999,540143.4,16.58,-1,-0.6684846314373059,0.9221159691347346,0,0.5532695814808407,9,0.8571428571428571,0.5714285714285714,O8,de-protonated,0,-9999,C14 H12 O8,14,12,8,-9999,-9999,-9999,-9999,N/A,-9999
46,307.045709,307.04573563550645,307.0457786996691,1123615,-9999,540143.4,16.58,-1,-0.14025323136443898,0.9964370908107244,0,0.5978622544864346,4,1.8888888888888888,0.2222222222222222,N4 S2 P1 O2,de-protonated,0,-9999,C9 H17 O2 N4 P1 S2,9,17,2,4,1,2,-9999,N/A,-9999
47,307.08229,307.08231662303666,307.0823264003491,1285794.5,-9999,455685.1,19.25,-1,-0.03183938499010129,0.9998160739573044,0,0.5998896443743825,8,1.0666666666666669,0.4666666666666667,O7,de-protonated,0,-9999,C15 H16 O7,15,16,7,-9999,-9999,-9999,-9999,N/A,-9999
47,307.08229,307.08231662303666,307.0821642090191,1285794.5,-9999,455685.1,19.25,-1,0.4963297623294795,0.9562856093441772,0,0.5737713656065063,3,2.1,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H21 O1 N4 P1 S2,10,21,1,4,1,2,-9999,N/A,-9999
48,307.118567,307.1185936106705,307.1187119096991,1327782,-9999,469787,19.95,-1,-0.38518990869727626,0.973437389327302,0,0.5840624335963811,7,1.25,0.375,O6,de-protonated,0,-9999,C16 H20 O6,16,20,6,-9999,-9999,-9999,-9999,N/A,-9999
49,308.113837,308.11386327140104,308.1139608818991,953862.3,-9999,730696.5,13.77,-1,-0.3167999846364572,0.9819542160937692,0,0.5891725296562615,7,1.2666666666666666,0.4,N1 O6,de-protonated,0,-9999,C15 H19 O6 N1,15,19,6,1,-9999,-9999,-9999,N/A,-9999
50,309.02511,309.02513596076466,309.02520544610906,905183.6,-9999,582745.8,12.97,-1,-0.22485332320101897,0.9908680843282156,0,0.5945208505969294,9,0.7692307692307693,0.6923076923076923,O9,de-protonated,0,-9999,C13 H10 O9,13,10,9,-9999,-9999,-9999,-9999,N/A,-9999
50,309.02511,309.02513596076466,309.02504325477906,905183.6,-9999,582745.8,12.97,-1,0.299995057415245,0.9838027654103336,0,0.5902816592462001,4,1.875,0.375,N4 S2 P1 O3,de-protonated,0,-9999,C8 H15 O3 N4 P1 S2,8,15,3,4,1,2,-9999,N/A,-9999
