Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,34S
2,253.071685,253.07167234179292,253.0717617163191,811465.6,-9999,827278.7,12.38,-1,-0.35315882563531187,0.9776236588229804,0,0.5865741952937883,6,1.1666666666666667,0.5,O6,de-protonated,0,-9999,C12 H14 O6,12,14,6,-9999,-9999,-9999,-9999,N/A,-9999
3,253.144356,253.14434333378023,253.14453273501908,948243.9,-9999,854438.4,14.81,-1,-0.7481940724131387,0.9034143666329396,0,0.5420486199797637,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,N/A,-9999
4,255.050874,255.0508611235682,255.05102627142907,935772.7,-9999,981266.3,14.52,-1,-0.6475091014898848,0.9267461099877756,0,0.5560476659926653,6,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,-9999,C11 H12 O7,11,12,7,-9999,-9999,-9999,-9999,N/A,-9999
5,255.087367,255.0873541195445,255.08741178077904,848801.7,-9999,665811.2,12.99,-1,-0.22604500222660845,0.9907714822620892,0,0.5944628893572536,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999,N/A,-9999
7,255.232873,255.23286010350108,255.2329538181791,1374453.5,-9999,838774.1,22.27,-1,-0.3671731123598162,0.9758345716164502,0,0.5855007429698701,1,2,0.125,O2,de-protonated,0,-9999,C16 H32 O2,16,32,2,-9999,-9999,-9999,-9999,N/A,-9999
8,257.066592,257.06657890131584,257.0666763358891,851307.3,-9999,606623.1,13.03,-1,-0.3790245186646995,0.9742699641975868,0,0.584561978518552,5,1.2727272727272727,0.6363636363636364,O7,de-protonated,0,-9999,C11 H14 O7,11,14,7,-9999,-9999,-9999,-9999,N/A,-9999
9,265.071536,265.0715220186934,265.0717617163191,976693.7,-9999,634908.9,14.96,-1,-0.9042744657670764,0.8621096395715234,0,0.517265783742914,7,1.0769230769230769,0.4615384615384616,O6,de-protonated,0,-9999,C13 H14 O6,13,14,6,-9999,-9999,-9999,-9999,N/A,-9999
10,265.108041,265.1080270146684,265.1081472256691,898105.8,-9999,556557.9,13.59,-1,-0.4534413670937346,0.9633798540959546,0,0.5780279124575728,6,1.2857142857142858,0.35714285714285715,O5,de-protonated,0,-9999,C14 H18 O5,14,18,5,-9999,-9999,-9999,-9999,N/A,-9999
12,265.147837,265.14782301028043,265.14790403833905,2357822.3,-9999,554692.1,38.93,-1,-0.3055956972785378,0.9831975010234988,0,0.5899185006140993,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,N/A,-9999
13,267.050784,267.0507698004622,267.05102627142907,831246.3,-9999,630033.1,12.43,-1,-0.9603818807262628,0.8458982690658403,0,0.5075389614395042,7,1,0.5833333333333334,O7,de-protonated,0,-9999,C12 H12 O7,12,12,7,-9999,-9999,-9999,-9999,N/A,-9999
