Parent_ID,Replicate_ID,Tensile_Strength_pounds,Total_Incubation_days,Decay_Rate_per_day,mean_Tensile_Strength_pounds,sd_Tensile_Strength_pounds,Site_ID,sum_mean_daily_temp,degree_decay_rate,mean_degree_decay_rate,Latitude,Longitude
SSS001,COT-1,33.3,34.9201,0.0201,33.925,2.703547052793176,S63,640.6166741573034,0.001098321145933074,0.0010729403220317477,46.041693,-120.57319
SSS001,COT-2,37.6,34.9201,0.0167,33.925,2.703547052793176,S63,640.6166741573034,9.087434182393524e-4,0.0010729403220317477,46.041693,-120.57319
SSS001,COT-3,31.1,34.9201,0.0221,33.925,2.703547052793176,S63,640.6166741573034,0.0012050145564521176,0.0010729403220317477,46.041693,-120.57319
SSS001,COT-4,33.7,34.9201,0.0198,33.925,2.703547052793176,S63,640.6166741573034,0.0010796821675024466,0.0010729403220317477,46.041693,-120.57319
SSS002,COT-1,17,34.8382,0.0395,17.55,5.99861095032286,S30R,718.0173596882573,0.0019163142423072653,0.0019262569412258272,46.096025,-120.547333
SSS002,COT-2,13.6,34.8382,0.0459,17.55,5.99861095032286,S30R,718.0173596882573,0.002227091618791717,0.0019262569412258272,46.096025,-120.547333
SSS002,COT-3,26.2,34.8382,0.0271,17.55,5.99861095032286,S30R,718.0173596882573,0.001313896959668536,0.0019262569412258272,46.096025,-120.547333
SSS002,COT-4,13.4,34.8382,0.0463,17.55,5.99861095032286,S30R,718.0173596882573,0.002247724944135791,0.0019262569412258272,46.096025,-120.547333
SSS003,COT-1,8.1,34.9111,0.0606,10.7,4.045573712919674,S31,708.1802911985019,0.0029897699798861165,0.0026667773016242,46.205937,-120.480905
SSS003,COT-2,7.4,34.9111,0.0632,10.7,4.045573712919674,S31,708.1802911985019,0.0031173985832115576,0.0026667773016242,46.205937,-120.480905
SSS003,COT-3,11,34.9111,0.0519,10.7,4.045573712919674,S31,708.1802911985019,0.002557632549738124,0.0026667773016242,46.205937,-120.480905
SSS003,COT-4,16.3,34.9111,0.0406,10.7,4.045573712919674,S31,708.1802911985019,0.0020023080936610016,0.0026667773016242,46.205937,-120.480905
SSS004,COT-1,14.2,34.9618,0.0445,16.799999999999997,7.209715667070373,S55N,674.6552785580525,0.0023062419008548288,0.0021765475937126242,46.665999,-120.816155
SSS004,COT-2,8.2,34.9618,0.0602,16.799999999999997,7.209715667070373,S55N,674.6552785580525,0.0031201506151105314,0.0021765475937126242,46.665999,-120.816155
SSS004,COT-3,19.9,34.9618,0.0349,16.799999999999997,7.209715667070373,S55N,674.6552785580525,0.00180601937559048,0.0021765475937126242,46.665999,-120.816155
SSS004,COT-4,24.9,34.9618,0.0284,16.799999999999997,7.209715667070373,S55N,674.6552785580525,0.0014737784832946558,0.0021765475937126242,46.665999,-120.816155
SSS005,COT-1,8.8,34.8139,0.0584,6.875,1.5435349040433135,S57,646.8569857954545,0.003145066931084873,0.0035559664506101592,46.581385,-120.461165
SSS005,COT-2,5.2,34.8139,0.0735,6.875,1.5435349040433135,S57,646.8569857954545,0.00395837359306647,0.0035559664506101592,46.581385,-120.461165
SSS005,COT-3,6.2,34.8139,0.0685,6.875,1.5435349040433135,S57,646.8569857954545,0.003686457744082684,0.0035559664506101592,46.581385,-120.461165
SSS005,COT-4,7.3,34.8139,0.0638,6.875,1.5435349040433135,S57,646.8569857954545,0.003433967534206609,0.0035559664506101592,46.581385,-120.461165
SSS006,COT-1,1,34.9597,0.1204,0.825,0.35,S56N,696.7993335473221,0.006040706461675775,0.006432011413657643,46.621782,-120.62062
SSS006,COT-2,1.2,34.9597,0.1152,0.825,0.35,S56N,696.7993335473221,0.005779050705109853,0.006432011413657643,46.621782,-120.62062
SSS006,COT-3,0.4,34.9597,0.1466,0.825,0.35,S56N,696.7993335473221,0.007355705899475791,0.006432011413657643,46.621782,-120.62062
SSS006,COT-4,0.7,34.9597,0.1306,0.825,0.35,S56N,696.7993335473221,0.006552582588369155,0.006432011413657643,46.621782,-120.62062
SSS007,COT-1,24.1,35.0868,0.0293,22.05,4.906118628814432,S53,517.1372119990225,0.0019858334931735946,0.002193258398841963,46.664632,-121.123407
SSS007,COT-2,28,35.0868,0.025,22.05,4.906118628814432,S53,517.1372119990225,0.0016957892530795788,0.002193258398841963,46.664632,-121.123407
SSS007,COT-3,18.6,35.0868,0.0367,22.05,4.906118628814432,S53,517.1372119990225,0.002486764878049343,0.002193258398841963,46.664632,-121.123407
SSS007,COT-4,17.5,35.0868,0.0384,22.05,4.906118628814432,S53,517.1372119990225,0.0026046459710653345,0.002193258398841963,46.664632,-121.123407
SSS008,COT-1,28.2,34.7993,0.025,30.325000000000003,7.844477887873312,S52,504.09713075396826,0.0017255370158636176,0.0016364624554548082,46.659147,-121.08911
