"date_index","time_index","index","err_obs_iid_sigma_mean","err_obs_iid_sigma_se_mean","err_obs_iid_sigma_sd","err_obs_iid_sigma_2.5pct","err_obs_iid_sigma_25pct","err_obs_iid_sigma_50pct","err_obs_iid_sigma_75pct","err_obs_iid_sigma_97.5pct","err_obs_iid_sigma_n_eff","err_obs_iid_sigma_Rhat","err_proc_iid_sigma_mean","err_proc_iid_sigma_se_mean","err_proc_iid_sigma_sd","err_proc_iid_sigma_2.5pct","err_proc_iid_sigma_25pct","err_proc_iid_sigma_50pct","err_proc_iid_sigma_75pct","err_proc_iid_sigma_97.5pct","err_proc_iid_sigma_n_eff","err_proc_iid_sigma_Rhat","lp___mean","lp___se_mean","lp___sd","lp___2.5pct","lp___25pct","lp___50pct","lp___75pct","lp___97.5pct","lp___n_eff","lp___Rhat"
NA,NA,1,0.0112789545681835,5.68803648300912e-05,0.000345259506247537,0.0102226892909477,0.0111314756834326,0.0113112096047811,0.0114897190558165,0.0118266689348024,36.8439804896348,1.08611304770142,0.713103234611218,0.000492983941447244,0.015289925024192,0.684134561018795,0.702770533507826,0.712826193810248,0.723245951498976,0.743482372656483,961.933758211965,1.00998920743765,22944.9542095091,3.19013454674998,74.3984996405648,22798.595821567,22895.6014233309,22944.6432356089,22994.7564174676,23092.2428414617,543.889098969492,1.00703737859368
