Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,33S,34S
12,236.104226,236.10427443646867,236.10406490312903,789868.3,-9999,751971.5,12.25,-1,0.8874618050312829,0.866834775617432,0,0.5201008653704592,6,1.3636363636363635,0.2727272727272727,N3 O3,de-protonated,0,-9999,C11 H15 O3 N3,11,15,3,3,-9999,-9999,-9999,-9999,-9999,-9999
35,259.12918,259.12921805680384,259.1290971458191,937388.1,-9999,760431.7,14.4,-1,0.4666052020067734,0.961265067674202,0,0.5767590406045211,2,1.9230769230769231,0.07692307692307693,S1 P1 O1,de-protonated,0,-9999,C13 H25 O1 P1 S1,13,25,1,-9999,1,1,-9999,-9999,-9999,-9999
38,262.975261,262.9752973229879,262.97509842466906,2556686.3,-9999,672723.6,42.42,-1,0.7563389843146768,0.9014078341091484,0,0.5408447004654889,10,0.4545454545454546,0.5454545454545454,P1 O6,de-protonated,0,-9999,C11 H5 O6 P1,11,5,6,-9999,1,-9999,-9999,-9999,-9999,-9999
48,267.072813,267.07284747580866,267.0730250193591,1070902.3,-9999,832545.8,16.49,-1,-0.664775300345527,0.922943805826502,0,0.5537662834959012,1,2,0.4,S2 O4,de-protonated,0,-9999,C10 H20 O4 S2,10,20,4,-9999,-9999,2,-9999,-9999,-9999,-9999
48,267.072813,267.07284747580866,267.0726448968391,1070902.3,-9999,832545.8,16.49,-1,0.7585163565804307,0.9008685109727258,0,0.5405211065836355,6,1.4166666666666667,0.08333333333333333,N2 S1 P1 O1,de-protonated,0,-9999,C12 H17 O1 N2 P1 S1,12,17,1,2,1,1,-9999,-9999,-9999,-9999
58,269.13937,269.1394035442034,269.1394473545891,1022786.1,-9999,1086072.5,15.54,-1,-0.162779503843155,0.9952036632159555,0,0.5971221979295733,4,1.5714285714285714,0.35714285714285715,O5,de-protonated,0,-9999,C14 H22 O5,14,22,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
83,277.056767,277.0567969750354,277.0569948323791,1125644.5,-9999,693269.6,17.16,-1,-0.7141394996513767,0.9116146021403808,0,0.5469687612842286,8,1.1538461538461535,0.07692307692307693,N2 S1 P1 O1,de-protonated,0,-9999,C13 H15 O1 N2 P1 S1,13,15,1,2,1,1,-9999,-9999,-9999,-9999
85,277.059203,277.05923297393736,277.0594967558291,11187981,-9999,663767.8,188.26,-1,-0.9520767013918392,0.8614094363085933,0.9738217435088924,0.906374359188713,4,1.6666666666666667,0.6666666666666666,N2 P1 O6,de-protonated,0,-9999,C9 H15 O6 N2 P1,9,15,6,2,1,-9999,-9999,-9999,-9999,-9999
87,277.14741,277.1474399341735,277.1475239158191,11243287,-9999,678826.9,189.2,-1,-0.30302145360342325,0.990929984438508,0.9672857027996188,0.9814722717829524,6,1.5333333333333334,0.06666666666666667,N2 P1 O1,de-protonated,0,-9999,C15 H23 O1 N2 P1,15,23,1,2,1,-9999,-9999,-9999,-9999,-9999
88,278.062583,278.06261252161295,278.06285159089913,1452162.4,-9999,632041.1,22.54,-1,-0.8597670807628213,0.8744792032851061,0.9738217435088924,0.9142162193746206,4,1.875,0.75,13C1 N2 P1 O6,de-protonated,1,85,C8 H15 O6 N2 P1 13C1,8,15,6,2,1,-9999,1,-9999,-9999,-9999
