Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
4,166.992269,166.99219792363664,166.99207209899905,775464,-9999,924580.1,12.78,-1,0.7534767130621205,0.9021149330138444,0,0.5412689598083067,6,0.6666666666666666,0.3333333333333333,N2 S1 O2,de-protonated,0,-9999,C6 H4 O2 N2 S1,6,4,2,2,-9999,1,-9999,-9999,-9999,-9999,-9999
47,212.978075,212.9780440106032,212.9780758048191,1613076.8,-9999,932964.3,27.89,-1,-0.1492839851900894,0.9959644523136272,0,0.5975786713881763,6,0.875,0.375,S1 P1 O3,de-protonated,0,-9999,C8 H7 O3 P1 S1,8,7,3,-9999,1,1,-9999,-9999,-9999,-9999,-9999
56,242.985453,242.9854481687781,242.9852691855291,1114730.3,-9999,983684.6,17.94,-1,0.7366012336592488,0.9062403889632136,0,0.5437442333779281,11,0.4166666666666667,0.3333333333333333,P1 O4,de-protonated,0,-9999,C12 H5 O4 P1,12,5,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
64,253.144285,253.1442890244837,253.14453273501908,2316810.3,-9999,841889.4,39.11,-1,-0.9627327627944656,0.8452046358819149,0,0.5071227815291489,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
79,265.147541,265.1475554880194,265.1475239158191,906613.7,-9999,724458.1,13.74,-1,0.11907409076135449,0.9974306111080372,0,0.5984583666648223,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999,-9999,-9999,-9999
81,265.180962,265.18097651715334,265.1809182443691,874617.9,-9999,871432.8,13.19,-1,0.21974727534771896,0.9912763229052546,0,0.5947657937431527,4,1.625,0.1875,O3,de-protonated,0,-9999,C16 H26 O3,16,26,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
90,271.118441,271.1184606930009,271.1187119096991,888132.8,-9999,806691.6,13.33,-1,-0.926592991015684,0.8557412487717408,0,0.5134447492630445,4,1.5384615384615383,0.4615384615384616,O6,de-protonated,0,-9999,C13 H20 O6,13,20,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
91,271.154807,271.15482672470205,271.15509741904907,926665.1,-9999,696573.8,13.99,-1,-0.998300786522352,0.8345750798154175,0,0.5007450478892504,3,1.7142857142857142,0.35714285714285715,O5,de-protonated,0,-9999,C14 H24 O5,14,24,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
92,271.191225,271.1912447564485,271.19148292839907,1755725.3,-9999,850682.9,28.29,-1,-0.8782427382998398,0.8693988857911232,0,0.5216393314746739,2,1.8666666666666667,0.26666666666666666,O4,de-protonated,0,-9999,C15 H28 O4,15,28,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
96,273.097707,273.0977284183761,273.0979764648091,857127.4,-9999,914895.9,12.71,-1,-0.9082690256862608,0.8609777906519643,0,0.5165866743911786,4,1.5,0.5833333333333334,O7,de-protonated,0,-9999,C12 H18 O7,12,18,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
