Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,34S
22,225.113198,225.1132792704277,225.11323260609907,857999.3,-9999,724346.5,13.59,-1,0.20729269486135948,0.9922334194900446,0,0.5953400516940267,4,1.5,0.3333333333333333,O4,de-protonated,0,-9999,C12 H18 O4,12,18,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
23,227.09249,227.09256907468657,227.09249716120908,1070610.3,-9999,783971.2,17.44,-1,0.3166704244066657,0.9819688394258844,0,0.5891813036555306,4,1.4545454545454546,0.4545454545454546,O5,de-protonated,0,-9999,C11 H16 O5,11,16,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
24,227.1288,227.1288790344058,227.12888267055905,2262808.3,-9999,634909.6,39.06,-1,-0.01600920679712662,0.9999534967442738,0,0.5999720980465643,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
25,229.071695,229.0717718790419,229.0717617163191,824121.6,-9999,849606.4,12.92,-1,0.04436479965942496,0.9996429300281215,0,0.599785758016873,4,1.4,0.6,O6,de-protonated,0,-9999,C10 H14 O6,10,14,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
26,229.10805,229.10812683871123,229.1081472256691,894559.6,-9999,843332.4,14.19,-1,-0.0889839933842176,0.9985642935028594,0,0.5991385761017156,3,1.6363636363636365,0.4545454545454546,O5,de-protonated,0,-9999,C11 H18 O5,11,18,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
27,229.144449,229.14452579833176,229.14453273501908,2325797.8,-9999,797507.2,40.05,-1,-0.0302721048800833,0.9998337341869764,0,0.5999002405121857,2,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H22 O4,12,22,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
28,231.087374,231.0874486429346,231.0874117807791,1011242.7,-9999,775646.6,16.23,-1,0.1595160688886367,0.9953936120085268,0,0.597236167205116,3,1.6,0.6,O6,de-protonated,0,-9999,C10 H16 O6,10,16,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
29,233.102996,233.1030684068905,233.1030618452391,1682174.8,-9999,646202.8,28.31,-1,0.02814914273962675,0.9998562350708016,0,0.599913741042481,2,1.8,0.6,O6,de-protonated,0,-9999,C10 H18 O6,10,18,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
30,233.154688,233.1547603495456,233.15470349587903,778919.5,-9999,661186.3,12.04,-1,0.24384524816811895,0.9892689623108296,0,0.5935613773864977,5,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999
31,239.092434,239.09249976246633,239.09249716120908,1130362.3,-9999,749161.1,18.21,-1,0.01087971091261698,0.9999785224926674,0,0.5999871134956004,5,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,-9999,C12 H16 O5,12,16,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
32,239.128831,239.12889672208905,239.12888267055905,4208960.5,-9999,730365.5,73.22,-1,0.05876132504302292,0.9993736732674908,0,0.5996242039604945,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
34,241.046573,241.0466365946288,241.0466095962591,1841031.1,-9999,670503.3,30.78,-1,0.11200476855759536,0.9977263026337768,0,0.5986357815802661,6,1.1111111111111112,0.6666666666666666,N2 O6,de-protonated,0,-9999,C9 H10 O6 N2,9,10,6,2,-9999,-9999,-9999,N/A,N/A,-9999
35,241.108124,241.1081875263468,241.1081472256691,1174641.6,-9999,569587.1,18.92,-1,0.1671477226061025,0.9949434486837808,0,0.5969660692102685,4,1.5,0.4166666666666667,O5,de-protonated,0,-9999,C12 H18 O5,12,18,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
36,241.136453,241.13651649491985,241.13629052652908,1212822.4,-9999,780956.5,19.6,-1,0.9370982287379604,0.852706624326394,0,0.5116239745958364,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,N/A,N/A,-9999
38,241.144445,241.14450848605384,241.14453273501908,1660823.8,-9999,703183.5,27.58,-1,-0.10055780643838493,0.9981668962211924,0,0.5989001377327154,3,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,-9999,C13 H22 O4,13,22,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
39,242.176111,242.17617334156807,242.1761672165691,1913799,-9999,730865.8,32.08,-1,0.02529150182679957,0.9998839412569196,0,0.5999303647541516,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,N/A,N/A,-9999
41,243.087368,243.0874293306589,243.0874117807791,1037281.4,-9999,848711.8,16.41,-1,0.07219575736771816,0.9990546952710878,0,0.5994328171626526,4,1.4545454545454546,0.5454545454545454,O6,de-protonated,0,-9999,C11 H16 O6,11,16,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
42,243.12375,243.12381129029828,243.12379729012903,1922151.6,-9999,676241.1,32.09,-1,0.05758452842535241,0.999398501136687,0,0.5996391006820122,3,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,-9999,C12 H20 O5,12,20,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
43,243.160142,243.16020324992655,243.16018279947903,2385005.8,-9999,732275.7,40.3,-1,0.08410278055483615,0.9987173863069146,0,0.5992304317841488,2,1.8461538461538465,0.3076923076923077,O4,de-protonated,0,-9999,C13 H24 O4,13,24,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
44,245.048861,245.04892015466316,245.0489182711491,1057964.3,-9999,705759.5,16.77,-1,0.00768627785376795,0.9999892802746062,0,0.5999935681647637,4,1.4,0.5,S1 O5,de-protonated,0,-9999,C10 H14 O5 S1,10,14,5,-9999,-9999,1,-9999,N/A,N/A,-9999
45,245.103019,245.1030780945826,245.1030618452391,1178933.4,-9999,613420.9,18.91,-1,0.06629596293256428,0.9992028228679968,0,0.599521693720798,3,1.6363636363636365,0.5454545454545454,O6,de-protonated,0,-9999,C11 H18 O6,11,18,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
46,245.139391,245.1394500542331,245.13944735458907,1302331.5,-9999,785625.2,21.1,-1,0.01101268709487048,0.999977994276632,0,0.5999867965659792,2,1.8333333333333333,0.4166666666666667,O5,de-protonated,0,-9999,C12 H22 O5,12,22,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
47,249.022678,249.02273274628203,249.02270352265907,933697.1,-9999,741120,14.49,-1,0.1173532475005954,0.9975042473404332,0,0.59850254840426,8,0.8333333333333334,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H10 O4 S1,12,10,4,-9999,-9999,1,-9999,N/A,N/A,-9999
48,249.149595,249.14964960548576,249.14961811544907,1078741.9,-9999,889311.7,17.05,-1,0.12639006605114564,0.997105653970604,0,0.5982633923823624,5,1.4666666666666666,0.2,O3,de-protonated,0,-9999,C15 H22 O3,15,22,3,-9999,-9999,-9999,-9999,N/A,N/A,-9999
49,249.152952,249.1530066017617,249.15298941876907,1567638.5,-9999,602287.7,25.68,-1,0.0689656288424203,0.9991373555329608,0,0.5994824133197765,0,2.1666666666666665,0.25,S1 O3,de-protonated,0,-9999,C12 H26 O3 S1,12,26,3,-9999,-9999,1,-9999,N/A,N/A,-9999
52,251.078552,251.07860446558408,251.07857843043905,1119248.3,-9999,764530.6,17.69,-1,0.10369321504558043,0.9980509143418697,0,0.5988305486051217,7,1.2,0.4,N4 O4,de-protonated,0,-9999,C10 H12 O4 N4,10,12,4,4,-9999,-9999,-9999,N/A,N/A,-9999
53,251.128833,251.1288854098045,251.12888267055905,1922456.4,-9999,663857.5,31.81,-1,0.0109077276036607,0.9999784117366088,0,0.5999870470419653,5,1.4285714285714286,0.2857142857142857,O4,de-protonated,0,-9999,C14 H20 O4,14,20,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
54,253.108088,253.1081382141044,253.1081472256691,808661.5,-9999,749903.8,12.22,-1,-0.0356036136503526,0.9997700189549644,0,0.5998620113729787,5,1.3846153846153846,0.38461538461538464,O5,de-protonated,0,-9999,C13 H18 O5,13,18,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
58,253.144481,253.1445311737316,253.14453273501908,13760347,-9999,675285.6,239.9,-1,-0.00616757341561043,0.99974098543013,0.9975381458681676,0.9988598496053452,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
62,254.147852,254.14790106063504,254.14788757008907,2128633.8,-9999,649423.6,35.26,-1,0.05308147994007659,0.9994888729560948,0.9975381458681676,0.9987085821209238,4,1.6923076923076923,0.3076923076923077,13C1 O4,de-protonated,1,58,C13 H22 O4 13C1,13,22,4,-9999,-9999,-9999,1,N/A,N/A,-9999
66,255.059675,255.059723049098,255.05975773726908,1104776.1,-9999,838827.7,17.34,-1,-0.13600017268865894,0.9966495419282598,0,0.5979897251569559,10,0.8571428571428571,0.07142857142857142,N2 S1 O1,de-protonated,0,-9999,C14 H12 O1 N2 S1,14,12,1,2,-9999,1,-9999,N/A,N/A,-9999
70,255.062211,255.06225904628465,255.06225966071912,27704456,-9999,681364.3,482.79,-1,-0.00240895889013461,0.9997111540430308,0.987958483604257,0.9950100858675212,6,1.2,0.6,N2 O6,de-protonated,0,-9999,C10 H12 O6 N2,10,12,6,2,-9999,-9999,-9999,N/A,N/A,-9999
72,255.06373,255.06377804459953,255.0639134309991,1624584.8,-9999,562865.6,26.44,-1,-0.5307940184170985,0.9501629636672508,0,0.5700977782003505,1,2.125,0.875,P1 O7,de-protonated,0,-9999,C8 H17 O7 P1,8,17,7,-9999,1,-9999,-9999,N/A,N/A,-9999
74,255.064523,255.0645710437198,255.06478281086908,1256264.9,-9999,633221.6,19.99,-1,-0.8302484840644864,0.8824308450443532,0,0.5294585070266119,0,2.3333333333333335,0.2222222222222222,S2 P1 O2,de-protonated,0,-9999,C9 H21 O2 P1 S2,9,21,2,-9999,1,2,-9999,N/A,N/A,-9999
75,255.064817,255.06486504339367,255.06478281086908,1206921,-9999,723680.8,19.13,-1,0.32239858315361447,0.981316805625473,0,0.5887900833752837,0,2.3333333333333335,0.2222222222222222,S2 P1 O2,de-protonated,0,-9999,C9 H21 O2 P1 S2,9,21,2,-9999,1,2,-9999,N/A,N/A,-9999
76,255.065099,255.06514704308083,255.06525084151912,1127881,-9999,844293.3,17.74,-1,-0.4069485668727883,0.9703977914369384,0,0.582238674862163,6,1.4444444444444444,0.3333333333333333,N4 P1 O3,de-protonated,0,-9999,C9 H13 O3 N4 P1,9,13,3,4,1,-9999,-9999,N/A,N/A,-9999
77,255.06541000000001,255.06545804273583,255.0656309640391,1096905.1,-9999,562861.7,17.2,-1,-0.6779482700465786,0.9199864562289736,0,0.551991873737384,1,2.2857142857142856,0.8571428571428571,N2 S1 O6,de-protonated,0,-9999,C7 H16 O6 N2 S1,7,16,6,2,-9999,1,-9999,N/A,N/A,-9999
77,255.06541000000001,255.06545804273583,255.06525084151912,1096905.1,-9999,562861.7,17.2,-1,0.8123459233543905,0.8871519012667016,0,0.5322911407600209,6,1.4444444444444444,0.3333333333333333,N4 P1 O3,de-protonated,0,-9999,C9 H13 O3 N4 P1,9,13,3,4,1,-9999,-9999,N/A,N/A,-9999
78,255.087343,255.08739101840428,255.08741178077904,975340.5,-9999,482421.8,15.08,-1,-0.08139317672861913,0.9987986520093484,0,0.5992791912056089,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
79,255.123739,255.12378697802816,255.12379729012903,1398290.1,-9999,574505.4,22.48,-1,-0.04041998839618476,0.9997035975245974,0,0.5998221585147584,4,1.5384615384615383,0.38461538461538464,O5,de-protonated,0,-9999,C13 H20 O5,13,20,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
81,255.160148,255.16019593763755,255.16018279947903,3880855.8,-9999,659065.1,65.92,-1,0.05148984590554256,0.9995190581646924,0,0.5997114348988154,3,1.7142857142857142,0.2857142857142857,O4,de-protonated,0,-9999,C14 H24 O4,14,24,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
82,255.196528,255.19657589727916,255.19656830882903,1303069.5,-9999,761261.2,20.81,-1,0.02973570590406401,0.999839573726542,0,0.5999037442359252,2,1.8666666666666667,0.2,O3,de-protonated,0,-9999,C15 H28 O3,15,28,3,-9999,-9999,-9999,-9999,N/A,N/A,-9999
83,256.065582,256.0656289331881,256.0656144957891,2592163.8,-9999,632162.7,43.36,-1,0.05638163903260613,0.9994233610472824,0.987958483604257,0.9948374100700722,6,1.3333333333333333,0.6666666666666666,13C1 N2 O6,de-protonated,1,70,C9 H12 O6 N2 13C1,9,12,6,2,-9999,-9999,1,N/A,N/A,-9999
85,257.041488,257.04153385056014,257.0415242158291,1068472.6,-9999,687558.7,16.7,-1,0.03748316958748111,0.9997450992654088,0,0.5998470595592453,6,1.1111111111111112,0.7777777777777778,N2 O7,de-protonated,0,-9999,C9 H10 O7 N2,9,10,7,2,-9999,-9999,-9999,N/A,N/A,-9999
87,257.10305,257.1030957822659,257.1030618452391,1366978,-9999,558847.4,21.92,-1,0.1319977542922172,0.9968435377982778,0,0.5981061226789667,4,1.5,0.5,O6,de-protonated,0,-9999,C12 H18 O6,12,18,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
88,257.139414,257.13945974192524,257.1394473545891,1957191.5,-9999,649368.9,32.02,-1,0.04817361268046251,0.9995790012303816,0,0.599747400738229,3,1.6923076923076923,0.38461538461538464,O5,de-protonated,0,-9999,C13 H22 O5,13,22,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
89,257.175791,257.1758367015702,257.1758328639391,4445133,-9999,689873.4,75.24,-1,0.01492220727464401,0.999959597225354,0,0.5999757583352124,2,1.8571428571428572,0.2857142857142857,O4,de-protonated,0,-9999,C14 H26 O4,14,26,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
91,259.082279,259.08232258659467,259.0823264003491,992362.1,-9999,856959.2,15.25,-1,-0.01472024146464981,0.9999606834720044,0,0.5999764100832027,4,1.4545454545454546,0.6363636363636364,O7,de-protonated,0,-9999,C11 H16 O7,11,16,7,-9999,-9999,-9999,-9999,N/A,N/A,-9999
92,259.118678,259.1187215462151,259.1187119096991,1830511.5,-9999,600935.6,29.81,-1,0.03718957990036581,0.999749076185957,0,0.5998494457115742,3,1.6666666666666667,0.5,O6,de-protonated,0,-9999,C12 H20 O6,12,20,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
93,259.129914,259.12995753375037,259.12994529898907,2286577.3,-9999,707575.9,37.74,-1,0.04721477205562517,0.9995955900878988,0,0.5997573540527393,3,1.818181818181818,0.4545454545454546,N2 O5,de-protonated,0,-9999,C11 H20 O5 N2,11,20,5,2,-9999,-9999,-9999,N/A,N/A,-9999
94,259.155071,259.15511450584233,259.15509741904907,1062644.9,-9999,791670.8,16.47,-1,0.0659326921755043,0.9992115318098904,0,0.5995269190859343,2,1.8461538461538465,0.38461538461538464,O5,de-protonated,0,-9999,C13 H24 O5,13,24,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
95,259.191412,259.1914554655272,259.19148292839907,820474.2,-9999,885406.7,12.27,-1,-0.10595591932825552,0.9979650112675348,0,0.5987790067605209,1,2,0.2857142857142857,O4,de-protonated,0,-9999,C14 H28 O4,14,28,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
98,261.134284,261.1343253101888,261.13436197415905,1001684.4,-9999,719540,15.3,-1,-0.14040270298471916,0.9964295061696712,0,0.5978577037018026,2,1.8333333333333333,0.5,O6,de-protonated,0,-9999,C12 H22 O6,12,22,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
100,262.975972,262.9760112670996,262.9759678045391,5785369,-9999,685351.8,97.79,-1,0.1652719860555295,0.49752801099207455,0.8851212310995797,0.6525652990350767,9,0.75,0.08333333333333333,S2 P1 O1,de-protonated,0,-9999,C12 H9 O1 P1 S2,12,9,1,-9999,1,2,-9999,N/A,N/A,-9999
102,263.043985,263.04402419164893,263.0438466913691,1712162.5,-9999,696811.7,27.54,-1,0.6747935071639068,0.9206991205970352,0,0.5524194723582212,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,N/A,N/A,-9999
103,263.128852,263.1288910975011,263.12888267055905,1031278.4,-9999,681636,15.8,-1,0.03202591044268893,0.999813912849153,0,0.5998883477094917,6,1.3333333333333333,0.26666666666666666,O4,de-protonated,0,-9999,C15 H20 O4,15,20,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
105,265.057831,265.057867957575,265.05784298554903,1826488,-9999,669346.1,29.29,-1,0.09421349582333434,0.9983907245669454,0,0.5990344347401673,8,1,0.5,N4 O5,de-protonated,0,-9999,C10 H10 O5 N4,10,10,5,4,-9999,-9999,-9999,N/A,N/A,-9999
106,265.144575,265.1446118613449,265.1445327350191,938307.8,-9999,594618.2,14.09,-1,0.2984271446712062,0.9839702706608838,0,0.5903821623965303,5,1.4666666666666666,0.26666666666666666,O4,de-protonated,0,-9999,C15 H22 O4,15,22,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
109,265.147257,265.14729385836966,265.1475239158191,4031812.3,-9999,474940.1,67.04,-1,-0.8676582983566898,0.872318925279842,0,0.5233913551679051,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,N/A,N/A,-9999
110,265.14789,265.14792685766747,265.14790403833905,13580868,-9999,584294.8,230.48,-1,0.08606263928158338,0.9950574784962336,0.9835430935482884,0.9904517245170554,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,N/A,N/A,-9999
114,265.180852,265.18088882110084,265.1809182443691,1114056.8,-9999,697453,17.1,-1,-0.11095545048924142,0.997768658054634,0,0.5986611948327804,4,1.625,0.1875,O3,de-protonated,0,-9999,C16 H26 O3,16,26,3,-9999,-9999,-9999,-9999,N/A,N/A,-9999
116,266.151281,266.15131674454875,266.15125887340906,1482571.8,-9999,625820.6,23.4,-1,0.2174370316087239,0.9914580044120956,0.9835430935482884,0.9882920400665728,0,2.363636363636364,0.3636363636363637,13C1 S1 O4,de-protonated,1,110,C11 H26 O4 S1 13C1,11,26,4,-9999,-9999,1,1,N/A,N/A,-9999
118,267.087432,267.0874667060232,267.08741178077906,844104.6,-9999,560953.1,12.47,-1,0.2056451996312657,0.9923559102668922,0,0.5954135461601353,6,1.2307692307692308,0.4615384615384616,O6,de-protonated,0,-9999,C13 H16 O6,13,16,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
119,267.123783,267.123817665697,267.12379729012906,1230157.4,-9999,591792,19.08,-1,0.07627762164551677,0.9989448386170082,0,0.5993669031702049,5,1.4285714285714286,0.35714285714285715,O5,de-protonated,0,-9999,C14 H20 O5,14,20,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
120,267.160158,267.16019262534417,267.16018279947906,1562450.3,-9999,728923.2,24.77,-1,0.03677892792065024,0.999754586379013,0,0.5998527518274078,4,1.6,0.26666666666666666,O4,de-protonated,0,-9999,C15 H24 O4,15,24,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
122,269.066627,269.0666595103896,269.0666763358891,1044428,-9999,749100.1,15.77,-1,-0.0625328253243158,0.9992907230155108,0,0.5995744338093064,6,1.1666666666666667,0.5833333333333334,O7,de-protonated,0,-9999,C12 H14 O7,12,14,7,-9999,-9999,-9999,-9999,N/A,N/A,-9999
123,269.103037,269.10306946999793,269.1030618452391,1537616.8,-9999,650997.1,24.15,-1,0.02833397280756342,0.9998543410609084,0,0.599912604636545,5,1.3846153846153846,0.4615384615384616,O6,de-protonated,0,-9999,C13 H18 O6,13,18,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
124,269.131171,269.13120343878734,269.1312051460991,2249044.3,-9999,614787.4,36.23,-1,-0.00634378964854882,0.999992697866132,0,0.5999956187196792,4,1.6428571428571428,0.21428571428571427,P1 O3,de-protonated,0,-9999,C14 H23 O3 P1,14,23,3,-9999,1,-9999,-9999,N/A,N/A,-9999
126,269.139426,269.1394584296296,269.1394473545891,7072853.5,-9999,649238.1,118.17,-1,0.04114982256631765,0.9991819187851744,0.97253529352008,0.9885232686791364,4,1.5714285714285714,0.35714285714285715,O5,de-protonated,0,-9999,C14 H22 O5,14,22,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
127,269.175793,269.1758253892856,269.1758328639391,4452442,-9999,653853.9,73.66,-1,-0.02776866489486266,0.9998600949324152,0,0.599916056959449,3,1.7333333333333334,0.26666666666666666,O4,de-protonated,0,-9999,C15 H26 O4,15,26,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
129,269.212207,269.21223934888945,269.2122183732891,2857822.8,-9999,652392.5,46.57,-1,0.07791474135507744,0.9988990846567452,0,0.5993394507940472,2,1.875,0.1875,O3,de-protonated,0,-9999,C16 H30 O3,16,30,3,-9999,-9999,-9999,-9999,N/A,N/A,-9999
130,270.142794,270.1428253165364,270.1428021896591,1336918.6,-9999,715467.5,20.74,-1,0.08560982231450374,0.9986710388678388,0.97253529352008,0.9882167407287352,4,1.6923076923076923,0.38461538461538464,13C1 O5,de-protonated,1,126,C13 H22 O5 13C1,13,22,5,-9999,-9999,-9999,1,N/A,N/A,-9999
133,271.082267,271.0822972743256,271.0823264003491,1055438.3,-9999,704969.7,15.96,-1,-0.10744346146965009,0.9979075309618812,0,0.5987445185771286,5,1.3333333333333333,0.5833333333333334,O7,de-protonated,0,-9999,C12 H16 O7,12,16,7,-9999,-9999,-9999,-9999,N/A,N/A,-9999
134,271.118686,271.118716233924,271.1187119096991,1724498.9,-9999,668701.3,27.32,-1,0.01594956273222845,0.9999538425968308,0,0.5999723055580984,4,1.5384615384615383,0.4615384615384616,O6,de-protonated,0,-9999,C13 H20 O6,13,20,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
135,271.155097,271.15512719353114,271.15509741904907,2859863.5,-9999,595936.4,46.6,-1,0.10980609384133716,0.9978145960372484,0,0.5986887576223491,3,1.7142857142857142,0.35714285714285715,O5,de-protonated,0,-9999,C14 H24 O5,14,24,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
136,271.191438,271.191468153216,271.19148292839907,4885852,-9999,678794.1,81.02,-1,-0.054482474476248,0.4997307718108119,0.8604105061749866,0.6440026655564818,2,1.8666666666666667,0.26666666666666666,O4,de-protonated,0,-9999,C15 H28 O4,15,28,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
137,273.097923,273.09795103824376,273.0979764648091,1709003,-9999,621265.1,26.84,-1,-0.09310418800248528,0.9984283683625907,0,0.5990570210175544,4,1.5,0.5833333333333334,O7,de-protonated,0,-9999,C12 H18 O7,12,18,7,-9999,-9999,-9999,-9999,N/A,N/A,-9999
138,273.134347,273.1343749978366,273.13436197415905,2306127.5,-9999,661128.1,36.9,-1,0.04768231075261996,0.9995875428500848,0,0.5997525257100508,3,1.6923076923076923,0.4615384615384616,O6,de-protonated,0,-9999,C13 H22 O6,13,22,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
139,273.170724,273.1707519574815,273.17074748350905,2040404,-9999,675742.7,32.42,-1,0.01637793397859071,0.9999513299837038,0,0.5999707979902222,2,1.8571428571428572,0.35714285714285715,O5,de-protonated,0,-9999,C14 H26 O5,14,26,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
