Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,34S
13,243.178679,243.17884508016724,243.1788102440891,1681704.3,-9999,520802.3,28.23,-1,0.14325293430728112,0.9962833422838736,0,0.5977700053703241,1,2,0.07142857142857142,S1 O1,de-protonated,0,-9999,C14 H28 O1 S1,14,28,1,-9999,-9999,1,-9999,N/A,N/A,N/A
20,254.1551,254.1552513947156,254.1550378485091,842287.3,-9999,663013,12.97,-1,0.8402202384715423,0.879767740152187,0,0.5278606440913122,8,1.2352941176470589,0.0588235294117647,N1 O1,de-protonated,0,-9999,C17 H21 O1 N1,17,21,1,1,-9999,-9999,-9999,N/A,N/A,N/A
21,255.069288,255.06943817161533,255.06965371603903,1872817.6,-9999,546995.8,31.29,-1,-0.8450414252907625,0.8784716862307448,0,0.5270830117384468,5,1.3333333333333333,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H16 O4 S1,12,16,4,-9999,-9999,1,-9999,N/A,N/A,N/A
21,255.069288,255.06943817161533,255.06927359351909,1872817.6,-9999,546995.8,31.29,-1,0.6452290153479356,0.927241894038341,0,0.5563451364230045,10,0.9285714285714286,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H13 O1 N2 P1,14,13,1,2,1,-9999,-9999,N/A,N/A,N/A
22,255.069645,255.0697951711377,255.06965371603903,5952433.5,-9999,499743.2,103.83,-1,0.5545743940758391,0.9251969027837595,0.9897363981013232,0.951012700910785,5,1.3333333333333333,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H16 O4 S1,12,16,4,-9999,-9999,1,-9999,N/A,N/A,N/A
24,256.07305,256.07319882867324,256.07300855110907,851454.7,-9999,483747.7,13.12,-1,0.7430598220759779,0.9046703131915456,0.9897363981013232,0.9386967471554566,5,1.4545454545454546,0.3636363636363637,13C1 S1 O4,de-protonated,1,22,C11 H16 O4 S1 13C1,11,16,4,-9999,-9999,1,1,N/A,N/A,N/A
33,265.155393,265.15552967732543,265.1557661243091,1487825.8,-9999,673307.9,24,-1,-0.8917286133558188,0.8656415662849377,0,0.5193849397709626,5,1.5714285714285714,0.21428571428571427,N2 O3,de-protonated,0,-9999,C14 H22 O3 N2,14,22,3,2,-9999,-9999,-9999,N/A,N/A,N/A
49,277.067397,277.067517740149,277.06773896431906,18903262,-9999,457213.1,324.42,-1,-0.7984479567148446,0.9167917668380364,0.9867723474671928,0.9447839990896988,4,1.5555555555555556,0.8888888888888888,N2 O8,de-protonated,0,-9999,C9 H14 O8 N2,9,14,8,2,-9999,-9999,-9999,N/A,N/A,N/A
52,278.070816,278.0709353976657,278.0710937993891,2145602.5,-9999,484515.8,34.83,-1,-0.5696446947782893,0.9428206496674946,0.9867723474671928,0.9604013287873738,4,1.75,1,13C1 N2 O8,de-protonated,1,49,C8 H14 O8 N2 13C1,8,14,8,2,-9999,-9999,1,N/A,N/A,N/A
53,279.064459,279.0645770682619,279.0647828108691,6442916,-9999,476571.9,108.56,-1,-0.7372575110357028,0.9060813504059672,0,0.5436488102435804,2,1.9090909090909092,0.18181818181818185,S2 P1 O2,de-protonated,0,-9999,C11 H21 O2 P1 S2,11,21,2,-9999,1,2,-9999,N/A,N/A,N/A
55,281.07454,281.0746553789566,281.07475635304905,819174.4,-9999,845162.5,12.06,-1,-0.3592428354559477,0.9768551132984176,0,0.5861130679790505,2,2.25,0.375,N4 S2 O3,de-protonated,0,-9999,C8 H18 O3 N4 S2,8,18,3,4,-9999,2,-9999,N/A,N/A,N/A
57,283.090198,283.09031068218974,283.0904064175091,846597.6,-9999,473713.3,12.45,-1,-0.33817931366873966,0.9794624051148052,0,0.5876774430688831,1,2.5,0.375,N4 S2 O3,de-protonated,0,-9999,C8 H20 O3 N4 S2,8,20,3,4,-9999,2,-9999,N/A,N/A,N/A
71,289.129057,289.12916160274636,289.12927659372906,1773138.4,-9999,467796,28.04,-1,-0.39771476638300585,0.971706946571052,0,0.5830241679426311,3,1.6923076923076923,0.5384615384615384,O7,de-protonated,0,-9999,C13 H22 O7,13,22,7,-9999,-9999,-9999,-9999,N/A,N/A,N/A
74,292.990913,292.99101243593475,292.9907519450591,5371055,-9999,501310.9,88.36,-1,0.8890754192861338,0.8663840095210683,0,0.5198304057126409,5,1.25,0.75,N2 S2 O6,de-protonated,0,-9999,C8 H10 O6 N2 S2,8,10,6,2,-9999,2,-9999,N/A,N/A,N/A
76,293.187051,293.18715017351997,293.1870662532291,884288.7,-9999,669722.1,12.9,-1,0.2862346281127088,0.9852438170218804,0,0.5911462902131281,5,1.625,0.1875,N2 O3,de-protonated,0,-9999,C16 H26 O3 N2,16,26,3,2,-9999,-9999,-9999,N/A,N/A,N/A
78,295.090218,295.09031462725585,295.0904064175091,852459.9,-9999,431143.9,12.36,-1,-0.3110580731879106,0.9825967633642088,0,0.5895580580185252,2,2.2222222222222223,0.3333333333333333,N4 S2 O3,de-protonated,0,-9999,C9 H20 O3 N4 S2,9,20,3,4,-9999,2,-9999,N/A,N/A,N/A
79,295.12667,295.1267665784864,295.1267919268591,1207663.3,-9999,570302.7,18.33,-1,-0.08588977133612251,0.9986623389241496,0,0.5991974033544898,1,2.4,0.2,N4 S2 O2,de-protonated,0,-9999,C10 H24 O2 N4 S2,10,24,2,4,-9999,2,-9999,N/A,N/A,N/A
