Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,33S,34S
18,255.061573,255.06152002183936,255.0614115075491,3256686.8,-9999,488549.1,55.32,-1,0.42544377687496193,0.967690814707545,0,0.580614488824527,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,-9999,-9999
27,259.129368,259.12931697046787,259.1290971458191,925291.2,-9999,591250,14.18,-1,0.8483209765851317,0.877586922842445,0,0.5265521537054669,2,1.9230769230769231,0.07692307692307693,S1 P1 O1,de-protonated,0,-9999,C13 H25 O1 P1 S1,13,25,1,-9999,1,1,-9999,-9999,-9999
31,262.975351,262.97530181284,262.97509842466906,3897956,-9999,474093.8,65.72,-1,0.7734122817524418,0.8971461160286951,0,0.5382876696172171,10,0.4545454545454546,0.5454545454545454,P1 O6,de-protonated,0,-9999,C11 H5 O6 P1,11,5,6,-9999,1,-9999,-9999,-9999,-9999
39,266.088344,266.088296304082,266.0881400565791,1086464,-9999,743226.5,16.76,-1,0.5872020559323629,0.939352339322024,0,0.5636114035932145,2,1.8888888888888888,0.8888888888888888,N1 O8,de-protonated,0,-9999,C9 H17 O8 N1,9,17,8,1,-9999,-9999,-9999,-9999,-9999
40,266.088959,266.0889113043766,266.0890094364491,3033600,-9999,411739.5,50.36,-1,-0.3687941590983911,0.9756233506328592,0,0.5853740103797155,1,2.1,0.3,N1 S2 O3,de-protonated,0,-9999,C10 H21 O3 N1 S2,10,21,3,1,-9999,2,-9999,-9999,-9999
50,271.060107,271.0600616857456,271.06016546108907,984429.6,-9999,825721.6,14.88,-1,-0.3828498491657481,0.9737548889953214,0,0.5842529333971928,6,1.4444444444444444,0.4444444444444444,N4 P1 O4,de-protonated,0,-9999,C9 H13 O4 N4 P1,9,13,4,4,1,-9999,-9999,-9999,-9999
58,277.057304,277.057261558631,277.0573749548991,1572779.4,-9999,560274.5,24.78,-1,-0.4092880332440039,0.9700616196500024,0,0.5820369717900014,3,1.6363636363636365,0.3636363636363637,S2 O4,de-protonated,0,-9999,C11 H18 O4 S2,11,18,4,-9999,-9999,2,-9999,-9999,-9999
58,277.057304,277.057261558631,277.0569948323791,1572779.4,-9999,560274.5,24.78,-1,0.9627125714622704,0.8452105981760561,0,0.5071263589056336,8,1.1538461538461535,0.07692307692307693,N2 S1 P1 O1,de-protonated,0,-9999,C13 H15 O1 N2 P1 S1,13,15,1,2,1,1,-9999,-9999,-9999
60,277.059279,277.05923655957713,277.0594967558291,21448620,-9999,437390.4,362.97,-1,-0.939134933228634,0.848739495854826,0.9772924665784206,0.9001606841442638,4,1.6666666666666667,0.6666666666666666,N2 P1 O6,de-protonated,0,-9999,C9 H15 O6 N2 P1,9,15,6,2,1,-9999,-9999,-9999,-9999
63,277.144344,277.14430160032646,277.1445327350191,1143861.3,-9999,599042.3,17.48,-1,-0.8339861167214374,0.8814354382335831,0,0.5288612629401498,6,1.375,0.25,O4,de-protonated,0,-9999,C16 H22 O4,16,22,4,-9999,-9999,-9999,-9999,-9999,-9999
66,278.062626,278.0625840402185,278.06285159089913,2689309,-9999,512854.2,43.46,-1,-0.9621949825440956,0.8453634085592521,0.9772924665784206,0.8981350317669194,4,1.875,0.75,13C1 N2 P1 O6,de-protonated,1,60,C8 H15 O6 N2 P1 13C1,8,15,6,2,1,-9999,1,-9999,-9999
68,279.038536,279.0384945077165,279.0387613109391,1233930.3,-9999,589015.9,18.87,-1,-0.956151114395472,0.8471437205759226,0,0.5082862323455535,4,1.625,0.875,N2 P1 O7,de-protonated,0,-9999,C8 H13 O7 N2 P1,8,13,7,2,1,-9999,-9999,-9999,-9999
69,279.055815,279.0557735159938,279.0557349852691,2654860.3,-9999,770823,42.87,-1,0.13807537294375902,0.9965466919534604,0,0.5979280151720762,8,1.0909090909090908,0.2727272727272727,N4 S1 O3,de-protonated,0,-9999,C11 H12 O3 N4 S1,11,12,3,4,-9999,1,-9999,-9999,-9999
70,279.056421,279.0563795162841,279.05638643394906,7245196.5,-9999,428367.2,120.41,-1,-0.02478948806779906,0.4999442513010408,0.8295321147073604,0.6317793966635686,17,0.42105263157894735,0.05263157894736842,N2 O1,de-protonated,0,-9999,C19 H8 O1 N2,19,8,1,2,-9999,-9999,-9999,-9999,-9999
72,279.159276,279.15923456555555,279.1591512282791,958743.8,-9999,774633.8,14.22,-1,0.29852962404389183,0.9839593483952628,0,0.5903756090371576,1,2.5,0.3,N4 P1 O3,de-protonated,0,-9999,C10 H25 O3 N4 P1,10,25,3,4,1,-9999,-9999,-9999,-9999
74,280.06854,280.0684990011276,280.06827399155907,835324.7,-9999,388994.8,12.13,-1,0.8034097018667868,0.8894791909452633,0,0.5336875145671579,2,1.9,0.4,N1 S2 O4,de-protonated,0,-9999,C10 H19 O4 N1 S2,10,19,4,1,-9999,2,-9999,-9999,-9999
81,283.154939,283.1548994796301,283.15509741904907,1766222.6,-9999,453716,27.65,-1,-0.6990494636039402,0.9151488427877078,0,0.5490893056726247,4,1.6,0.3333333333333333,O5,de-protonated,0,-9999,C15 H24 O5,15,24,5,-9999,-9999,-9999,-9999,-9999,-9999
83,283.191306,283.19126649705123,283.19148292839907,5438290.5,-9999,403706.9,89.22,-1,-0.7642579699056982,0.4497202356430238,0.8524773804394659,0.6108230935616006,3,1.75,0.25,O4,de-protonated,0,-9999,C16 H28 O4,16,28,4,-9999,-9999,-9999,-9999,-9999,-9999
86,283.264063,283.2640235319046,283.26425394709906,2660698.5,-9999,562836.9,42.64,-1,-0.8134284196701327,0.8868686517559535,0,0.5321211910535721,1,2,0.1111111111111111,O2,de-protonated,0,-9999,C18 H36 O2,18,36,2,-9999,-9999,-9999,-9999,-9999,-9999
88,285.076062,285.07602339992104,285.0761956480691,2316573.8,-9999,848621.9,36.87,-1,-0.604217927215125,0.9359032623537068,0,0.5615419574122241,1,2.25,0.875,N2 S1 O7,de-protonated,0,-9999,C8 H18 O7 N2 S1,8,18,7,2,-9999,1,-9999,-9999,-9999
88,285.076062,285.07602339992104,285.07581552554905,2316573.8,-9999,848621.9,36.87,-1,0.7291897827658622,0.9080285253571576,0,0.5448171152142945,6,1.5,0.4,N4 P1 O4,de-protonated,0,-9999,C10 H15 O4 N4 P1,10,15,4,4,1,-9999,-9999,-9999,-9999
89,285.076724,285.0766854002382,285.0768470967491,5537054,-9999,395983.1,90.87,-1,-0.5672032384219281,0.9180937114742936,0.9889210231377418,0.946424636139673,10,0.875,0.3125,O5,de-protonated,0,-9999,C16 H14 O5,16,14,5,-9999,-9999,-9999,-9999,-9999,-9999
91,285.13425,285.1342114277953,285.13436197415905,1748260.1,-9999,432279,27.34,-1,-0.5279839395186182,0.9506760525027976,0,0.5704056315016787,4,1.5714285714285714,0.42857142857142855,O6,de-protonated,0,-9999,C14 H22 O6,14,22,6,-9999,-9999,-9999,-9999,-9999,-9999
93,285.170613,285.1705744452146,285.17074748350905,873384,-9999,623171,12.67,-1,-0.6067883749995053,0.9353747960075612,0,0.5612248776045368,3,1.7333333333333334,0.3333333333333333,O5,de-protonated,0,-9999,C15 H26 O5,15,26,5,-9999,-9999,-9999,-9999,-9999,-9999
95,285.206986,285.2069474626386,285.2071329928591,8247340,-9999,362456.9,136.31,-1,-0.6505104502785011,0.4630456171917972,0.8524773804394659,0.6188183224908647,2,1.875,0.25,O4,de-protonated,0,-9999,C16 H30 O4,16,30,4,-9999,-9999,-9999,-9999,-9999,-9999
96,286.080014,286.07997588085226,286.0802019318191,1043721.5,-9999,455232.5,15.53,-1,-0.7901664124392831,0.892891827952169,0.9889210231377418,0.931303506026398,10,0.9333333333333332,0.3333333333333333,13C1 O5,de-protonated,1,89,C15 H14 O5 13C1,15,14,5,-9999,-9999,-9999,1,-9999,-9999
97,286.177158,286.17711992738793,286.1772298449991,1065875.9,-9999,727889,15.9,-1,-0.3840892974424665,0.9735869485347464,0,0.5841521691208478,3,1.9230769230769231,0.3076923076923077,N3 O4,de-protonated,0,-9999,C13 H25 O4 N3,13,25,4,3,-9999,-9999,-9999,-9999,-9999
99,287.055169,287.05513134798855,287.0550800806591,1425777.6,-9999,456874.1,21.77,-1,0.1785975341509838,0.9942290332538174,0,0.5965374199522904,6,1.4444444444444444,0.5555555555555556,N4 P1 O5,de-protonated,0,-9999,C9 H13 O5 N4 P1,9,13,5,4,1,-9999,-9999,-9999,-9999
