Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,34S
10,249.153109,249.15310946588872,249.15298941876907,937872.1,-9999,579180.1,14.64,-1,0.4818209082348924,0.9587513058117024,0,0.5752507834870214,0,2.1666666666666665,0.25,S1 O3,de-protonated,0,-9999,C12 H26 O3 S1,12,26,3,-9999,-9999,1,-9999,-9999
13,251.078012,251.07801246699333,251.07811039978907,1917502,-9999,530528.5,31.9,-1,-0.3900491189120997,0.9727722467485452,0,0.5836633480491272,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,-9999
16,255.061339,255.06133946927923,255.0614115075491,1457751.9,-9999,744690.4,23.65,-1,-0.28243500046343567,0.9856301695494332,0,0.59137810172966,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,-9999
18,255.062224,255.0622244692797,255.06225966071912,976664.1,-9999,771126.6,15.19,-1,-0.13797195817914895,0.9965518539618412,0,0.5979311123771047,6,1.2,0.6,N2 O6,de-protonated,0,-9999,C10 H12 O6 N2,10,12,6,2,-9999,-9999,-9999,-9999
28,262.975154,262.9751544738207,262.97509842466906,806546.7,-9999,1048341.4,12.01,-1,0.2131348251590967,0.9917913064947896,0,0.5950747838968737,10,0.4545454545454546,0.5454545454545454,P1 O6,de-protonated,0,-9999,C11 H5 O6 P1,11,5,6,-9999,1,-9999,-9999,-9999
31,263.043626,263.04362647386,263.0438466913691,4446747.5,-9999,532653.2,75.26,-1,-0.8371893577875791,0.8805796917784434,0,0.5283478150670661,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,-9999
32,263.131862,263.13186247391064,263.1318738513591,1707558.5,-9999,510150.8,27.67,-1,-0.04323857954716186,0.9996608256482388,0,0.5997964953889432,6,1.5,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H21 O1 N2 P1,14,21,1,2,1,-9999,-9999,-9999
34,265.040671,265.040671475006,265.0407363694891,1467667.6,-9999,462675.8,23.34,-1,-0.24484720345891903,0.9891810736406852,0,0.5935086441844111,17,0.3333333333333333,0.05555555555555555,N2 O1,de-protonated,0,-9999,C18 H6 O1 N2,18,6,1,2,-9999,-9999,-9999,-9999
36,265.147511,265.14751147506735,265.1475239158191,3503648.8,-9999,521789.3,58.47,-1,-0.04692011280426356,0.999600621037069,0,0.5997603726222414,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999
40,266.089133,266.0891334756077,266.0890094364491,4031890.5,-9999,550298.4,67.58,-1,0.4661566401006022,0.9613380481405612,0,0.5768028288843368,1,2.1,0.3,N1 S2 O3,de-protonated,0,-9999,C10 H21 O3 N1 S2,10,21,3,1,-9999,2,-9999,-9999
42,267.072659,267.0726594761721,267.0726448968391,828807.4,-9999,775490.7,12.31,-1,0.05458939074409821,0.9994594287890672,0,0.5996756572734403,6,1.4166666666666667,0.08333333333333333,N2 S1 P1 O1,de-protonated,0,-9999,C12 H17 O1 N2 P1 S1,12,17,1,2,1,1,-9999,-9999
43,267.073114,267.0731144761723,267.0730250193591,2124039.5,-9999,547564.8,34.66,-1,0.334952634049972,0.9798484903821127,0,0.5879090942292677,1,2,0.4,S2 O4,de-protonated,0,-9999,C10 H20 O4 S2,10,20,4,-9999,-9999,2,-9999,-9999
46,267.196302,267.19630247624303,267.19656830882906,1165462,-9999,849919,18.12,-1,-0.994895210318006,0.8356036343686152,0,0.5013621806211691,3,1.75,0.1875,O3,de-protonated,0,-9999,C16 H28 O3,16,28,3,-9999,-9999,-9999,-9999,-9999
49,269.102997,269.1029974773372,269.1030618452391,1047410.6,-9999,969239.9,15.97,-1,-0.23919423818309357,0.9896723165632332,0,0.5938033899379399,5,1.3846153846153846,0.4615384615384616,O6,de-protonated,0,-9999,C13 H18 O6,13,18,6,-9999,-9999,-9999,-9999,-9999
52,269.175578,269.17557847737885,269.1758328639391,1032314.9,-9999,539558.6,15.71,-1,-0.9450572049383512,0.8503920237269004,0,0.5102352142361402,3,1.7333333333333334,0.26666666666666666,O4,de-protonated,0,-9999,C15 H26 O4,15,26,4,-9999,-9999,-9999,-9999,-9999
56,271.118495,271.11849547849386,271.1187119096991,1472468.6,-9999,561585.1,23.25,-1,-0.7982894418935967,0.8908037939903862,0,0.5344822763942317,4,1.5384615384615383,0.4615384615384616,O6,de-protonated,0,-9999,C13 H20 O6,13,20,6,-9999,-9999,-9999,-9999,-9999
58,271.191221,271.19122147853557,271.19148292839907,1499868.6,-9999,511846.8,23.72,-1,-0.9640784462623152,0.8448070823449638,0,0.5068842494069783,2,1.8666666666666667,0.26666666666666666,O4,de-protonated,0,-9999,C15 H28 O4,15,28,4,-9999,-9999,-9999,-9999,-9999
59,273.097755,273.09775547962965,273.0979764648091,1355308,-9999,595946.8,21.09,-1,-0.8091791170108236,0.887978889488423,0,0.5327873336930538,4,1.5,0.5833333333333334,O7,de-protonated,0,-9999,C12 H18 O7,12,18,7,-9999,-9999,-9999,-9999,-9999
60,273.134206,273.1342064796506,273.13436197415905,1412207.9,-9999,495868.1,22.05,-1,-0.5692967642460381,0.942888443856746,0,0.5657330663140475,3,1.6923076923076923,0.4615384615384616,O6,de-protonated,0,-9999,C13 H22 O6,13,22,6,-9999,-9999,-9999,-9999,-9999
61,275.056009,275.05600948075346,275.0561116518591,923003.1,-9999,686404,13.73,-1,-0.3714555006204655,0.975274662456908,0,0.5851647974741447,9,0.8571428571428571,0.42857142857142855,O6,de-protonated,0,-9999,C14 H12 O6,14,12,6,-9999,-9999,-9999,-9999,-9999
62,277.03526,277.0352604818892,277.0353762069691,864583.3,-9999,750758.9,12.73,-1,-0.4177267230272896,0.968833992504681,0,0.5813003955028087,9,0.7692307692307693,0.5384615384615384,O7,de-protonated,0,-9999,C13 H10 O7,13,10,7,-9999,-9999,-9999,-9999,-9999
62,277.03526,277.0352604818892,277.0352140156391,864583.3,-9999,750758.9,12.73,-1,0.1677268728848623,0.99490843659225,0,0.5969450619553499,4,1.875,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H15 O1 N4 P1 S2,8,15,1,4,1,2,-9999,-9999
64,277.059536,277.05953648190314,277.0594967558291,26830666,-9999,498320.8,454.57,-1,0.14338463213366648,0.9972904421969608,0.9736270562918437,0.987825087834914,4,1.6666666666666667,0.6666666666666666,N2 P1 O6,de-protonated,0,-9999,C9 H15 O6 N2 P1,9,15,6,2,1,-9999,-9999,-9999
65,277.07164,277.0716404819101,277.0717617163191,1247435,-9999,636939.2,19.24,-1,-0.4375559899810834,0.9658571799158172,0,0.5795143079494903,8,1,0.42857142857142855,O6,de-protonated,0,-9999,C14 H14 O6,14,14,6,-9999,-9999,-9999,-9999,-9999
66,277.108009,277.108009481931,277.1081472256691,922958.8,-9999,796855.9,13.72,-1,-0.49707574271231064,0.9561570314763836,0,0.5736942188858302,7,1.2,0.3333333333333333,O5,de-protonated,0,-9999,C15 H18 O5,15,18,5,-9999,-9999,-9999,-9999,-9999
67,277.147271,277.1472714819535,277.1475239158191,8568659,-9999,715239.7,143.82,-1,-0.9108285075121962,0.8670769698742343,0.857287715803275,0.8631612682458505,6,1.5333333333333334,0.06666666666666667,N2 P1 O1,de-protonated,0,-9999,C15 H23 O1 N2 P1,15,23,1,2,1,-9999,-9999,-9999
68,277.147738,277.1477384819538,277.14790403833905,21409618,-9999,519393,362.32,-1,-0.5973575222061187,0.9505162883346614,0.9840314679263412,0.9639223601713331,1,2,0.3076923076923077,S1 O4,de-protonated,0,-9999,C13 H26 O4 S1,13,26,4,-9999,-9999,1,-9999,-9999
68,277.147738,277.1477384819538,277.1475239158191,21409618,-9999,519393,362.32,-1,0.7741946660692284,0.8854261209515089,0.9964241752395172,0.9298253426667122,6,1.5333333333333334,0.06666666666666667,N2 P1 O1,de-protonated,0,-9999,C15 H23 O1 N2 P1,15,23,1,2,1,-9999,-9999,-9999
