Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,34S
21,212.9782,212.97824350139348,212.9780758048191,1322132.8,-9999,721778.5,22.53,-1,0.7873889072668879,0.8936020020106502,0,0.5361612012063901,6,0.875,0.375,S1 P1 O3,de-protonated,0,-9999,C8 H7 O3 P1 S1,8,7,3,-9999,1,1,-9999,-9999,-9999,-9999
26,217.047527,217.0475683284244,217.0474789761291,867205.8,-9999,566415.4,14,-1,0.4116716568098882,0.9697172415274038,0,0.5818303449164423,3,1.75,0.125,N2 S2 O1,de-protonated,0,-9999,C8 H14 O1 N2 S2,8,14,1,2,-9999,2,-9999,-9999,-9999,-9999
34,251.078049,251.0780721565562,251.07811039978907,3332596.8,-9999,474766.8,57.06,-1,-0.1523160772719239,0.9957992046040312,0,0.5974795227624187,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,-9999,-9999,-9999
35,251.095297,251.095320147346,251.09548834200908,990199.5,-9999,416855.8,15.55,-1,-0.6698434296290112,0.9218117508830992,0,0.5530870505298594,6,1.4166666666666667,0.16666666666666666,N2 P1 O2,de-protonated,0,-9999,C12 H17 O2 N2 P1,12,17,2,2,1,-9999,-9999,-9999,-9999,-9999
42,255.06116,255.06118102962537,255.0614115075491,1047103.9,-9999,742951.5,16.47,-1,-0.9036173774876038,0.862295488175242,0,0.5173772929051452,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,-9999,-9999,-9999
51,262.975013,262.975029803728,262.97509842466906,1736663.9,-9999,662776.4,28.33,-1,-0.26094083238223825,0.987721145505874,0,0.5926326873035244,10,0.4545454545454546,0.5454545454545454,P1 O6,de-protonated,0,-9999,C11 H5 O6 P1,11,5,6,-9999,1,-9999,-9999,-9999,-9999,-9999
54,263.043576,263.0435927671162,263.0438466913691,10523232,-9999,528474.9,181.78,-1,-0.9653305183991366,0.9193161986343992,0.998339930420289,0.9509256913487552,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,-9999,-9999,-9999
56,264.047138,264.04715423122684,264.0472015264391,889945.3,-9999,611676.4,13.54,-1,-0.17911650637304116,0.99419554341521,0.998339930420289,0.9958532982172416,4,1.8571428571428572,0.8571428571428571,13C1 N2 P1 O6,de-protonated,1,54,C7 H13 O6 N2 P1 13C1,7,13,6,2,1,-9999,1,-9999,-9999,-9999
58,265.040086,265.04010170100514,265.0400849208091,1141262.5,-9999,616339.2,17.83,-1,0.06331191777234715,0.9992729457117218,0,0.599563767427033,8,1,0.3,N4 S1 O3,de-protonated,0,-9999,C10 H10 O3 N4 S1,10,10,3,4,-9999,1,-9999,-9999,-9999,-9999
59,265.04063,265.04064570071466,265.0407363694891,3166030.5,-9999,543222.6,52.99,-1,-0.34209373117912134,0.9789892679187912,0,0.5873935607512747,17,0.3333333333333333,0.05555555555555555,N2 O1,de-protonated,0,-9999,C18 H6 O1 N2,18,6,1,2,-9999,-9999,-9999,-9999,-9999,-9999
