Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,33S,34S,36S
97,220.01865,220.01873184885144,220.0186212001191,1639029.3,-9999,726783.5,27.8,-1,0.5029062164916117,0.9551460356556152,0,0.5730876213933691,8,0.7777777777777778,0.2222222222222222,N3 S1 O2,de-protonated,0,-9999,C9 H7 O2 N3 S1,9,7,2,3,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
98,220.01875,220.01883184880944,220.0186212001191,1615381.3,-9999,467605.6,27.37,-1,0.957413009828334,0.8467726280786231,0,0.5080635768471738,8,0.7777777777777778,0.2222222222222222,N3 S1 O2,de-protonated,0,-9999,C9 H7 O2 N3 S1,9,7,2,3,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
114,221.0445,221.0445814180316,221.0445153966291,1061529.3,-9999,800632.2,17.31,-1,0.2986792156799227,0.9839433983836412,0,0.5903660390301846,3,2.2,0.8,N4 P1 O4,de-protonated,0,-9999,C5 H11 O4 N4 P1,5,11,4,4,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
151,241.135983,241.13605598033593,241.13629052652908,6116716.5,-9999,654642.2,105.93,-1,-0.9726706529460948,0.8422600530157506,0,0.5053560318094503,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
163,245.048526,245.0485973372095,245.0485381486291,1409827.6,-9999,590657.1,22.78,-1,0.24153819011285377,0.98946998996798885,0,0.5936819939807932,9,0.9166666666666666,0.16666666666666666,N2 P1 O2,de-protonated,0,-9999,C12 H11 O2 N2 P1,12,11,2,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
167,247.110393,247.1104634712999,247.11046970120907,1026126.7,-9999,724918.2,15.96,-1,-0.02521102865493352,0.9998846785969976,0,0.5999308071581986,2,1.9090909090909092,0.3636363636363637,P1 O4,de-protonated,0,-9999,C11 H21 O4 P1,11,21,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
168,247.118478,247.11854846790456,247.11871190969907,1139024.1,-9999,550778.1,17.93,-1,-0.6613897962222641,0.9236959947620532,0,0.5542175968572318,2,1.818181818181818,0.5454545454545454,O6,de-protonated,0,-9999,C11 H20 O6,11,20,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
169,249.022422,249.02249166831697,249.02270352265907,1219292.4,-9999,777132.8,19.33,-1,-0.850743081256516,0.8769318576944917,0,0.526159114616695,8,0.8333333333333334,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H10 O4 S1,12,10,4,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
169,249.022422,249.02249166831697,249.0223234001391,1219292.4,-9999,777132.8,19.33,-1,0.6757152353879837,0.9204911878950428,0,0.5522947127370256,13,0.5,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H7 O1 N2 P1,14,7,1,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
170,249.040278,249.0403476608181,249.04046158739908,1288863.5,-9999,582061.9,20.55,-1,-0.4574621338780685,0.96273984176189,0,0.5776439050571339,8,0.8333333333333334,0.5,O6,de-protonated,0,-9999,C12 H10 O6,12,10,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
171,249.076595,249.07666464556627,249.07684709674908,1245733.8,-9999,664623,19.79,-1,-0.7325096047090577,0.9072293630474444,0,0.5443376178284666,7,1.0769230769230769,0.38461538461538464,O5,de-protonated,0,-9999,C13 H14 O5,13,14,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
172,249.149324,249.14939361502277,249.14961811544907,3055858.5,-9999,622973.5,51.43,-1,-0.9010667085319004,0.8630160091183778,0,0.5178096054710267,5,1.4666666666666666,0.2,O3,de-protonated,0,-9999,C15 H22 O3,15,22,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
176,251.019531,251.0195998296035,251.01972614250903,2078517,-9999,713255.2,34.18,-1,-0.5031991210631316,0.9550949638046996,0,0.5730569782828198,8,0.7272727272727273,0.6363636363636364,O7,de-protonated,0,-9999,C11 H8 O7,11,8,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
176,251.019531,251.0195998296035,251.0195639511791,2078517,-9999,713255.2,34.18,-1,0.14293078927321798,0.9963000084881574,0,0.5977800050928944,3,2.1666666666666665,0.16666666666666666,N4 S2 P1 O1,de-protonated,0,-9999,C6 H13 O1 N4 P1 S2,6,13,1,4,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
177,251.055969,251.05603781430085,251.05611165185908,2007867.3,-9999,584158.4,32.95,-1,-0.2941077902750754,0.98442732669875,0,0.59065639601925,7,1,0.5,O6,de-protonated,0,-9999,C12 H12 O6,12,12,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
178,251.078361,251.078429804897,251.07857843043905,1575999.1,-9999,719525.2,25.44,-1,-0.5919483174071262,0.9383989227185532,0,0.5630393536311319,7,1.2,0.4,N4 O4,de-protonated,0,-9999,C10 H12 O4 N4,10,12,4,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
179,251.092334,251.0924027990289,251.09249716120908,1564481.5,-9999,730247.8,25.24,-1,-0.3758064509596171,0.9746994746548534,0,0.584819684792912,6,1.2307692307692308,0.38461538461538464,O5,de-protonated,0,-9999,C13 H16 O5,13,16,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
180,251.128669,251.12873778376948,251.12888267055905,2076487.8,-9999,743719.2,34.14,-1,-0.5769419591629871,0.9413903723450712,0,0.5648342234070426,5,1.4285714285714286,0.2857142857142857,O4,de-protonated,0,-9999,C14 H20 O4,14,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
181,253.03522,253.03528798308707,253.0353762069691,2347660,-9999,716321.7,38.86,-1,-0.3486622437513599,0.978183621121488,0,0.5869101726728928,7,0.9090909090909092,0.6363636363636364,O7,de-protonated,0,-9999,C11 H10 O7,11,10,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
181,253.03522,253.03528798308707,253.0352140156391,2347660,-9999,716321.7,38.86,-1,0.292320767535693,0.9846145345121268,0,0.5907687207072762,2,2.5,0.16666666666666666,N4 S2 P1 O1,de-protonated,0,-9999,C6 H15 O1 N4 P1 S2,6,15,1,4,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
182,253.071675,253.07174296777728,253.0717617163191,2434578.3,-9999,599230.8,40.37,-1,-0.07408389493212747,0.999004628479328,0,0.5994027770875968,6,1.1666666666666667,0.5,O6,de-protonated,0,-9999,C12 H14 O6,12,14,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
183,253.108028,253.10809595251033,253.1081472256691,1966616.4,-9999,649710.5,32.23,-1,-0.20257411435598063,0.9925816750046156,0,0.5955490050027694,5,1.3846153846153846,0.38461538461538464,O5,de-protonated,0,-9999,C13 H18 O5,13,18,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
186,253.144366,253.1444339372497,253.14453273501908,25879966,-9999,697308.3,448.23,-1,-0.3902820587482887,0.986278972619957,0.973802630893856,0.9812884359295166,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
187,254.147812,254.14787951583867,254.14788757008907,3046215,-9999,566409,50.74,-1,-0.03169119553915268,0.9998177819044488,0.973802630893856,0.9894117215002118,4,1.6923076923076923,0.3076923076923077,13C1 O4,de-protonated,1,186,C13 H22 O4 13C1,13,22,4,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,N/A
189,255.050951,255.051018136553,255.05102627142907,3393757.3,-9999,673332.8,56.75,-1,-0.0318950924192634,0.9998154298453658,0,0.5998892579072195,6,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,-9999,C11 H12 O7,11,12,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
191,255.062165,255.06223213184353,255.06225966071912,6737119,-9999,671706.1,114.6,-1,-0.10793002315654691,0.9978885564705244,0,0.5987331338823145,6,1.2,0.6,N2 O6,de-protonated,0,-9999,C10 H12 O6 N2,10,12,6,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
192,255.087374,255.08744112125663,255.08741178077904,3269859.5,-9999,622457.7,54.6,-1,0.1150212681649954,0.997602332460588,0,0.5985613994763528,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
193,255.123735,255.12380210598636,255.12379729012903,4203753.5,-9999,655853.4,70.77,-1,0.01887655070331996,0.9999353475381562,0,0.5999612085228937,4,1.5384615384615383,0.38461538461538464,O5,de-protonated,0,-9999,C13 H20 O5,13,20,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
194,255.160103,255.1601700907131,255.16018279947903,2275567.5,-9999,765527.8,37.4,-1,-0.04980701068358706,0.9995499745838088,0,0.5997299847502853,3,1.7142857142857142,0.2857142857142857,O4,de-protonated,0,-9999,C14 H24 O4,14,24,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
195,255.1965,255.19656707542768,255.19656830882903,884405.4,-9999,712591.5,13.32,-1,-0.0048331424895321,0.9999957615007948,0,0.5999974569004768,2,1.8666666666666667,0.2,O3,de-protonated,0,-9999,C15 H28 O3,15,28,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
198,257.066666,257.06673229002564,257.0666763358891,2790952,-9999,635912.2,46.31,-1,0.2176639047093085,0.991440246279824,0,0.5948641477678943,5,1.2727272727272727,0.6363636363636364,O7,de-protonated,0,-9999,C11 H14 O7,11,14,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
199,257.103083,257.1031492747319,257.1030618452391,3435054,-9999,606860.1,57.46,-1,0.3400562100134456,0.9792361948724708,0,0.5875417169234824,4,1.5,0.5,O6,de-protonated,0,-9999,C12 H18 O6,12,18,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
200,257.139458,257.13952425945564,257.1394473545891,2981684,-9999,685924.2,49.18,-1,0.29907844687886975,0.9839007930307634,0,0.590340475818458,3,1.6923076923076923,0.38461538461538464,O5,de-protonated,0,-9999,C13 H22 O5,13,22,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
201,257.175811,257.1758772441887,257.1758328639391,3489849.8,-9999,697896.7,57.9,-1,0.17256772973205434,0.9946110993300886,0,0.5967666595980532,2,1.8571428571428572,0.2857142857142857,O4,de-protonated,0,-9999,C14 H26 O4,14,26,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
203,259.046008,259.0460734587736,259.0459408909991,1215077.6,-9999,618392.6,18.87,-1,0.5117539154350479,0.9535914277665668,0,0.5721548566599401,5,1.2,0.8,O8,de-protonated,0,-9999,C10 H12 O8,10,12,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
204,259.082386,259.0824514434962,259.0823264003491,2251755.5,-9999,636890.6,36.65,-1,0.4826386611297254,0.9586141119001256,0,0.5751684671400753,4,1.4545454545454546,0.6363636363636364,O7,de-protonated,0,-9999,C11 H16 O7,11,16,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
205,259.118784,259.11884942821035,259.1187119096991,3675249.3,-9999,624035.2,61.07,-1,0.5307162507374468,0.95017719607967,0,0.570106317647802,3,1.6666666666666667,0.5,O6,de-protonated,0,-9999,C12 H20 O6,12,20,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
206,259.130003,259.1300684234988,259.12994529898907,1463411,-9999,640886.1,23.13,-1,0.4751458176685749,0.9598632052447124,0,0.5759179231468274,3,1.818181818181818,0.4545454545454546,N2 O5,de-protonated,0,-9999,C11 H20 O5 N2,11,20,5,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
207,259.155167,259.15523241293084,259.15509741904907,1690742.9,-9999,612612.7,27.03,-1,0.5208999673050357,0.9519586295005432,0,0.5711751777003259,2,1.8461538461538465,0.38461538461538464,O5,de-protonated,0,-9999,C13 H24 O5,13,24,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
208,259.191494,259.1915593976748,259.19148292839907,1238908.6,-9999,888558.2,19.28,-1,0.2950300482393264,0.9843302789618182,0,0.5905981673770909,1,2,0.2857142857142857,O4,de-protonated,0,-9999,C14 H28 O4,14,28,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
213,261.040582,261.0406466211247,261.0404615873991,1430942,-9999,611188.2,22.37,-1,0.7088315907718906,0.9128648101223666,0,0.54771888607342,9,0.7692307692307693,0.4615384615384616,O6,de-protonated,0,-9999,C13 H10 O6,13,10,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
214,261.06173,261.0617946122434,261.06159095545905,1062881.3,-9999,657019.3,16.11,-1,0.7801101018982896,0.8954538910789489,0,0.5372723346473693,4,1.4,0.8,O8,de-protonated,0,-9999,C10 H14 O8,10,14,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
215,261.098134,261.09819859695506,261.0979764648091,1374630.9,-9999,721083.8,21.41,-1,0.8507616526092301,0.8769268296960901,0,0.526156097817654,3,1.6363636363636365,0.6363636363636364,O7,de-protonated,0,-9999,C11 H18 O7,11,18,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
216,261.134457,261.13452158170065,261.13436197415905,1985068.5,-9999,587632.6,31.79,-1,0.6112084997086471,0.934461507311952,0,0.5606769043871712,2,1.8333333333333333,0.5,O6,de-protonated,0,-9999,C12 H22 O6,12,22,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
218,262.974882,262.9749458087888,262.97509842466906,1959238,-9999,543237.5,31.34,-1,-0.5803434666697975,0.9407182003650482,0,0.5644309202190289,10,0.4545454545454546,0.5454545454545454,P1 O6,de-protonated,0,-9999,C11 H5 O6 P1,11,5,6,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
221,263.019867,263.0199307898967,263.01972614250906,1610828.8,-9999,562150.6,25.42,-1,0.7780685907060109,0.8959708921289579,0,0.5375825352773747,9,0.6666666666666666,0.5833333333333334,O7,de-protonated,0,-9999,C12 H8 O7,12,8,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
224,263.092683,263.09274675931664,263.0924971612091,1261655.8,-9999,592657.8,19.48,-1,0.948708572928064,0.8493257162587694,0,0.5095954297552616,7,1.1428571428571428,0.35714285714285715,O5,de-protonated,0,-9999,C14 H16 O5,14,16,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
225,263.129054,263.1291177440421,263.12888267055905,1245661.3,-9999,520755.6,19.21,-1,0.8933777267948518,0.8651793017576442,0,0.5191075810545865,6,1.3333333333333333,0.26666666666666666,O4,de-protonated,0,-9999,C15 H20 O4,15,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
235,265.147788,265.1478508962469,265.14790403833905,1029450.9,-9999,676116.9,15.39,-1,-0.20042433429320267,0.9927377206387296,0,0.5956426323832378,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
263,271.046486,271.04654641900726,271.0468102708691,2624858,-9999,642226.2,41.86,-1,-0.97345496003418,0.8420268163087703,0,0.5052160897852621,5,1.3333333333333333,0.25,S2 O3,de-protonated,0,-9999,C12 H16 O3 S2,12,16,3,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
277,272.026227,272.0262870075515,272.02642297925905,1386594.4,-9999,351589.2,21.19,-1,-0.49984742680884686,0.9556777621837628,0,0.5734066573102575,6,1.3333333333333333,0.3333333333333333,N3 S1 P1 O3,de-protonated,0,-9999,C9 H12 O3 N3 P1 S1,9,12,3,3,1,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
281,272.030548,272.03060800573684,272.0304457312591,2377187,-9999,514033.1,37.72,-1,0.5965305733443363,0.9374720980457582,0,0.5624832588274549,10,0.8571428571428571,0.07142857142857142,N1 S1 P1 O1,de-protonated,0,-9999,C14 H12 O1 N1 P1 S1,14,12,1,1,1,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
295,273.041025,273.04108458137307,273.0413309672691,2085486.5,-9999,594580.8,32.54,-1,-0.902375824111886,0.8626463852904104,0,0.5175878311742462,9,0.9333333333333332,0.06666666666666667,S2 O1,de-protonated,0,-9999,C15 H14 O1 S2,15,14,1,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
297,273.098532,273.09859155722216,273.0988458446791,3581558.5,-9999,613658,57.27,-1,-0.9311187535022278,0.8544367755903434,0,0.512662065354206,3,1.6923076923076923,0.15384615384615383,S2 O2,de-protonated,0,-9999,C13 H22 O2 S2,13,22,2,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
298,273.13492,273.1349795419406,273.1352313540291,5070715.5,-9999,620119.1,81.89,-1,-0.9219319208458572,0.8570801445484157,0,0.5142480867290494,2,1.8571428571428572,0.07142857142857142,S2 O1,de-protonated,0,-9999,C14 H26 O1 S2,14,26,1,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
301,274.093776,274.09383513925576,274.0940948168791,1762046.9,-9999,563091.4,27.19,-1,-0.9474032028764084,0.8497072414412827,0,0.5098243448647696,3,1.75,0.16666666666666666,N1 S2 O2,de-protonated,0,-9999,C12 H21 O2 N1 S2,12,21,2,1,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
302,275.020353,275.0204117501269,275.0205955223791,901373,-9999,592486.3,12.96,-1,-0.6682126908434093,0.922176791151084,0,0.5533060746906504,9,0.8571428571428571,0.14285714285714285,S2 O2,de-protonated,0,-9999,C14 H12 O2 S2,14,12,2,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
303,275.056749,275.056807734842,275.0569810317291,1301889.9,-9999,579815.8,19.58,-1,-0.630039951948858,0.9305065926019812,0,0.5583039555611887,8,1.0666666666666669,0.06666666666666667,S2 O1,de-protonated,0,-9999,C15 H16 O1 S2,15,16,1,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
304,275.077878,275.0779367259685,275.07811039978907,1196548.8,-9999,653803.3,17.84,-1,-0.6313618349656639,0.9302251083836311,0,0.5581350650301787,3,1.6666666666666667,0.25,S2 O3,de-protonated,0,-9999,C12 H20 O3 S2,12,20,3,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
306,275.114308,275.11436671066923,275.11449590913907,2204297.8,-9999,624925.3,34.5,-1,-0.46961709308901967,0.9607733632318798,0,0.5764640179391278,2,1.8461538461538465,0.15384615384615383,S2 O2,de-protonated,0,-9999,C13 H24 O2 S2,13,24,2,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
307,275.150625,275.1506836954174,275.1508814184891,2077582.6,-9999,623789.3,32.41,-1,-0.7185987219168158,0.9105584186785888,0,0.5463350512071532,1,2,0.07142857142857142,S2 O1,de-protonated,0,-9999,C14 H28 O1 S2,14,28,1,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
310,276.992362,276.99241992195454,276.9924660221691,1370119,-9999,654285.6,20.71,-1,-0.16643129399557763,0.9949865939632432,0,0.5969919563779458,10,0.5454545454545454,0.4545454545454546,N2 S1 O5,de-protonated,0,-9999,C11 H6 O5 N2 S1,11,6,5,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A
311,277.036075,277.03613290359664,277.0362455868391,2526860.8,-9999,683051.4,39.83,-1,-0.4067454863028739,0.9704268878634394,0,0.5822561327180636,8,1,0.14285714285714285,S2 O2,de-protonated,0,-9999,C14 H14 O2 S2,14,14,2,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
313,277.059181,277.059238893893,277.0594967558291,4606352,-9999,576380.8,74.21,-1,-0.9307096098115684,0.8545548835795024,0,0.5127329301477014,4,1.6666666666666667,0.6666666666666666,N2 P1 O6,de-protonated,0,-9999,C9 H15 O6 N2 P1,9,15,6,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A
314,277.060356,277.0604138933995,277.0603661356991,41806736,-9999,630006,689.2,-1,0.1723729059304836,0.6598434485609954,0.9252838293532616,0.7660196008779019,3,1.9,0.1,N2 S2 P1 O1,de-protonated,0,-9999,C10 H19 O1 N2 P1 S2,10,19,1,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
315,277.085537,277.0855948828244,277.0855182557591,1022995.4,-9999,770369.4,14.97,-1,0.2765466264494973,0.9862190002325916,0,0.5917314001395548,2,1.9166666666666667,0.08333333333333333,S2 P1 O1,de-protonated,0,-9999,C12 H23 O1 P1 S2,12,23,1,-9999,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
319,278.063744,278.06380147201287,278.0637209707691,4283414,-9999,614008.5,68.2,-1,0.28950646088274823,0.6566047454389842,0.9252838293532616,0.7640763790046952,3,2.111111111111111,0.1111111111111111,13C1 N2 S2 P1 O1,de-protonated,1,314,C9 H19 O1 N2 P1 S2 13C1,9,19,1,2,1,2,1,-9999,-9999,-9999,-9999,-9999,N/A
319,278.063744,278.06380147201287,278.0638573163891,4283414,-9999,614008.5,68.2,-1,-0.20083291931267383,0.9927081890216722,0,0.5956249134130033,3,1.8888888888888888,0.3333333333333333,N3 S2 O3,de-protonated,0,-9999,C9 H17 O3 N3 S2,9,17,3,3,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
323,279.015491,279.0155480723136,279.01551014194905,1505940.8,-9999,728511.9,22.72,-1,0.13594357007826466,0.9966523255642126,0,0.5979913953385275,8,0.9230769230769232,0.2307692307692308,S2 O3,de-protonated,0,-9999,C13 H12 O3 S2,13,12,3,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
324,279.03968,279.03973706215504,279.0396306908091,1350936,-9999,647476,20.19,-1,0.3812051560598123,0.9739769449840024,0,0.5843861669904015,3,1.8888888888888888,0.2222222222222222,N2 S2 P1 O2,de-protonated,0,-9999,C9 H17 O2 N2 P1 S2,9,17,2,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
325,279.051799,279.05185605706555,279.0518956512991,3014041.5,-9999,532882.9,47.41,-1,-0.1418884235256875,0.9963536801538304,0,0.5978122080922982,7,1.1428571428571428,0.14285714285714285,S2 O2,de-protonated,0,-9999,C14 H16 O2 S2,14,16,2,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,N/A
