Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,33S,34S
38,236.107562,236.10747931874144,236.10743620644908,2529667.3,-9999,717559.9,43.31,-1,0.18259608021153387,0.9939685225738024,0,0.5963811135442814,1,2.375,0.375,N3 S1 O3,de-protonated,0,-9999,C8 H19 O3 N3 S1,8,19,3,3,-9999,1,-9999,N/A,-9999,-9999
62,243.004831,243.00475034916957,243.0047447833091,821712,-9999,746130,12.56,-1,0.02290432839684547,0.9999048150508948,0,0.5999428890305368,11,0.3636363636363637,0.4545454545454546,N2 O5,de-protonated,0,-9999,C11 H4 O5 N2,11,4,5,2,-9999,-9999,-9999,N/A,-9999,-9999
69,245.002821,245.0027409373408,245.0026367830291,964189.3,-9999,809140.2,15.08,-1,0.4251150643990538,0.9677399079835932,0,0.5806439447901558,10,0.5454545454545454,0.2727272727272727,N2 S1 O3,de-protonated,0,-9999,C11 H6 O3 N2 S1,11,6,3,2,-9999,1,-9999,N/A,-9999,-9999
79,251.080505,251.0804267264983,251.08023220071908,6577722.5,-9999,633687.5,113.47,-1,0.7747554537308752,0.8968076736688876,0,0.5380846042013325,2,2.125,0.625,N2 P1 O5,de-protonated,0,-9999,C8 H17 O5 N2 P1,8,17,5,2,1,-9999,-9999,N/A,-9999,-9999
87,255.064239,255.06416189923576,255.0639134309991,8417447,-9999,633615.4,145.09,-1,0.9741410822116112,0.8418226766232199,0,0.5050936059739319,1,2.125,0.875,P1 O7,de-protonated,0,-9999,C8 H17 O7 P1,8,17,7,-9999,1,-9999,-9999,N/A,-9999,-9999
88,255.06464,255.0645628993538,255.06478281086908,27063462,-9999,725521.5,470.89,-1,-0.8621790623149916,0.5891986276792545,0.9246029286024554,0.7233603480485349,0,2.3333333333333335,0.2222222222222222,S2 P1 O2,de-protonated,0,-9999,C9 H21 O2 P1 S2,9,21,2,-9999,1,2,-9999,N/A,-9999,-9999
93,256.068013,256.06793619472825,256.06813764593903,2910270.3,-9999,731363.2,48.86,-1,-0.786709399446628,0.5958502992404242,0.9246029286024554,0.7273513509852367,0,2.625,0.25,13C1 S2 P1 O2,de-protonated,1,88,C8 H21 O2 P1 S2 13C1,8,21,2,-9999,1,2,1,N/A,-9999,-9999
93,256.068013,256.06793619472825,256.0678938690391,2910270.3,-9999,731363.2,48.86,-1,0.16529088637915637,0.995054893944334,0,0.5970329363666005,5,1.6,0.1,N3 S1 P1 O1,de-protonated,0,-9999,C10 H16 O1 N3 P1 S1,10,16,1,3,1,1,-9999,N/A,-9999,-9999
94,257.043954,257.04387748202714,257.0440473659791,1063119.8,-9999,838541.5,16.58,-1,-0.6609137761014178,0.923801497607096,0,0.5542808985642577,0,2.375,0.375,S2 P1 O3,de-protonated,0,-9999,C8 H19 O3 P1 S2,8,19,3,-9999,1,2,-9999,N/A,-9999,-9999
112,262.978505,262.97843022904897,262.9784697279891,4534039,-9999,717367.8,76.12,-1,-0.15019837993743915,0.9959149652308364,0,0.5975489791385018,5,1.125,0.75,S1 P1 O6,de-protonated,0,-9999,C8 H9 O6 P1 S1,8,9,6,-9999,1,1,-9999,N/A,-9999,-9999
113,262.994893,262.9948182338733,262.99457402244906,1241753.3,-9999,711219.1,19.41,-1,0.9285797059688,0.8551691500374587,0,0.5131014900224752,10,0.4,0.7,N2 O7,de-protonated,0,-9999,C10 H4 O7 N2,10,4,7,2,-9999,-9999,-9999,N/A,-9999,-9999
114,263.046064,263.0459892489371,263.0462156730891,5499680,-9999,571433.1,92.75,-1,-0.8607770745700395,0.8685509677546004,0.9071516575914172,0.8839912436893271,13,0.5333333333333333,0.2,N2 O3,de-protonated,0,-9999,C15 H8 O3 N2,15,8,3,2,-9999,-9999,-9999,N/A,-9999,-9999
115,263.046529,263.046454249074,263.0462156730891,20097312,-9999,684838.2,344.2,-1,0.9069736444767964,0.8621218192704799,0.9369378682738676,0.892048238871835,13,0.5333333333333333,0.2,N2 O3,de-protonated,0,-9999,C15 H8 O3 N2,15,8,3,2,-9999,-9999,-9999,N/A,-9999,-9999
116,263.047985,263.0479102495026,263.04786944336905,867488.4,-9999,1133356.6,12.96,-1,0.15512816593792028,0.9956430024873862,0,0.5973858014924317,8,1,0.3076923076923077,P1 O4,de-protonated,0,-9999,C13 H13 O4 P1,13,13,4,-9999,1,-9999,-9999,N/A,-9999,-9999
117,264.049883,264.04980854444284,264.0495705081591,1665446.5,-9999,671755.5,26.7,-1,0.9014833210634712,0.8628984211875048,0.9071516575914172,0.8805997157490698,13,0.5714285714285714,0.21428571428571427,13C1 N2 O3,de-protonated,1,114,C14 H8 O3 N2 13C1,14,8,3,2,-9999,-9999,1,N/A,-9999,-9999
117,264.049883,264.04980854444284,264.0495705081591,1665446.5,-9999,671755.5,26.7,-1,0.9014833210634712,0.8628984211875048,0.9369378682738676,0.89251420002205,13,0.5714285714285714,0.21428571428571427,13C1 N2 O3,de-protonated,1,115,C14 H8 O3 N2 13C1,14,8,3,2,-9999,-9999,1,N/A,-9999,-9999
120,265.04362,265.0435458369805,265.0434562241291,6500393.5,-9999,661492.7,109.18,-1,0.3381062588303371,0.979471185683661,0,0.5876827114101966,3,2,0.42857142857142855,N4 S2 O3,de-protonated,0,-9999,C7 H14 O3 N4 S2,7,14,3,4,-9999,2,-9999,N/A,-9999,-9999
121,265.060383,265.0603088419153,265.0603661356991,2497836,-9999,718232.7,40.74,-1,-0.2161537186670229,0.9915581109999624,0,0.5949348665999774,2,2.111111111111111,0.1111111111111111,N2 S2 P1 O1,de-protonated,0,-9999,C9 H19 O1 N2 P1 S2,9,19,1,2,1,2,-9999,N/A,-9999,-9999
122,265.144631,265.1445568667163,265.1445327350191,1257911,-9999,614691.1,19.54,-1,0.09101336907673054,0.9984981108663812,0,0.5990988665198288,5,1.4666666666666666,0.26666666666666666,O4,de-protonated,0,-9999,C15 H22 O4,15,22,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
135,267.076073,267.07599943529704,267.0760162001591,8536880,-9999,646189.5,143.99,-1,-0.06277187400642271,0.6641339410564573,0.9246029286024554,0.7683215360748565,1,2.3333333333333335,0.1111111111111111,N2 S2 P1 O1,de-protonated,0,-9999,C9 H21 O1 N2 P1 S2,9,21,1,2,1,2,-9999,N/A,-9999,-9999
