Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,34S
21,218.985399,218.98545704594832,218.9852691855291,956705.7,-9999,758108,15.51,-1,0.8578678370927157,0.874996981057405,0,0.5249981886344429,9,0.5,0.4,P1 O4,de-protonated,0,-9999,C10 H5 O4 P1,10,5,4,-9999,1,-9999,-9999,-9999,N/A
42,242.985089,242.9851394089465,242.9852691855291,791170.1,-9999,1365608.6,12.04,-1,-0.534092387647658,0.9495576003577666,0,0.56973456021466,11,0.4166666666666667,0.3333333333333333,P1 O4,de-protonated,0,-9999,C12 H5 O4 P1,12,5,4,-9999,1,-9999,-9999,-9999,N/A
51,245.048365,245.04841475238624,245.0485381486291,931607.7,-9999,760599,14.52,-1,-0.5035583715764436,0.9550322867758868,0,0.573019372065532,9,0.9166666666666666,0.16666666666666666,N2 P1 O2,de-protonated,0,-9999,C12 H11 O2 N2 P1,12,11,2,2,1,-9999,-9999,-9999,N/A
58,251.078123,251.0781708336418,251.07811039978907,932385.1,-9999,766942.6,14.4,-1,0.24069741734032363,0.9895427864420128,0,0.5937256718652075,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,-9999,N/A
69,255.061352,255.06139856612845,255.0614115075491,1496896.9,-9999,740983.9,24.2,-1,-0.05073844995799823,0.9995329893447,0,0.59971979360682,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,-9999,N/A
83,257.175798,257.1758438932853,257.1758328639391,1015798.1,-9999,721120,15.66,-1,0.04288640211717556,0.9996663273666572,0,0.5997997964199943,2,1.8571428571428572,0.2857142857142857,O4,de-protonated,0,-9999,C14 H26 O4,14,26,4,-9999,-9999,-9999,-9999,-9999,N/A
87,259.100523,259.1005682808137,259.1005737224391,1481478.3,-9999,684776,23.75,-1,-0.02100198119170705,0.9999199692329026,0,0.5999519815397415,8,1.2142857142857142,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H17 O1 N2 P1,14,17,1,2,1,-9999,-9999,-9999,N/A
94,262.975149,262.9751930478592,262.97509842466906,2081870.6,-9999,646196.7,33.92,-1,0.3598180614950886,0.976781801833994,0,0.5860690811003963,10,0.4545454545454546,0.5454545454545454,P1 O6,de-protonated,0,-9999,C11 H5 O6 P1,11,5,6,-9999,1,-9999,-9999,-9999,N/A
96,262.9915,262.9915440426561,262.99142065031907,913424.8,-9999,832463.5,13.77,-1,0.46918768945843625,0.9608436432187064,0,0.5765061859312238,5,1.3333333333333333,0.6666666666666666,N4 S2 O4,de-protonated,0,-9999,C6 H8 O4 N4 S2,6,8,4,4,-9999,2,-9999,-9999,N/A
98,263.043632,263.04367602606703,263.0438466913691,877207.6,-9999,784771.9,13.14,-1,-0.648809330449034,0.9264627231197116,0,0.5558776338718269,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,-9999,N/A
99,263.131877,263.13192099798636,263.1318738513591,914467,-9999,721414.3,13.79,-1,0.1791749002614062,0.9941917691831166,0,0.5965150615098699,6,1.5,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H21 O1 N2 P1,14,21,1,2,1,-9999,-9999,-9999,N/A
101,265.035042,265.03508539237544,265.0352140156391,1126165.5,-9999,782534.2,17.3,-1,-0.48530631727842954,0.9581650807892385,0,0.574899048473543,3,2.142857142857143,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H15 O1 N4 P1 S2,7,15,1,4,1,2,-9999,-9999,N/A
