Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
56,231.08718,231.08719504841017,231.0874117807791,969754.5,-9999,881314.8,15.52,-1,-0.9378804637441251,0.8524797270608948,0,0.5114878362365368,3,1.6,0.6,O6,de-protonated,0,-9999,C10 H16 O6,10,16,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
58,233.121444,233.1214592513978,233.12168928984903,6938358,-9999,738716.1,123.23,-1,-0.9867741262704454,0.4190236269588845,0.8936766034327008,0.6088848175484111,1,2,0.2727272727272727,S1 O3,de-protonated,0,-9999,C11 H22 O3 S1,11,22,3,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
60,233.15447700000001,233.154492254694,233.15470349587903,1743099.8,-9999,777830.7,29.47,-1,-0.906012968655615,0.8616174694036278,0,0.5169704816421766,5,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
61,235.060968,235.06098344493185,235.06119703228907,789827,-9999,854338,12.21,-1,-0.9086457480837986,0.8608708667482867,0,0.516522520048972,7,1,0.4166666666666667,O5,de-protonated,0,-9999,C12 H12 O5,12,12,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62,235.137102,235.13711745252883,235.1373393543091,1143056,-9999,662459.3,18.56,-1,-0.9437113683170624,0.8507843471667145,0,0.5104706083000287,0,2.1818181818181817,0.2727272727272727,S1 O3,de-protonated,0,-9999,C11 H24 O3 S1,11,24,3,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
66,239.128656,239.12867185082328,239.12888267055905,4206846,-9999,769931,73.36,-1,-0.8816155263871406,0.8684630367372245,0,0.5210778220423347,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
71,241.071553,241.0715690446939,241.0717617163191,1107850.3,-9999,780987.7,17.78,-1,-0.7992293407919656,0.8905611308351086,0,0.5343366785010651,5,1.2727272727272727,0.5454545454545454,O6,de-protonated,0,-9999,C11 H14 O6,11,14,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
73,241.107891,241.10790704831987,241.1081472256691,1041872.4,-9999,763793.2,16.6,-1,-0.9961394999549597,0.8352280938044564,0,0.5011368562826738,4,1.5,0.4166666666666667,O5,de-protonated,0,-9999,C12 H18 O5,12,18,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
74,241.136291,241.13630705115375,241.13629052652908,997077.3,-9999,605906,15.8,-1,0.06852815324237795,0.999148260347623,0,0.5994889562085738,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
75,241.144337,241.1443530519566,241.14453273501908,808086.6,-9999,706640.4,12.43,-1,-0.7451260056859462,0.9041657110416076,0,0.5424994266249645,3,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,-9999,C13 H22 O4,13,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
