Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,34S
34,209.154769,209.15469780124195,209.15470349587903,2759483.5,-9999,594970.5,48.94,-1,-0.02722691393082483,0.9998655002561287,0,0.5999193001536772,3,1.6923076923076923,0.15384615384615383,O2,de-protonated,0,-9999,C13 H22 O2,13,22,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
36,211.097538,211.09746911271856,211.0975825416391,936076.7,-9999,1141429.4,15.24,-1,-0.5373293202922997,0.9489602452165622,0,0.5693761471299373,4,1.4545454545454546,0.3636363636363637,O4,de-protonated,0,-9999,C11 H16 O4,11,16,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
37,211.09771,211.0976411129232,211.0975825416391,1084940.8,-9999,820607.4,17.98,-1,0.2774607051826243,0.986128383925838,0,0.5916770303555029,4,1.4545454545454546,0.3636363636363637,O4,de-protonated,0,-9999,C11 H16 O4,11,16,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
38,211.134042,211.1339731561505,211.13396805098907,1828370,-9999,564578.6,31.65,-1,0.02417972550518619,0.9998939199966184,0,0.599936351997971,3,1.6666666666666667,0.25,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
41,213.076908,213.07684146774247,213.07684709674908,765582.6,-9999,781412,12.11,-1,-0.0264177299649624,0.9998733756223296,0,0.5999240253733978,4,1.4,0.5,O5,de-protonated,0,-9999,C10 H14 O5,10,14,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
42,213.113291,213.1132245110304,213.11323260609907,1070324,-9999,815136.5,17.71,-1,-0.03798482415276699,0.9997382315989588,0,0.5998429389593752,3,1.6363636363636365,0.3636363636363637,O4,de-protonated,0,-9999,C11 H18 O4,11,18,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
43,213.149723,213.14965655437663,213.14961811544907,972473.4,-9999,929531.9,15.91,-1,0.1803377735358017,0.9941163548119766,0,0.5964698128871859,2,1.8333333333333333,0.25,O3,de-protonated,0,-9999,C12 H22 O3,12,22,3,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
44,213.186016,213.18594959755748,213.18600362479907,1958398.9,-9999,663218,34.03,-1,-0.2534277141573956,0.9884139889009,0,0.59304839334054,1,2,0.15384615384615383,O2,de-protonated,0,-9999,C13 H26 O2,13,26,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
46,215.092587,215.09252286596623,215.09249716120908,1041984.8,-9999,644729.1,17.12,-1,0.119505596509142,0.9974119794066733,0,0.598447187644004,3,1.6,0.5,O5,de-protonated,0,-9999,C10 H16 O5,10,16,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
47,215.128922,215.12885790919708,215.12888267055905,1660166.5,-9999,671883.9,28.44,-1,-0.1151001281800134,0.9975990475434032,0,0.5985594285260418,2,1.818181818181818,0.3636363636363637,O4,de-protonated,0,-9999,C11 H20 O4,11,20,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
48,215.165305,215.165240952485,215.16526817990908,931244.1,-9999,672519,15.09,-1,-0.12654191038613488,0.9970987053943886,0,0.5982592232366332,1,2,0.25,O3,de-protonated,0,-9999,C12 H24 O3,12,24,3,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
49,217.10824,217.1081782641591,217.1081472256691,872349.4,-9999,1020410.8,13.95,-1,0.14296326700935025,0.9962983299374246,0,0.5977789979624547,2,1.8,0.5,O5,de-protonated,0,-9999,C10 H18 O5,10,18,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
50,217.144588,217.1445263074054,217.14453273501908,1555715.1,-9999,719404.7,26.43,-1,-0.02960062401202978,0.9998410278533528,0,0.5999046167120117,1,2,0.3636363636363637,O4,de-protonated,0,-9999,C11 H22 O4,11,22,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
52,221.081935,221.08187799200013,221.08193247717907,982055.7,-9999,760079.2,15.89,-1,-0.24644790429139551,0.9890399332707076,0,0.5934239599624246,6,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H14 O4,12,14,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
53,221.118381,221.11832403536303,221.1183179865291,797869.8,-9999,907105.9,12.54,-1,0.0273556437734372,0.9998642254966328,0,0.5999185352979796,5,1.3846153846153846,0.2307692307692308,O3,de-protonated,0,-9999,C13 H18 O3,13,18,3,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
54,221.154792,221.15473507868427,221.15470349587903,861779.9,-9999,780712,13.7,-1,0.14280865252880356,0.9963063175076456,0,0.5977837905045874,4,1.5714285714285714,0.14285714285714285,O2,de-protonated,0,-9999,C14 H22 O2,14,22,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
55,223.061232,223.0611773469372,223.06119703228907,798006.9,-9999,1000047.2,12.49,-1,-0.08825090215118271,0.9985878354423796,0,0.5991527012654277,6,1.0909090909090908,0.4545454545454546,O5,de-protonated,0,-9999,C11 H12 O5,11,12,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
56,223.09762,223.0975653902311,223.0975825416391,1220669.1,-9999,796263.6,20.14,-1,-0.07687850225401029,0.9989281579172689,0,0.5993568947503612,5,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H16 O4,12,16,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
57,223.133927,223.1338724334286,223.13396805098907,818051.3,-9999,703311.1,12.85,-1,-0.42852086264944106,0.9672295328153456,0,0.5803377196892073,4,1.5384615384615383,0.2307692307692308,O3,de-protonated,0,-9999,C13 H20 O3,13,20,3,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
58,225.076879,225.0768267451229,225.07684709674908,1038066.6,-9999,616737.1,16.76,-1,-0.0904207893384916,0.9985175900685198,0,0.5991105540411119,5,1.2727272727272727,0.4545454545454546,O5,de-protonated,0,-9999,C11 H14 O5,11,14,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
59,225.113312,225.11325978847032,225.11323260609907,861096.9,-9999,506305.7,13.57,-1,0.1207497709252038,0.997357882678902,0,0.5984147296073412,4,1.5,0.3333333333333333,O4,de-protonated,0,-9999,C12 H18 O4,12,18,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
60,225.149579,225.14952683162025,225.14961811544907,902975.3,-9999,533065.1,14.32,-1,-0.40543630314373896,0.9706141337141516,0,0.582368480228491,3,1.6923076923076923,0.2307692307692308,O3,de-protonated,0,-9999,C13 H22 O3,13,22,3,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
61,225.186046,225.18599387500817,225.18600362479907,1245797.6,-9999,506917.9,20.51,-1,-0.04329661158672936,0.9996599147562228,0,0.5997959488537337,2,1.8571428571428572,0.14285714285714285,O2,de-protonated,0,-9999,C14 H26 O2,14,26,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
63,227.005402,227.00535203964984,227.00533938108907,1219428.5,-9999,542442.9,20.03,-1,0.05576327322374599,0.9994359367163702,0,0.5996615620298221,1,2,0.8333333333333334,S2 O5,de-protonated,0,-9999,C6 H12 O5 S2,6,12,5,-9999,-9999,2,-9999,-9999,N/A,N/A,-9999
64,227.092553,227.09250314334076,227.09249716120908,1748339.9,-9999,693866,29.57,-1,0.02634226915128591,0.9998740979350328,0,0.5999244587610196,4,1.4545454545454546,0.4545454545454546,O5,de-protonated,0,-9999,C11 H16 O5,11,16,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
65,227.128946,227.1288961866406,227.12888267055905,1966970.3,-9999,685040.8,33.51,-1,0.05950842261285721,0.9993576508056744,0,0.5996145904834047,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
66,227.140215,227.14016520004827,227.14011605984908,1105276.3,-9999,645465.9,17.97,-1,0.2163431103564286,0.9915433738800256,0,0.5949260243280153,3,1.818181818181818,0.2727272727272727,N2 O3,de-protonated,0,-9999,C11 H20 O3 N2,11,20,3,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999
67,227.201729,227.2016792732367,227.20165368925908,5143943,-9999,680762.1,90.83,-1,0.11260471568709184,0.9833546756376448,0.9996189260481352,0.9898603758018408,1,2,0.14285714285714285,O2,de-protonated,0,-9999,C14 H28 O2,14,28,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
68,228.204962,228.20491346686785,228.2050085243291,781496.8,-9999,782618.8,12.07,-1,-0.4165441498440632,0.969007443652085,0.9996189260481352,0.9812520366105052,1,2.1538461538461537,0.15384615384615383,13C1 O2,de-protonated,1,67,C13 H28 O2 13C1,13,28,2,-9999,-9999,-9999,1,-9999,N/A,N/A,-9999
70,229.071807,229.07175949822664,229.0717617163191,928595.2,-9999,723701.3,14.71,-1,-0.00968295887224743,0.999982987571676,0,0.5999897925430056,4,1.4,0.6,O6,de-protonated,0,-9999,C10 H14 O6,10,14,6,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
71,229.108243,229.10819554157763,229.1081472256691,1392857.6,-9999,689574.3,23.06,-1,0.21088690702815552,0.9919628523730922,0,0.5951777114238553,3,1.6363636363636365,0.4545454545454546,O5,de-protonated,0,-9999,C11 H18 O5,11,18,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
73,229.144569,229.14452158479773,229.14453273501908,1943648.1,-9999,688501.6,32.96,-1,-0.04866021118261669,0.9995704551505468,0,0.5997422730903281,2,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H22 O4,12,22,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
74,229.155821,229.1557735981852,229.15576612430908,1083394.1,-9999,591318.5,17.5,-1,0.03261482905197915,0.999807006745407,0,0.5998842040472442,2,2,0.2727272727272727,N2 O3,de-protonated,0,-9999,C11 H22 O3 N2,11,22,3,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999
75,229.18096,229.1809126280952,229.18091824436908,1355430.6,-9999,655730.9,22.38,-1,-0.02450585295031487,0.9998910393179749,0,0.5999346235907849,1,2,0.2307692307692308,O3,de-protonated,0,-9999,C13 H26 O3,13,26,3,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
76,231.087434,231.08738889638855,231.0874117807791,970460.6,-9999,720598.5,15.4,-1,-0.09902915239443597,0.998222156157806,0,0.5989332936946835,3,1.6,0.6,O6,de-protonated,0,-9999,C10 H16 O6,10,16,6,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
77,231.123827,231.1237819396884,231.12379729012903,943427.1,-9999,674143.3,14.91,-1,-0.06641653019969075,0.9991999218656844,0,0.5995199531194106,2,1.818181818181818,0.4545454545454546,O5,de-protonated,0,-9999,C11 H20 O5,11,20,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
78,231.16027,231.16022498304773,231.16018279947903,796873.7,-9999,824689,12.29,-1,0.18248630951801748,0.9939757503605616,0,0.5963854502163369,1,2,0.3333333333333333,O4,de-protonated,0,-9999,C12 H24 O4,12,24,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
80,233.103135,233.10309229463857,233.1030618452391,1300904.6,-9999,844593.7,21.3,-1,0.13062633843271082,0.9969086854475556,0,0.5981452112685334,2,1.8,0.6,O6,de-protonated,0,-9999,C10 H18 O6,10,18,6,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
81,233.15471,233.15466735600168,233.15470349587903,1210994,-9999,493984.3,19.7,-1,-0.1550038529723718,0.9956499675019096,0,0.5973899805011458,5,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
82,237.076956,237.07691802262948,237.07684709674908,933690.7,-9999,676366.5,14.6,-1,0.29916831304479274,0.9838911950563248,0,0.5903347170337949,6,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,-9999,C12 H14 O5,12,14,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
83,237.113284,237.11324606585197,237.11323260609907,835521.3,-9999,594234.5,12.85,-1,0.05676508537609077,0.9994154933398512,0,0.5996492960039107,5,1.3846153846153846,0.3076923076923077,O4,de-protonated,0,-9999,C13 H18 O4,13,18,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
84,237.149603,237.1495651090638,237.14961811544907,928391.9,-9999,863693.7,14.5,-1,-0.22351452938277944,0.9909760141562202,0,0.5945856084937321,4,1.5714285714285714,0.21428571428571427,O3,de-protonated,0,-9999,C14 H22 O3,14,22,3,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
85,239.056152,239.05611637744636,239.05611165185908,853666.6,-9999,755018.8,13.17,-1,0.0197676906970734,0.9999290993354072,0,0.5999574596012444,6,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,-9999,C11 H12 O6,11,12,6,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
86,239.092538,239.09250242073784,239.09249716120908,1903593.1,-9999,636672.2,31.8,-1,0.02199788293310283,0.9999121995918098,0,0.5999473197550859,5,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,-9999,C12 H16 O5,12,16,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
87,239.128911,239.1288754640139,239.12888267055905,6922223.5,-9999,580006.5,120.86,-1,-0.03013665713899822,0.999685319270074,0.9964597867212022,0.9983951062505252,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
88,239.165324,239.16528850733752,239.16526817990908,794486.4,-9999,976961.4,12.12,-1,0.08499322915565527,0.9986901007563608,0,0.5992140604538164,3,1.7142857142857142,0.21428571428571427,O3,de-protonated,0,-9999,C14 H24 O3,14,24,3,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
89,239.201723,239.2016875506445,239.20165368925908,2379517,-9999,609435.3,40.25,-1,0.14155999716567702,0.9963705101134508,0,0.5978223060680704,2,1.8666666666666667,0.13333333333333333,O2,de-protonated,0,-9999,C15 H28 O2,15,28,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
90,240.132284,240.13224965781163,240.13223750562904,941541.8,-9999,673834.7,14.66,-1,0.05060621051788585,0.9995354199439672,0.9964597867212022,0.9983051666548612,4,1.6666666666666667,0.3333333333333333,13C1 O4,de-protonated,1,87,C12 H20 O4 13C1,12,20,4,-9999,-9999,-9999,1,-9999,N/A,N/A,-9999
94,240.99056,240.99052667897516,240.9907484891291,1000257.3,-9999,531406.6,15.7,-1,-0.9204094153900966,0.8575164742129063,0,0.5145098845277438,7,0.7777777777777778,0.6666666666666666,P1 O6,de-protonated,0,-9999,C9 H7 O6 P1,9,7,6,-9999,1,-9999,-9999,-9999,N/A,N/A,-9999
95,241.071771,241.0717377755988,241.0717617163191,1295087.9,-9999,544180.8,20.9,-1,-0.09930951732559196,0.998212084292057,0,0.5989272505752342,5,1.2727272727272727,0.5454545454545454,O6,de-protonated,0,-9999,C11 H14 O6,11,14,6,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
96,241.108223,241.1081898189688,241.1081472256691,1653654.5,-9999,529873.3,27.24,-1,0.17665641005773344,0.994353444502454,0,0.5966120667014725,4,1.5,0.4166666666666667,O5,de-protonated,0,-9999,C12 H18 O5,12,18,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
98,241.136503,241.1364698526159,241.13629052652908,2443995.8,-9999,686365.3,41.2,-1,0.7436710850574165,0.9045211475411292,0,0.5427126885246775,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,-9999,N/A,N/A,-9999
99,241.144594,241.14456086224249,241.14453273501908,2029021.1,-9999,686525.5,33.87,-1,0.11664051867366326,0.9975344332151364,0,0.5985206599290818,3,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,-9999,C13 H22 O4,13,22,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
100,241.180935,241.18090190548045,241.18091824436908,2317027.8,-9999,581733.7,38.96,-1,-0.06774536217541657,0.9991675998496962,0,0.5995005599098177,2,1.8571428571428572,0.21428571428571427,O3,de-protonated,0,-9999,C14 H26 O3,14,26,3,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
101,241.217322,241.2172889487731,241.21730375371908,3706218.3,-9999,620878.5,63.51,-1,-0.06137596990900994,0.999316714587698,0,0.5995900287526188,1,2,0.13333333333333333,O2,de-protonated,0,-9999,C15 H30 O2,15,30,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
103,242.176209,242.17617708964207,242.1761672165691,3987223.3,-9999,614079,68.47,-1,0.04076814445629848,0.9996984702038972,0,0.5998190821223383,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,-9999,N/A,N/A,-9999
106,243.087444,243.08741317381543,243.0874117807791,1432635.4,-9999,639910.2,23.22,-1,0.00573059843812474,0.999994041286722,0,0.5999964247720332,4,1.4545454545454546,0.5454545454545454,O6,de-protonated,0,-9999,C11 H16 O6,11,16,6,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
107,243.123837,243.1238062171153,243.12379729012903,2716353.8,-9999,649391.3,45.8,-1,0.03671786265625526,0.9997554005395106,0,0.5998532403237063,3,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,-9999,C12 H20 O5,12,20,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
110,243.160197,243.16016626037583,243.16018279947903,2628936.5,-9999,624667.6,44.27,-1,-0.06801731697140471,0.9991609061251292,0,0.5994965436750774,2,1.8461538461538465,0.3076923076923077,O4,de-protonated,0,-9999,C13 H24 O4,13,24,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
111,243.171403,243.17137227370856,243.1714161887691,2344906.5,-9999,606768.6,39.27,-1,-0.18059302042375977,0.9940997370777184,0,0.5964598422466311,2,2,0.25,N2 O3,de-protonated,0,-9999,C12 H24 O3 N2,12,24,3,2,-9999,-9999,-9999,-9999,N/A,N/A,-9999
112,243.196621,243.19659030371253,243.1965683088291,2169679,-9999,588659.1,36.19,-1,0.09044076399947892,0.9985169355301968,0,0.5991101613181181,1,2,0.21428571428571427,O3,de-protonated,0,-9999,C14 H28 O3,14,28,3,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
113,245.048949,245.04892050758383,245.0489182711491,1564122.1,-9999,586080.1,25.53,-1,0.00912648280397291,0.9999848867653218,0,0.5999909320591931,4,1.4,0.5,S1 O5,de-protonated,0,-9999,C10 H14 O5 S1,10,14,5,-9999,-9999,1,-9999,-9999,N/A,N/A,-9999
114,245.103092,245.10306357200233,245.1030618452391,1590307.8,-9999,622885.4,25.99,-1,0.00704504960966684,0.9999909942479835,0,0.5999945965487902,3,1.6363636363636365,0.5454545454545454,O6,de-protonated,0,-9999,C11 H18 O6,11,18,6,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
115,245.139499,245.13947061531883,245.13944735458907,1587114.3,-9999,733163.3,25.94,-1,0.09488774659853426,0.9983676270561463,0,0.5990205762336879,2,1.8333333333333333,0.4166666666666667,O5,de-protonated,0,-9999,C12 H22 O5,12,22,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
116,245.175746,245.17571765844497,245.1758328639391,918768.6,-9999,808578.5,14.18,-1,-0.4698892741935059,0.9607287850443652,0,0.576437271026619,1,2,0.3076923076923077,O4,de-protonated,0,-9999,C13 H26 O4,13,26,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
117,247.097571,247.09754494500268,247.0975825416391,814276.4,-9999,659582.8,12.28,-1,-0.15215299166721655,0.995808176544168,0,0.5974849059265008,7,1.1428571428571428,0.2857142857142857,O4,de-protonated,0,-9999,C14 H16 O4,14,16,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
118,247.118687,247.11866097012617,247.11871190969907,911688.2,-9999,580960.1,13.98,-1,-0.20613401756382224,0.9923196672024236,0,0.5953918003214541,2,1.818181818181818,0.5454545454545454,O6,de-protonated,0,-9999,C11 H20 O6,11,20,6,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
119,247.170392,247.170366031644,247.17035356033907,1773969.3,-9999,584905.3,29.08,-1,0.05045631382481334,0.9995381674256608,0,0.5997229004553964,5,1.5,0.125,O2,de-protonated,0,-9999,C16 H24 O2,16,24,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
121,248.960435,248.96041116140952,248.9603177400791,1673801.6,-9999,788521.3,27.32,-1,0.3752458676200118,0.9747739395405068,0,0.5848643637243041,9,0.6363636363636364,0.09090909090909093,S2 P1 O1,de-protonated,0,-9999,C11 H7 O1 P1 S2,11,7,1,-9999,1,2,-9999,-9999,N/A,N/A,-9999
122,249.076933,249.07690930001704,249.07684709674908,871261.8,-9999,787390.7,13.27,-1,0.24973524722253185,0.9887472550451252,0,0.5932483530270751,7,1.0769230769230769,0.38461538461538464,O5,de-protonated,0,-9999,C13 H14 O5,13,14,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
123,249.113316,249.113292343305,249.11323260609907,1012196.1,-9999,983686.7,15.74,-1,0.23979940890891857,0.9896202640750608,0,0.5937721584450364,6,1.2857142857142858,0.2857142857142857,O4,de-protonated,0,-9999,C14 H18 O4,14,18,4,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
124,249.149645,249.14962138652868,249.14961811544907,2338538.5,-9999,565627.8,38.96,-1,0.01312897700199237,0.9999687241723042,0,0.5999812345033825,5,1.4666666666666666,0.2,O3,de-protonated,0,-9999,C15 H22 O3,15,22,3,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
126,249.186063,249.18603942985823,249.18600362479907,4508912.5,-9999,607018.6,76.96,-1,0.1436880830519071,0.9981303464965384,0.9893385314409174,0.99461362047429,4,1.625,0.125,O2,de-protonated,0,-9999,C16 H26 O2,16,26,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
127,250.144906,250.1448835706749,250.1448670876491,1440533.9,-9999,715784.6,23.13,-1,0.06589391965708287,0.9992124585086216,0,0.5995274751051729,5,1.5,0.21428571428571427,N1 O3,de-protonated,0,-9999,C14 H21 O3 N1,14,21,3,1,-9999,-9999,-9999,-9999,N/A,N/A,-9999
128,250.189381,250.18935862359055,250.18935845986908,847261.5,-9999,831324.8,12.79,-1,6.5439020913597e-4,0.9999999222988588,0.9893385314409174,0.9957353659556822,4,1.7333333333333334,0.13333333333333333,13C1 O2,de-protonated,1,126,C15 H26 O2 13C1,15,26,2,-9999,-9999,-9999,1,-9999,N/A,N/A,-9999
130,251.056108,251.05608665480895,251.05611165185908,1143025.5,-9999,709975.8,17.94,-1,-0.09956758259519276,0.9982027884450224,0,0.5989216730670135,7,1,0.5,O6,de-protonated,0,-9999,C12 H12 O6,12,12,6,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
131,251.078567,251.07854568153033,251.07857843043905,940021.4,-9999,634158.4,14.4,-1,-0.13043290641259175,0.9969178198184638,0,0.5981506918910783,7,1.2,0.4,N4 O4,de-protonated,0,-9999,C10 H12 O4 N4,10,12,4,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
132,251.092481,251.092459698085,251.09249716120908,1501111.8,-9999,640273.7,24.18,-1,-0.14920049183749015,0.9959689560431282,0,0.5975813736258769,6,1.2307692307692308,0.38461538461538464,O5,de-protonated,0,-9999,C13 H16 O5,13,16,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A,-9999
