Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,33S,34S
2,221.081933,221.08184694706887,221.08193247717907,1342924,-9999,554879.4,22.6,-1,-0.38687064673039223,0.9732082170306036,0,0.5839249302183621,6,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H14 O4,12,14,4,-9999,-9999,-9999,-9999,N/A,N/A
3,227.092624,227.0925388154617,227.09249716120908,820790.6,-9999,584255.8,12.94,-1,0.1834241690270252,0.993913859185424,0,0.5963483155112544,4,1.4545454545454546,0.4545454545454546,O5,de-protonated,0,-9999,C11 H16 O5,11,16,5,-9999,-9999,-9999,-9999,N/A,N/A
4,227.128986,227.12890082071505,227.12888267055905,848988.6,-9999,988173,13.45,-1,0.07991126351539718,0.9988419741878068,0,0.599305184512684,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,N/A,N/A
5,229.108292,229.10820710667468,229.1081472256691,818406.4,-9999,959650.5,12.84,-1,0.2613656752181544,0.9876813775587444,0,0.5926088265352467,3,1.6363636363636365,0.4545454545454546,O5,de-protonated,0,-9999,C11 H18 O5,11,18,5,-9999,-9999,-9999,-9999,N/A,N/A
6,239.092755,239.092671549177,239.09249716120908,832427.4,-9999,799306,12.92,-1,0.7293744889000784,0.9079841389906071,0,0.5447904833943643,5,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,-9999,C12 H16 O5,12,16,5,-9999,-9999,-9999,-9999,N/A,N/A
8,239.128805,239.1287215543853,239.12888267055905,982545.6,-9999,868272.2,15.6,-1,-0.6737629179621166,0.9209313306555748,0,0.5525587983933449,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,N/A,N/A
11,241.108463,241.1083798403958,241.1081472256691,1000484.5,-9999,713289.9,15.86,-1,0.9647733989467177,0.844601629259678,0,0.5067609775558067,4,1.5,0.4166666666666667,O5,de-protonated,0,-9999,C12 H18 O5,12,18,5,-9999,-9999,-9999,-9999,N/A,N/A
25,251.096113,251.09603128335857,251.09586846452908,2624300,-9999,554012,44.24,-1,0.6484329290706965,0.926544809916766,0,0.5559268859500597,1,2,0.5,S1 O5,de-protonated,0,-9999,C10 H20 O5 S1,10,20,5,-9999,-9999,1,-9999,N/A,N/A
27,251.128962,251.1288802881044,251.12888267055905,859249.2,-9999,1016181,13.14,-1,-0.00948697986380693,0.9999836692458942,0,0.5999902015475365,5,1.4285714285714286,0.2857142857142857,O4,de-protonated,0,-9999,C14 H20 O4,14,20,4,-9999,-9999,-9999,-9999,N/A,N/A
33,255.062557,255.06247585640935,255.06225966071912,837730.3,-9999,957891.9,12.69,-1,0.8476192852523188,0.8777764395588987,0,0.5266658637353392,6,1.2,0.6,N2 O6,de-protonated,0,-9999,C10 H12 O6 N2,10,12,6,2,-9999,-9999,-9999,N/A,N/A
