Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,33S,34S
17,245.056753,245.0566765859714,245.05678035711907,883493.9,-9999,553389.7,13.79,-1,-0.4234575657409662,0.9679869154629064,0,0.5807921492777437,9,0.8333333333333334,0.3333333333333333,N2 O4,de-protonated,0,-9999,C12 H10 O4 N2,12,10,4,2,-9999,-9999,-9999,-9999,N/A,-9999
19,251.103767,251.10369474685368,251.1037305504991,1465021.9,-9999,420708.8,23.98,-1,-0.14258507969216347,0.996317852377385,0,0.597790711426431,6,1.3333333333333333,0.3333333333333333,N2 O4,de-protonated,0,-9999,C12 H16 O4 N2,12,16,4,2,-9999,-9999,-9999,-9999,N/A,-9999
36,262.98411,262.9840459215839,262.9842100130291,3165897.8,-9999,431047,53.16,-1,-0.6239593060638404,0.931794903698374,0,0.5590769422190244,9,0.6666666666666666,0.25,S2 O3,de-protonated,0,-9999,C12 H8 O3 S2,12,8,3,-9999,-9999,2,-9999,-9999,N/A,-9999
40,265.155982,265.1559194160246,265.1557661243091,2060506.4,-9999,446281,33.66,-1,0.5781194870186862,0.9411580739178088,0,0.5646948443506852,5,1.5714285714285714,0.21428571428571427,N2 O3,de-protonated,0,-9999,C14 H22 O3 N2,14,22,3,2,-9999,-9999,-9999,-9999,N/A,-9999
56,277.067906,277.06785161248536,277.06773896431906,11979944,-9999,395461.8,202.3,-1,0.4065726551734895,0.96736503890624,0.9837501956855156,0.9739191016179504,4,1.5555555555555556,0.8888888888888888,N2 O8,de-protonated,0,-9999,C9 H14 O8 N2,9,14,8,2,-9999,-9999,-9999,-9999,N/A,-9999
59,278.071272,278.07121830289026,278.0710937993891,1404817.9,-9999,557105.2,21.8,-1,0.4477398189156893,0.9642784382728192,0.9837501956855156,0.9720671412378978,4,1.75,1,13C1 N2 O8,de-protonated,1,56,C8 H14 O8 N2 13C1,8,14,8,2,-9999,-9999,1,-9999,N/A,-9999
60,279.064957,279.0649039866337,279.0647828108691,4448634.5,-9999,461020.2,73.32,-1,0.4342209123779366,0.9663668540624252,0,0.579820112437455,2,1.9090909090909092,0.18181818181818185,S2 P1 O2,de-protonated,0,-9999,C11 H21 O2 P1 S2,11,21,2,-9999,1,2,-9999,-9999,N/A,-9999
61,279.131898,279.131845032695,279.1318773072891,838721.4,-9999,545652.7,12.22,-1,-0.11562489515465128,0.9975771312917928,0,0.5985462787750757,1,2.4,0.1,N4 S2 O1,de-protonated,0,-9999,C10 H24 O1 N4 S2,10,24,1,4,-9999,2,-9999,-9999,N/A,-9999
62,281.111259,281.11120739467106,281.11114186239905,1065935.1,-9999,674319.1,16.06,-1,0.23311872866157313,0.9901877479880477,0,0.5941126487928285,1,2.4444444444444446,0.2222222222222222,N4 S2 O2,de-protonated,0,-9999,C9 H22 O2 N4 S2,9,22,2,4,-9999,2,-9999,-9999,N/A,-9999
71,283.97566,283.97561036563314,283.9754327772991,2016245,-9999,419432.9,31.9,-1,0.6253651321785445,0.9314980026019576,0,0.5588988015611746,13,0.3076923076923077,0.38461538461538464,N1 P1 O5,de-protonated,0,-9999,C13 H4 O5 N1 P1,13,4,5,1,1,-9999,-9999,-9999,N/A,-9999
83,292.991379,292.99133556924784,292.99140339373906,5827847.5,-9999,392404.5,94.37,-1,-0.2314896971020126,0.4951618706855538,0.8524773804394659,0.6380880745871186,14,0.375,0.25,S1 O4,de-protonated,0,-9999,C16 H6 O4 S1,16,6,4,-9999,-9999,1,-9999,-9999,N/A,-9999
85,293.074973,293.0749296267679,293.07475635304905,972560.1,-9999,579048.8,14.12,-1,0.5912270337709915,0.9385442443106587,0,0.5631265465863953,3,2,0.3333333333333333,N4 S2 O3,de-protonated,0,-9999,C9 H18 O3 N4 S2,9,18,3,4,-9999,2,-9999,-9999,N/A,-9999
88,293.147795,293.1477516768759,293.1475273717491,913943.6,-9999,567403.8,13.15,-1,0.7651612442012594,0.8992150380131669,0,0.5395290228079002,1,2.363636363636364,0.09090909090909093,N4 S2 O1,de-protonated,0,-9999,C11 H26 O1 N4 S2,11,26,1,4,-9999,2,-9999,-9999,N/A,-9999
93,295.090743,295.09070101379655,295.0904064175091,1431134.9,-9999,497411.7,21.7,-1,0.9983255336458676,0.8345675974517617,0,0.500740558471057,2,2.2222222222222223,0.3333333333333333,N4 S2 O3,de-protonated,0,-9999,C9 H20 O3 N4 S2,9,20,3,4,-9999,2,-9999,-9999,N/A,-9999
94,295.127119,295.1270770388265,295.1267919268591,1656674.6,-9999,440116.1,25.43,-1,0.96606602721183,0.8442192210444044,0,0.5065315326266426,1,2.4,0.2,N4 S2 O2,de-protonated,0,-9999,C10 H24 O2 N4 S2,10,24,2,4,-9999,2,-9999,-9999,N/A,-9999
97,297.070209,297.07016837584484,297.0703224212991,918892.1,-9999,455862,13.12,-1,-0.5185487834159517,0.9523808680485162,0,0.5714285208291097,11,0.875,0.125,N2 S1 O2,de-protonated,0,-9999,C16 H14 O2 N2 S1,16,14,2,2,-9999,1,-9999,-9999,N/A,-9999
98,297.106381,297.1063404007344,297.10605648196906,1471023.9,-9999,375982.2,22.17,-1,0.9556141960931168,0.8473015159087915,0,0.5083809095452749,1,2.4444444444444446,0.3333333333333333,N4 S2 O3,de-protonated,0,-9999,C9 H22 O3 N4 S2,9,22,3,4,-9999,2,-9999,-9999,N/A,-9999
