Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,34S
1,199.097598,199.0975313052454,199.0975825416391,827468.6,-9999,883205,13.62,-1,-0.2573431230740513,0.9880553832448364,0,0.5928332299469018,3,1.6,0.4,O4,de-protonated,0,-9999,C10 H16 O4,10,16,4,-9999,-9999,-9999,-9999,-9999,-9999
2,203.092514,203.092452107035,203.09249716120908,775942.8,-9999,977112.6,12.57,-1,-0.22184066230985797,0.991110066320266,0,0.5946660397921596,2,1.7777777777777777,0.5555555555555556,O5,de-protonated,0,-9999,C9 H16 O5,9,16,5,-9999,-9999,-9999,-9999,-9999,-9999
3,217.108206,217.10816095354792,217.1081472256691,1624621.9,-9999,663895.7,27.94,-1,0.06323060194961243,0.999274811446476,0,0.5995648868678857,2,1.8,0.5,O5,de-protonated,0,-9999,C10 H18 O5,10,18,5,-9999,-9999,-9999,-9999,-9999,-9999
5,228.124162,228.12413019445287,228.1241316427591,1374241.3,-9999,676029.5,22.99,-1,-0.00634876376816925,0.999992686410584,0,0.5999956118463503,3,1.7272727272727273,0.3636363636363637,N1 O4,de-protonated,0,-9999,C11 H19 O4 N1,11,19,4,1,-9999,-9999,-9999,-9999,-9999
6,229.155792,229.1557614344464,229.15576612430908,1006480.1,-9999,838214.8,16.3,-1,-0.02046582873681554,0.9999240030791802,0,0.599954401847508,2,2,0.2727272727272727,N2 O3,de-protonated,0,-9999,C11 H22 O3 N2,11,22,3,2,-9999,-9999,-9999,-9999,-9999
8,231.123838,231.12380979998875,231.12379729012903,2371936,-9999,740067.1,40.96,-1,0.05412622946442864,0.9994685603532212,0,0.5996811362119328,2,1.818181818181818,0.4545454545454546,O5,de-protonated,0,-9999,C11 H20 O5,11,20,5,-9999,-9999,-9999,-9999,-9999,-9999
10,239.128893,239.1288744218656,239.12888267055905,1461317.9,-9999,670634.5,24.27,-1,-0.03449476006857868,0.9997841196053908,0,0.5998704717632344,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,-9999
11,241.108158,241.10814180089287,241.1081472256691,855195,-9999,915687.7,13.32,-1,-0.02249934845322861,0.9999081511408464,0,0.5999448906845077,4,1.5,0.4166666666666667,O5,de-protonated,0,-9999,C12 H18 O5,12,18,5,-9999,-9999,-9999,-9999,-9999,-9999
12,241.119417,241.11940081442592,241.11938061495908,836124.9,-9999,950553.7,12.98,-1,0.08377371731840894,0.9987273970860722,0,0.5992364382516433,4,1.6363636363636365,0.3636363636363637,N2 O4,de-protonated,0,-9999,C11 H18 O4 N2,11,18,4,2,-9999,-9999,-9999,-9999,-9999
13,242.139801,242.1397860409021,242.13978170721907,857100.1,-9999,709205.6,13.35,-1,0.01789744333851585,0.9999418803219696,0,0.5999651281931817,3,1.75,0.3333333333333333,N1 O4,de-protonated,0,-9999,C12 H21 O4 N1,12,21,4,1,-9999,-9999,-9999,-9999,-9999
14,242.176197,242.17618208464916,242.1761672165691,905042.4,-9999,667754.9,14.21,-1,0.06139365499371774,0.9993163208971688,0,0.5995897925383012,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,-9999,-9999
15,243.171454,243.17144028092332,243.1714161887691,1250940.6,-9999,650702.8,20.32,-1,0.0990747786555856,0.9982205190071268,0,0.598932311404276,2,2,0.25,N2 O3,de-protonated,0,-9999,C12 H24 O3 N2,12,24,3,2,-9999,-9999,-9999,-9999,-9999
16,245.139457,245.13944564641392,245.13944735458907,1733067,-9999,587460.1,28.92,-1,-0.00696817736366,0.99999118970789,0,0.5999947138247339,2,1.8333333333333333,0.4166666666666667,O5,de-protonated,0,-9999,C12 H22 O5,12,22,5,-9999,-9999,-9999,-9999,-9999,-9999
18,248.080353,248.08034518129773,248.08056655334903,804407.8,-9999,766620,12.29,-1,-0.8923393492839813,0.8654704411263321,0,0.5192822646757992,3,2,0.5,N3 P1 O4,de-protonated,0,-9999,C8 H16 O4 N3 P1,8,16,4,3,1,-9999,-9999,-9999,-9999
19,251.0786,251.078595785116,251.07857843043905,2264226.8,-9999,736782.3,38.07,-1,0.06912050024434062,0.9991334785002316,0,0.5994800871001389,7,1.2,0.4,N4 O4,de-protonated,0,-9999,C10 H12 O4 N4,10,12,4,4,-9999,-9999,-9999,-9999,-9999
21,251.165314,251.1653098893441,251.16526817990908,901296.8,-9999,819679.6,13.95,-1,0.16606370492081238,0.995008659961815,0,0.597005195977089,4,1.6,0.2,O3,de-protonated,0,-9999,C15 H24 O3,15,24,3,-9999,-9999,-9999,-9999,-9999,-9999
23,253.144547,253.14454526833285,253.14453273501908,2953964.8,-9999,610027.8,50.27,-1,0.04951050543811659,0.9995553155242056,0,0.5997331893145235,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,-9999,-9999
25,255.123782,255.12378264732408,255.12379729012903,1584417.8,-9999,789141.1,25.92,-1,-0.05739490059361536,0.9994024549449796,0,0.5996414729669878,4,1.5384615384615383,0.38461538461538464,O5,de-protonated,0,-9999,C13 H20 O5,13,20,5,-9999,-9999,-9999,-9999,-9999,-9999
28,255.232959,255.2329597785521,255.2329538181791,1826226.6,-9999,551009.6,30.18,-1,0.02335267800999713,0.999901052295444,0,0.5999406313772665,1,2,0.125,O2,de-protonated,0,-9999,C16 H32 O2,16,32,2,-9999,-9999,-9999,-9999,-9999,-9999
29,257.114313,257.11431603989274,257.1142952345291,843088.4,-9999,801774.1,12.85,-1,0.08091873549090774,0.998812608223808,0,0.5992875649342848,4,1.6363636363636365,0.4545454545454546,N2 O5,de-protonated,0,-9999,C11 H18 O5 N2,11,18,5,2,-9999,-9999,-9999,-9999,-9999
31,259.129966,259.1299714626575,259.12994529898907,2301049.8,-9999,612610.2,38.29,-1,0.10096736763143932,0.9981519475756838,0,0.5988911685454102,3,1.818181818181818,0.4545454545454546,N2 O5,de-protonated,0,-9999,C11 H20 O5 N2,11,20,5,2,-9999,-9999,-9999,-9999,-9999
33,263.044048,263.0440581672866,263.0438466913691,1427359.6,-9999,598901.6,22.84,-1,0.803956907505104,0.8893372458236044,0,0.5336023474941626,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,-9999,-9999
34,265.14733,265.1473426953793,265.1475239158191,976057.1,-9999,755879.8,14.88,-1,-0.6834702324311548,0.9187323792871844,0,0.5512394275723106,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999,-9999
35,265.14792,265.14793269608845,265.14790403833905,1594937.3,-9999,633680.3,25.58,-1,0.1080821268438146,0.9978826073536948,0,0.5987295644122168,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,-9999,-9999
36,266.088957,266.0889708271915,266.0890094364491,1273140.3,-9999,662745.6,20.02,-1,-0.14509903169912336,0.996187116103135,0,0.597712269661881,1,2.1,0.3,N1 S2 O3,de-protonated,0,-9999,C10 H21 O3 N1 S2,10,21,3,1,-9999,2,-9999,-9999,-9999
38,267.072964,267.0729790099434,267.0730250193591,2566067,-9999,566691.4,42.37,-1,-0.17227279187705272,0.9946294545650334,0,0.59677767273902,1,2,0.4,S2 O4,de-protonated,0,-9999,C10 H20 O4 S2,10,20,4,-9999,-9999,2,-9999,-9999,-9999
39,267.07349,267.0735050105756,267.07349305000906,4740787,-9999,716766.1,79.96,-1,0.04478380245294952,0.99963615472529,0,0.599781692835174,7,1.2,0.5,N4 O5,de-protonated,0,-9999,C10 H12 O5 N4,10,12,5,4,-9999,-9999,-9999,-9999,-9999
42,267.160205,267.16022011480493,267.16018279947906,3425982.3,-9999,611806.5,57.23,-1,0.1396739794015854,0.9964664080271518,0,0.5978798448162911,4,1.6,0.26666666666666666,O4,de-protonated,0,-9999,C15 H24 O4,15,24,4,-9999,-9999,-9999,-9999,-9999,-9999
