Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,33S,34S
73,241.084513,241.08483744622103,241.0846488758891,1274256.8,-9999,668768.3,20.62,-1,0.7821747790693271,0.8949299501141444,0,0.5369579700684867,0,2.375,0.75,P1 O6,de-protonated,0,-9999,C8 H19 O6 P1,8,19,6,-9999,1,-9999,-9999,-9999,N/A,-9999
86,243.001501,243.00181480269237,243.00159141117908,958696.6,-9999,761838,14.95,-1,0.919300618528274,0.8578339261935117,0,0.5147003557161071,6,1.1428571428571428,0.2857142857142857,N4 S2 O2,de-protonated,0,-9999,C7 H8 O2 N4 S2,7,8,2,4,-9999,2,-9999,-9999,N/A,-9999
87,243.06116,243.0614734714528,243.06141150754908,882419.3,-9999,860679,13.6,-1,0.254931061858626,0.9882769346963948,0,0.5929661608178368,4,1.5454545454545454,0.18181818181818185,S1 P1 O2,de-protonated,0,-9999,C11 H17 O2 P1 S1,11,17,2,-9999,1,1,-9999,-9999,N/A,-9999
102,245.113231,245.11353307791435,245.11344708135908,3339424.3,-9999,664802.8,56.99,-1,0.35084389002165,0.9779127953741368,0,0.5867476772244821,2,1.9166666666666667,0.08333333333333333,S1 P1 O1,de-protonated,0,-9999,C12 H23 O1 P1 S1,12,23,1,-9999,1,1,-9999,-9999,N/A,-9999
115,251.077112,251.0773809651674,251.0772410199191,1036201.1,-9999,750101,16.15,-1,0.5573792660489693,0.945188441775928,0,0.5671130650655567,2,1.7777777777777777,0.8888888888888888,O8,de-protonated,0,-9999,C9 H16 O8,9,16,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999
116,251.077653,251.07792196216369,251.07811039978907,4139177.3,-9999,741408,70.47,-1,-0.7505139540482054,0.9028446135319548,0,0.5417067681191728,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,-9999,N/A,-9999
123,253.144359,253.14461648736852,253.14453273501908,875874.2,-9999,632552.4,13.33,-1,0.33084794893579744,0.9803344995450918,0,0.588200699727055,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999
126,255.061414,255.06166084346785,255.0614115075491,1229370.9,-9999,766621.9,19.42,-1,0.9775524932000356,0.8408062926271598,0,0.5044837755762959,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,-9999,N/A,-9999
132,257.084524,257.084759610727,257.08492365797906,1300988.3,-9999,746389.2,20.66,-1,-0.638105298855857,0.9287813014258928,0,0.5572687808555357,9,1.0714285714285714,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H15 O1 N2 P1,14,15,1,2,1,-9999,-9999,-9999,N/A,-9999
144,259.10023,259.1004544190949,259.1005737224391,256688560,-9999,750197,4435.99,-1,-0.4604518719985703,0.7296520591306561,0.9552589860261992,0.8198948298888733,8,1.2142857142857142,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H17 O1 N2 P1,14,17,1,2,1,-9999,-9999,-9999,N/A,-9999
147,259.128828,259.1290522603126,259.1290971458191,1438775,-9999,831048.8,22.89,-1,-0.17321677492719303,0.994570597117036,0,0.5967423582702216,2,1.9230769230769231,0.07692307692307693,S1 P1 O1,de-protonated,0,-9999,C13 H25 O1 P1 S1,13,25,1,-9999,1,1,-9999,-9999,N/A,-9999
152,260.103604,260.10382284814716,260.1039285575091,26747466,-9999,618528.2,460.45,-1,-0.4064120158921986,0.7317055779038815,0.9552589860261992,0.8211269411528086,8,1.3076923076923077,0.07692307692307693,13C1 N2 P1 O1,de-protonated,1,144,C13 H17 O1 N2 P1 13C1,13,17,1,2,1,-9999,1,-9999,N/A,-9999
152,260.103604,260.10382284814716,260.1040649031291,26747466,-9999,618528.2,460.45,-1,-0.9306082241160482,0.42729207260248975,0.8767281105990777,0.6070664878011249,8,1.1538461538461535,0.2307692307692308,N3 O3,de-protonated,0,-9999,C13 H15 O3 N3,13,15,3,3,-9999,-9999,-9999,-9999,N/A,-9999
158,261.104538,261.1047512907468,261.1049903976091,1725533.1,-9999,729692.3,27.62,-1,-0.9157498749121828,0.8588487277732871,0,0.5153092366639722,7,1.2666666666666666,0.13333333333333333,P1 O2,de-protonated,0,-9999,C15 H19 O2 P1,15,19,2,-9999,1,-9999,-9999,-9999,N/A,-9999
159,261.106997,261.1072102770939,261.1072833925791,1804893.5,-9999,733205.5,28.98,-1,-0.2800208568908442,0.7355551785699674,0.9552589860261992,0.8234367015524602,8,1.4166666666666667,0.08333333333333333,13C2 N2 P1 O1,de-protonated,1,144,C12 H17 O1 N2 P1 13C2,12,17,1,2,1,-9999,2,-9999,N/A,-9999
165,263.043397,263.0435995257857,263.0438466913691,2078964.6,-9999,654363.2,33.68,-1,-0.9396364389883488,0.8519699148438956,0,0.5111819489063374,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,-9999,N/A,-9999
