Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,34S
25,263.164157,263.16421941959965,263.1642366087091,907890.3,-9999,759442.6,13.86,-1,-0.06531704174466059,0.999226182128476,0,0.5995357092770855,1,2.5,0.2,N4 P1 O2,de-protonated,0,-9999,C10 H25 O2 N4 P1,10,25,2,4,1,-9999,-9999,-9999,-9999,-9999
27,265.14745,265.14751201111653,265.1475239158191,856742.6,-9999,566737.8,12.87,-1,-0.04489841115844833,0.9996342904102418,0,0.5997805742461451,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999,-9999,-9999
36,273.097651,273.09771137367676,273.0979764648091,1161208,-9999,804775.8,17.87,-1,-0.9706814227628496,0.8428510549265619,0,0.5057106329559371,4,1.5,0.5833333333333334,O7,de-protonated,0,-9999,C12 H18 O7,12,18,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37,273.134088,273.13414836617216,273.13436197415905,1519739.9,-9999,660501.9,24,-1,-0.782061932264323,0.8949586144291387,0,0.5369751686574832,3,1.6923076923076923,0.4615384615384616,O6,de-protonated,0,-9999,C13 H22 O6,13,22,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
39,277.059489,277.0595485576885,277.0594967558291,4440223.5,-9999,586299.4,73.91,-1,0.18697016346997888,0.993677020190604,0,0.5962062121143623,4,1.6666666666666667,0.6666666666666666,N2 P1 O6,de-protonated,0,-9999,C9 H15 O6 N2 P1,9,15,6,2,1,-9999,-9999,-9999,-9999,-9999
40,277.071545,277.07160455520545,277.0717617163191,870688.9,-9999,607233.8,12.9,-1,-0.5672216925342409,0.943292011807292,0,0.5659752070843752,8,1,0.42857142857142855,O6,de-protonated,0,-9999,C14 H14 O6,14,14,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
41,277.144339,277.14439854021265,277.1445327350191,1597736.5,-9999,595763.5,25.33,-1,-0.4842051369758279,0.9583507105530064,0,0.5750104263318039,6,1.375,0.25,O4,de-protonated,0,-9999,C16 H22 O4,16,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42,279.056591,279.0566501463613,279.05638643394906,1315439.1,-9999,482774.8,20.34,-1,0.9450147892696538,0.8504043940439396,0,0.5102426364263638,17,0.42105263157894735,0.05263157894736842,N2 O1,de-protonated,0,-9999,C19 H8 O1 N2,19,8,1,2,-9999,-9999,-9999,-9999,-9999,-9999
43,279.123631,279.1236901325536,279.12379729012906,914422.1,-9999,866132.5,13.54,-1,-0.3839069850915624,0.9736116833856838,0,0.5841670100314102,6,1.3333333333333333,0.3333333333333333,O5,de-protonated,0,-9999,C15 H20 O5,15,20,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
45,279.160039,279.1600981250549,279.16018279947906,16964986,-9999,575462,285.81,-1,-0.3033184149306658,0.9862943285092748,0.9850477949512368,0.9857957150860596,5,1.5,0.25,O4,de-protonated,0,-9999,C16 H24 O4,16,24,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50,280.16341,280.16346891839856,280.1635376345491,3291104.8,-9999,612836.5,53.86,-1,-0.24527156920056617,0.9891437432026836,0.9850477949512368,0.9875053639021047,5,1.6,0.26666666666666666,13C1 O4,de-protonated,1,45,C15 H24 O4 13C1,15,24,4,-9999,-9999,-9999,1,-9999,-9999,-9999
51,281.103026,281.1030847248733,281.1030618452391,993760.4,-9999,495206.3,14.88,-1,0.08139233375715718,0.9987986768784672,0,0.5992792061270803,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52,281.139365,281.13942371738887,281.1394473545891,1229380.1,-9999,566114.1,18.88,-1,-0.08407642702419936,0.9987181894773652,0,0.599230913686419,5,1.4666666666666666,0.3333333333333333,O5,de-protonated,0,-9999,C15 H22 O5,15,22,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
54,281.175731,281.1757897098988,281.1758328639391,8777288,-9999,535439.4,146.92,-1,-0.1534770603524539,0.997708791984859,0.9753545612129072,0.9887670996760782,4,1.625,0.25,O4,de-protonated,0,-9999,C16 H26 O4,16,26,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57,282.179141,282.1791995032345,282.1791876990091,1825453.4,-9999,675961.2,28.77,-1,0.04183237423188456,0.999682524724808,0.9753545612129072,0.9899513393200476,4,1.7333333333333334,0.26666666666666666,13C1 O4,de-protonated,1,54,C15 H26 O4 13C1,15,26,4,-9999,-9999,-9999,1,-9999,-9999,-9999
58,283.082245,283.08230331722933,283.0823264003491,1055496.1,-9999,604545.2,15.8,-1,-0.08154207306501104,0.9987942552784778,0,0.5992765531670866,6,1.2307692307692308,0.5384615384615384,O7,de-protonated,0,-9999,C13 H16 O7,13,16,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
59,283.118649,283.11870730973146,283.1187119096991,1513483.9,-9999,612647.1,23.51,-1,-0.01624748706769299,0.9999521021712312,0,0.5999712613027388,5,1.4285714285714286,0.42857142857142855,O6,de-protonated,0,-9999,C14 H20 O6,14,20,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
61,283.155048,283.1551063022347,283.15509741904907,1804047.5,-9999,567841.9,28.4,-1,0.03137215503312438,0.9998214319505028,0,0.5998928591703017,4,1.6,0.3333333333333333,O5,de-protonated,0,-9999,C15 H24 O5,15,24,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
63,283.191431,283.19148929474113,283.19148292839907,5942547,-9999,574687.4,98.06,-1,0.02248069750357442,0.999690423717848,0.996650718005174,0.9984745414327784,3,1.75,0.25,O4,de-protonated,0,-9999,C16 H28 O4,16,28,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
64,284.194795,284.19485308808623,284.1948377634691,1055863.5,-9999,758358.9,15.81,-1,0.05392292580944199,0.9994725440877832,0.996650718005174,0.9983438136547396,3,1.8666666666666667,0.26666666666666666,13C1 O4,de-protonated,1,63,C15 H28 O4 13C1,15,28,4,-9999,-9999,-9999,1,-9999,-9999,-9999
65,285.097961,285.0980189020683,285.0979764648091,1486289.4,-9999,819129.2,23.05,-1,0.14885149211763027,0.995987754440424,0,0.5975926526642543,5,1.3846153846153846,0.5384615384615384,O7,de-protonated,0,-9999,C13 H18 O7,13,18,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67,285.126164,285.12622189625955,285.1261197656691,2610900.3,-9999,543528.2,41.98,-1,0.35819443877207585,0.9769884418600008,0,0.5861930651160006,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999,-9999,-9999,-9999
69,285.134563,285.1346208945297,285.13436197415905,1331029,-9999,488817.6,20.44,-1,0.9080644256553894,0.8610358486017881,0,0.5166215091610729,4,1.5714285714285714,0.42857142857142855,O6,de-protonated,0,-9999,C14 H22 O6,14,22,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
