Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,34S
0,183.066194,183.06623246583115,183.0662824127191,912782.8,-9999,781736.7,15.41,-1,-0.27283499333060274,0.9865839614407708,0,0.5919503768644625,4,1.3333333333333333,0.4444444444444444,O4,de-protonated,0,-9999,C9 H12 O4,9,12,4,-9999,-9999,-9999,-9999,N/A
1,218.103403,218.1034296826254,218.10339619786907,808246.9,-9999,958449.9,12.87,-1,0.1535269826751956,0.9957322901623684,0,0.597439374097421,2,1.8888888888888888,0.5555555555555556,N1 O5,de-protonated,0,-9999,C9 H17 O5 N1,9,17,5,1,-9999,-9999,-9999,N/A
2,227.092524,227.09254765953463,227.09249716120908,1102153.9,-9999,564596.5,18.06,-1,0.22236897391713925,0.9910678631965842,0,0.5946407179179505,4,1.4545454545454546,0.4545454545454546,O5,de-protonated,0,-9999,C11 H16 O5,11,16,5,-9999,-9999,-9999,-9999,N/A
3,227.128759,227.12878264734863,227.12888267055905,906127.8,-9999,768253.2,14.5,-1,-0.44038085005188543,0.9654226404349868,0,0.579253584260992,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,N/A
4,227.140011,227.14003464356452,227.14011605984908,783313.6,-9999,791334.9,12.26,-1,-0.3584407984415548,0.9769571447620266,0,0.586174286857216,3,1.818181818181818,0.2727272727272727,N2 O3,de-protonated,0,-9999,C11 H20 O3 N2,11,20,3,2,-9999,-9999,-9999,N/A
5,227.140245,227.14026864348585,227.14011605984908,848593.6,-9999,875024,13.45,-1,0.6717599664673295,0.9213817829341464,0,0.5528290697604878,3,1.818181818181818,0.2727272727272727,N2 O3,de-protonated,0,-9999,C11 H20 O3 N2,11,20,3,2,-9999,-9999,-9999,N/A
6,229.144517,229.14453996943817,229.14453273501908,841496.1,-9999,819476.1,13.27,-1,0.03157142350528934,0.99981915650836,0,0.5998914939050161,2,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H22 O4,12,22,4,-9999,-9999,-9999,-9999,N/A
7,229.155666,229.15568896568868,229.15576612430908,1140505.9,-9999,966577.4,18.69,-1,-0.33670817760584204,0.9796388726987958,0,0.5877833236192774,2,2,0.2727272727272727,N2 O3,de-protonated,0,-9999,C11 H22 O3 N2,11,22,3,2,-9999,-9999,-9999,N/A
8,229.155801,229.1558239656433,229.15576612430908,1091418,-9999,731411.2,17.8,-1,0.2524105554463104,0.9885062701342356,0,0.5931037620805413,2,2,0.2727272727272727,N2 O3,de-protonated,0,-9999,C11 H22 O3 N2,11,22,3,2,-9999,-9999,-9999,N/A
9,231.087378,231.08740031604333,231.0874117807791,872600.3,-9999,809344.6,13.78,-1,-0.0496121172289871,0.999553488782456,0,0.5997320932694735,3,1.6,0.6,O6,de-protonated,0,-9999,C10 H16 O6,10,16,6,-9999,-9999,-9999,-9999,N/A
