Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,33S,34S
1,166.993494,166.99365456326456,166.99372586927907,1545108.1,-9999,754230.4,27.47,-1,-0.42699816503636723,0.9674581864164774,0,0.5804749118498864,1,2.25,0.75,S1 P1 O3,de-protonated,0,-9999,C4 H9 O3 P1 S1,4,9,3,-9999,1,1,-9999,-9999,-9999,N/A,-9999
44,212.978094,212.97819923752928,212.9780758048191,878619,-9999,646721.9,14.24,-1,0.5795559459171168,0.9408741310912878,0,0.5645244786547726,6,0.875,0.375,S1 P1 O3,de-protonated,0,-9999,C8 H7 O3 P1 S1,8,7,3,-9999,1,1,-9999,-9999,-9999,N/A,-9999
54,218.985175,218.98527301019288,218.9852691855291,1191593.3,-9999,1572073,19.8,-1,0.01746539302396538,0.9999446524329012,0,0.5999667914597407,9,0.5,0.4,P1 O4,de-protonated,0,-9999,C10 H5 O4 P1,10,5,4,-9999,1,-9999,-9999,-9999,-9999,N/A,-9999
89,241.13598,241.1360513597583,241.13629052652908,3078841.8,-9999,676829.5,52.8,-1,-0.9918323378292744,0.8365267607457396,0,0.5019160564474437,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,-9999,-9999,N/A,-9999
99,242.985234,242.98530313485395,242.9852691855291,1520956.3,-9999,738144.1,24.97,-1,0.13971762556920042,0.996464203195275,0,0.597878521917165,11,0.4166666666666667,0.3333333333333333,P1 O4,de-protonated,0,-9999,C12 H5 O4 P1,12,5,4,-9999,1,-9999,-9999,-9999,-9999,N/A,-9999
105,243.1237,243.12376896826052,243.12379729012903,886420.4,-9999,1270035.5,13.72,-1,-0.11649155227397436,0.9975407192015144,0,0.5985244315209086,3,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,-9999,C12 H20 O5,12,20,5,-9999,-9999,-9999,-9999,-9999,-9999,N/A,-9999
114,245.048409,245.04847565257347,245.0485381486291,1361633.4,-9999,587048.6,22.14,-1,-0.2550354149901959,0.9882673918593952,0,0.5929604351156371,9,0.9166666666666666,0.16666666666666666,N2 P1 O2,de-protonated,0,-9999,C12 H11 O2 N2 P1,12,11,2,2,1,-9999,-9999,-9999,-9999,N/A,-9999
122,249.022329,249.02239087140663,249.0223234001391,1083205.3,-9999,620066.4,17.12,-1,0.270944655107455,0.9867679923818248,0,0.5920607954290947,13,0.5,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H7 O1 N2 P1,14,7,1,2,1,-9999,-9999,-9999,-9999,N/A,-9999
130,251.095504,251.0955633770948,251.09548834200908,10079582,-9999,602944.5,175.15,-1,0.298830879934454,0.9728015440449632,0.9923795494167976,0.9806327461936968,6,1.4166666666666667,0.16666666666666666,N2 P1 O2,de-protonated,0,-9999,C12 H17 O2 N2 P1,12,17,2,2,1,-9999,-9999,-9999,-9999,N/A,-9999
132,252.098902,252.0989601698704,252.0988431770791,1211009.9,-9999,699833.8,19.29,-1,0.4640750819440077,0.9616758686012788,0.9923795494167976,0.9739573409274862,6,1.5454545454545454,0.18181818181818185,13C1 N2 P1 O2,de-protonated,1,130,C11 H17 O2 N2 P1 13C1,11,17,2,2,1,-9999,1,-9999,-9999,N/A,-9999
