Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,34S
49,232.089506,232.0894870956185,232.0896746857791,1160069.5,-9999,460231.3,18.87,-1,-0.8082658604307212,0.8882169223937193,0,0.5329301534362315,7,1.2307692307692308,0.07692307692307693,N1 P1 O1,de-protonated,0,-9999,C13 H16 O1 N1 P1,13,16,1,1,1,-9999,-9999,-9999,-9999,-9999
50,232.089744,232.08972509581997,232.0896746857791,874053.6,-9999,1855735.1,13.73,-1,0.2172007045928407,0.9914764831795406,0,0.5948858899077244,7,1.2307692307692308,0.07692307692307693,N1 P1 O1,de-protonated,0,-9999,C13 H16 O1 N1 P1,13,16,1,1,1,-9999,-9999,-9999,-9999,-9999
66,245.085067,245.0850590975665,245.0853037804991,16960316,-9999,1757340.1,297.85,-1,-0.9983582402321364,0.8747099469594555,0.9858779561196308,0.9191771506235256,3,1.6363636363636365,0.3636363636363637,S1 O4,de-protonated,0,-9999,C11 H18 O4 S1,11,18,4,-9999,-9999,1,-9999,-9999,-9999,-9999
66,245.085067,245.0850590975665,245.0849236579791,16960316,-9999,1757340.1,297.85,-1,0.5526230883106265,0.4730471520901552,0.8767281105990778,0.6345195354937243,8,1.1538461538461535,0.07692307692307693,N2 P1 O1,de-protonated,0,-9999,C13 H15 O1 N2 P1,13,15,1,2,1,-9999,-9999,-9999,-9999,-9999
67,245.085489,245.08548109792375,245.0853037804991,20618044,-9999,376572.5,362.52,-1,0.7234926857009464,0.9406874809609276,0.994326174637198,0.9621429584314358,3,1.6363636363636365,0.3636363636363637,S1 O4,de-protonated,0,-9999,C11 H18 O4 S1,11,18,4,-9999,-9999,1,-9999,-9999,-9999,-9999
71,245.089233,245.0892251010934,245.08914311446907,6875196,-9999,487603.6,119.56,-1,0.3345175689780272,0.9799002760644336,0,0.5879401656386601,4,1.75,0.625,N4 O5,de-protonated,0,-9999,C8 H14 O5 N4,8,14,5,4,-9999,-9999,-9999,-9999,-9999,-9999
74,246.088673,246.0886659472121,246.0886586155691,2243491,-9999,1769994.1,37.67,-1,0.7002833191663858,0.9148621855787962,0.9858779561196308,0.94326849379513,3,1.8,0.4,13C1 S1 O4,de-protonated,1,66,C10 H18 O4 S1 13C1,10,18,4,-9999,-9999,1,1,-9999,-9999,-9999
74,246.088673,246.0886659472121,246.0886586155691,2243491,-9999,1769994.1,37.67,-1,0.7002833191663858,0.9425105027163972,0.994326174637198,0.9632367714847174,3,1.8,0.4,13C1 S1 O4,de-protonated,1,67,C10 H18 O4 S1 13C1,10,18,4,-9999,-9999,1,1,-9999,-9999,-9999
75,246.088838,246.08883094735177,246.0886586155691,2322531,-9999,875086.1,39.07,-1,0.7002833191663858,0.9148621855787962,0.9858779561196308,0.94326849379513,3,1.8,0.4,13C1 S1 O4,de-protonated,1,66,C10 H18 O4 S1 13C1,10,18,4,-9999,-9999,1,1,-9999,-9999,-9999
75,246.088838,246.08883094735177,246.0886586155691,2322531,-9999,875086.1,39.07,-1,0.7002833191663858,0.9425105027163972,0.994326174637198,0.9632367714847174,3,1.8,0.4,13C1 S1 O4,de-protonated,1,67,C10 H18 O4 S1 13C1,10,18,4,-9999,-9999,1,1,-9999,-9999,-9999
78,246.090253,246.0902459485497,246.09006860894908,2097827.3,-9999,375034.8,35.1,-1,0.7206288397330902,0.9100758076578122,0,0.5460454845946873,3,1.8,0.4,N1 P1 O4,de-protonated,0,-9999,C10 H18 O4 N1 P1,10,18,4,1,1,-9999,-9999,-9999,-9999,-9999
82,247.079985,247.07997878644963,247.07982447689903,1959815.8,-9999,436442.7,32.51,-1,0.6245331883872605,0.9316737728628796,0,0.5590042637177277,7,1.1428571428571428,0.14285714285714285,S1 O2,de-protonated,0,-9999,C14 H16 O2 S1,14,16,2,-9999,-9999,1,-9999,-9999,-9999,-9999
84,247.081133,247.0811267874215,247.0810996100991,895559.9,-9999,871571.9,13.78,-1,0.10999353038270406,0.970158819853998,0.994326174637198,0.979825761767278,3,1.6363636363636365,0.3636363636363637,34S1 O4,de-protonated,1,67,C11 H18 O4 34S1,11,18,4,-9999,-9999,-9999,-9999,-9999,-9999,1
87,247.082242,247.0822357883604,247.08232640034907,1012872.1,-9999,534909.6,15.84,-1,-0.3667279242023519,0.9758924243662036,0,0.5855354546197221,3,1.6,0.7,O7,de-protonated,0,-9999,C10 H16 O7,10,16,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
94,257.084828,257.0848302564774,257.08492365797906,1829291.8,-9999,673289.2,29.91,-1,-0.36330991459663753,0.9763343739659104,0,0.5858006243795462,9,1.0714285714285714,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H15 O1 N2 P1,14,15,1,2,1,-9999,-9999,-9999,-9999,-9999
