Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,34S
14,229.144354,229.14437398997535,229.14453273501908,859562.4,-9999,630864.7,13.56,-1,-0.6927725563031125,0.9166006844265888,0,0.5499604106559532,2,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H22 O4,12,22,4,-9999,-9999,-9999,-9999,N/A,-9999
15,231.087393,231.08741314796467,231.0874117807791,861717.1,-9999,624438.4,13.54,-1,0.00591631350614304,0.999993648814351,0,0.5999961892886106,3,1.6,0.6,O6,de-protonated,0,-9999,C10 H16 O6,10,16,6,-9999,-9999,-9999,-9999,N/A,-9999
16,231.123744,231.1237641509204,231.12379729012903,916667.3,-9999,803538.1,14.53,-1,-0.143382936204044,0.996276606076377,0,0.5977659636458262,2,1.818181818181818,0.4545454545454546,O5,de-protonated,0,-9999,C11 H20 O5,11,20,5,-9999,-9999,-9999,-9999,N/A,-9999
18,233.154634,233.15465431605287,233.15470349587903,1533016.3,-9999,505606.6,25.63,-1,-0.2109321641575728,0.991959416305489,0,0.5951756497832934,5,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,N/A,-9999
19,235.061149,235.0611694710724,235.06119703228907,958978.2,-9999,579102.6,15.22,-1,-0.11725123938401127,0.997508578862864,0,0.5985051473177184,7,1,0.4166666666666667,O5,de-protonated,0,-9999,C12 H12 O5,12,12,5,-9999,-9999,-9999,-9999,N/A,-9999
20,239.056018,239.0560387958968,239.05611165185908,1063385.8,-9999,759227.1,17.02,-1,-0.3047651105160736,0.9832879463672044,0,0.5899727678203226,6,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,-9999,C11 H12 O6,11,12,6,-9999,-9999,-9999,-9999,N/A,-9999
21,239.092453,239.09247379885937,239.09249716120908,1253920.1,-9999,550316.4,20.42,-1,-0.0977126008299295,0.9982690726625318,0,0.5989614435975191,5,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,-9999,C12 H16 O5,12,16,5,-9999,-9999,-9999,-9999,N/A,-9999
22,239.128842,239.12886280181817,239.12888267055905,2572390.5,-9999,557658.8,43.99,-1,-0.08308800126888653,0.9987481321952713,0,0.5992488793171626,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,N/A,-9999
23,241.071728,241.071748959795,241.0717617163191,1357977.3,-9999,501853.9,22.18,-1,-0.0529158786376448,0.9994920563565534,0,0.599695233813932,5,1.2727272727272727,0.5454545454545454,O6,de-protonated,0,-9999,C11 H14 O6,11,14,6,-9999,-9999,-9999,-9999,N/A,-9999
25,241.108114,241.10813496275355,241.1081472256691,1362751.5,-9999,593948.6,22.27,-1,-0.05086064354898662,0.9995307377576998,0,0.5997184426546199,4,1.5,0.4166666666666667,O5,de-protonated,0,-9999,C12 H18 O5,12,18,5,-9999,-9999,-9999,-9999,N/A,-9999
26,241.144448,241.14446896570792,241.14453273501908,1167237.9,-9999,634856.5,18.79,-1,-0.26444435810014355,0.9873913089456576,0,0.5924347853673946,3,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,-9999,C13 H22 O4,13,22,4,-9999,-9999,-9999,-9999,N/A,-9999
28,242.176144,242.1761650495955,242.1761672165691,1632249.5,-9999,624910.8,27.06,-1,-0.008947922548046,0.9999854723587704,0,0.5999912834152622,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,N/A,-9999
30,243.08736,243.08738112368684,243.0874117807791,1902999.9,-9999,620501.5,31.75,-1,-0.1261155072928961,0.9971181970453148,0,0.5982709182271888,4,1.4545454545454546,0.5454545454545454,O6,de-protonated,0,-9999,C11 H16 O6,11,16,6,-9999,-9999,-9999,-9999,N/A,-9999
31,243.123702,243.12372312664183,243.12379729012903,1901342.3,-9999,653299.5,31.72,-1,-0.3050441300013704,0.9832575895403284,0,0.5899545537241969,3,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,-9999,C12 H20 O5,12,20,5,-9999,-9999,-9999,-9999,N/A,-9999
32,243.16011,243.16013112960215,243.16018279947903,1603108.5,-9999,580635.4,26.43,-1,-0.21249316515194924,0.991840456100538,0,0.5951042736603227,2,1.8461538461538465,0.3076923076923077,O4,de-protonated,0,-9999,C13 H24 O4,13,24,4,-9999,-9999,-9999,-9999,N/A,-9999
33,243.171259,243.1712801305087,243.1714161887691,1126758.5,-9999,556573.8,17.99,-1,-0.5595158448855628,0.9447792663700664,0,0.5668675598220398,2,2,0.25,N2 O3,de-protonated,0,-9999,C12 H24 O3 N2,12,24,3,2,-9999,-9999,-9999,N/A,-9999
34,245.048857,245.04887828317695,245.0489182711491,1330667.6,-9999,533898.3,21.6,-1,-0.16318363042741024,0.9951798758415054,0,0.5971079255049032,4,1.4,0.5,S1 O5,de-protonated,0,-9999,C10 H14 O5 S1,10,14,5,-9999,-9999,1,-9999,N/A,-9999
36,245.103019,245.10304028758088,245.1030618452391,1524469,-9999,554540.4,25.03,-1,-0.08795344314629432,0.9985973324306052,0,0.5991583994583631,3,1.6363636363636365,0.5454545454545454,O6,de-protonated,0,-9999,C11 H18 O6,11,18,6,-9999,-9999,-9999,-9999,N/A,-9999
37,245.139414,245.13943529054015,245.13944735458907,1135899.3,-9999,464487.1,18.14,-1,-0.04921300516481067,0.999560642365748,0,0.5997363854194488,2,1.8333333333333333,0.4166666666666667,O5,de-protonated,0,-9999,C12 H22 O5,12,22,5,-9999,-9999,-9999,-9999,N/A,-9999
38,249.076809,249.0768306106914,249.07684709674908,912221.3,-9999,636043.2,14.11,-1,-0.06618863969470729,0.9992054007748126,0,0.5995232404648875,7,1.0769230769230769,0.38461538461538464,O5,de-protonated,0,-9999,C13 H14 O5,13,14,5,-9999,-9999,-9999,-9999,N/A,-9999
39,249.149576,249.1495976166081,249.14961811544907,1254121.6,-9999,600789.8,20.14,-1,-0.08227522531572465,0.9987724892564966,0,0.599263493553898,5,1.4666666666666666,0.2,O3,de-protonated,0,-9999,C15 H22 O3,15,22,3,-9999,-9999,-9999,-9999,N/A,-9999
40,251.056051,251.05607277162432,251.05611165185908,1145706.6,-9999,591834.4,18.14,-1,-0.15486671280126446,0.9956576447787008,0,0.5973945868672204,7,1,0.5,O6,de-protonated,0,-9999,C12 H12 O6,12,12,6,-9999,-9999,-9999,-9999,N/A,-9999
41,251.078004,251.07802577340937,251.07811039978907,1231982.3,-9999,774481.8,19.66,-1,-0.337052001851694,0.9795976959029148,0,0.587758617541749,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,N/A,-9999
42,251.078517,251.07853877345107,251.07857843043905,2705518.5,-9999,511501.2,45.55,-1,-0.15794652107560817,0.9954836105384148,0,0.5972901663230489,7,1.2,0.4,N4 O4,de-protonated,0,-9999,C10 H12 O4 N4,10,12,4,4,-9999,-9999,-9999,N/A,-9999
44,251.092501,251.0925227745881,251.09249716120908,989808.7,-9999,561287.7,15.4,-1,0.10200774341188704,0.9981137025296908,0,0.5988682215178145,6,1.2307692307692308,0.38461538461538464,O5,de-protonated,0,-9999,C13 H16 O5,13,16,5,-9999,-9999,-9999,-9999,N/A,-9999
45,251.128771,251.12879277753723,251.12888267055905,1057782.8,-9999,672202.7,16.6,-1,-0.3579557272217196,0.9770187477833332,0,0.5862112486699999,5,1.4285714285714286,0.2857142857142857,O4,de-protonated,0,-9999,C14 H20 O4,14,20,4,-9999,-9999,-9999,-9999,N/A,-9999
46,253.071747,253.0717689355214,253.0717617163191,1677881.3,-9999,536740.4,27.49,-1,0.0285263051620679,0.9998523570161716,0,0.5999114142097028,6,1.1666666666666667,0.5,O6,de-protonated,0,-9999,C12 H14 O6,12,14,6,-9999,-9999,-9999,-9999,N/A,-9999
48,253.108149,253.1081709384813,253.1081472256691,1606591.1,-9999,580932.8,26.23,-1,0.0936864831872372,0.9984086638890382,0,0.5990451983334228,5,1.3846153846153846,0.38461538461538464,O5,de-protonated,0,-9999,C13 H18 O5,13,18,5,-9999,-9999,-9999,-9999,N/A,-9999
51,253.144458,253.14447994143356,253.14453273501908,10233413,-9999,478491,177.83,-1,-0.20855115832120608,0.9930478318074686,0.9806181574454318,0.9880759620626538,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,N/A,-9999
52,254.147912,254.1479340230248,254.14788757008907,1292329.5,-9999,513341.6,20.61,-1,0.18277915347954465,0.9939564586700366,0.9806181574454318,0.9886211381801946,4,1.6923076923076923,0.3076923076923077,13C1 O4,de-protonated,1,51,C13 H22 O4 13C1,13,22,4,-9999,-9999,-9999,1,N/A,-9999
53,255.050993,255.0510150964547,255.05102627142907,1140220.1,-9999,488429.3,17.94,-1,-0.043814661420303,0.99965172916172,0,0.599791037497032,6,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,-9999,C11 H12 O7,11,12,7,-9999,-9999,-9999,-9999,N/A,-9999
54,255.061591,255.0616130973164,255.0614115075491,1145597.9,-9999,745024.9,18.04,-1,0.790357765641397,0.8928428300328707,0,0.5357056980197223,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,N/A,-9999
55,255.062172,255.0621940973637,255.06225966071912,3334782,-9999,514125.4,56.32,-1,-0.2570484379841905,0.988082559717482,0,0.5928495358304892,6,1.2,0.6,N2 O6,de-protonated,0,-9999,C10 H12 O6 N2,10,12,6,2,-9999,-9999,-9999,N/A,-9999
57,255.087393,255.0874150994144,255.08741178077904,2400002,-9999,540207.4,39.97,-1,0.0130097965200833,0.999969289409471,0,0.5999815736456826,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999,N/A,-9999
60,255.123744,255.1237661023701,255.12379729012903,2077575.9,-9999,550238.9,34.34,-1,-0.1222455893769773,0.9972921066880568,0,0.598375264012834,4,1.5384615384615383,0.38461538461538464,O5,de-protonated,0,-9999,C13 H20 O5,13,20,5,-9999,-9999,-9999,-9999,N/A,-9999
61,255.160097,255.160119105326,255.16018279947903,1044045.8,-9999,612923.8,16.26,-1,-0.2496241864895656,0.9887572048622458,0,0.5932543229173475,3,1.7142857142857142,0.2857142857142857,O4,de-protonated,0,-9999,C14 H24 O4,14,24,4,-9999,-9999,-9999,-9999,N/A,-9999
63,255.232956,255.2329781112502,255.2329538181791,1111193.5,-9999,483240.3,17.44,-1,0.09517999425585214,0.9983575646560612,0,0.5990145387936366,1,2,0.125,O2,de-protonated,0,-9999,C16 H32 O2,16,32,2,-9999,-9999,-9999,-9999,N/A,-9999
64,257.066661,257.0666832603495,257.0666763358891,1716798.5,-9999,593275.9,28.02,-1,0.02693643735018537,0.9998683546420012,0,0.5999210127852007,5,1.2727272727272727,0.6363636363636364,O7,de-protonated,0,-9999,C11 H14 O7,11,14,7,-9999,-9999,-9999,-9999,N/A,-9999
66,257.102971,257.10299326330187,257.1030618452391,2342852.3,-9999,403070.4,38.97,-1,-0.2667488155749801,0.987172020332154,0,0.5923032121992925,4,1.5,0.5,O6,de-protonated,0,-9999,C12 H18 O6,12,18,6,-9999,-9999,-9999,-9999,N/A,-9999
67,257.139428,257.1394502662662,257.1394473545891,1765770,-9999,546548.3,28.64,-1,0.01132333881891176,0.999976735282602,0,0.5999860411695611,3,1.6923076923076923,0.38461538461538464,O5,de-protonated,0,-9999,C13 H22 O5,13,22,5,-9999,-9999,-9999,-9999,N/A,-9999
68,257.175782,257.17580426922217,257.1758328639391,1483215.8,-9999,483827.7,23.74,-1,-0.11118741836955048,0.9977593289087172,0,0.5986555973452303,2,1.8571428571428572,0.2857142857142857,O4,de-protonated,0,-9999,C14 H26 O4,14,26,4,-9999,-9999,-9999,-9999,N/A,-9999
69,257.212185,257.21220727218207,257.2122183732891,957525.5,-9999,869681.7,14.62,-1,-0.04315933002912003,0.9996620676054572,0,0.5997972405632742,1,2,0.2,O3,de-protonated,0,-9999,C15 H30 O3,15,30,3,-9999,-9999,-9999,-9999,N/A,-9999
71,259.082173,259.0821954242316,259.0823264003491,1466489.4,-9999,403167.4,23.44,-1,-0.5055386034818319,0.9546860747817412,0,0.5728116448690446,4,1.4545454545454546,0.6363636363636364,O7,de-protonated,0,-9999,C11 H16 O7,11,16,7,-9999,-9999,-9999,-9999,N/A,-9999
72,259.100685,259.1007074257368,259.10095384495907,1279740.3,-9999,655053.4,20.2,-1,-0.951054863395452,0.8486390688447241,0,0.5091834413068345,3,1.6666666666666667,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H20 O4 S1,12,20,4,-9999,-9999,1,-9999,N/A,-9999
72,259.100685,259.1007074257368,259.1005737224391,1279740.3,-9999,655053.4,20.2,-1,0.5160285667659806,0.9528315478249694,0,0.5716989286949816,8,1.2142857142857142,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H17 O1 N2 P1,14,17,1,2,1,-9999,-9999,N/A,-9999
73,259.100924,259.10094642575626,259.10095384495907,1480444.4,-9999,620259.1,23.68,-1,-0.02863440945407901,0.9998512359531022,0,0.5999107415718613,3,1.6666666666666667,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H20 O4 S1,12,20,4,-9999,-9999,1,-9999,N/A,-9999
75,259.118631,259.11865342719597,259.1187119096991,2431231,-9999,473339.4,40.17,-1,-0.22569772239102728,0.9907996858422624,0,0.5944798115053573,3,1.6666666666666667,0.5,O6,de-protonated,0,-9999,C12 H20 O6,12,20,6,-9999,-9999,-9999,-9999,N/A,-9999
76,259.1298,259.12982242810415,259.12994529898907,1166784.8,-9999,476240.5,18.24,-1,-0.4741670623239088,0.9600250442878502,0,0.5760150265727101,3,1.818181818181818,0.4545454545454546,N2 O5,de-protonated,0,-9999,C11 H20 O5 N2,11,20,5,2,-9999,-9999,-9999,N/A,-9999
77,259.155057,259.1550794301578,259.15509741904907,1254660.6,-9999,588094.2,19.77,-1,-0.0694136115852368,0.999126117021077,0,0.5994756702126461,2,1.8461538461538465,0.38461538461538464,O5,de-protonated,0,-9999,C13 H24 O5,13,24,5,-9999,-9999,-9999,-9999,N/A,-9999
79,261.076677,261.07669958640554,261.0768470967491,1040617.4,-9999,542625.8,15.91,-1,-0.5650073730343131,0.9437212252900548,0,0.5662327351740329,8,1,0.35714285714285715,O5,de-protonated,0,-9999,C14 H14 O5,14,14,5,-9999,-9999,-9999,-9999,N/A,-9999
80,261.134145,261.13416759107827,261.13436197415905,1278130,-9999,772539.8,20,-1,-0.7443795573752404,0.904348137379024,0,0.5426088824274145,2,1.8333333333333333,0.5,O6,de-protonated,0,-9999,C12 H22 O6,12,22,6,-9999,-9999,-9999,-9999,N/A,-9999
81,261.134378,261.13440059109723,261.13436197415905,1295794,-9999,760183.9,20.3,-1,0.14788148864108008,0.996039772994718,0,0.5976238637968307,2,1.8333333333333333,0.5,O6,de-protonated,0,-9999,C12 H22 O6,12,22,6,-9999,-9999,-9999,-9999,N/A,-9999
82,262.975327,262.9753497407855,262.97509842466906,1082564,-9999,780321.3,16.63,-1,0.955665072184816,0.8472865664362162,0,0.5083719398617297,10,0.4545454545454546,0.5454545454545454,P1 O6,de-protonated,0,-9999,C11 H5 O6 P1,11,5,6,-9999,1,-9999,-9999,N/A,-9999
83,262.975964,262.9759867408373,262.9759678045391,3013444,-9999,596588.3,49.83,-1,0.07200771371712447,0.9990596108938884,0,0.5994357665363329,9,0.75,0.08333333333333333,S2 P1 O1,de-protonated,0,-9999,C12 H9 O1 P1 S2,12,9,1,-9999,1,2,-9999,N/A,-9999
85,263.04375,263.043772746349,263.0438466913691,1215310.1,-9999,692873.2,18.91,-1,-0.281112905672331,0.9857634267262528,0,0.5914580560357516,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,N/A,-9999
86,263.044033,263.044055746372,263.0438466913691,1704014.1,-9999,568536.9,27.32,-1,0.7947534434129794,0.8917147499647775,0,0.5350288499788665,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,N/A,-9999
87,263.05586,263.05588274733367,263.0561116518591,840015.9,-9999,496482.1,12.46,-1,-0.8701737587675922,0.8716272819619177,0,0.5229763691771506,8,0.9230769230769232,0.4615384615384616,O6,de-protonated,0,-9999,C13 H12 O6,13,12,6,-9999,-9999,-9999,-9999,N/A,-9999
88,263.05616,263.05618274735804,263.0561116518591,1266255.9,-9999,577475.9,19.79,-1,0.27026742879317495,0.9868336196963235,0,0.5921001718177942,8,0.9230769230769232,0.4615384615384616,O6,de-protonated,0,-9999,C13 H12 O6,13,12,6,-9999,-9999,-9999,-9999,N/A,-9999
89,263.092424,263.0924467503067,263.0924971612091,1025877.3,-9999,460278.9,15.66,-1,-0.19160904610237992,0.9933604281254996,0,0.5960162568752997,7,1.1428571428571428,0.35714285714285715,O5,de-protonated,0,-9999,C14 H16 O5,14,16,5,-9999,-9999,-9999,-9999,N/A,-9999
91,265.035451,265.03547390829505,265.0353762069691,887919.9,-9999,504338.4,13.16,-1,0.36863503791083313,0.9756441231429108,0,0.5853864738857465,8,0.8333333333333334,0.5833333333333334,O7,de-protonated,0,-9999,C12 H10 O7,12,10,7,-9999,-9999,-9999,-9999,N/A,-9999
91,265.035451,265.03547390829505,265.0352140156391,887919.9,-9999,504338.4,13.16,-1,0.980596698866716,0.8398973537062945,0,0.5039384122237767,3,2.142857142857143,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H15 O1 N4 P1 S2,7,15,1,4,1,2,-9999,N/A,-9999
92,265.071715,265.07173791124364,265.0717617163191,1692277.1,-9999,526087.3,26.87,-1,-0.08980615396061092,0.9985376602446624,0,0.5991225961467974,7,1.0769230769230769,0.4615384615384616,O6,de-protonated,0,-9999,C13 H14 O6,13,14,6,-9999,-9999,-9999,-9999,N/A,-9999
93,265.093751,265.0937739130354,265.0937604642491,2074488.3,-9999,566404,33.39,-1,0.05073218734272194,0.9995331045963384,0,0.599719862757803,1,2,0.2727272727272727,S2 O3,de-protonated,0,-9999,C11 H22 O3 S2,11,22,3,-9999,-9999,2,-9999,N/A,-9999
95,265.108139,265.1081619142053,265.1081472256691,1625978.4,-9999,696315.8,25.74,-1,0.05540582731712694,0.99944314289088,0,0.599665885734528,6,1.2857142857142858,0.35714285714285715,O5,de-protonated,0,-9999,C14 H18 O5,14,18,5,-9999,-9999,-9999,-9999,N/A,-9999
96,265.144558,265.1445809171666,265.1445327350191,1022527.6,-9999,461237.6,15.46,-1,0.18172031311419184,0.9940260674114596,0,0.5964156404468758,5,1.4666666666666666,0.26666666666666666,O4,de-protonated,0,-9999,C15 H22 O4,15,22,4,-9999,-9999,-9999,-9999,N/A,-9999
98,265.147563,265.1475859174109,265.1475239158191,3815296,-9999,578767,63.06,-1,0.23383809467494163,0.990127396944672,0,0.5940764381668032,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,N/A,-9999
99,265.147893,265.14791591743773,265.14790403833905,5683072,-9999,490136.4,94.89,-1,0.04480178231855328,0.9996358625656008,0,0.5997815175393604,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,N/A,-9999
100,265.180923,265.1809459201234,265.1809182443691,1085316.9,-9999,725341.5,16.53,-1,0.10436555732571552,0.9980255818759104,0,0.5988153491255462,4,1.625,0.1875,O3,de-protonated,0,-9999,C16 H26 O3,16,26,3,-9999,-9999,-9999,-9999,N/A,-9999
101,266.088776,266.0887989939413,266.0890094364491,1869830.6,-9999,681700.2,29.9,-1,-0.7908726040696911,0.8927109549118286,0,0.5356265729470971,1,2.1,0.3,N1 S2 O3,de-protonated,0,-9999,C10 H21 O3 N1 S2,10,21,3,1,-9999,2,-9999,N/A,-9999
106,267.050998,267.05102107217994,267.05102627142907,1403535,-9999,572048.3,21.95,-1,-0.01946912244964885,0.9999312248340998,0,0.5999587349004598,7,1,0.5833333333333334,O7,de-protonated,0,-9999,C12 H12 O7,12,12,7,-9999,-9999,-9999,-9999,N/A,-9999
106,267.050998,267.05102107217994,267.0508640800991,1403535,-9999,572048.3,21.95,-1,0.587873330428657,0.9392179028375242,0,0.5635307417025145,2,2.4285714285714284,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H17 O1 N4 P1 S2,7,17,1,4,1,2,-9999,N/A,-9999
107,267.073306,267.0733290739938,267.07349305000906,1361298.1,-9999,583617.4,21.23,-1,-0.613973380029937,0.9338873132675556,0,0.5603323879605333,7,1.2,0.5,N4 O5,de-protonated,0,-9999,C10 H12 O5 N4,10,12,5,4,-9999,-9999,-9999,N/A,-9999
108,267.073581,267.0736040740162,267.07349305000906,1443538.1,-9999,618602.2,22.63,-1,0.415705826407171,0.9691301236700596,0,0.5814780742020357,7,1.2,0.5,N4 O5,de-protonated,0,-9999,C10 H12 O5 N4,10,12,5,4,-9999,-9999,-9999,N/A,-9999
110,267.087389,267.0874120751389,267.08741178077906,2785428,-9999,592751.3,45.5,-1,0.00110211048172961,0.9999997796038286,0,0.5999998677622971,6,1.2307692307692308,0.4615384615384616,O6,de-protonated,0,-9999,C13 H16 O6,13,16,6,-9999,-9999,-9999,-9999,N/A,-9999
111,267.123739,267.12376207809456,267.12379729012906,1912985.3,-9999,451185.4,30.63,-1,-0.13181915973566147,0.9968520600338764,0,0.5981112360203259,5,1.4285714285714286,0.35714285714285715,O5,de-protonated,0,-9999,C14 H20 O5,14,20,5,-9999,-9999,-9999,-9999,N/A,-9999
112,267.160144,267.1601670810547,267.16018279947906,1062750.4,-9999,504263.6,16.14,-1,-0.05883520595871128,0.9993720978046272,0,0.5996232586827763,4,1.6,0.26666666666666666,O4,de-protonated,0,-9999,C15 H24 O4,15,24,4,-9999,-9999,-9999,-9999,N/A,-9999
114,267.196521,267.19654408401254,267.19656830882906,1323555.5,-9999,565827.4,20.58,-1,-0.09066290284706152,0.998509646673086,0,0.5991057880038515,3,1.75,0.1875,O3,de-protonated,0,-9999,C16 H28 O3,16,28,3,-9999,-9999,-9999,-9999,N/A,-9999
116,269.066617,269.0666402360708,269.0666763358891,2533928.5,-9999,436510.8,40.84,-1,-0.13416681251083354,0.9967391187988606,0,0.5980434712793163,6,1.1666666666666667,0.5833333333333334,O7,de-protonated,0,-9999,C12 H14 O7,12,14,7,-9999,-9999,-9999,-9999,N/A,-9999
118,269.103036,269.103059239032,269.1030618452391,3069485.5,-9999,460968.9,49.89,-1,-0.00968479166408649,0.9999829811308916,0,0.5999897886785349,5,1.3846153846153846,0.4615384615384616,O6,de-protonated,0,-9999,C13 H18 O6,13,18,6,-9999,-9999,-9999,-9999,N/A,-9999
120,269.131166,269.1311892413193,269.1312051460991,6805425.5,-9999,440743.1,112.99,-1,-0.05909675088732344,0.9994513772939104,0.9875773679717366,0.9947017735650407,4,1.6428571428571428,0.21428571428571427,P1 O3,de-protonated,0,-9999,C14 H23 O3 P1,14,23,3,-9999,1,-9999,-9999,N/A,-9999
122,269.139413,269.1394362419898,269.1394473545891,6222258.5,-9999,525950.3,103.14,-1,-0.04128937393194124,0.49984535593455337,0.8684926696514785,0.6473042814213235,4,1.5714285714285714,0.35714285714285715,O5,de-protonated,0,-9999,C14 H22 O5,14,22,5,-9999,-9999,-9999,-9999,N/A,-9999
123,269.175832,269.1758552449511,269.1758328639391,1248567.5,-9999,633205.2,19.13,-1,0.08314643912787001,0.9987463717410852,0,0.5992478230446511,3,1.7333333333333334,0.26666666666666666,O4,de-protonated,0,-9999,C15 H26 O4,15,26,4,-9999,-9999,-9999,-9999,N/A,-9999
125,269.212199,269.2122222479081,269.2122183732891,2080700.6,-9999,491269.8,33.18,-1,0.0143924336213383,0.9999624150361436,0,0.5999774490216861,2,1.875,0.1875,O3,de-protonated,0,-9999,C16 H30 O3,16,30,3,-9999,-9999,-9999,-9999,N/A,-9999
