Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,33S,34S
35,245.048404,245.04841371151667,245.0485381486291,1006837.8,-9999,833234.9,15.87,-1,-0.5078059773743416,0.9542881470730706,0,0.5725728882438423,9,0.9166666666666666,0.16666666666666666,N2 P1 O2,de-protonated,0,-9999,C12 H11 O2 N2 P1,12,11,2,2,1,-9999,-9999,-9999,-9999,N/A
42,251.078164,251.07817532111068,251.07811039978907,7517676,-9999,743643.6,130.26,-1,0.2585702174750191,0.49397094566729693,0.9023989783818296,0.65734215875311,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,-9999,-9999,N/A
50,255.061378,255.06139038439633,255.0614115075491,2508013.3,-9999,625023.6,41.92,-1,-0.0828159487250029,0.9987563115888116,0,0.5992537869532869,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,-9999,-9999,N/A
72,261.097709,261.09772299574445,261.0979764648091,857276.3,-9999,763100.9,12.82,-1,-0.97078142118042,0.8428213643094461,0,0.5056928185856676,3,1.6363636363636365,0.6363636363636364,O7,de-protonated,0,-9999,C11 H18 O7,11,18,7,-9999,-9999,-9999,-9999,-9999,-9999,N/A
73,261.124192,261.1242060028138,261.12446599538913,1191552.1,-9999,776887.9,18.59,-1,-0.9956653212013984,0.8353712417125602,0,0.501222745027536,7,1.2857142857142858,0.21428571428571427,N2 O3,de-protonated,0,-9999,C14 H18 O3 N2,14,18,3,2,-9999,-9999,-9999,-9999,-9999,N/A
74,261.134107,261.13412100546054,261.13436197415905,966017.6,-9999,780378.7,14.69,-1,-0.9227766759011968,0.856837833936,0,0.5141027003616,2,1.8333333333333333,0.5,O6,de-protonated,0,-9999,C12 H22 O6,12,22,6,-9999,-9999,-9999,-9999,-9999,-9999,N/A
75,262.975743,262.97575749706994,262.9759678045391,2043655.4,-9999,772300.9,33.29,-1,-0.799721247976211,0.890434042765496,0,0.5342604256592975,9,0.75,0.08333333333333333,S2 P1 O1,de-protonated,0,-9999,C12 H9 O1 P1 S2,12,9,1,-9999,1,2,-9999,-9999,-9999,N/A
78,263.043786,263.0438005152334,263.0438466913691,9366801,-9999,703454.3,159.69,-1,-0.17554539396441335,0.9922758687835036,0.9809731039345804,0.9877547628439344,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,-9999,-9999,N/A
79,263.128686,263.12870053789675,263.12888267055905,886556.8,-9999,573635.1,13.32,-1,-0.6921804267723807,0.9167370855880604,0,0.5500422513528362,6,1.3333333333333333,0.26666666666666666,O4,de-protonated,0,-9999,C15 H20 O4,15,20,4,-9999,-9999,-9999,-9999,-9999,-9999,N/A
80,263.139882,263.13989654088545,263.14011605984905,819102.4,-9999,891979,12.15,-1,-0.8342284213104617,0.8813707921900736,0,0.5288224753140441,6,1.4285714285714286,0.21428571428571427,N2 O3,de-protonated,0,-9999,C14 H20 O3 N2,14,20,3,2,-9999,-9999,-9999,-9999,-9999,N/A
