Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,33S,34S
13,163.018885,163.01890205424843,163.0189382961691,754933.3,-9999,990899.7,12.35,-1,-0.22231724146213144,0.9910720000952632,0,0.594643200057158,11,0.3333333333333333,0.08333333333333333,O1,de-protonated,0,-9999,C12 H4 O1,12,4,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17,166.993579,166.99359642716604,166.99372586927907,813579,-9999,1289570.8,13.46,-1,-0.775131594684368,0.8967128141659712,0,0.5380276884995827,1,2.25,0.75,S1 P1 O3,de-protonated,0,-9999,C4 H9 O3 P1 S1,4,9,3,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999
18,166.993708,166.99372542717813,166.99372586927907,1350051,-9999,1050330.1,23.65,-1,-0.00264741048469821,0.9999987282664724,0,0.5999992369598833,1,2.25,0.75,S1 P1 O3,de-protonated,0,-9999,C4 H9 O3 P1 S1,4,9,3,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999
19,166.993851,166.99386842719156,166.99372586927907,1354783,-9999,811557,23.74,-1,0.8536722666714823,0.8761378123967024,0,0.5256826874380214,1,2.25,0.75,S1 P1 O3,de-protonated,0,-9999,C4 H9 O3 P1 S1,4,9,3,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999
109,190.957268,190.9572876755106,190.95734035992908,1058296.5,-9999,998403.8,18,-1,-0.27589627284454143,0.9862832953949744,0,0.5917699772369847,4,1,0.8,S1 P1 O4,de-protonated,0,-9999,C5 H5 O4 P1 S1,5,5,4,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999
111,209.154493,209.15451438282835,209.15470349587903,1181961.9,-9999,906732.7,19.87,-1,-0.9041778527956325,0.8621369712130362,0,0.5172821827278217,3,1.6923076923076923,0.15384615384615383,O2,de-protonated,0,-9999,C13 H22 O2,13,22,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
155,220.018413,220.01843540211365,220.0186212001191,871511.1,-9999,587269.5,13.94,-1,-0.8444649113482076,0.878626956967838,0,0.5271761741807027,8,0.7777777777777778,0.2222222222222222,N3 S1 O2,de-protonated,0,-9999,C9 H7 O2 N3 S1,9,7,2,3,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
158,220.020047,220.02006940226696,220.02027497039907,905943.4,-9999,858072.6,14.57,-1,-0.9343144950816572,0.8535130345033576,0,0.5121078207020145,3,1.7142857142857142,0.42857142857142855,N1 S1 P1 O3,de-protonated,0,-9999,C7 H12 O3 N1 P1 S1,7,12,3,1,1,1,-9999,-9999,-9999,-9999,-9999,-9999
162,220.021754,220.0217764024271,220.0219925034391,1056983.6,-9999,1058627.7,17.33,-1,-0.9821791426997292,0.8394241406964944,0,0.5036544844178966,3,1.8333333333333333,0.3333333333333333,N3 S2 O2,de-protonated,0,-9999,C6 H11 O2 N3 S2,6,11,2,3,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999
163,220.021973,220.0219954024477,220.0219925034391,1170007.6,-9999,502481.9,19.39,-1,0.01317599463266783,0.9999684997640772,0,0.5999810998584463,3,1.8333333333333333,0.3333333333333333,N3 S2 O2,de-protonated,0,-9999,C6 H11 O2 N3 S2,6,11,2,3,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999
185,227.128697,227.12872006922163,227.12888267055905,1067617.4,-9999,929663.7,17.39,-1,-0.7158989887601445,0.9111984996876384,0,0.546719099812583,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
186,233.154557,233.15458063458576,233.15470349587903,1273138.6,-9999,644903.7,20.96,-1,-0.526951811239606,0.9508638928887576,0,0.5705183357332546,5,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
187,239.128724,239.12874819509983,239.12888267055905,4265935,-9999,791344.5,74.34,-1,-0.5623555703075434,0.9442332846581836,0,0.5665399707949101,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
191,241.136318,241.13634238345827,241.13629052652908,1044955.9,-9999,791066.8,16.64,-1,0.215052363444016,0.9916435592170552,0,0.5949861355302332,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
192,241.144379,241.1444033842146,241.14453273501908,1636125.3,-9999,735548.7,27.18,-1,-0.5364036373464911,0.9491314041439908,0,0.5694788424863945,3,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,-9999,C13 H22 O4,13,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
194,242.176002,242.17602648100456,242.1761672165691,3217352,-9999,781904.2,55.36,-1,-0.5811288788660333,0.9405625020377228,0,0.5643375012226336,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
196,243.123649,243.1236735699156,243.12379729012903,1125860.4,-9999,841152,18.01,-1,-0.5088774312957156,0.9540995436056746,0,0.5724597261634048,3,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,-9999,C12 H20 O5,12,20,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
197,245.102893,245.10291775561416,245.1030618452391,883177.8,-9999,771832.9,13.69,-1,-0.5878736228523728,0.9392178442444034,0,0.563530706546642,3,1.6363636363636365,0.5454545454545454,O6,de-protonated,0,-9999,C11 H18 O6,11,18,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
198,249.149468,249.14949313527583,249.14961811544907,1078586.4,-9999,700998.8,17.09,-1,-0.5016269908693382,0.9553687692295044,0,0.5732212615377026,5,1.4666666666666666,0.2,O3,de-protonated,0,-9999,C15 H22 O3,15,22,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
202,253.144381,253.14440651009048,253.14453273501908,22350514,-9999,704078.3,391.84,-1,-0.4986279073199287,0.970722619508583,0.9880851930760886,0.9776676489355852,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
203,254.14779,254.14781560423327,254.14788757008907,3742285,-9999,723785.7,63.67,-1,-0.2831652723284997,0.985556303355508,0.9880851930760886,0.9865678592437402,4,1.6923076923076923,0.3076923076923077,13C1 O4,de-protonated,1,202,C13 H22 O4 13C1,13,22,4,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
204,255.123685,255.12371069579464,255.12379729012903,1236450.5,-9999,768950.5,19.7,-1,-0.3394208432897055,0.9793129058569738,0,0.5875877435141843,4,1.5384615384615383,0.38461538461538464,O5,de-protonated,0,-9999,C13 H20 O5,13,20,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
205,257.102956,257.10298188149574,257.1030618452391,922700.8,-9999,688575.2,14.19,-1,-0.31101824609269296,0.982601180618846,0,0.5895607083713076,4,1.5,0.5,O6,de-protonated,0,-9999,C12 H18 O6,12,18,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
