Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,33S,34S
16,163.014986,163.014925322401,163.01491554416907,2414598.3,-9999,905356.3,43.86,-1,0.05998366412570658,0.9993473534420833,0,0.59960841206525,7,0.5714285714285714,0.42857142857142855,N2 O3,de-protonated,0,-9999,C7 H4 O3 N2,7,4,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17,163.015099,163.0150383224252,163.01491554416907,1972353.1,-9999,613604.9,35.46,-1,0.7531719150816553,0.9021901053175666,0,0.54131406319054,7,0.5714285714285714,0.42857142857142855,N2 O3,de-protonated,0,-9999,C7 H4 O3 N2,7,4,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
108,220.018784,220.01873552271985,220.0186212001191,859520.3,-9999,1018139.2,13.59,-1,0.5196042049886787,0.9521915427521064,0,0.5713149256512637,8,0.7777777777777778,0.2222222222222222,N3 S1 O2,de-protonated,0,-9999,C9 H7 O2 N3 S1,9,7,2,3,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
111,220.020142,220.02009352301047,220.02027497039907,2182240.5,-9999,668405.8,37.54,-1,-0.8246848551707812,0.8839063341286171,0,0.5303438004771702,3,1.7142857142857142,0.42857142857142855,N1 S1 P1 O3,de-protonated,0,-9999,C7 H12 O3 N1 P1 S1,7,12,3,1,1,1,-9999,-9999,-9999,-9999,-9999,-9999
136,233.056989,233.05694331324017,233.05678035711907,1709850.1,-9999,611497.9,28.48,-1,0.6992121012404817,0.9151110815624643,0,0.5490666489374786,8,0.9090909090909092,0.3636363636363637,N2 O4,de-protonated,0,-9999,C11 H10 O4 N2,11,10,4,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
141,236.103985,236.1039399653778,236.10406490312903,960701.6,-9999,764897.7,15.07,-1,-0.5291639146639824,0.9504609002854376,0,0.5702765401712626,6,1.3636363636363635,0.2727272727272727,N3 O3,de-protonated,0,-9999,C11 H15 O3 N3,11,15,3,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
181,247.169354,247.16931133365912,247.1693219891391,998665.5,-9999,566765.3,15.42,-1,-0.04311004247144865,0.9996628388660574,0,0.5997977033196344,1,2.5,0.1,N4 P1 O1,de-protonated,0,-9999,C10 H25 O1 N4 P1,10,25,1,4,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
183,249.021748,249.02170573012037,249.02167195145907,1135698.1,-9999,776477.1,17.8,-1,0.13564546828309718,0.9966669667931456,0,0.5980001800758873,4,1.8333333333333333,0.5,N4 S1 P1 O3,de-protonated,0,-9999,C6 H11 O3 N4 P1 S1,6,11,3,4,1,1,-9999,-9999,-9999,-9999,-9999,-9999
189,251.091727,251.09168517315055,251.09146559000908,814557.4,-9999,509493.1,12.14,-1,0.8745145558207752,0.870430338563371,0,0.5222582031380226,2,2.4285714285714284,0.5714285714285714,N4 P1 O4,de-protonated,0,-9999,C7 H17 O4 N4 P1,7,17,4,4,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
191,252.081157,252.0811153849147,252.08122145795903,938409.3,-9999,664809.2,14.29,-1,-0.4207891556059843,0.968382677419981,0,0.5810296064519885,6,1.3636363636363635,0.18181818181818185,N3 S1 O2,de-protonated,0,-9999,C11 H15 O2 N3 S1,11,15,2,3,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
